SKU,DocId,Titel,Brand,Produktart,CurrentCategoryId,CurrentBreadcrumb,CurrentRoot,TargetCategoryBreadcrumb,TargetCategoryId,Notes
SKU-4349960147,SKU-4349960147,WMF Topf-Set Provence Plus 07.2304.6380 Silber Edelstahl NEU Induktionsgeeignet,WMF,Topf-Set,974,Sammeln & Seltenes > Haushalt & Küche > Töpfe & Pfannen,Sammeln & Seltenes,Möbel & Wohnen > Kochen & Genießen > Töpfe & Pfannen > Sets,98847,"LLM_SUGGESTED query=4000530650139 root=Möbel & Wohnen rationale=Das Produkt ist explizit ein 'Topf-Set'. Die Kategorie 'Möbel & Wohnen > Kochen & Genießen > Töpfe & Pfannen > Sets' ist die spezifischste und passendste Kategorie für ein solches Produkt, da sie die Art des Produkts (Se"
SKU-5814356347,SKU-5814356347,Tefal Pfannenset Ingenio Emission Induction L8975P04 Silber Edelstahl NEU,Tefal,Pfannenset,974,Sammeln & Seltenes > Haushalt & Küche > Töpfe & Pfannen,Sammeln & Seltenes,Möbel & Wohnen > Kochen & Genießen > Töpfe & Pfannen,259322,"LLM_SUGGESTED query=3168430357914 root=Möbel & Wohnen rationale=Das Produkt ist ein Pfannenset, das laut Web-Evidenz ein ""Topf- und Pfannenset"" ist. Die Kategorie ""Möbel & Wohnen > Kochen & Genießen > Töpfe & Pfannen"" ist die passendste und umfassendste Wahl, da sie sowohl Töpfe als "
SKU-6854747447,e29c131f-ec89-434c-b216-90f28330918d,"Vinz Jethelm Como 220653541150 ECE R22-06, 1150g, Gr. XS, Matt Schwarz",Vinz,Jethelm,18671,Sammeln & Seltenes > Militaria > 1918-1945 > Helme & Kopfbedeckungen,Sammeln & Seltenes,"Auto & Motorrad: Teile > Kleidung, Schutzausrüstung & Merchandise > Helme & Zubehör",177075,"LLM_SUGGESTED query=220653541150 root=Auto & Motorrad: Teile rationale=Das Produkt ist ein Jethelm für Roller und Motorräder. Die Kategorie 'Auto & Motorrad: Teile > Kleidung, Schutzausrüstung & Merchandise > Helme & Zubehör' ist die passendste Wahl, da sie direkt auf Helme für motorisierte"
SKU-1844691476,0060cdec-9193-411b-af64-4754ca0226bd,"Thule Rucksack Darkest Blue – Robust, vielseitig & nachhaltig für Alltag",Thule,Rucksack,37412,Sammeln & Seltenes > Militaria > NATO-Shop > Rucksäcke & Taschen,Sammeln & Seltenes,Sport > Camping & Outdoor > Rucksäcke > Trekkingrucksäcke,181379,LLM_SUGGESTED query=085854258548 root=Sport rationale=Die Web-Evidenz beschreibt den Rucksack als 'Reiserucksack' und 'geeignet für längere Trekking-Touren und Reisen'. Die Kategorie 'Sport > Camping & Outdoor > Rucksäcke > Trekkingrucksäcke' ist die spezifischste und am be
SKU-4820097368,SKU-4820097368,"TAN.TOMI Rolltop Rucksack – Flexibel, wasserabweisend & Laptopfach – Daypack",TAN.TOMI,Rolltop-Rucksack / Daypack,37412,Sammeln & Seltenes > Militaria > NATO-Shop > Rucksäcke & Taschen,Sammeln & Seltenes,Sport > Sporttaschen & Rucksäcke > Rucksäcke,68814,"LLM_SUGGESTED query=4255700108594 root=Sport rationale=Das Produkt ist ein vielseitiger Rolltop-Rucksack / Daypack mit Laptopfach, der für verschiedene Zwecke wie Freizeit, Alltag und leichte Outdoor-Aktivitäten geeignet ist. Die Kategorie ""Sport > Sporttaschen & Rucksäcke >"
SKU-0974179694,SKU-0974179694,wolfcraft Eckzwingen-Set ES 22 für präzise 90°-Winkel & stabile Holzprojekte,wolfcraft,Eckzwinge,515,Sammeln & Seltenes > Militaria > NATO-Shop > Werkzeuge & Tools,Sammeln & Seltenes,Heimwerker > Werkzeuge > Handwerkzeuge,3244,"LLM_SUGGESTED query=2230510001022 root=Heimwerker rationale=Das Produkt ist eine Eckzwinge, ein manuelles Werkzeug zum Fixieren von Werkstücken in einem 90°-Winkel. Die Kategorie ""Heimwerker > Werkzeuge > Handwerkzeuge"" ist die passendste für diese Art von Produkt."
SKU-1612836881,SKU-1612836881,"Wera Fahrrad Werkzeug-Set 6, 10-teilig, Hex-Plus & Torx, MPN 05004174001, Neu",Wera,Werkzeugsatz,515,Sammeln & Seltenes > Militaria > NATO-Shop > Werkzeuge & Tools,Sammeln & Seltenes,Sport > Radsport > Fahrradreparatur & Werkzeug > Werkzeug,177846,"LLM_SUGGESTED query=4013288220592 root=Sport rationale=Das Produkt ist ein spezifisches Werkzeug-Set für Fahrräder, wie der Titel ""Wera Fahrrad Werkzeug-Set"" und die Web-Evidenz (""Bicycle Set 6 für Anwendungen am Fahrrad"") eindeutig belegen. Die Kategorie ""Sport > Radsport >"
SKU-3588671475,SKU-3588671475,Topeak Ratchet Rocket Essential Fahrradwerkzeugset für präzise Reparaturen,Topeak,Ratschen-Werkzeug / Multi-Tool (Ratchet),515,Sammeln & Seltenes > Militaria > NATO-Shop > Werkzeuge & Tools,Sammeln & Seltenes,Sport > Radsport > Fahrradreparatur & Werkzeug > Werkzeug,177846,"LLM_SUGGESTED query=4710069708958 root=Sport rationale=Das Produkt ist ein Fahrradwerkzeugset (Ratschen-Werkzeug / Multi-Tool). Die Kategorie ""Sport > Radsport > Fahrradreparatur & Werkzeug > Werkzeug"" ist die spezifischste und genaueste Wahl, da sie direkt auf Fahrradwerkze"
SKU-9905416565,7290006780805,"SodaStream Glaskaraffe 0,7L für CRYSTAL/PENGUIN - Spülmaschinenfest & Stilvoll",SodaStream,Glaskaraffe,8736,Sammeln & Seltenes > Reklame & Werbung > Bier & Brauerei > Bierflaschen,Sammeln & Seltenes,Möbel & Wohnen > Kochen & Genießen > Gläser & Glaswaren,20696,"LLM_SUGGESTED query=7290006780805 root=Möbel & Wohnen rationale=Die SodaStream Glaskaraffe ist ein Glasgefäß zum Servieren von Getränken und passt am besten in die Kategorie ""Möbel & Wohnen > Kochen & Genießen > Gläser & Glaswaren"". Die Web-Evidenz (eBay.de Ergebnis 5) bestätigt dies"
SKU-5753016417,5820082016105,"Audi Fußmatten Set Vorne, Hinten NEU Q5 8R Schwarz Velours Audi Q5 8R Nein",Audi,Fußmatten Set,62844,Sammeln & Seltenes > Reklame & Werbung > Branchen & Marken > Auto & Motorrad,Sammeln & Seltenes,"Auto & Motorrad: Teile > Autoteile & Zubehör > Innenausstattung > Fußmatten, Teppiche & Laderaumwannen",33697,"LLM_SUGGESTED query=Audi Fußmatten Set root=Auto & Motorrad: Teile rationale=Das Produkt ist ein Fußmatten-Set für ein Audi-Fahrzeug. Die Kategorie ""Auto & Motorrad: Teile > Autoteile & Zubehör > Innenausstattung > Fußmatten, Teppiche & Laderaumwannen"" ist die präziseste und passendste Kategorie "
SKU-8779940575,SKU-8779940575,"TATONKA Campingbecher Handle Mug 600 - Robust, platzsparend & vielseitig",TATONKA,Campingbecher,62864,Sammeln & Seltenes > Reklame & Werbung > Branchen & Marken > Coca-Cola & Softdrinks > Coca-Cola > Tassen & Becher,Sammeln & Seltenes,Sport > Camping & Outdoor > Camping-Küchenbedarf > Campinggeschirr,181383,"LLM_SUGGESTED query=4013236948097 root=Sport rationale=Das Produkt ist ein ""Campingbecher"" aus Edelstahl mit Klappgriffen und Volumenskalierung, wie die Web-Evidenz bestätigt. Die Kategorie ""Sport > Camping & Outdoor > Camping-Küchenbedarf > Campinggeschirr"" ist die präzises"
SKU-9876441475,SKU-9876441475,Disney – Es war einmal ein Schneemann Bilderbuch Gebundene Ausgabe Neu,Disney,Bilderbuch,49177,Sammeln & Seltenes > Rollenspiele & Tabletops > LARP & Reenactment > Kleidung & Accessoires > Kinder,Sammeln & Seltenes,Filme & Serien > Film-Fanartikel > Bücher & Skripte,163890,"LLM_SUGGESTED query=9783845118116 root=Filme & Serien rationale=Das Produkt ist ein Bilderbuch, das explizit als 'Das Buch zum Eiskönigin-Animationskurzfilm auf Disney+!' beworben wird. Die Kategorie 'Filme & Serien > Film-Fanartikel > Bücher & Skripte' ist die passendste Wahl, da si"
SKU-4561934561,SKU-4561934561,GLOCK Pistolenkoffer: Robuster Hartschalenkoffer mit Schaumstoffschutz,GLOCK,Waffenkoffer,23658,Sammeln & Seltenes > Rollenspiele & Tabletops > LARP & Reenactment > Waffen > Schaumstoff- & Latexwaffen,Sammeln & Seltenes,Sport > Funsport > Airsoft > Waffen > Pistolen,64637,"LLM_SUGGESTED query=GLOCK SKU-4561934561 root=Sport rationale=Das Produkt ist ein Pistolenkoffer der Marke GLOCK. Die Web-Evidenz zeigt, dass GLOCK für echte Pistolen, CO2-Pistolen und Schreckschusspistolen bekannt ist. Der Koffer ist für den Transport und Schutz einer Pistole geda"
SKU-0922374624,2074133001002,"Magic: The Gathering Commander Deck – Sofort spielbar, epische Zombie-Horden",Magic: The Gathering,Commander Deck,2536,Sammeln & Seltenes > Sammelkartenspiele/TCGs,Sammeln & Seltenes,Sammeln & Seltenes > Sammelkartenspiele/TCGs > TCG OVP Decks & Starter,183457,"LLM_SUGGESTED query=195166279855 root=Sammeln & Seltenes rationale=Das Produkt ist ein ""Magic: The Gathering Commander Deck"", welches ein spielfertiges Deck für ein Sammelkartenspiel (TCG) ist. Die Kategorie ""Sammeln & Seltenes > Sammelkartenspiele/TCGs > TCG OVP Decks & Starter"" (ID 18"
SKU-4310621602,0196214105119,Pokémon Sammelordner-Kollektion 100-10011 Mehrfarbig Kunststoff NEU Deutsch,Pokémon,Sammelordner-Kollektion,2536,Sammeln & Seltenes > Sammelkartenspiele/TCGs,Sammeln & Seltenes,"Sammeln & Seltenes > Sammelkartenspiele/TCGs > TCG Zubehör > TCG Ordner, Sammelmappen & -hüllen",183465,"LLM_SUGGESTED query=0196214105119 root=Sammeln & Seltenes rationale=Das Produkt ist eine Sammelordner-Kollektion für Pokémon-Sammelkarten, die als Zubehör für Sammelkartenspiele (TCGs) dient. Die Kategorie 'Sammeln & Seltenes > Sammelkartenspiele/TCGs > TCG Zubehör > TCG Ordner, Sammelma"
SKU-4358173575,SKU-4358173575,SEEK DISCOMFORT SPARK Kartenspiel – Komfortzone erweitern & Beziehungen stärken,SEEK DISCOMFORT,Kartenspiel,2536,Sammeln & Seltenes > Sammelkartenspiele/TCGs,Sammeln & Seltenes,Sammeln & Seltenes > Rollenspiele & Tabletops > Kartenspiele,13518,"LLM_SUGGESTED query=196852765508 root=Sammeln & Seltenes rationale=Das Produkt ist ein Kartenspiel, das zur Kategorie 'Sammeln & Seltenes > Rollenspiele & Tabletops > Kartenspiele' passt. Die Web-Evidenz bestätigt, dass es sich um ein 'Conversation Card Game' handelt, was die Einordnung"
SKU-8735317765,5060570201660,VaultX Deck Box Schwarz NEU Sammelkarten Exo-Tec Toploading 80+ Sammeln,VaultX,Deck Box,183462,"Sammeln & Seltenes > Sammelkartenspiele/TCGs > TCG Zubehör > TCG Deck-Boxen, Blechdosen & Kartentrenner",Sammeln & Seltenes,"Sammeln & Seltenes > Sammelkartenspiele/TCGs > TCG Zubehör > TCG Deck-Boxen, Blechdosen & Kartentrenner",183462,"LLM_SUGGESTED query=5060570201660 root=Sammeln & Seltenes rationale=Die Produktbeschreibung ""VaultX Deck Box Schwarz NEU Sammelkarten Exo-Tec Toploading 80+ Sammeln"" und die Web-Evidenz (z.B. ""Exo-Tec® Toploading Deck Box 80+ Black"") weisen eindeutig auf eine Deck Box für Sammelkarten hi"
SKU-1789286937,SKU-1789286937,"Engelbert Strauss T-Shirt: Robust, bequem & vielseitig für Arbeit & Freizeit",Engelbert Strauss,,8697,Sammeln & Seltenes > Science-Fiction > Star Trek > Bekleidung,Sammeln & Seltenes,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > T-Shirts,15687,"LLM_SUGGESTED query=Engelbert Strauss Engelbert Strauss T-Shirt: Robust, bequem & vielseitig root=Kleidung & Accessoires rationale=Das Produkt ist ein T-Shirt der Marke Engelbert Strauss, das laut Web-Evidenz für Herren gedacht ist und sowohl für Arbeit als auch Freizeit beworben wird. Die Kategorie 'Kleidung & Accessoires > Herren > Herrenmode > Sh"
SKU-8919591829,SKU-8919591829,"PLANAM Kinder Outdoorhose NORIT – Robust, bequem & sicher für Abenteuer",PLANAM,Hose,8697,Sammeln & Seltenes > Science-Fiction > Star Trek > Bekleidung,Sammeln & Seltenes,Sport > Camping & Outdoor > Bekleidung > Kinder,181370,"LLM_SUGGESTED query=4030913982243 root=Sport rationale=Das Produkt ist eine 'Kinder Outdoorhose'. Die Kategorie 'Sport > Camping & Outdoor > Bekleidung > Kinder' ist die präziseste und passendste Wahl, da sie sowohl den Verwendungszweck (Outdoor) als auch die Zielgruppe (Kin"
SKU-1040274599,SKU-1040274599,SCM Bilderbuch: Mut & Freundschaft ab 3 Jahren – Stärkt soziale Kompetenzen,"Scm R. Brockhaus,Scm Brockhaus, R.",Bilderbuch,8694,Sammeln & Seltenes > Science-Fiction > Star Trek > Poster & Bilder,Sammeln & Seltenes,"Bücher & Zeitschriften > Fachbücher, Lernen & Nachschlagen",184644,"LLM_SUGGESTED query=9783417288889 root=Bücher & Zeitschriften rationale=Das Produkt ist ein Bilderbuch für Kinder, das soziale Kompetenzen stärken soll. Die Kategorie ""Bücher & Zeitschriften > Fachbücher, Lernen & Nachschlagen"" ist die passendste Wahl aus den Kandidaten, da sie den Aspekt de"
SKU-3149269291,SKU-3149269291,Nidec Sankyo Motorisierter Kartenleser 445-0765157A für Nidec Sankyo Präzision,Nidec Sankyo,Motorisierter Kartenleser,3948,Sammeln & Seltenes > Technik & Geräte > Automaten > Geldspielautomaten > Geldspielautomaten,Sammeln & Seltenes,"Computer, Tablets & Netzwerk > Kabel & Steckverbinder > USB-Kabel, -Hubs & -Adapter",44932,"LLM_SUGGESTED query=Nidec Sankyo 445-0765157A root=Computer, Tablets & Netzwerk rationale=Das Produkt ist ein motorisierter Kartenleser, der laut Web-Evidenz als 'ATM USB Smart Card Reader' identifiziert wird. Es handelt sich um ein elektronisches Gerät, das über USB an ein Computersystem (z.B. in einem Gelda"
SKU-0785869755,SKU-0785869755,Terry Exera Gel Fahrradsattel Herren – Ergonomisch für höchsten Komfort,Terry,Fahrradsattel,420,Sammeln & Seltenes > Transport > Fahrrad,Sammeln & Seltenes,Sport > Radsport > Fahrradteile & -komponenten > Sättel,177822,"LLM_SUGGESTED query=4260477074874 root=Sport rationale=Das Produkt ist ein Fahrradsattel für Herren. Die Kategorie 'Sport > Radsport > Fahrradteile & -komponenten > Sättel' ist die präziseste und passendste Wahl aus den verfügbaren Kandidaten, da sie direkt die Produktart 'S"
SKU-3047799035,SKU-3047799035,ABUS Kettenschloss Iven Chain 7210/110 – Hoher Diebstahlschutz & Lackschonend,ABUS,Kettenschloss,420,Sammeln & Seltenes > Transport > Fahrrad,Sammeln & Seltenes,Sport > Radsport > Fahrradzubehör > Schlösser & Sicherheit,58100,"LLM_SUGGESTED query=4003318877841 root=Sport rationale=Das Produkt ist ein Kettenschloss der Marke ABUS, das laut Titel und Web-Evidenz (z.B. Fahrrad-teile.shop, Hollandbikeshop.com) für Fahrräder bestimmt ist. Die Kategorie 'Sport > Radsport > Fahrradzubehör > Schlösser & S"
SKU-4996518676,SKU-4996518676,"Topeak Satteltasche BAG29601 Schwarz 210D & 420D Nylon, PU-beschichtet NEU",Topeak,Satteltasche,420,Sammeln & Seltenes > Transport > Fahrrad,Sammeln & Seltenes,Sport > Radsport > Fahrradzubehör > Transportkoffer/-taschen,177835,"LLM_SUGGESTED query=4710069709269 root=Sport rationale=Das Produkt ist eine 'Satteltasche' der Marke Topeak, die laut Titel und Web-Evidenz für Fahrräder bestimmt ist. Die Kategorie 'Sport > Radsport > Fahrradzubehör > Transportkoffer/-taschen' ist die spezifischste und pass"
SKU-6480044357,7325549884427,POC Fahrradhelm Axion Race MIPS Gr. M – MTB Schutz mit MIPS-Technologie,POC,Fahrradhelm,420,Sammeln & Seltenes > Transport > Fahrrad,Sammeln & Seltenes,Sport > Radsport > Helme & Protektoren > Helme,70911,LLM_SUGGESTED query=7325549884427 root=Sport rationale=Das Produkt ist ein Fahrradhelm. Die Kategorie 'Sport > Radsport > Helme & Protektoren > Helme' ist die präziseste und passendste Wahl aus den gegebenen Optionen.
SKU-4304000683,SKU-4304000683,LEONARDO Geschirr & Besteck NEU SWING Trinkgläser Set Bunt Spülmaschinenfest,LEONARDO,,59212,Sammeln & Seltenes > Transport > Luftfahrt & Zeppelin > Geschirr & Besteck,Sammeln & Seltenes,Möbel & Wohnen > Kochen & Genießen > Gläser & Glaswaren,20696,"LLM_SUGGESTED query=4002541707024 root=Möbel & Wohnen rationale=Das Produkt ist ein Set Trinkgläser der Marke LEONARDO. Die Kategorie ""Möbel & Wohnen > Kochen & Genießen > Gläser & Glaswaren"" ist die präziseste und passendste Wahl für Trinkgläser. Die Web-Evidenz bestätigt, dass es s"
