canonical_category_id,canonical_breadcrumb,depth,merged_count,merged_category_ids,source_roots
6407190,Beauty & Gesundheit > Tattoo & Body Art,2,1,6407190,Beauty & Gesundheit
6407191,Beauty & Gesundheit > Tattoo & Body Art > Tattoo-Zubehör,3,1,6407191,Beauty & Gesundheit
6407192,Beauty & Gesundheit > Tattoo & Body Art > Tattoo-Zubehör > Tattoo-Armlehnen & -Ständer,4,1,6407192,Beauty & Gesundheit
6406813,Briefmarken,1,1,6406813,Briefmarken
6406814,Briefmarken > Afrika,2,1,6406814,Briefmarken
6406815,Briefmarken > Afrika > Niger,3,1,6406815,Briefmarken
6406816,Briefmarken > Motive,2,1,6406816,Briefmarken
6406817,Briefmarken > Motive > Geschichte,3,1,6406817,Briefmarken
6406668,Bücher & Zeitschriften,1,1,6406668,Bücher & Zeitschriften
6406669,Bücher & Zeitschriften > Bücher,2,1,6406669,Bücher & Zeitschriften
6406670,"Bücher & Zeitschriften > Fachbücher, Lernen & Nachschlagen",2,1,6406670,Bücher & Zeitschriften
6406671,Büro & Schreibwaren,1,1,6406671,Büro & Schreibwaren
6406818,Büro & Schreibwaren > Büromöbel,2,1,6406818,Büro & Schreibwaren
6407205,Büro & Schreibwaren > Büromöbel > Leuchten & Leuchtmittel,3,1,6407205,Büro & Schreibwaren
6407206,Büro & Schreibwaren > Büromöbel > Leuchten & Leuchtmittel > Stehleuchten,4,1,6407206,Büro & Schreibwaren
6407207,Büro & Schreibwaren > Büromöbel > Schränke & Regale,3,1,6407207,Büro & Schreibwaren
6407208,Büro & Schreibwaren > Büromöbel > Schränke & Regale > Aktenschränke,4,1,6407208,Büro & Schreibwaren
6406819,Büro & Schreibwaren > Büromöbel > Sitzmöbel,3,1,6406819,Büro & Schreibwaren
6406820,Büro & Schreibwaren > Bürotechnik,2,1,6406820,Büro & Schreibwaren
6406821,Büro & Schreibwaren > Bürotechnik > Schreibmaschinen-Zubehör,3,1,6406821,Büro & Schreibwaren
6407209,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren",2,1,6407209,Büro & Schreibwaren
6407210,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Papier, Hefte & Blöcke",3,1,6407210,Büro & Schreibwaren
6407211,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Papier, Hefte & Blöcke > Briefpapier & Karten",4,1,6407211,Büro & Schreibwaren
6407212,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren",3,1,6407212,Büro & Schreibwaren
6407213,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Bleistifte & Druckbleistifte",4,1,6407213,Büro & Schreibwaren
6407214,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Filzstifte",4,1,6407214,Büro & Schreibwaren
6407215,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Füllfederhalter",4,1,6407215,Büro & Schreibwaren
6406672,Büro & Schreibwaren > Schulbedarf,2,1,6406672,Büro & Schreibwaren
6407216,Büro & Schreibwaren > Schulbedarf > Schul- & Jugendschreibgeräte,3,1,6407216,Büro & Schreibwaren
6407217,Büro & Schreibwaren > Schulbedarf > Schul- & Jugendschreibgeräte > Bleistifte,4,1,6407217,Büro & Schreibwaren
6406822,Business & Industrie,1,1,6406822,Business & Industrie
6406823,Business & Industrie > 3D-Druck & Prototypen,2,1,6406823,Business & Industrie
6406824,Business & Industrie > 3D-Druck & Prototypen > 3D-Drucker-Filamente,3,1,6406824,Business & Industrie
6407218,Business & Industrie > 3D-Druck & Prototyping,2,1,6407218,Business & Industrie
6407219,Business & Industrie > 3D-Druck & Prototyping > 3D-Drucker-Teile & Zubehör,3,1,6407219,Business & Industrie
6407220,Business & Industrie > 3D-Druck & Prototyping > 3D-Drucker-Teile & Zubehör > 3D-Drucker-Filament,4,1,6407220,Business & Industrie
6467444,"Business & Industrie > Agrar, Forst & Kommune",2,1,6467444,Business & Industrie
6467445,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör",3,1,6467445,Business & Industrie
6467446,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren",4,1,6467446,Business & Industrie
6467447,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren > Antrieb, Motor & Getriebe",5,1,6467447,Business & Industrie
6467448,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren > Antrieb, Motor & Getriebe > Dichtungen",6,1,6467448,Business & Industrie
6467455,"Business & Industrie > Automation, Antriebe & Motoren",2,1,6467455,Business & Industrie
6407510,Business & Industrie > Elektronik & Messtechnik,2,1,6407510,Business & Industrie
6407511,Business & Industrie > Elektronik & Messtechnik > Kabel & Leitungen,3,1,6407511,Business & Industrie
6407512,Business & Industrie > Elektronik & Messtechnik > Kabel & Leitungen > Kabelverbinder & Anschlussklemmen,4,1,6407512,Business & Industrie
6407513,Business & Industrie > Elektronik & Messtechnik > Kabel & Leitungen > Kabelverbinder & Anschlussklemmen > Leitungs- & Kabelverbinder,5,1,6407513,Business & Industrie
6407514,Business & Industrie > Großhandel & Sonderposten,2,1,6407514,Business & Industrie
6407515,Business & Industrie > Großhandel & Sonderposten > Kleidung & Accessoires(Posten),3,1,6407515,Business & Industrie
6407516,Business & Industrie > Großhandel & Sonderposten > Kleidung & Accessoires(Posten) > Herrenbekleidung,4,1,6407516,Business & Industrie
6407517,Business & Industrie > Großhandel & Sonderposten > Kleidung & Accessoires(Posten) > Herrenbekleidung > Unterwäsche,5,1,6407517,Business & Industrie
6407221,Business & Industrie > Sicherheit & Gebäudeinstandhaltung,2,1,6407221,Business & Industrie
6407222,Business & Industrie > Sicherheit & Gebäudeinstandhaltung > Persönliche Schutzausrüstung,3,1,6407222,Business & Industrie
6467410,Business & Industrie > Sicherheit & Gebäudeinstandhaltung > Persönliche Schutzausrüstung > Arbeitshandschuhe,4,1,6467410,Business & Industrie
6407223,Business & Industrie > Sicherheit & Gebäudeinstandhaltung > Persönliche Schutzausrüstung > Sicherheitswesten,4,1,6407223,Business & Industrie
6406673,"Computer, Tablets & Netzwerk",1,1,6406673,"Computer, Tablets & Netzwerk"
6406825,"Computer, Tablets & Netzwerk > 3D-Druck & -Scan",2,1,6406825,"Computer, Tablets & Netzwerk"
6406826,"Computer, Tablets & Netzwerk > 3D-Druck & -Scan > 3D-Drucker-Filamente",3,1,6406826,"Computer, Tablets & Netzwerk"
6406674,"Computer, Tablets & Netzwerk > Computer-Komponenten & -Teile",2,1,6406674,"Computer, Tablets & Netzwerk"
6406827,"Computer, Tablets & Netzwerk > Computer-Komponenten & -Teile > Arbeitsspeicher (RAM)",3,1,6406827,"Computer, Tablets & Netzwerk"
6406828,"Computer, Tablets & Netzwerk > Computer-Komponenten & -Teile > Mainboards",3,1,6406828,"Computer, Tablets & Netzwerk"
6406675,"Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör",2,1,6406675,"Computer, Tablets & Netzwerk"
6406829,"Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör > Drucker",3,1,6406829,"Computer, Tablets & Netzwerk"
6406830,"Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör > Tinte, Toner & Papier",3,1,6406830,"Computer, Tablets & Netzwerk"
6407224,"Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör > Tinte, Toner & Papier > Tintenpatronen",4,1,6407224,"Computer, Tablets & Netzwerk"
6406831,"Computer, Tablets & Netzwerk > Heimnetzwerke & Zubehör",2,1,6406831,"Computer, Tablets & Netzwerk"
6406832,"Computer, Tablets & Netzwerk > Heimnetzwerke & Zubehör > Kabelgebundene Router",3,1,6406832,"Computer, Tablets & Netzwerk"
6406677,"Computer, Tablets & Netzwerk > Kabel & Steckverbinder",2,1,6406677,"Computer, Tablets & Netzwerk"
6407225,"Computer, Tablets & Netzwerk > Kabel & Steckverbinder > Netzwerkkabel & Adapter",3,1,6407225,"Computer, Tablets & Netzwerk"
6407226,"Computer, Tablets & Netzwerk > Kabel & Steckverbinder > Netzwerkkabel & Adapter > Splitter, Koppler & Adapter",4,1,6407226,"Computer, Tablets & Netzwerk"
6406833,"Computer, Tablets & Netzwerk > Kabel & Steckverbinder > USB-Kabel, -Hubs & -Adapter",3,1,6406833,"Computer, Tablets & Netzwerk"
6407227,"Computer, Tablets & Netzwerk > Laufwerke & Speichermedien",2,1,6407227,"Computer, Tablets & Netzwerk"
6407228,"Computer, Tablets & Netzwerk > Laufwerke & Speichermedien > Festplatten (HDD, SSD & NAS)",3,1,6407228,"Computer, Tablets & Netzwerk"
6407229,"Computer, Tablets & Netzwerk > Laufwerke & Speichermedien > Festplatten (HDD, SSD & NAS) > Solid State Drives (SSD)",4,1,6407229,"Computer, Tablets & Netzwerk"
6406834,"Computer, Tablets & Netzwerk > Laufwerke, Speichermedien & Rohlinge",2,1,6406834,"Computer, Tablets & Netzwerk"
6406835,"Computer, Tablets & Netzwerk > Laufwerke, Speichermedien & Rohlinge > Interne Solid State Drives (SSDs)",3,1,6406835,"Computer, Tablets & Netzwerk"
6406836,"Computer, Tablets & Netzwerk > Laufwerke, Speichermedien & Rohlinge > Interne SSDs",3,1,6406836,"Computer, Tablets & Netzwerk"
6406837,"Computer, Tablets & Netzwerk > Notebook- & Desktop-Zubehör",2,1,6406837,"Computer, Tablets & Netzwerk"
6406838,"Computer, Tablets & Netzwerk > Notebook- & Desktop-Zubehör > Mauspads & Handgelenkauflagen",3,1,6406838,"Computer, Tablets & Netzwerk"
6406839,"Computer, Tablets & Netzwerk > Notebook- & Desktop-Zubehör > Ständer, Halter & Autohalterungen",3,1,6406839,"Computer, Tablets & Netzwerk"
6406678,"Computer, Tablets & Netzwerk > Tastaturen, Mäuse & Pointing",2,1,6406678,"Computer, Tablets & Netzwerk"
6406680,Damen Unterwäsche,1,1,6406680,Damen Unterwäsche
6406681,Damen Unterwäsche > Slips,2,1,6406681,Damen Unterwäsche
6406685,Damenunterwäsche,1,1,6406685,Damenunterwäsche
6406686,Damenunterwäsche > BHs,2,1,6406686,Damenunterwäsche
6406687,Damenunterwäsche > String,2,1,6406687,Damenunterwäsche
6418476,Damenunterwäsche > Strings & Tangas,2,1,6418476,Damenunterwäsche
6406843,Elektronik & Computer,1,1,6406843,Elektronik & Computer
6406844,Elektronik & Computer > Audio & Hi-Fi,2,1,6406844,Elektronik & Computer
6406845,Elektronik & Computer > Audio & Hi-Fi > Kopfhörer,3,1,6406845,Elektronik & Computer
6467148,Elektronik & Computer > Computer,2,1,6467148,Elektronik & Computer
6467279,Elektronik & Computer > Computer > Drucken & Scannen,3,1,6467279,Elektronik & Computer
6467280,Elektronik & Computer > Computer > Drucken & Scannen > Druckerzubehör,4,1,6467280,Elektronik & Computer
6467281,Elektronik & Computer > Computer > Drucken & Scannen > Druckerzubehör > 3D Druckerzubehör,5,1,6467281,Elektronik & Computer
6467149,Elektronik & Computer > Computer > Hardware,3,1,6467149,Elektronik & Computer
6467150,Elektronik & Computer > Computer > Hardware > Speichermedien,4,1,6467150,Elektronik & Computer
6467151,Elektronik & Computer > Computer > Hardware > Speichermedien > Festplatten & Zubehör,5,1,6467151,Elektronik & Computer
6467152,Elektronik & Computer > Computer > Hardware > Speichermedien > Festplatten & Zubehör > Festplatten,6,1,6467152,Elektronik & Computer
6467153,Elektronik & Computer > Computer > Hardware > Speichermedien > Festplatten & Zubehör > Festplatten > Externe Solid State Drives,7,1,6467153,Elektronik & Computer
6467236,Elektronik & Computer > Elektronik,2,1,6467236,Elektronik & Computer
6467237,Elektronik & Computer > Elektronik > Heimkino & Audio,3,1,6467237,Elektronik & Computer
6467238,Elektronik & Computer > Elektronik > Heimkino & Audio > Hifi & Soundsysteme,4,1,6467238,Elektronik & Computer
6467239,Elektronik & Computer > Elektronik > Heimkino & Audio > Hifi & Soundsysteme > Kopfhörer-Zubehör,5,1,6467239,Elektronik & Computer
6467434,Elektronik & Computer > Kabel & Kabelzubehör,2,1,6467434,Elektronik & Computer
6467435,Elektronik & Computer > Kabel & Kabelzubehör > Kabel,3,1,6467435,Elektronik & Computer
6467436,Elektronik & Computer > Kabel & Kabelzubehör > Kabel > Handykabel,4,1,6467436,Elektronik & Computer
6406690,Erotikartikel,1,1,6406690,Erotikartikel
6406691,Erotikartikel > Vibratoren,2,1,6406691,Erotikartikel
6406847,Filme & Serien,1,1,6406847,Filme & Serien
6406848,Filme & Serien > Film-Fanartikel,2,1,6406848,Filme & Serien
6406849,Filme & Serien > Film-Fanartikel > Bücher & Skripte,3,1,6406849,Filme & Serien
6406874,Garten,1,1,6406874,Garten
6467135,Garten & Heimwerken,1,1,6467135,Garten & Heimwerken
6467213,Garten & Heimwerken > Baumarkt,2,1,6467213,Garten & Heimwerken
6467214,Garten & Heimwerken > Baumarkt > Badausstattung,3,1,6467214,Garten & Heimwerken
6467215,Garten & Heimwerken > Baumarkt > Badausstattung > Badkeramik,4,1,6467215,Garten & Heimwerken
6467216,Garten & Heimwerken > Baumarkt > Badausstattung > Badkeramik > Waschtische,5,1,6467216,Garten & Heimwerken
6467453,Garten & Heimwerken > Baumarkt > Badausstattung > Duschen,4,1,6467453,Garten & Heimwerken
6467308,Garten & Heimwerken > Baumarkt > Badausstattung > Handtuchhalter & -haken,4,1,6467308,Garten & Heimwerken
6467330,Garten & Heimwerken > Baumarkt > Bauelemente,3,1,6467330,Garten & Heimwerken
6467353,Garten & Heimwerken > Baumarkt > Umzugsmaterial,3,1,6467353,Garten & Heimwerken
6467354,Garten & Heimwerken > Baumarkt > Umzugsmaterial > Transporthilfsmittel,4,1,6467354,Garten & Heimwerken
6467430,Garten & Heimwerken > Baumarkt > Werkzeuge,3,1,6467430,Garten & Heimwerken
6467456,Garten & Heimwerken > Baumarkt > Werkzeuge > Elektrowerkzeuge,4,1,6467456,Garten & Heimwerken
6467457,Garten & Heimwerken > Baumarkt > Werkzeuge > Elektrowerkzeuge > Bohrmaschinen & Zubehör,5,1,6467457,Garten & Heimwerken
6467458,Garten & Heimwerken > Baumarkt > Werkzeuge > Elektrowerkzeuge > Bohrmaschinen & Zubehör > Bohrmaschinenzubehör,6,1,6467458,Garten & Heimwerken
6467459,Garten & Heimwerken > Baumarkt > Werkzeuge > Elektrowerkzeuge > Bohrmaschinen & Zubehör > Bohrmaschinenzubehör > Allzweckbohrer,7,1,6467459,Garten & Heimwerken
6473389,Garten & Heimwerken > Baumarkt > Werkzeuge > Elektrowerkzeuge > Schleifmaschinen & Zubehör,5,1,6473389,Garten & Heimwerken
6467431,Garten & Heimwerken > Baumarkt > Werkzeuge > Handwerkzeuge,4,1,6467431,Garten & Heimwerken
6467302,Garten & Heimwerken > Garten,2,1,6467302,Garten & Heimwerken
6467380,Garten & Heimwerken > Garten > Außen- & Gartenbeleuchtung,3,1,6467380,Garten & Heimwerken
6467381,Garten & Heimwerken > Garten > Außen- & Gartenbeleuchtung > Lampenöle,4,1,6467381,Garten & Heimwerken
6467316,Garten & Heimwerken > Garten > Gartengeräte,3,1,6467316,Garten & Heimwerken
6467317,Garten & Heimwerken > Garten > Gartengeräte > Motor-Gartengeräte,4,1,6467317,Garten & Heimwerken
6467318,Garten & Heimwerken > Garten > Gartenmöbel & Zubehör,3,1,6467318,Garten & Heimwerken
6467319,Garten & Heimwerken > Garten > Gartenmöbel & Zubehör > Gartenmöbel,4,1,6467319,Garten & Heimwerken
6467320,Garten & Heimwerken > Garten > Gartenmöbel & Zubehör > Gartenmöbel > Gartenliegen,5,1,6467320,Garten & Heimwerken
6467303,Garten & Heimwerken > Garten > Grills & Zubehör,3,1,6467303,Garten & Heimwerken
6467384,Garten & Heimwerken > Garten > Grills & Zubehör > Grills,4,1,6467384,Garten & Heimwerken
6467385,Garten & Heimwerken > Garten > Grills & Zubehör > Grills > Holzkohlegrills,5,1,6467385,Garten & Heimwerken
6467304,Garten & Heimwerken > Garten > Grills & Zubehör > Grillzubehör,4,1,6467304,Garten & Heimwerken
6467305,Garten & Heimwerken > Garten > Grills & Zubehör > Grillzubehör > Kohleschalen,5,1,6467305,Garten & Heimwerken
6467136,Garten & Heimwerken > Tierbedarf,2,1,6467136,Garten & Heimwerken
6467157,Garten & Heimwerken > Tierbedarf > Hundezubehör,3,1,6467157,Garten & Heimwerken
6467158,Garten & Heimwerken > Tierbedarf > Hundezubehör > Hundebekleidung,4,1,6467158,Garten & Heimwerken
6467368,Garten & Heimwerken > Tierbedarf > Hundezubehör > Hundebekleidung > Hundemäntel,5,1,6467368,Garten & Heimwerken
6467179,Garten & Heimwerken > Tierbedarf > Hundezubehör > Hundebekleidung > Hundeschutzhosen,5,1,6467179,Garten & Heimwerken
6467159,Garten & Heimwerken > Tierbedarf > Hundezubehör > Hundebekleidung > Sicherheitswesten,5,1,6467159,Garten & Heimwerken
6467137,Garten & Heimwerken > Tierbedarf > Vogelbedarf,3,1,6467137,Garten & Heimwerken
6467138,Garten & Heimwerken > Tierbedarf > Vogelbedarf > Vogelzubehör,4,1,6467138,Garten & Heimwerken
6467139,Garten & Heimwerken > Tierbedarf > Vogelbedarf > Vogelzubehör > Vogelkäfige,5,1,6467139,Garten & Heimwerken
6406692,Garten & Terrasse,1,1,6406692,Garten & Terrasse
6406850,Garten & Terrasse > Beleuchtung,2,1,6406850,Garten & Terrasse
6406851,Garten & Terrasse > Beleuchtung > Garten- & Terrassenfackeln,3,1,6406851,Garten & Terrasse
6406853,Garten & Terrasse > Beleuchtung > Solarleuchten,3,1,6406853,Garten & Terrasse
6406854,Garten & Terrasse > Beleuchtung > Strahler & Flutlichter,3,1,6406854,Garten & Terrasse
6406856,Garten & Terrasse > Gartenbauten & Sonnenschutz,2,1,6406856,Garten & Terrasse
6406857,Garten & Terrasse > Gartenbauten & Sonnenschutz > Sonnenschirmzubehör,3,1,6406857,Garten & Terrasse
6407230,Garten & Terrasse > Gartengeräte,2,1,6407230,Garten & Terrasse
6407231,Garten & Terrasse > Gartengeräte > Motor- & Elektrogeräte,3,1,6407231,Garten & Terrasse
6407232,Garten & Terrasse > Gartengeräte > Motor- & Elektrogeräte > Multifunktionsgeräte,4,1,6407232,Garten & Terrasse
6406858,Garten & Terrasse > Gartenmöbel,2,1,6406858,Garten & Terrasse
6406859,Garten & Terrasse > Gartenmöbel > Gartenliegen,3,1,6406859,Garten & Terrasse
6406693,Garten & Terrasse > Gartenmöbel-Sets,2,1,6406693,Garten & Terrasse
6407233,"Garten & Terrasse > Grills, Heizstrahler & Picknick",2,1,6407233,Garten & Terrasse
6407234,"Garten & Terrasse > Grills, Heizstrahler & Picknick > Grillzubehör",3,1,6407234,Garten & Terrasse
6407235,"Garten & Terrasse > Grills, Heizstrahler & Picknick > Grillzubehör > Grillkörbe & -schalen",4,1,6407235,Garten & Terrasse
6406860,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör",2,1,6406860,Garten & Terrasse
6406862,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Grills",3,1,6406862,Garten & Terrasse
6406863,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Grillzubehör",3,1,6406863,Garten & Terrasse
6406865,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Servierwagen",3,1,6406865,Garten & Terrasse
6406866,Garten & Terrasse > Möbel,2,1,6406866,Garten & Terrasse
6406867,Garten & Terrasse > Möbel > Möbelschutzhüllen,3,1,6406867,Garten & Terrasse
6406868,Garten & Terrasse > Möbel > Tische,3,1,6406868,Garten & Terrasse
6406694,Garten & Terrasse > Motor-Gartengeräte & -zubehör,2,1,6406694,Garten & Terrasse
6406869,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Kettensägen-Ersatzteile,3,1,6406869,Garten & Terrasse
6406870,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Kettensägen-Zubehör,3,1,6406870,Garten & Terrasse
6406872,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör",2,1,6406872,Garten & Terrasse
6406873,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Frostschutz",3,1,6406873,Garten & Terrasse
6406875,Garten > Grills,2,1,6406875,Garten
6406876,Garten > Grills > Holzkohlegrill,3,1,6406876,Garten
6406877,Gastronomie & Hotellerie,1,1,6406877,Gastronomie & Hotellerie
6406878,Gastronomie & Hotellerie > Küchengeräte & Ausstattung,2,1,6406878,Gastronomie & Hotellerie
6406879,Gastronomie & Hotellerie > Küchengeräte & Ausstattung > Speisewärmer & Chafing Dishes,3,1,6406879,Gastronomie & Hotellerie
6406881,Gastronomie & Hotellerie > Küchentechnik & -geräte,2,1,6406881,Gastronomie & Hotellerie
6406882,Gastronomie & Hotellerie > Küchentechnik & -geräte > Gastronormbehälter,3,1,6406882,Gastronomie & Hotellerie
6406884,Gesundheit & Körperpflege,1,1,6406884,Gesundheit & Körperpflege
6406885,Gesundheit & Körperpflege > Mundpflege,2,1,6406885,Gesundheit & Körperpflege
6406886,Gesundheit & Körperpflege > Mundpflege > Interdentalbürsten,3,1,6406886,Gesundheit & Körperpflege
6406887,Gesundheit & Schönheit,1,1,6406887,Gesundheit & Schönheit
6407236,Gesundheit & Schönheit > Körperpflege,2,1,6407236,Gesundheit & Schönheit
6407237,Gesundheit & Schönheit > Körperpflege > Nagelpflege,3,1,6407237,Gesundheit & Schönheit
6407238,Gesundheit & Schönheit > Körperpflege > Nagelpflege > Nagelpilzbehandlung,4,1,6407238,Gesundheit & Schönheit
6407239,Gesundheit & Schönheit > Mobilität & Alltagshilfen,2,1,6407239,Gesundheit & Schönheit
6407240,Gesundheit & Schönheit > Mobilität & Alltagshilfen > Rollstuhl-Zubehör,3,1,6407240,Gesundheit & Schönheit
6407241,Gesundheit & Schönheit > Mobilität & Alltagshilfen > Rollstuhl-Zubehör > Rollstuhl-Sitzkissen,4,1,6407241,Gesundheit & Schönheit
6406888,Gesundheit & Schönheit > Mobilitätshilfen,2,1,6406888,Gesundheit & Schönheit
6406889,Gesundheit & Schönheit > Mobilitätshilfen > Rollatoren,3,1,6406889,Gesundheit & Schönheit
6406695,Handy-Zubehör,1,1,6406695,Handy-Zubehör
6406890,Handy-Zubehör > Halterungen & Ständer,2,1,6406890,Handy-Zubehör
6406891,Handy-Zubehör > Halterungen & Ständer > KFZ-Halterungen,3,1,6406891,Handy-Zubehör
6406696,Handy-Zubehör > Powerbanks,2,1,6406696,Handy-Zubehör
6406892,Handys & Kommunikation,1,1,6406892,Handys & Kommunikation
6407242,Handys & Kommunikation > Funktechnik,2,1,6407242,Handys & Kommunikation
6407243,Handys & Kommunikation > Funktechnik > Antennen,3,1,6407243,Handys & Kommunikation
6407244,Handys & Kommunikation > Funktechnik > Antennen > Amateurfunkantennen,4,1,6407244,Handys & Kommunikation
6407245,Handys & Kommunikation > Funktechnik > Teile & Zubehör,3,1,6407245,Handys & Kommunikation
6407246,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Filter,4,1,6407246,Handys & Kommunikation
6406893,Handys & Kommunikation > Handy-Zubehör,2,1,6406893,Handys & Kommunikation
6406894,Handys & Kommunikation > Handy-Zubehör > Ladegeräte & Dockingstationen,3,1,6406894,Handys & Kommunikation
6406895,Handys & Kommunikation > Handy-Zubehör > Taschen & Schutzhüllen,3,1,6406895,Handys & Kommunikation
6406896,Haus & Garten,1,1,6406896,Haus & Garten
6407518,Haus & Garten > Bad & Küche,2,1,6407518,Haus & Garten
6407519,Haus & Garten > Bad & Küche > Bad,3,1,6407519,Haus & Garten
6407520,Haus & Garten > Bad & Küche > Bad > Duschen & Duschzubehör,4,1,6407520,Haus & Garten
6407521,Haus & Garten > Bad & Küche > Bad > Duschen & Duschzubehör > Duschschläuche,5,1,6407521,Haus & Garten
6407248,Haus & Garten > Badezimmer,2,1,6407248,Haus & Garten
6407249,Haus & Garten > Badezimmer > Duschen & Duschzubehör,3,1,6407249,Haus & Garten
6407250,Haus & Garten > Badezimmer > Duschen & Duschzubehör > Duschschläuche,4,1,6407250,Haus & Garten
6406897,Haus & Garten > Beleuchtung,2,1,6406897,Haus & Garten
6407251,Haus & Garten > Beleuchtung > Lampen,3,1,6407251,Haus & Garten
6407252,Haus & Garten > Beleuchtung > Lampen > Tischleuchten,4,1,6407252,Haus & Garten
6406898,Haus & Garten > Beleuchtung > LED-Streifen & -Leisten,3,1,6406898,Haus & Garten
6406899,Haus & Garten > Möbel,2,1,6406899,Haus & Garten
6407253,Haus & Garten > Möbel > Betten & Matratzen,3,1,6407253,Haus & Garten
6407254,Haus & Garten > Möbel > Betten & Matratzen > Matratzenauflagen & Topper,4,1,6407254,Haus & Garten
6406900,Haus & Garten > Möbel > Garderoben & Kleiderständer,3,1,6406900,Haus & Garten
6407255,"Haus, Garten & Baumarkt",1,1,6407255,"Haus, Garten & Baumarkt"
6407256,"Haus, Garten & Baumarkt > Bad & Küche",2,1,6407256,"Haus, Garten & Baumarkt"
6407257,"Haus, Garten & Baumarkt > Bad & Küche > Badarmaturen",3,1,6407257,"Haus, Garten & Baumarkt"
6407258,"Haus, Garten & Baumarkt > Bad & Küche > Badarmaturen > Waschtischarmaturen",4,1,6407258,"Haus, Garten & Baumarkt"
6407259,"Haus, Garten & Baumarkt > Garten & Terrasse",2,1,6407259,"Haus, Garten & Baumarkt"
6407260,"Haus, Garten & Baumarkt > Garten & Terrasse > Beleuchtung",3,1,6407260,"Haus, Garten & Baumarkt"
6407261,"Haus, Garten & Baumarkt > Garten & Terrasse > Beleuchtung > Solarleuchten",4,1,6407261,"Haus, Garten & Baumarkt"
6406697,Haushalt,1,1,6406697,Haushalt
6481830,Haushalt & Wohnen,1,1,6481830,Haushalt & Wohnen
6481841,"Haushalt & Wohnen > Küche, Haushalt & Wohnen",2,1,6481841,Haushalt & Wohnen
6481847,"Haushalt & Wohnen > Küche, Haushalt & Wohnen > Mülleimer & Abfallsammler",3,1,6481847,Haushalt & Wohnen
6481853,"Haushalt & Wohnen > Küche, Haushalt & Wohnen > Mülleimer & Abfallsammler > Einbau-Abfallsammler",4,1,6481853,Haushalt & Wohnen
6406901,Haushalt > Kleine Küchengeräte,2,1,6406901,Haushalt
6406902,Haushalt > Kleine Küchengeräte > Kühlboxen & Mini-Kühlschränke,3,1,6406902,Haushalt
6407262,Haushalt > Küche,2,1,6407262,Haushalt
6407263,Haushalt > Küche > Küchengeräte Zubehör,3,1,6407263,Haushalt
6407264,Haushalt > Küche > Küchengeräte Zubehör > Wassersprudler Zubehör,4,1,6407264,Haushalt
6407265,"Haushalt > Küche, Kochen & Genießen",2,1,6407265,Haushalt
6407267,"Haushalt > Küche, Kochen & Genießen > Küchengeräte",3,1,6407267,Haushalt
6407268,"Haushalt > Küche, Kochen & Genießen > Küchengeräte > Sodastream & Wassersprudler Zubehör",4,1,6407268,Haushalt
6406698,Haushalt > Reinigungsgeräte,2,1,6406698,Haushalt
6406699,Haushaltsgeräte,1,1,6406699,Haushaltsgeräte
6406700,Haushaltsgeräte > Geschirrspülmaschinen,2,1,6406700,Haushaltsgeräte
6406903,"Haushaltsgeräte > Kaffee-, Tee- & Espressomaschinen",2,1,6406903,Haushaltsgeräte
6406904,"Haushaltsgeräte > Kaffee-, Tee- & Espressomaschinen > Filter-Kaffeemaschinen",3,1,6406904,Haushaltsgeräte
6406905,"Haushaltsgeräte > Kaffee-, Tee- & Espressomaschinen > Kaffeevollautomaten",3,1,6406905,Haushaltsgeräte
6406906,Haushaltsgeräte > Kleingeräte Haushalt,2,1,6406906,Haushaltsgeräte
6406907,Haushaltsgeräte > Kleingeräte Haushalt > Dampfreiniger,3,1,6406907,Haushaltsgeräte
