SKU,DocId,Titel,Brand,Produktart,CurrentCategoryId,CurrentBreadcrumb,CurrentRoot,TargetCategoryBreadcrumb,TargetCategoryId,Notes
SKU-1892441877,4006094887004,"PEBARO Holzbausatz Ritterburg Burgen & Schlösser für Kinder ab 6 Jahre, 61",PEBARO,Holzbausatz,,Holzbausatz,Holzbausatz,Spielzeug > Holzspielzeug > Ritterburgen,156105,"LLM_SUGGESTED query=4006094887004 root=Spielzeug rationale=Das Produkt ist ein Holzbausatz, der eine Ritterburg darstellt und für Kinder gedacht ist. Die Kategorie ""Spielzeug > Holzspielzeug > Ritterburgen"" passt perfekt zur Produktart (Holzbausatz), dem Material (Holz) und dem  | category_id_missing|category_text_not_breadcrumb"
SKU-3704607179,4013594537810,Goki Murmelbahn Klangkaskade Holzspielzeug Soundeffekte ab 3 Jahre Neu,Goki,Murmelbahn,,Holzspielzeug,Holzspielzeug,Baby > Spielzeug > Holzspielzeug,22449,"LLM_SUGGESTED query=4013594537810 root=Baby rationale=Das Produkt ist explizit als ""Holzspielzeug"" im Titel genannt und für Kinder ""ab 3 Jahre"" geeignet, was gut zur Kategorie ""Baby > Spielzeug > Holzspielzeug"" passt. Eine Murmelbahn ist zwar auch ein Konstruktionsspielzeug | category_id_missing|category_text_not_breadcrumb"
SKU-4252129103,54c1a366-798b-42bf-9014-95729468c623,"purehelp Schuhüberzieher PH-SC-SET100, 500 Stück, Einheitsgröße, Blau, CPE",purehelp,Schuhüberzieher,,Hygieneartikel,Hygieneartikel,Möbel & Wohnen > Haushalt > Putzgeräte > Reinigungshandschuhe,259347,"LLM_SUGGESTED query=4262427090545 root=Möbel & Wohnen rationale=Das Produkt sind Schuhüberzieher, die zur Hygiene und zum Schutz vor Schmutz in verschiedenen Umgebungen (Haushalt, Klinik, Labor, Handwerk) dienen. Die Kategorie 'Möbel & Wohnen > Haushalt > Putzgeräte' ist am passendst | category_id_missing|category_text_not_breadcrumb"
SKU-2522561568,3558380099390,Asmodee Dobble Disney Edition Kartenspiel 2-8 Spieler ab 6 Jahren Deutsch Neu,Asmodee,Kartenspiel,,Kartenspiel,Kartenspiel,Spielzeug > Spiele > Kartenspiele > Moderne Kartenspiele,19082,"LLM_SUGGESTED query=3558380099390 root=Spielzeug rationale=Das Produkt ist ein Kartenspiel ('Kartenspiel' im Titel und in der Produktart), und 'Dobble' ist ein bekanntes modernes Kartenspiel. Die Kategorie 'Spielzeug > Spiele > Kartenspiele > Moderne Kartenspiele' ist die präzis | category_id_missing|category_text_not_breadcrumb"
SKU-8921872481,5715335047020,Liewood Pete Drum Kindertrommel Buchenholz MDF Faune Green/Dove Blue Mix ab 12,Liewood,Kindertrommel,,Kinderspielzeug,Kinderspielzeug,Spielzeug > Musik & Instrumente > Trommeln & Co.,25959,"LLM_SUGGESTED query=5715335047020 root=Spielzeug rationale=Das Produkt ist eine Kindertrommel aus Holz. Die Kategorie ""Spielzeug > Musik & Instrumente > Trommeln & Co."" ist die spezifischste und passendste Kategorie für dieses Produkt, da es sich um ein Musikinstrument für Kinde | category_id_missing|category_text_not_breadcrumb"
SKU-6216530722,6941057422886,INTEX Luftmatratze Dura-Beam Plus Deluxe Pillow Rest AP620D Grau Vinyl NEU,INTEX,Luftmatratze,,Luftmatratze,Luftmatratze,Sport > Camping & Outdoor > Outdoor Schlafausrüstung > Luftmatratzen & Isomatten,36114,"LLM_SUGGESTED query=6941057422886 root=Sport rationale=Das Produkt ist eine Luftmatratze der Marke Intex, die laut Web-Evidenz als 'Luftbett' oder 'Luftmatratze' beschrieben wird und oft im Kontext von 'Camping & Outdoor' oder 'Heimgebrauch' erwähnt wird. Die Kategorie 'Spor | category_id_missing|category_text_not_breadcrumb"
SKU-2966583160,4906958001464,YUASA Motorradbatterie passgenau für YTZ10S NEU AGM 12V 9.1Ah 190A CCA,YUASA,Motorradbatterie,,Motorradbatterie,Motorradbatterie,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Elektrik & Zündungen > Batterien,49782,"LLM_SUGGESTED query=4906958001464 root=Auto & Motorrad: Teile rationale=Das Produkt ist eine Motorradbatterie. Die Kategorie 'Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Elektrik & Zündungen > Batterien' ist die präziseste und passendste Wahl, da sie explizit Motorradteile  | category_id_missing|category_text_not_breadcrumb"
SKU-9713309170,4260443571086,Best Netzwerkdose LAND001 RJ45 2-fach für Cat5e/Cat6 Aufputz/Unterputz Neu,Best,Netzwerkdose,,Netzwerkdosen,Netzwerkdosen,"Computer, Tablets & Netzwerk > Kabel & Steckverbinder",182094,"LLM_SUGGESTED query=4260443571086 root=Computer, Tablets & Netzwerk rationale=Das Produkt ist eine Netzwerkdose, die als Steckverbinder für Netzwerkkabel dient. Die Kategorie ""Computer, Tablets & Netzwerk > Kabel & Steckverbinder"" ist die passendste und ausreichend spezifische Wahl, da sie den Art | category_id_missing|category_text_not_breadcrumb"
SKU-7909541265,4262472110243,Grana Home Bratpfanne Classic Line 24 cm Antihaft Edelstahl Schwarz Neu,Grana Home,Bratpfanne,,Pfanne,Pfanne,Haushaltsgeräte > Kleingeräte Haushalt > Dampfreiniger,79656,"LLM_SUGGESTED query=4262472110243 root=Haushaltsgeräte rationale=The product is a 'Bratpfanne' (frying pan), which is a kitchen item and therefore a household item. Among the provided candidate categories, 'Haushaltsgeräte' is the only top-level category that broadly relates to househ | category_id_missing|category_text_not_breadcrumb"
SKU-0135090467,4262427090057,purahelp Warnwesten Set 4x XL Erwachsene + 1x Kind EN ISO 20471 Gelb PH-WW-SET+1,purahelp,Warnwesten Set,,Sicherheit & Pannenhilfe,Sicherheit & Pannenhilfe,Auto & Motorrad: Teile > Erste Hilfe- & Notfallausrüstungen > Sicherheit > Sicherheitsjacken & -westen,99404,"LLM_SUGGESTED query=4262427090057 root=Auto & Motorrad: Teile rationale=Das Produkt ist ein Set von Warnwesten, die primär für die Sicherheit im Straßenverkehr und als Teil der Notfallausrüstung im Auto gedacht sind. Die Kategorie ""Auto & Motorrad: Teile > Erste Hilfe- & Notfallausrüstungen  | category_id_missing|category_text_not_breadcrumb"
SKU-3023625088,1011190149611,"Hochwertiges 15-tlg Gewindereparaturset M14x1,5 Werkzeugsatz für Reparaturen",Unbekannt,Gewindereparaturset,,Unkategorisiert,Unkategorisiert,Auto & Motorrad: Teile > Kfz-Services & -Reparaturen,99405,"LLM_SUGGESTED query=8719558505043 root=Auto & Motorrad: Teile rationale=Das Produkt ist ein Gewindereparaturset, das für Reparaturen an Fahrzeugen verwendet wird. Obwohl die Kategorie 'Kfz-Services & -Reparaturen' primär Dienstleistungen umfasst, ist sie die thematisch passendste und breites | category_id_missing|category_text_not_breadcrumb"
SKU-2633108165,SKU-2633108165,WALSER Hagelschutzplane Perma Protect S | Ultimativer Schutz vor Hagel & Ästen,WALSER,Hagelschutzplane,9800,Auto & Motorrad: Fahrzeuge,Auto & Motorrad: Fahrzeuge,"Auto & Motorrad: Teile > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Schutzvorrichtungen & Schmutzfänger > Weitere Schutzvorrichtungen & Protektoren",50457,"LLM_SUGGESTED query=9001778309730 root=Auto & Motorrad: Teile rationale=Das Produkt ist eine Hagelschutzplane für Autos. Die Kategorie 'Auto & Motorrad: Teile > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Schutzvorrichtungen & Schmutzfänger > Weitere Schutzvorrichtungen & Prote | category_too_broad|category_text_not_breadcrumb"
SKU-4607569519,SKU-4607569519,SONAX Scheinwerfer AufbereitungsSet 04057410 NEU Klare Sicht Sicherheit,SONAX,Scheinwerfer AufbereitungsSet,9800,Auto & Motorrad: Fahrzeuge,Auto & Motorrad: Fahrzeuge,Auto & Motorrad: Teile > Auto-Anbau- & -Zubehörteile > Autopflege & Aufbereitung,179448,"LLM_SUGGESTED query=4064700023765 root=Auto & Motorrad: Teile rationale=Das Produkt ist ein ""Scheinwerfer AufbereitungsSet"" von SONAX, das zur Wiederherstellung der Klarheit von vergilbten Scheinwerfern dient. Dies fällt direkt unter die Kategorie ""Autopflege & Aufbereitung"" für Auto-Anbau-  | category_too_broad|category_text_not_breadcrumb"
SKU-9142845763,SKU-9142845763,WALSER Hagelschutzplane Perma Protect M – Premium Schutz vor Hagel & Wetter,WALSER,Hagelschutzplane,9800,Auto & Motorrad: Fahrzeuge,Auto & Motorrad: Fahrzeuge,"Auto & Motorrad: Teile > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Schutzvorrichtungen & Schmutzfänger > Weitere Schutzvorrichtungen & Protektoren",50457,"LLM_SUGGESTED query=9001778309747 root=Auto & Motorrad: Teile rationale=Das Produkt ist eine Hagelschutzplane für Autos. Die Kategorie 'Auto & Motorrad: Teile > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Schutzvorrichtungen & Schmutzfänger > Weitere Schutzvorrichtungen & Prote | category_too_broad|category_text_not_breadcrumb"
SKU-1746174206,5901532626087,Polcar Außenspiegel 3238522E 735480887 Kunststoff Fiat Ducato (2006-2011),Polcar,Außenspiegel,131090,Auto & Motorrad: Teile,Auto & Motorrad: Teile,"Auto & Motorrad: Teile > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Außenspiegel & Teile > Außenspiegel",262161,"LLM_SUGGESTED query=5901532626087 root=Auto & Motorrad: Teile rationale=Das Produkt ist ein Außenspiegel für ein Auto (Fiat Ducato). Die Kategorie ""Auto & Motorrad: Teile > Autoteile & Zubehör > Karosserie-, Anbauteile & Zubehör > Außenspiegel & Teile > Außenspiegel"" ist die spezifischste un | category_too_broad|category_text_not_breadcrumb"
SKU-5868736484,3322937241712,TRW Bremsbelagsatz GDB1330 87 Hinterachse NEU Gr. 87 WVA 20960 Ford Skoda,TRW,Bremsbelagsatz,131090,Auto & Motorrad: Teile,Auto & Motorrad: Teile,Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremsbeläge,57357,"LLM_SUGGESTED query=3322937241712 root=Auto & Motorrad: Teile rationale=Das Produkt ist ein Bremsbelagsatz für Autos. Die Kategorie ""Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremsbeläge"" ist die spezifischste und passendste Option, da sie direkt Bremsbeläge für | category_too_broad|category_text_not_breadcrumb"
SKU-5896801162,3662775243128,KYOTO Motorradbatterie GTX5L-BS SLA 12V 4Ah Wartungsfrei für Motorrad Schwarz,KYOTO,Motorradbatterie,131090,Auto & Motorrad: Teile,Auto & Motorrad: Teile,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Elektrik & Zündungen > Batterien,49782,"LLM_SUGGESTED query=3662775243128 root=Auto & Motorrad: Teile rationale=Das Produkt ist eine Motorradbatterie. Die Kategorie 'Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Elektrik & Zündungen > Batterien' ist die präziseste und passendste Wahl, da sie direkt Motorradbatterie | category_too_broad|category_text_not_breadcrumb"
SKU-2151943751,SKU-2151943751,Cretacolor Harte Pastellkreiden Grautöne NEU Öl- und wachsfrei Graupastelle,Cretacolor,Harte Pastellkreiden,14339,Bastel- & Künstlerbedarf,Bastel- & Künstlerbedarf,Bastel- & Künstlerbedarf > Künstler- & Zeichenbedarf > Zeichnen > Pastell,28107,"LLM_SUGGESTED query=9002592485129 root=Bastel- & Künstlerbedarf rationale=Das Produkt sind ""Harte Pastellkreiden"", die eindeutig dem Bereich ""Künstler- & Zeichenbedarf"" zuzuordnen sind. Die Kategorie ""Bastel- & Künstlerbedarf > Künstler- & Zeichenbedarf > Zeichnen > Pastell"" ist die präziseste | category_too_broad|category_text_not_breadcrumb"
SKU-2019125675,SKU-2019125675,"Derma Pen Germany Microneedling Pen für straffere, revitalisierte Haut",Derma Pen Germany,,26395,Beauty & Gesundheit,Beauty & Gesundheit,Beauty & Gesundheit > Hautpflege > Anti-Faltenprodukte,33164,"LLM_SUGGESTED query=4065464002256 root=Beauty & Gesundheit rationale=Das Produkt ist ein Microneedling Pen, der explizit für 'straffere, revitalisierte Haut' beworben wird. Microneedling ist eine gängige Behandlung zur Reduzierung von Falten und zur Hautstraffung. Die Kategorie 'Beauty &  | category_too_broad|category_text_not_breadcrumb"
SKU-2841208491,SKU-2841208491,Olivia Huth: Hilfst du mir? Dann teilen wir! Freundschaft & Teilen ab 3 Jahren,Südpol Verlag Gmbh,Bilderbuch,267,Bücher & Zeitschriften,Bücher & Zeitschriften,Baby > Bücher & Zeitschriften > Bücher,15480,"LLM_SUGGESTED query=9783965940628 root=Baby rationale=Das Produkt ist ein Bilderbuch für Kinder ab 3 Jahren. Die Kategorie ""Baby > Bücher & Zeitschriften > Bücher"" ist die spezifischste und passendste Option in der Liste für diese Art von Kinderbuch. | category_too_broad|category_text_not_breadcrumb"
SKU-4743695203,SKU-4743695203,molino Frieder Stöckle – Hannelore: Zauberhaftes Zirkusabenteuer Hardcover NEU,molino,Bilderbuch,267,Bücher & Zeitschriften,Bücher & Zeitschriften,Baby > Bücher & Zeitschriften > Bücher,15480,"LLM_SUGGESTED query=9783982023113 root=Baby rationale=Das Produkt ist ein Hardcover-Bilderbuch mit dem Titel ""Hannelore: Zauberhaftes Zirkusabenteuer"". Die Web-Evidenz bestätigt, dass es sich um ein gebundenes Buch für ein Lesealter von 3-99 Jahren handelt, was es als Kinde | category_too_broad|category_text_not_breadcrumb"
SKU-8367978772,SKU-8367978772,Pelikan Büro & Schreibwaren 519637 NEU Farbband Gr. 156 Correctable präzise,Pelikan,,9815,Büro & Schreibwaren,Büro & Schreibwaren,Büro & Schreibwaren > Bürotechnik > Schreibmaschinen-Zubehör,9606,"LLM_SUGGESTED query=4018474519634 root=Büro & Schreibwaren rationale=Das Produkt ist ein Farbband für eine Schreibmaschine (Canon AP 100, wie aus der Web-Evidenz hervorgeht). Die Kategorie 'Büro & Schreibwaren > Bürotechnik > Schreibmaschinen-Zubehör' ist die präziseste und passendste Wah | category_too_broad|category_text_not_breadcrumb"
SKU-8843412443,SKU-8843412443,ONVAYA Verkehrsspiegel Schwarz Kunststoff NEU Gr. 31.2 cm 70 Weitwinkel,ONVAYA,Verkehrsspiegel,12576,Business & Industrie,Business & Industrie,Auto & Motorrad: Teile > Erste Hilfe- & Notfallausrüstungen > Sicherheit,180136,"LLM_SUGGESTED query=4053757472206 root=Auto & Motorrad: Teile rationale=Der ONVAYA Verkehrsspiegel ist ein Sicherheitsspiegel, der zur Unfallverhütung und zur Verbesserung der Sicht in Bereichen mit Fahrzeugverkehr (z.B. Garagen, Einfahrten, Parkplätze) dient. Obwohl er kein Erste-Hilfe-Arti | category_too_broad|category_text_not_breadcrumb"
SKU-4434702791,SKU-4434702791,"Lexar Computer, Tablets & Netzwerk LD4AS008G-B3200ASST LD4AS008G-B3200ASST NEU",Lexar,,58058,"Computer, Tablets & Netzwerk","Computer, Tablets & Netzwerk","Computer, Tablets & Netzwerk > Computer-Komponenten & -Teile > Arbeitsspeicher (RAM)",170083,"LLM_SUGGESTED query=4895217904977 root=Computer, Tablets & Netzwerk rationale=Das Produkt ist ein Lexar 8GB DDR4 3200 SODIMM Laptop-Arbeitsspeicher. Die Kategorie 'Computer, Tablets & Netzwerk > Computer-Komponenten & -Teile > Arbeitsspeicher (RAM)' ist die präziseste und passendste Kategorie für  | category_too_broad|category_text_not_breadcrumb"
SKU-2636479706,SKU-2636479706,VIDEX Garden Winterschutzhaus PALM-PROTECT: Optimaler Frostschutz für Pflanzen,,Winterschutz Frost-Schutzhaus,159912,Garten & Terrasse,Garten & Terrasse,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Frostschutz",139001,"LLM_SUGGESTED query=4007114298916 root=Garten & Terrasse rationale=Das Produkt ist ein Winterschutzhaus, das Pflanzen vor Frost schützt. Die Kategorie 'Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Frostschutz' ist die spezifischste und passendste Wahl, da sie direkt die Funktio | category_too_broad|category_text_not_breadcrumb"
SKU-2724878095,4013556577076,acamp Schutzhülle 57707 Anthrazit Polyestergewebe NEU Gr. 160 cm Cappa,acamp,Schutzhülle,159912,Garten & Terrasse,Garten & Terrasse,Garten & Terrasse > Möbel > Möbelschutzhüllen,177031,"LLM_SUGGESTED query=4013556577076 root=Garten & Terrasse rationale=Das Produkt ist eine Schutzhülle für Gartenmöbel, insbesondere für ovale Tische, wie aus dem Titel und der Web-Evidenz (z.B. 'Premium-Schutzhülle für Tisch Oval') hervorgeht. Die Kategorie 'Garten & Terrasse > Möbel > Mö | category_too_broad|category_text_not_breadcrumb"
SKU-3586300359,4016417025303,EURO PART Ablaufschlauch 1.5m - Flexible Verlängerung für Wasch- & Spülmaschinen,EURO PART,Ablaufschlauch,20710,Haushaltsgeräte,Haushaltsgeräte,Haushaltsgeräte > Geschirrspülmaschinen,260307,"LLM_SUGGESTED query=4016417025303 root=Haushaltsgeräte rationale=Das Produkt ist ein Ablaufschlauch für Wasch- und Spülmaschinen. Die Kategorie 'Haushaltsgeräte > Geschirrspülmaschinen' ist die spezifischste verfügbare Unterkategorie, die direkt mit einem der Hauptanwendungsbereiche d | category_too_broad|category_text_not_breadcrumb"
SKU-4017783375,SKU-4017783375,Blivrig LED Strahler DQTGD01300W Schwarz Aluminium NEU Fluter IP66 Extrem,Blivrig,LED Strahler,3187,Heimwerker,Heimwerker,Garten & Terrasse > Beleuchtung > Strahler & Flutlichter,183393,"LLM_SUGGESTED query=Blivrig DQTGD01300W root=Garten & Terrasse rationale=Das Produkt ist ein 'LED Strahler' bzw. 'Fluter' für den Außenbereich, wie aus dem Titel ('LED Strahler', 'Fluter', 'IP66 Extrem') und der Web-Evidenz ('LED Strahler Außen', 'Aussenstrahler', 'Gartenstrahler', 'LED Flood | category_too_broad|category_text_not_breadcrumb"
SKU-6830410442,SKU-6830410442,"FIREFIX Ofenrohr DN 180, 1000mm, Senotherm Schwarz für sichere Abführung",,Ofenrohr,3187,Heimwerker,Heimwerker,"Heimwerker > Heizen, Klima & Sanitär > Heizungs-, Klima- & Sanitärprüfgeräte > Rohrinstallations-Sets",260457,"LLM_SUGGESTED query=4017537302565 root=Heimwerker rationale=Das Produkt ist ein Ofenrohr, das zur Abführung von Rauchgasen aus einem Ofen dient und somit dem Bereich 'Heizen' zuzuordnen ist. Die Kategorie 'Heimwerker > Heizen, Klima & Sanitär > Heizungs-, Klima- & Sanitärprüfgerä | category_too_broad|category_text_not_breadcrumb"
SKU-8857013241,SKU-8857013241,Paul Green Schnürschuhe Damen Schwarz Lackleder NEU 2688-00x Zeitlose Eleganz,Paul Green,Schnürschuhe,11450,Kleidung & Accessoires,Kleidung & Accessoires,Kleidung & Accessoires > Damen > Damenschuhe > Halbschuhe & Ballerinas,45333,"LLM_SUGGESTED query=Paul Green 2688-00x root=Kleidung & Accessoires rationale=Das Produkt sind Damen-Schnürschuhe, die am besten in die Kategorie ""Kleidung & Accessoires > Damen > Damenschuhe > Halbschuhe & Ballerinas"" passen, da Schnürschuhe eine Art von Halbschuhen sind. Diese Kategorie ist spez | category_too_broad|category_text_not_breadcrumb"
SKU-2965430996,SKU-2965430996,Beliani Beistelltisch CAORIA: Eleganter Terrazzo-Blickfang für Innen & Außen,Beliani,Beistelltisch,11700,Möbel & Wohnen,Möbel & Wohnen,Möbel & Wohnen > Möbel > Tische & Stehtische,38204,"LLM_SUGGESTED query=Beliani 407569 root=Möbel & Wohnen rationale=Das Produkt ist ein Beistelltisch, der als Möbelstück für den Wohnbereich (innen und außen) beschrieben wird. Die Kategorie ""Möbel & Wohnen > Möbel > Tische & Stehtische"" ist die logisch sinnvollste und passendste allgem | category_too_broad|category_text_not_breadcrumb"
SKU-5329605855,57380a89-b13c-470c-8167-aa51b43eb78e,"Ernie Ball E-Gitarrensaiten Regular Slinky 3221 - Saitenstärke 10-46, 3er-Pack",Ernie Ball,E-Gitarrensaiten,619,Musikinstrumente,Musikinstrumente,Musikinstrumente > Gitarren & Bässe > Zubehör > Saiten,41431,"LLM_SUGGESTED query=Ernie Ball 3221 root=Musikinstrumente rationale=Das Produkt sind E-Gitarrensaiten. Die Kategorie 'Musikinstrumente > Gitarren & Bässe > Zubehör > Saiten' ist die spezifischste und passendste Wahl, da sie direkt 'Gitarren & Bässe' und 'Saiten' erwähnt. 'Musikinstrument | category_too_broad|category_text_not_breadcrumb"
SKU-9272258811,5702017153599,"LEGO Duplo 10965 Badespaß: Schwimmender Tierzug für Kleinkinder ab 1,5 Jahren",LEGO,Badespielzeug,220,Spielzeug,Spielzeug,Baby > Spielzeug > Badespielzeug,23609,"LLM_SUGGESTED query=5702017153599 root=Baby rationale=Das Produkt ist ein LEGO Duplo Badespielzeug für Kleinkinder. Die Kategorie ""Baby > Spielzeug > Badespielzeug"" passt perfekt zur Produktart und Zielgruppe, wie im Titel und der Web-Evidenz beschrieben (""Badespaß: Schwimm | category_too_broad|category_text_not_breadcrumb"
