sku,docId,lastSource,status,before_len,after_len,before_issues,after_issues,before,after,reason
SKU-9039614531,5055350245538,job-improve,update,70,43,priority_a_missing_in_title|priority_a_not_in_first_60,,FOX Outdoor Windschutz faltbar Aluminium schwarz für Campingkocher NEU,FOX Windschutz CDW004 Aluminium Schwarz NEU,
SKU-7417485934,5055350248140,job-improve,update,78,50,priority_a_missing_in_title|priority_a_not_in_first_60,,FOX Edges Kwik Change Pop-Up Gewichte für Karpfenangeln Schneller Wechsel Blei,FOX Pop-Up Gewichte CAC518 Angler Blei Schwarz NEU,
SKU-8447826159,5059732709403,job-improve,update,70,74,priority_a_missing_in_title|priority_a_not_in_first_60,,"Ellesse Boxershorts Herren Schwarz Gr. M 95% Baumwolle, 5% Elastan NEU",Ellesse Boxershorts SZA02765 Herren Gr. M 95% Baumwolle 5% Elastan Schwarz,
SKU-8735317765,5060570201660,title-normalize,update,71,38,model_or_mpn_missing,model_or_mpn_missing,VaultX Deck Box Schwarz NEU Sammelkarten Exo-Tec Toploading 80+ Sammeln,VaultX Deck Box 80+ Karten Schwarz NEU,
SKU-1031821522,5060941713129,ui,update,79,37,priority_a_missing_in_title|priority_a_not_in_first_60,,Little Witch Nobeta für Nintendo Switch Action-RPG Day One Edition Neu Konsolen,Idea Factory Konsolen HAC-P-A8SDC NEU,
SKU-8351368256,5063019974637,ui,update,73,51,priority_a_missing_in_title|priority_a_not_in_first_60,,Regatta Shorts Herren Travel Light Packaway Golden Sand Gr. 56 Leicht NEU,Regatta Shorts RMJ298 Herren Gr. 56 Golden Sand NEU,
SKU-4870064003,5265145c-c73e-4905-b442-9584eb0b5d89,ui,update,74,39,model_or_mpn_missing,model_or_mpn_missing,Köln Matratzen NEU Gr. ca. 20 cm Tonnentaschen-Federkern 7-Zonen 100x200cm,Köln Matratzen 200cm 100x200cm 20cm NEU,
SKU-1489693054,52820776-34bb-4776-b728-06c521593d3a,job-improve,update,70,69,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,Segarids Mini-Flaschen 16er Set Glas transparent für Gastgeschenke NEU,Segarids Miniaturflasche Gastgeschenk Erwachsene Glas Transparent NEU,
SKU-4252129103,54c1a366-798b-42bf-9014-95729468c623,job-improve,update,72,75,priority_a_missing_in_title|priority_a_not_in_first_60,,purehelp CPE Schuhüberzieher Hygienisch Blau Einheitsgröße 500 Stück NEU,purehelp Schuhüberzieher PH-SC-SET100 Unisex Gr. Einheitsgröße CPE Blau NEU,
SKU-0874304411,56cdbf05-ce59-43c9-be15-6cc63c6dae93,title-normalize,update,74,69,priority_a_missing_in_title|priority_a_not_in_first_60,,"Christian Ulbricht Wichtel Figur – Handgefertigt, zeitloser Charme für Ihr",Christian Ulbricht Figur 010876 14.5cm Erwachsene Holz Mehrfarbig NEU,
SKU-6986483321,5702015867535,ui,update,73,48,priority_a_not_in_first_60,,LEGO Creator 3-in-1 Mächtige Dinosaurier Konstruktionsspielzeug Set 31058,LEGO Creator 31058 Unisex Kunststoff 1M Grün NEU,
SKU-9272258811,5702017153599,job-improve,update,77,57,priority_a_missing_in_title|priority_a_not_in_first_60,,"LEGO Duplo Badespaß Tierzug Schwimmendes Badespielzeug für Kleinkinder ab 1,5",LEGO Badespielzeug 10965 Unisex Kunststoff Mehrfarbig NEU,
SKU-9904325113,5702017567501,job-improve,update,76,55,priority_a_missing_in_title|priority_a_not_in_first_60,,LEGO City Spaceship & Asteroid Entdeckung Baukasten Weltraum ab 4 Jahren Neu,LEGO Baukasten 6465033 Kinder Kunststoff Mehrfarbig NEU,
SKU-3782469631,5713487061253,category-review-csv,update,76,75,priority_a_missing_in_title|priority_a_not_in_first_60,,Spring Copenhagen Dekofigur Spirit Eichenholz Neu Natur 19x8.3x13cm Chresten,Spring Copenhagen Dekofigur 102386 19x8.3x13cm (HxBxL Eichenholz 3x13cm NEU,
SKU-6033365611,5714487284420,ui,update,75,66,priority_a_not_in_first_60,,VERO MODA Rock Damen Cognac Gr. M Faux Suede (Wildlederimitat) NEU 10210430,VERO MODA Rock 10210430 Damen Gr. M FauxSuede (Wildlederimitat NEU,
SKU-7334344420,5714508372894,job-improve,update,74,63,priority_a_missing_in_title|priority_a_not_in_first_60,,JACK & JONES Socken Herren Schwarz Einheitsgröße Baumwollmix NEU 10er Pack,JACK JONES Socken 12172337 Herren Gr. Einheitsgröße Schwarz NEU,
SKU-8921872481,5715335047020,job-improve,update,75,66,priority_a_missing_in_title|priority_a_not_in_first_60,,Liewood Pete Kindertrommel Musikinstrument für Kleinkinder ab 12 Monate Neu,Liewood Kindertrommel LW15104 Unisex Buchenholz lackiertes MDF NEU,
SKU-5019696431,5715422473657,ui,update,75,72,priority_a_missing_in_title|priority_a_not_in_first_60,,Selected Homme Sweatjacke SLHJACKIE Herren Dark Olive Gr. L Regular Fit Neu,Selected Homme Pullover Strickwaren 16085115 Herren Gr. L Dark Olive NEU,
SKU-4874908260,5715574371849,job-improve,update,77,59,priority_a_not_in_first_60|order_producttype_after_model,,Blend Oberteil Herren Schwarz Gr. M Baumwolle NEU 21301225ME BHKARSIN T-Shirt,Blend T-Shirt 21301225ME Herren Gr. M Baumwolle Schwarz NEU,
SKU-9688561402,578c3341-658b-46d1-b419-b4ce60b534a5,job-improve,update,73,49,priority_a_missing_in_title|priority_a_not_in_first_60,,Oventrop Y-Schmutzfänger DN50 PN25 G2 Messing 250µm für Wasseranlagen NEU,Oventrop Y-Schmutzfänger 1121016 Messing Gold NEU,
SKU-5753016417,5820082016105,barcode-rollback,update,74,49,duplicate_word,,"Audi Fußmatten Set Vorne, Hinten NEU Q5 8R Schwarz Velours Audi Q5 8R Nein",Audi Fußmatten Set Q5 8R Vorne Hinten Schwarz NEU,
SKU-8404970287,5900811829102,job-improve,update,78,62,priority_a_missing_in_title|priority_a_not_in_first_60,,Edenfocity Logan Verdunkelungsvorhang Grau 155x270 cm Blickdicht Polyester Neu,Edenfocity Verdunkelungsvorhang 396297 100% Polyester Grau NEU,
SKU-3663111562,5902811100663,ui,update,80,65,priority_a_missing_in_title|priority_a_not_in_first_60,,Texer.eu Fußmatten Set passgenau für Mini R50 R53 (2001-2006) Textil Schwarz Neu,Texer.eu Fußmatten Set MN/R50Y01/B/0066B Vorne Hinten Schwarz NEU,
SKU-8684520981,59151383083624,category-review-csv,update,74,52,priority_a_missing_in_title|priority_a_not_in_first_60,,home24 Beistelltisch MANCHESTER 31x63x63 cm NEU Robustes Design Vielseitig,home24 Beistelltisch JI-05510-50 31cm 31x63x63cm NEU,
SKU-6274769815,60539f7f-f556-4103-bc2c-cc17f5a455c3,job-improve,update,77,44,brand_missing|priority_a_missing_in_title|priority_a_not_in_first_60,brand_missing,RJ45 Splitter Combiner für Netzwerk uPOE Gigabit Ethernet Schwarz 2er Set NEU,Unbekannt RJ45 Splitter/Combiner Schwarz NEU,
SKU-9041995991,6922738000364,job-improve,update,71,62,priority_a_not_in_first_60|order_producttype_after_model,,Nanyang NiuJin Dongfanghong Sneaker Gelb Gr. XL NEU Haushaltshandschuhe,Nanyang NiuJin Haushaltshandschuhe Dongfanghong Gr.xL Gelb NEU,
SKU-8049033555,6941876218462,ui,update,77,39,priority_a_missing_in_title|priority_a_not_in_first_60,,UGREEN Magnetische KFZ Handyhalterung mit 360° Schwenkkopf für iPhone 12 - 17,UGREEN Handyhalterung 15846 Schwarz NEU,
SKU-0735099796,6954850111741,category-review-csv,update,72,49,priority_a_missing_in_title|priority_a_not_in_first_60,order_producttype_after_model,Dong Fang Hong Latex Handschuhe 6 Stück - für optimalen Schutz & Komfort,Dong Fang Hong Haushaltshandschuhe Latex Gelb NEU,
SKU-9003235487,6957303824717,job-improve,update,75,53,priority_a_missing_in_title|priority_a_not_in_first_60,,"UGREEN Vertikaler Laptop Ständer LP258 für Notebooks bis 15,6 Zoll Grau NEU",UGREEN Vertikaler Laptop Ständer 20471 150mm Grau NEU,
SKU-3748510561,6acf0526-65bd-4c5a-bd00-abe9bfb5f483,ui,update,79,68,priority_a_missing_in_title|priority_a_not_in_first_60,,Casaria Gartenliege Anthrazit Akazienholz Höhenverstellbar Klappbar 2er Set NEU,Casaria Gartenliege 105967 60cm Erwachsene Akazienholz Anthrazit NEU,
SKU-9905416565,7290006780805,category-review-csv,update,78,48,model_or_mpn_missing,model_or_mpn_missing,"SodaStream Glaskaraffe 0,7L für CRYSTAL/PENGUIN - Spülmaschinenfest & Stilvoll",SodaStream Glaskaraffe 0.7L Glas Transparent NEU,
SKU-0225495136,7290116742380,unknown,update,76,72,order_producttype_after_model,,SodaStream Crystal 3.0 Wassersprudler: Frisches Sprudelwasser auf Knopfdruck,SodaStream Wassersprudler Crystal 3.0 0.7L Edelstahl Glas Kunststoff NEU,
SKU-8906682806,7316577150929,title-normalize,update,75,35,duplicate_word,,SKF Schrägkugellager 7315 BEGAP 7315 BEGAP NEU hohe Drehzahlen Lasten Sport,SKF Schrägkugellager 7315 BEGAP NEU,
SKU-6480044357,7325549884427,script-condition-normalize,update,75,58,priority_a_missing_in_title|priority_a_not_in_first_60,,POC Fahrradhelm Axion Race MIPS Gr. M – MTB Schutz mit MIPS-Technologie NEU,POC Fahrradhelm PC107438595MED1 UnisexErwachsene Gr. M NEU,
SKU-6162434731,74429111967912,unknown,update,75,48,model_or_mpn_missing,model_or_mpn_missing,"KOTO Dartständer aus Metall, Höhenverstellbar, Werkzeuglose Montage Schwarz",KOTO Dartständer Dartsspieler Metall Schwarz NEU,
SKU-1703368789,7611916163227,title-normalize,update,77,39,priority_a_not_in_first_60,,Weleda Tagescreme: Festigende Anti-Aging Pflege für reife Haut mit 8005360055,Weleda Tagescreme 8005360055 Unisex NEU,
SKU-4208989688,7613136901818,ui,update,72,74,priority_a_not_in_first_60,,"Sloggi Hipster Mehrfarbig Gr. EU 6 96% Baumwolle, 4% Elastan NEU M013/Z9",Sloggi Hipster M013/Z9 Herren Gr. EU 6 96% Baumwolle 4% Elastan Mehrfarbig,
SKU-1055381582,7630751727135,script-condition-normalize,update,80,54,priority_a_missing_in_title|priority_a_not_in_first_60,,Nespresso Barista Recipe Kaffeegläser Set Klein 2 Stück für kreative Rezepte NEU,Nespresso Kaffeegläser Set 130706 Glas Transparent NEU,
SKU-0500263191,7640415026184,ui,update,79,67,priority_a_not_in_first_60,,Namuk Schneehose Kinder Schokolade Gr. EU 104 Polyester NEU Crusade Wasserdicht,Namuk Schneehose Crusade Kinder Gr. EU 104 Polyester Schokolade NEU,
SKU-3130743576,7649988997723,job-improve,update,77,74,priority_a_missing_in_title|priority_a_not_in_first_60,,MONASERA Lufterfrischer Halter Set Schwarz Aluminium für Auto Lüftung inkl. 2,MONASERA Lufterfrischer Halter Set HA-MS-B1-232097 87.5x12.5x15.5mm (LxBxH,
SKU-7200941317,76a7cc4f-9aa4-4149-ad6b-9cc4ef1dc1df,category-review-csv,update,74,35,model_or_mpn_missing,model_or_mpn_missing,Tesla Sonnenschutz Panorama-Glasdach Schwarz Mesh-Gewebe für Innenraum NEU,Tesla Sonnenschutz Dach Schwarz NEU,
SKU-5120624450,7b442083-e5d5-43c0-92ef-76c6432fe919,job-improve,update,79,66,priority_a_missing_in_title|priority_a_not_in_first_60,,ELUTO Sitzbezug Set Universal für PKW Vordersitze & Rückbank Schwarz Silber Neu,ELUTO Sitzbezug Set 946921699 Vorne Hinten Schwarz Silber Weiß NEU,
SKU-2007106780,8003558101221,ui,update,72,63,priority_a_missing_in_title|priority_a_not_in_first_60,,WIDMANN Herren Hemd Flammen-Design Schwarz Orange Gr. L/XL Polyester NEU,WIDMANN Hemd 10122 Herren Gr. L/xL Polyester Schwarz Orange NEU,
SKU-3425228384,80035581118830,ui,update,71,53,model_or_mpn_missing,model_or_mpn_missing,Widmann Schlaghose Herren 70er Jahre Kostüm Pink Gr. L/XL Polyester Neu,Widmann Schlaghose Herren Gr. L/xL Polyester Pink NEU,
SKU-1316800430,8004815313234,ui,update,79,39,priority_a_missing_in_title|priority_a_not_in_first_60,,Fiamma Level Up Auffahrkeile Nivellierkeil für Wohnmobil Wohnwagen 3 Stufen Neu,Fiamma Nivellierkeil 97901-038 Grau NEU,
SKU-5173627811,8026196116716,ui,update,73,35,order_producttype_after_model,order_producttype_after_model,DC Comics Kostüm Kinder Schwarz Mehrere Größen verfügbar (3-12 Jahre) NEU,DC Comics Kostüm Kinder Schwarz NEU,
SKU-2801069572,8052694010041,unknown,update,78,36,priority_a_missing_in_title|priority_a_not_in_first_60,,LEGAMI MILANO Federmäppchen Kawaii Pinguin – Stilvolle Organisation für Stifte,LEGAMI MILANO Schulbedarf KA0015 NEU,
SKU-6543182729,8088208802015,job-improve,update,79,64,order_producttype_after_model,order_producttype_after_model,AR HOME Spannbettlaken 140x200 cm Beige Recycelte Baumwolle Fadendichte 144 Neu,AR HOME Spannbettlaken Gr. 140x200cm 80% Baumwolle 20% Recycelte,
SKU-3938831828,81715585302754,job-improve,update,78,61,priority_a_missing_in_title|priority_a_not_in_first_60,,PandaEar Baby Esslernset Silikon 2er Set Teller Becher Besteck Beige Taupe Neu,PandaEar Esslernset X0023LNTRD Unisex Silikon Beige Taupe NEU,
SKU-5764056320,81717285233178,job-improve,update,78,69,priority_a_missing_in_title|priority_a_not_in_first_60,,good morning Flanell Bettwäsche BERNARDUS Kariert Sand 155x220cm Baumwolle NEU,good morning Bettwäsche-Set 20104-F 100% Baumwolle 155x220cm Sand NEU,
SKU-2969022222,849e919f-0898-4df7-8fbb-e141c351cba4,ui,update,73,61,duplicate_word,,DUNSOO Badteppich C04-061-04 C04-061-04 Grau Gr. 70x120 cm Mikrofaser NEU,DUNSOO Badteppich C04-061-04 Gr. 70x120cm Mikrofaser Grau NEU,
SKU-5952589845,85020cb2-38be-42d7-a2d1-bb5aa92d9e36,unknown,update,73,72,brand_missing,brand_missing,Unbekannt Einhandfräse 3709 220 V Silber/Türkis/Schwarz Kunststoff/Metall,Unbekannt Einhandfräse 3709 220V Kunststoff/Metall Silber/Türkis/Schwarz,
SKU-8805500495,8712013813820,job-improve,update,73,51,priority_a_missing_in_title|priority_a_not_in_first_60,,Bo-Camp Mix & Match Melamin Geschirrset 16-teilig für 4 Personen Blau Neu,Bo-Camp Geschirrset 40-051-059-005 Melamin Blau NEU,
SKU-3582144495,8712026447449,ui,update,78,68,priority_a_not_in_first_60,,Boland Schlaghose Regenbogen Gr. M/L 100% Polyester NEU 44744 Disco 70er Jahre,Boland Schlaghose 44744 Unisex Gr. M/L 100% Polyester Regenbogen NEU,
SKU-6835511556,8712364370409,ui,update,71,71,priority_a_not_in_first_60,,Funny Fashion Kostüm Damen Beige Gr. EU 44-46 100% Polyester NEU 503221,Funny Fashion Kostüm 503221 Damen Gr. EU 44-46 100% Polyester Beige NEU,
SKU-9132277490,8719076052258,title-normalize,update,71,51,order_producttype_after_model,order_producttype_after_model,"Victron Energy Batterieschalter passgenau für NEU Schwarz, Rot 275A/48V",Victron Energy Batterieschalter 48V Schwarz Rot NEU,
SKU-4961159565,8719114322466,ui,update,77,73,priority_a_not_in_first_60,,Calvin Klein Boxershorts Herren Schwarz Gr. M Baumwollmischung NEU 4500572587,Calvin Klein Boxershorts 4500572587 Herren Gr. M Baumwollmischung Schwarz,
SKU-8798489036,8719115000028,job-improve,update,78,75,priority_a_missing_in_title|priority_a_not_in_first_60,,Calvin Klein Boxershorts Herren Low Rise Mehrfarbig Gr. L Baumwoll-Stretch Neu,Calvin Klein Boxershorts U2664-4KU Herren Gr. L Baumwoll-Stretch Mehrfarbig,
SKU-7977735758,8720245556002,ui,update,74,72,priority_a_not_in_first_60,,"Puma Boxershorts Herren Grau, Schwarz Gr. XL Baumwolle 701226387003040 NEU",Puma Boxershorts 701226387003040 Herren Gr.xL Baumwolle Grau Schwarz NEU,
SKU-9255560092,8720646475988,ui,update,75,74,priority_a_missing_in_title|priority_a_not_in_first_60,,Tommy Hilfiger T-Shirt Herren Global Stripe Wreath Dunkelblau Baumwolle NEU,Tommy Hilfiger T-Shirt MW0MW34388 DW5 Herren 100% Baumwolle Dunkelblau NEU,
SKU-1041108089,8720646487387,ui,update,70,69,priority_a_missing_in_title|priority_a_not_in_first_60,,Tommy Hilfiger T-Shirt Herren Global Stripe Wreath Logo Weiß Gr. L Neu,Tommy Hilfiger T-Shirt MWOMW34388 YBR Herren Gr. L Baumwolle Weiß NEU,
SKU-3692000771,8720828172452,unknown,update,74,37,priority_a_missing_in_title|priority_a_not_in_first_60,,Cloudpillo Kissen für individuellen Schlafkomfort & optimale Unterstützung,Cloudpillo Kissen CPP10101-6 Grau NEU,
SKU-5644516401,8720892260901,job-improve,update,73,32,model_or_mpn_missing,model_or_mpn_missing,Supplend Nagelpilzbehandlung NEU Nagelpflege Stift Schmerzfreie Anwendung,Supplend Nagelpilzbehandlung NEU,
SKU-3055174422,8b18f8c1-5ced-4f9d-989d-35fb729415fe,ui,update,80,38,priority_a_missing_in_title|priority_a_not_in_first_60,,Anker Powerbank 321 MagGo Battery (PowerCore 5K) MagSafe kabellos magnetisch NEU,Anker Powerbank A1616 5000 Schwarz NEU,
SKU-2629282795,8b41bda6-bc97-4d34-8644-f081c7d180cb,job-improve,update,71,42,model_or_mpn_missing,model_or_mpn_missing,Glosen Schubladenbox Stahl Silber abschließbar 7 Fächer Breite 35cm NEU,Glosen Schubladenbox 35cm Stahl Silber NEU,
SKU-8036579486,9132580602006,ui,update,73,42,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,CECIRA Küchenarmatur Einhebelmischer Schwarz mit Ausziehbrause Modern Neu,CECIRA Küchenarmaturen Messing Schwarz NEU,
SKU-0457243849,9368205000005,job-improve,update,73,63,priority_a_missing_in_title|priority_a_not_in_first_60,,Blue Tomato 23Reversible Polar Weste Herren Schwarz Gr. L Polarfleece Neu,Blue Tomato Weste BTFW2329 Herren Gr. L Polarfleece Schwarz NEU,
SKU-2574433036,992c90f7-4b46-4306-8849-68b584459a4d,ui,update,80,51,model_or_mpn_missing,model_or_mpn_missing,SUNLU PLA 3D Drucker Filament 1.75mm ±0.02mm Toleranz 1kg für FDM 3D-Drucker NEU,SUNLU 3D Drucker Filament PLA 1.75mm 0.02mm 1kg NEU,
SKU-2439653897,9aff4795-bed9-4a09-ba98-77c2e138b511,title-normalize,update,74,42,duplicate_word,,FAST Kabelloses Ladegerät A1Pro A1Pro Kunststoff NEU 15W 9V Eingang Handys,FAST Kabelloses Ladegerät A1Pro 15W 9V NEU,
SKU-6469360404,9e35f9b4-5df8-4db7-9dd7-31e4491488ef,job-improve,update,71,53,model_or_mpn_missing,model_or_mpn_missing,Leevitex Spannbettlaken Gelb 100% Baumwolle NEU Jersey 90-100x200-220cm,Leevitex Spannbettlaken 100% Baumwolle 220cm Gelb NEU,
SKU-0000524938,SKU-0000524938,title-normalize,update,74,25,duplicate_word,,"Apple Maus Magic Mouse 2 A1657 A1657 Weiß NEU Multi-Touch, Wiederaufladbar",Apple Maus A1657 Weiß NEU,
SKU-0110888325,SKU-0110888325,bulk-table,update,76,74,priority_a_missing_in_title|priority_a_not_in_first_60,,ARKK Copenhagen Visuklass Leather Damen Sneaker White Pacific NEU OVP Gr. 37,ARKK Copenhagen Freizeitschuh Visuklass Leather Strat65 Damen Gr. 37 Leder,
SKU-0114729665,SKU-0114729665,job-improve,update,72,54,priority_a_missing_in_title|priority_a_not_in_first_60,,"Adidas Campus 00s Herren Sneaker Rot NEU Wildleder Atmungsaktiv, Komfort",Adidas Sneaker SKU-0114729665 Herren Wildleder Rot NEU,
SKU-0152828115,SKU-0152828115,title-normalize,update,70,50,duplicate_word,,STALESET Handtuchhalter TH01-BK TH01-BK Schwarz Metall NEU Matt Robust,STALESET Handtuchhalter TH01-BK Metall Schwarz NEU,
SKU-0172791378,SKU-0172791378,ui,update,78,70,priority_a_missing_in_title|priority_a_not_in_first_60,,lululemon Yogamatte Trainingsmatte: Maximaler Grip & Komfort für jedes Workout,lululemon Yogamatte LU9AVOS BLK 180cm Polyvinylbutyral TPE Schwarz NEU,
SKU-0236764953,SKU-0236764953,ui,update,72,36,priority_a_missing_in_title|priority_a_not_in_first_60,,Malossi Multivar 2000 Variator für Roller Antriebsoptimierung Tuning Neu,Malossi Variator 105E-320 Silber NEU,
SKU-0280699295,SKU-0280699295,title-normalize,update,72,36,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,H&M Pullover Rot Baumwolle NEU Damen Strickpullover Zeitloser Stil Hoher,H M Pullover Damen Baumwolle Rot NEU,
SKU-0310087435,SKU-0310087435,title-normalize,update,72,75,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,Villa Grinario Jersey-Spannbettlaken: Faltenfreier Sitz & optimaler Ecru,Spannbettlaken SZ01 02144001 866200 104551 Erwachsene Gr. 90-100x200cm Ecru,
SKU-0362404564,SKU-0362404564,barcode-rollback,update,74,56,priority_a_missing_in_title|priority_a_not_in_first_60,,UBRAVOO Kindersitzerhöhung mit Tablett – Sicher & Mobil für Mahlzeiten NEU,UBRAVOO Kindersitzerhöhung ACE1013 37x14x34.5cm Rosa NEU,
SKU-0403766178,SKU-0403766178,job-improve,update,78,75,priority_a_missing_in_title|priority_a_not_in_first_60,,Jolly Füllfederhalter Superinky Start ergonomisch für Schreibanfänger blau Neu,Jolly Füllfederhalter 7090-0001 Schreibanfänger Schüler Kunststoff Blau NEU,
SKU-0611814591,SKU-0611814591,barcode-rollback,update,76,72,priority_a_missing_in_title|priority_a_not_in_first_60,,"Lacoste Hoodie Marineblau Gr. M (US) / FR 4 84% Baumwolle, 16% Polyester NEU",Lacoste Hoodie SH9623 Herren Gr. M (US) FR 4 84% Baumwolle 16% Polyester,
SKU-0785869755,SKU-0785869755,category-review-csv,update,71,53,priority_a_missing_in_title|priority_a_not_in_first_60,,Terry Exera Gel Fahrradsattel Herren – Ergonomisch für höchsten Komfort,Terry Fahrradsattel SKU-0785869755 Herren Schwarz NEU,
SKU-0808524453,SKU-0808524453,title-normalize,update,75,69,priority_a_not_in_first_60,,ASICS EX89 Unisex Erwachsene Sneaker White/White NEU 1203A481-100 Wildleder,ASICS Sneaker 1203A481-100 UnisexErwachsene Wildleder White/White NEU,
SKU-0871959830,SKU-0871959830,unknown,update,79,30,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,Coffee Cup Automatischer Rührbecher USB-wiederaufladbar für perfekte Mischungen,Rührbecher JB-01 Edelstahl NEU,
SKU-0974179694,SKU-0974179694,category-review-csv,update,76,62,priority_a_missing_in_title|priority_a_not_in_first_60,,wolfcraft Eckzwingen-Set ES 22 für präzise 90°-Winkel & stabile Holzprojekte,wolfcraft Eckzwinge 3051000 Kunststoff Metall Gelb Schwarz NEU,
SKU-0982370040,SKU-0982370040,ui,update,77,74,priority_a_missing_in_title|priority_a_not_in_first_60,,"GardenGrill Gas Plancha Challenger III 7,5 kW 3 Brenner Edelstahl für Outdoor",GardenGrill Gasgrill Plancha Challenger III 7.5kW Edelstahl Emailliert NEU,
SKU-0989494543,SKU-0989494543,bulk-table,update,79,72,priority_a_not_in_first_60|duplicate_word,,adidas SL 72 OG W Damen Sneaker Semi Pink / Red Glow Pink NEU OVP Gr. 38 JS0254,adidas Sneaker JS0254 Damen Gr. 38 2/3 Textil mit Wildleder-Overlays NEU,
SKU-1153910217,SKU-1153910217,job-improve,update,72,54,priority_a_missing_in_title|priority_a_not_in_first_60,,Shure SM58-LCE Dynamisches Gesangsmikrofon für Live & Studio Schwarz Neu,Shure Vintage Pro-Audio Equipment SM58-LCE Schwarz NEU,
SKU-1230781227,SKU-1230781227,title-normalize,update,79,68,duplicate_word,,Villa Grinario Spannbettlaken SKU-1230781227 Grau Kiesel Gr. 100 x 200 cm 100 %,Villa Grinario Spannbettlaken SKU-1230781227 Gr. 100x200cm 200cm NEU,
SKU-1419839651,SKU-1419839651,ui,update,72,65,order_producttype_after_model,,Adidas VS Switch 3 CF C Jungen Sneaker Weiß/Schwarz NEU Synthetik Kinder,Adidas Sneaker VS Switch 3 CF C Jungen Synthetik Weiß/Schwarz NEU,
SKU-1612836881,SKU-1612836881,category-review-csv,update,77,61,priority_a_missing_in_title|priority_a_not_in_first_60,,"Wera Fahrrad Werkzeug-Set 6, 10-teilig, Hex-Plus & Torx, MPN 05004174001, Neu",Wera Werkzeugsatz 05004174001 Stahl Kunststoff Mehrfarbig NEU,
SKU-1618101796,SKU-1618101796,unknown,update,73,70,priority_a_missing_in_title|priority_a_not_in_first_60,,Wera Maul-Ringschlüssel 6003 Joker 6mm mit schneller Ringratschenfunktion,Wera Maulschlüssel 05020198001 Gr. 6mm Chrom-Molybdän-Stahl Silber NEU,
SKU-1782951292,SKU-1782951292,ui,update,75,61,priority_a_missing_in_title|priority_a_not_in_first_60,,Wella Professionals Shampoo für Beruhigung & Sanfte Reinigung Empfindlicher,Wella Professionals Shampoo 90595815 Erwachsene Lila/Weiß NEU,
SKU-1789286937,SKU-1789286937,category-review-csv,update,76,68,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,order_producttype_after_model,"Engelbert Strauss T-Shirt: Robust, bequem & vielseitig für Arbeit & Freizeit",Engelbert Strauss T-Shirts Herren Gr. L 100% Baumwolle Anthrazit NEU,
SKU-1825816304,SKU-1825816304,job-improve,update,80,58,priority_a_missing_in_title|priority_a_not_in_first_60,,ZWILLING J.A. HENCKELS TWIN CHEF Universalmesser 130mm Klinge Schwarz Silber Neu,ZWILLING J.A. HENCKELS Universalmesser 34910-131 130mm NEU,
SKU-1937479862,SKU-1937479862,title-normalize,update,77,42,priority_a_missing_in_title|priority_a_not_in_first_60,,"Campingliege / Sonnenliege anthrazit Textilgewebe (Kunstfaser), Aluminium NEU",CampFeuer Campingliege Sonnenliege CALI13A,
SKU-1961998362,SKU-1961998362,title-normalize,update,70,40,model_or_mpn_missing,model_or_mpn_missing,KOENIC Zitruspresse Silber Edelstahl NEU Frischer Saft schnell mühelos,KOENIC Zitruspresse Edelstahl Silber NEU,
SKU-2019125675,SKU-2019125675,category-review-csv,update,74,74,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,priority_a_not_in_first_60,"Derma Pen Germany Microneedling Pen für straffere, revitalisierte Haut NEU",Derma Pen Germany Anti-Faltenprodukte Advanced Microneedling System Unisex,
SKU-2114384722,SKU-2114384722,title-normalize,update,71,47,order_brand_after_producttype,,Sonnenbrille Unisex Erwachsene NEU Romaj Hawkers Eleganter UV400 Schutz,Hawkers Sonnenbrille Romaj UnisexErwachsene NEU,
SKU-2123165909,SKU-2123165909,ui,update,70,51,order_producttype_after_model,,HLI Vollauszug Schubladenschienen Metall Silber für Möbel Schränke NEU,HLI Schubladenschienen Vollauszug Metall Silber NEU,
SKU-2135446963,SKU-2135446963,category-review-csv,update,71,63,priority_a_missing_in_title|priority_a_not_in_first_60,,Dexcom G6 Glukosesensoren: Präzise Echtzeit-Glukosewerte für Diabetiker,Dexcom Glukosesensor STS-GS-003 Diabetiker Weiß Orange Grau NEU,
SKU-2151943751,SKU-2151943751,category-review-csv,update,75,61,model_or_mpn_missing,model_or_mpn_missing,Cretacolor Harte Pastellkreiden Grautöne NEU Öl- und wachsfrei Graupastelle,Cretacolor Harte Pastellkreiden Künstler Schüler Grautöne NEU,
SKU-2152217706,SKU-2152217706,ui,update,73,63,priority_a_missing_in_title|priority_a_not_in_first_60,,WMF Elektrische Gewürzmühle Ceramill Schwarz für Salz Pfeffer Kräuter NEU,WMF Elektrische Mühle 0667416040 Kunststoff Keramik Schwarz NEU,
