sku,productId,qty,bin,eligible,baselinker_linked,last_saved_source,title
SKU-5207774112,4260281755686,1,XGA0404C,yes,yes,script:backfill-normalize-products,Lana Waschbeckenunterschrank B014082/001528 Weiß Holzwerkstoff NEU Gr. 66 cm
SKU-9713309170,4260443571086,2,XGA0105A,yes,yes,script:backfill-normalize-products,Best Netzwerkdose LAND001 Weiß NEU
SKU-3933851468,4260499852344,0,,no,yes,script:backfill-normalize-products,BLAUPUNKT Autoradio VALENCIA 200 DAB+ BT BP2208M0007720 4x40W 1-DIN Schwarz
SKU-7139254013,4260526472194,0,,no,yes,script:backfill-normalize-products,DONBOLSO Slim Wallet Herren 100% reines Rindsleder Vintage Braun NEU
SKU-8650951585,4260527480433,12,XGA0401A,yes,yes,ui,Lyvanas Eiskratzer mit Besen mit maximalem Lackschutz
SKU-7226847075,4260532290669,0,,no,yes,script:backfill-normalize-products,BBQ-Toro Grillpfanne 42.5cm 3.5 Liter Gusseisen 5x27cm 3.5L NEU
SKU-0121175685,4260613499578,1,XGA0403C,yes,yes,script:backfill-normalize-products,TRESKO Hundebox THDB-003 faltbar Anthrazit Gr. L Stahlrahmen Polyester NEU
SKU-2433624992,4260716810041,1,XGA0402B,yes,yes,script:backfill-normalize-products,LionSports Mobiles Sportnetz Profi 4m Freizeitspieler Familien Kunststoff
SKU-1377750386,4260755120385,1,XGA0202D,yes,yes,script:backfill-normalize-products,Valuents Camping Teppich CampCarp-250-350 Outdoor Vorzeltteppich 250x350 cm NEU
SKU-4703570843,4262382491098,7,XGA0201E,yes,yes,script:backfill-normalize-products,BAUBECK Meißel Set CHISEL-SDSM-S01-50X280X18 280mm Stahl Silber NEU
SKU-2431535372,4262405220148,1,XGA0301D,yes,yes,script:backfill-normalize-products,AZANO DESIGNS Katzentreppe Katzen Holz NEU
SKU-0135090467,4262427090057,2,XGA0201C,yes,yes,script:backfill-normalize-products,purahelp Warnwesten Set PH-WW-SET+1 Kinder Erwachsene Gelb NEU
SKU-7909541265,4262472110243,6,XGA0104B,yes,yes,script:backfill-normalize-products,Grana Home Bratpfanne 24cm Schwarz NEU
SKU-9268872444,4270001051905,2,XGA0304B,yes,yes,script:backfill-normalize-products,Unbekannt Trainingshilfen Beschreibung Gebraucht
SKU-2424861616,43422328612861,0,,no,no,script:backfill-normalize-products,RAGNARÖK Gartenmöbel Set S42 Polyrattan NEU Lounge Schwarz inkl. Polster
SKU-6587967689,45005591930000,1,XGA0105B,yes,yes,script:backfill-normalize-products,Calvin Klein Trunks 000026640 Schwarz Weiß Marineblau NEU
SKU-5619085780,4806633149839,1,XGA0106B,yes,yes,script:backfill-normalize-products,ATE Bremsbeläge 602880 Reibmaterialien Schwarz/Grau NEU
SKU-5660339205,48093417-f9ef-497f-96a7-e17838a5280f,1,XGA0201E,yes,yes,script:backfill-normalize-products,Enders Holzkohlegrill Mason XL Schwarz Stahl NEU großer Grillfläche Ablagen
SKU-3756924465,48fe16c6-bdc6-42f6-862e-fc9eb4962c93,1,XGA0105B,yes,yes,script:backfill-normalize-products,FEDOUR Aquarienheizstab HP-608 mit Temperaturregler 50W für 20-34°C NEU
SKU-5094533501,49035818999884,5,XGA0101A,yes,yes,script:backfill-normalize-products,IsolBau Leinöl-Firnis 5L NEU
SKU-2966583160,4906958001464,1,XGA0106B,yes,yes,script:backfill-normalize-products,YUASA Motorradbatterie YTZ10S 150mm 12V NEU
SKU-2019632072,4909500898543,1,XGA0106B,yes,yes,script:backfill-normalize-products,KYB Staubschutzsatz 910158 Mercedes E-Klasse W212 S212 Vorne Schwarz NEU
SKU-1468228360,4917616740531,1,XGA0502B,yes,yes,script:backfill-normalize-products,SPOOK TACULAR CREATIONS Kostüm Kinder Grau NEU
SKU-4090290612,4960999610955,1,XGA0101B,yes,yes,script:backfill-normalize-products,"Canon Tonerkartusche 716 Schwarz, MPN 1980B002, Laser-Drucktechnologie"
SKU-1306047599,4dd32c21-2afe-4c13-b354-605f97e6f590,1,XGA0106C,yes,yes,script:backfill-normalize-products,LIQUI MOLY Getriebeöl 1024 75W Schwarz/Blau/Rot NEU
SKU-4519918204,5010996282880,0,,no,yes,script:backfill-normalize-products,Hasbro Actionfigur Kunststoff NEU
SKU-9425624573,5011987005952,1,XGA0106C,yes,yes,script:backfill-normalize-products,Shell Motoröl 600071884 Deutschland GmbH 5W 1L NEU
SKU-8223313532,5020570328828,2,XGA0405B,yes,yes,script:backfill-normalize-products,Smiffys Clown Kostüm Set Gr. M Damen Mehrfarbig NEU
SKU-8945251431,5025155058336,1,XGA0202B,yes,yes,script:backfill-normalize-products,Dyson Reinigungsset 971440-01 Schwarz NEU
SKU-2454152281,5050192020075,1,XGA0106A,yes,yes,script:backfill-normalize-products,H M HOME Wandspiegel 0975688 19mm 500mm Schwarz NEU
SKU-9039614531,5055350245538,0,,no,no,script:backfill-normalize-products,FOX Windschutz CDW004 Aluminium Schwarz NEU
SKU-7417485934,5055350248140,1,XGA0105B,yes,yes,script:backfill-normalize-products,FOX Pop-Up Gewichte CAC518 Angler Blei Schwarz NEU
SKU-8447826159,5059732709403,1,XGA0501D,yes,yes,script:backfill-normalize-products,Ellesse Boxershorts Gr. M Herren 95% Baumwolle 5% Elastan Schwarz NEU
SKU-8735317765,5060570201660,1,XGA0105B,yes,yes,script:backfill-normalize-products,VaultX Deck Box 80+ Karten Schwarz NEU
SKU-1031821522,5060941713129,1,XGA0202D,yes,yes,script:backfill-normalize-products,Idea Factory Konsolen HAC-P-A8SDC NEU
SKU-8351368256,5063019974637,1,XGA0501D,yes,yes,script:backfill-normalize-products,Regatta Shorts Gr. 56 Herren Golden Sand NEU
SKU-3084359057,5111359756525,1,XGA0501D,yes,yes,script:backfill-normalize-products,SKINTIST BY REDCARE Hydro Effect Augencreme 15ml Unisex Neu
SKU-4870064003,5265145c-c73e-4905-b442-9584eb0b5d89,1,XGA0402C,yes,yes,script:backfill-normalize-products,Köln Matratze 31464030709 200cm 100x200cm NEU
SKU-1489693054,52820776-34bb-4776-b728-06c521593d3a,1,XGA0105C,yes,yes,script:backfill-normalize-products,Segarids Miniaturflasche Gastgeschenk Erwachsene Glas Transparent NEU
SKU-4817360056,52c25fb6-2f7a-48b8-8f85-430a36f26fae,0,,no,no,ui,Adidas UnisexKinder T-Shirt Grün Gr. 158 IY7431 NEU
SKU-7702312083,5400585052930,1,XGA0103A,yes,yes,script:backfill-normalize-products,Flamingo Vögel Vogelvoliere Wetterfest Grau
SKU-4252129103,54c1a366-798b-42bf-9014-95729468c623,7,XGA0102A,yes,yes,script:backfill-normalize-products,Purehelp Schuhüberzieher Gr. Einheitsgröße Unisex PH-SC-SET100 CPE Blau NEU
SKU-0874304411,56cdbf05-ce59-43c9-be15-6cc63c6dae93,0,,no,yes,script:backfill-normalize-products,Christian Ulbricht Figur 010876 14.5cm Erwachsene Holz Mehrfarbig NEU
SKU-6986483321,5702015867535,1,XGA0105A,yes,yes,script:backfill-normalize-products,LEGO Creator 31058 Unisex Kunststoff 1M Grün NEU
SKU-9272258811,5702017153599,1,XGA0105A,yes,yes,script:backfill-normalize-products,LEGO Badespielzeug 10965 Unisex Kunststoff Mehrfarbig NEU
SKU-9904325113,5702017567501,0,,no,yes,script:backfill-normalize-products,LEGO Baukasten 6465033 Kinder Kunststoff Mehrfarbig NEU
SKU-3782469631,5713487061253,1,XGA0105A,yes,yes,script:backfill-normalize-products,Spring Copenhagen Dekofigur 102386 19x8.3x13cm (HxBxL Eichenholz 3x13cm NEU
SKU-1466301102,5713487061277,0,,no,yes,script:backfill-normalize-products,Spring Copenhagen Dekofigur Spot Rehkitz Holz braun handgefertigt von Chresten
SKU-6725568671,5713504000661,1,XGA0301A,yes,yes,script:backfill-normalize-products,ACRE Rollator RTD08179P Erwachsene Carbonfaser 130kg Rot NEU
SKU-6033365611,5714487284420,1,XGA0501D,yes,yes,script:backfill-normalize-products,VERO MODA Rock Gr. M Damen FauxSuede (Wildlederimitat NEU
SKU-7334344420,5714508372894,1,XGA0501D,yes,yes,script:backfill-normalize-products,JACK JONES Socken Gr. Einheitsgröße Herren Schwarz NEU
SKU-8921872481,5715335047020,1,XGA0105A,yes,yes,script:backfill-normalize-products,Liewood Kindertrommel LW15104 Unisex Buchenholz lackiertes MDF NEU
SKU-5019696431,5715422473657,1,XGA0405A,yes,yes,script:backfill-normalize-products,Selected Homme Pullover Strickwaren Gr. L Herren Dark Olive NEU
SKU-4874908260,5715574371849,1,XGA0405A,yes,yes,script:backfill-normalize-products,Blend Langmantel Gr. M Herren Baumwolle Schwarz NEU
SKU-3267245253,5722008213828,2,XGA0401C,yes,yes,script:backfill-normalize-products,Bitz Salatschüssel Salate Beilagen Obst 30cm NEU
SKU-5329605855,57380a89-b13c-470c-8167-aa51b43eb78e,0,,no,yes,script:backfill-normalize-products,"Ernie Ball E-Gitarrensaiten Regular Slinky 3221 - Saitenstärke 10-46, 3er-Pack"
SKU-9688561402,578c3341-658b-46d1-b419-b4ce60b534a5,1,XGA0102D,yes,yes,script:backfill-normalize-products,Oventrop Y-Schmutzfänger 1121016 Messing Gold NEU
SKU-5753016417,5820082016105,0,,no,yes,script:backfill-normalize-products,Audi Fußmatten Set Q5 8R Vorne Hinten Schwarz NEU
SKU-8404970287,5900811829102,1,XGA0201C,yes,yes,script:backfill-normalize-products,Edenfocity Verdunkelungsvorhang 396297 100% Polyester Grau NEU
SKU-1746174206,5901532626087,1,XGA0106D,yes,yes,script:backfill-normalize-products,Polcar Außenspiegel 3238522E Fiat Ducato Rechts elektrisch NEU
SKU-5561398463,5902605478275,1,XGA0502D,yes,yes,script:backfill-normalize-products,Alberomio Wickelauflage PT70 406 NEU
SKU-3663111562,5902811100663,1,XGA0202A,yes,yes,script:backfill-normalize-products,Texer.eu Fußmatten Set Mini R50 R53 MN/R50Y01/B/0066B Vorne Hinten Schwarz
SKU-5437386727,5904270013775,1,XGA0106B,yes,yes,script:backfill-normalize-products,JPN Radlagersatz 10L0503-JPN für KIA Sportage ix35 84mm Breite 41mm NEU
SKU-6816251293,5908242693453,1,XGA0106B,yes,yes,script:backfill-normalize-products,KAMOKA Radlagersatz 5600063 KIA Sportage Hyundai ix35 Vorderachse Ø84mm NEU
SKU-8684520981,59151383083624,0,,no,yes,script:backfill-normalize-products,home24 Beistelltisch JI-05510-50 31cm 31x63x63cm NEU
SKU-6274769815,60539f7f-f556-4103-bc2c-cc17f5a455c3,1,XGA0105B,yes,yes,script:backfill-normalize-products,Unbekannt RJ45 Splitter/Combiner Schwarz NEU
SKU-2708761114,6078c5f0-fb52-4c9c-b795-12a136ba6c79,0,,no,yes,script:backfill-normalize-products,"BITUXX Federspanner-Set MS-16319 für Federbeine, Spannweite 65-212mm Schwarz"
SKU-6860111834,61921411800024,0,,no,no,script:backfill-normalize-products,Qunsheng Haushaltshandschuhe 61921411800024 Rot Gelb NEU
SKU-9014992269,61cb13b8-ef09-4959-821e-c2d63fcd8038,1,XGA0105B,yes,yes,script:backfill-normalize-products,NQY Fahrrad Rücklicht Pluto AQY-0117 LED USB wiederaufladbar Schwarz NEU
SKU-9041995991,6922738000364,5,XGA0302C,yes,yes,script:backfill-normalize-products,Nanyang NiuJin Haushaltshandschuhe Gr.xL Dongfanghong Gelb NEU
SKU-6216530722,6941057422886,0,,no,yes,script:backfill-normalize-products,INTEX Luftmatratze Dura-Beam Plus Deluxe Pillow Rest AP620D Grau Vinyl NEU
SKU-8049033555,6941876218462,1,XGA0403A,yes,yes,script:backfill-normalize-products,UGREEN Handyhalterung 15846 Schwarz NEU
SKU-0735099796,6954850111741,21,XGA0302C,yes,yes,script:backfill-normalize-products,Dong Fang Hong Haushaltshandschuhe Latex Gelb NEU
SKU-9003235487,6957303824717,1,XGA0105B,yes,yes,script:backfill-normalize-products,UGREEN Vertikaler Laptop Ständer 20471 150mm Grau NEU
SKU-3748510561,6acf0526-65bd-4c5a-bd00-abe9bfb5f483,1,XGA0204E,yes,yes,script:backfill-normalize-products,Casaria Gartenliege 105967 60cm Erwachsene Akazienholz Anthrazit NEU
SKU-6954275739,6be95318-1354-4b38-9526-aab48b727982,2,XGA0106B,yes,yes,script:backfill-normalize-products,"SAGENSPEZI Sägekette 16567432516506316, 1.6mm, 74TG, .325 Zoll Teilung"
SKU-1423771699,7082024102510,1,XGA0106B,yes,yes,script:backfill-normalize-products,Piaggio Keilriemen 1A020495 Group Schwarz NEU
SKU-3606468262,7212913647233,1,XGA0105C,yes,yes,script:backfill-normalize-products,TEXTAR Bremsscheibe 92056600 Mercedes-Benz S-Klasse 320 320mm 30mm NEU
SKU-9905416565,7290006780805,0,,no,yes,script:backfill-normalize-products,SodaStream 2 x Glaskaraffe 0.7L Glas Transparent NEU
SKU-0225495136,7290116742380,2,XGA0201E,yes,yes,script:backfill-normalize-products,SodaStream Wassersprudler Crystal 3.0 mit Glaskaraffe 0.6L Edelstahl OHNE CO²
SKU-9706798890,7313020097503,1,XGA0501C,yes,yes,script:backfill-normalize-products,Thule Befestigungskit KIT187033 Dach NEU
SKU-8906682806,7316577150929,2,XGA0106B,yes,yes,script:backfill-normalize-products,SKF Explorer Einreihiges Schrägkugellager 7315 BEGAP Innen-Ø 75mm Außen-Ø 160mm Dicke 37mm
SKU-6480044357,7325549884427,1,XGA0301C,yes,yes,script:backfill-normalize-products,POC Fahrradhelm PC107438595MED1 UnisexErwachsene Gr. M NEU
SKU-1018841553,7325720928841,1,XGA0405A,yes,yes,script:backfill-normalize-products,ROCKANDBLUE Mantel Gr. 46 Damen Winter Memory Poly Recycled Light Stone NEU
SKU-6162434731,74429111967912,0,,no,yes,script:backfill-normalize-products,KOTO Dartständer Dartsspieler Metall Schwarz NEU
SKU-9166429134,7538f896-fb64-40ee-a606-65e08665fc2a,1,XGA0501C,yes,yes,script:backfill-normalize-products,Schubladenteiler Bambus 43 - 56cm ohne Montage NEU
SKU-6099828388,76113588807201,1,XGA0501D,yes,yes,script:backfill-normalize-products,Sloggi BH Gr. M Damen Baumwolle Elfenbein NEU
SKU-1703368789,7611916163227,0,,no,yes,script:backfill-normalize-products,Weleda Tagescreme 8005360055 Unisex NEU
SKU-1814556864,7613109117017,1,XGA0501D,yes,yes,script:backfill-normalize-products,Sloggi Mini Slip GO Crush Damen Gr. S Baumwolle Multi-Colour NEU
SKU-4208989688,7613136901818,1,XGA0501D,yes,yes,script:backfill-normalize-products,Sloggi Hipster Gr. EU 6 Herren 96% Baumwolle 4% Elastan Mehrfarbig NEU
SKU-1055381582,7630751727135,1,XGA0501C,yes,yes,script:backfill-normalize-products,Nespresso Kaffeegläser Set 130706 Glas Transparent NEU
SKU-0500263191,7640415026184,1,XGA0501D,yes,yes,script:backfill-normalize-products,Namuk Schneehose Gr. EU 104 Kinder Polyester Schokolade NEU
SKU-3130743576,7649988997723,1,XGA0105B,yes,yes,script:backfill-normalize-products,MONASERA Lufterfrischer Halter Set HA-MS-B1-232097 Lüftung 87.5mm 5mm
SKU-7200941317,76a7cc4f-9aa4-4149-ad6b-9cc4ef1dc1df,1,XGA0202A,yes,yes,script:backfill-normalize-products,Tesla Sonnenschutz Sonniboy Model 3 Y Panoramadach hinten Schwarz NEU
SKU-6044260478,7778bbb4-0a11-414b-a323-1573ab313f48,1,XGA0106C,yes,yes,script:backfill-normalize-products,MAHLE Ausgleichsbehälter 8MA 376 783-494 VW Transporter Weiß NEU
SKU-5120624450,7b442083-e5d5-43c0-92ef-76c6432fe919,1,XGA0202A,yes,yes,script:backfill-normalize-products,ELUTO Autositzbezug Set 946921699 Vorne Hinten Schwarz Silber Weiß NEU
SKU-3324867175,7c4d3bb6-e7a1-4fa0-aa88-3da9b25134d8,14,XGA0401B,yes,yes,script:backfill-normalize-products,"Auledio Dreifach-Handtuchhalter mit Haken 33.48*60,99 Metall Schwarz NEU"
SKU-7025517137,8003558071647,1,XGA0405B,yes,yes,script:backfill-normalize-products,Widmann Piratenmantel Damen Gr. XL Schwarz Neu
SKU-2007106780,8003558101221,4,XGA0405B,yes,yes,script:backfill-normalize-products,WIDMANN Hemd Gr. L/XL Herren Polyester Schwarz Orange NEU
SKU-8934718651,8003558101238,1,XGA0405B,yes,yes,script:backfill-normalize-products,Widmann Kostümhemd Gr. XXL Herren Schwarz Orange NEU
SKU-3425228384,80035581118830,1,XGA0405B,yes,yes,script:backfill-normalize-products,Widmann Schlaghose Gr. L/xL Herren Polyester Pink NEU
SKU-1316800430,8004815313234,1,XGA0106D,yes,yes,script:backfill-normalize-products,Fiamma Auffahrkeil 97901-038 Grau NEU
SKU-4777479586,8019606021557,1,XGA0202E,yes,yes,script:backfill-normalize-products,GIVI Windschild Rauchgrau NEU D230S BMW F650 Motorrad Getönt 650F Fume
SKU-5173627811,8026196116716,1,XGA0405B,yes,yes,script:backfill-normalize-products,DC Comics Kostüm Kinder Schwarz NEU
SKU-2801069572,8052694010041,0,,no,yes,script:backfill-normalize-products,LEGAMI MILANO Schulbedarf KA0015 NEU
SKU-6543182729,8088208802015,1,XGA0103B,yes,yes,script:backfill-normalize-products,AR HOME Spannbettlaken Gr. 140x200cm 80% Baumwolle 20% Recycelte
SKU-3938831828,81715585302754,1,XGA0105A,yes,yes,script:backfill-normalize-products,PandaEar Esslernset X0023LNTRD Unisex Silikon Beige Taupe NEU
SKU-5764056320,81717285233178,1,XGA0103B,yes,yes,script:backfill-normalize-products,good morning Bettwäsche-Set 20104-F 100% Baumwolle 155x220cm Sand NEU
SKU-7193466241,83e404aa-90ab-4ebe-a933-039625bb1df9,1,XGA0105B,yes,yes,script:backfill-normalize-products,HP Tintenpatrone 305 3YM61AE Schwarz NEU Original DeskJet ENVY Drucker
SKU-9037226717,8435017325303,2,XGA0201A,yes,yes,script:backfill-normalize-products,JOSE TORRES Gitarrenhülle JTB-100 für Klassische Konzertgitarren 4/4 Schwarz NEU
SKU-2969022222,849e919f-0898-4df7-8fbb-e141c351cba4,1,XGA0103B,yes,yes,script:backfill-normalize-products,DUNSOO Badteppich C04-061-04 Gr. 70x120cm Mikrofaser Grau NEU
SKU-5952589845,85020cb2-38be-42d7-a2d1-bb5aa92d9e36,1,XGA0101C,yes,yes,script:backfill-normalize-products,Unbekannt Einhandfräse 3709 220V Kunststoff/Metall Silber/Türkis/Schwarz
SKU-8805500495,8712013813820,1,XGA0203A,yes,yes,script:backfill-normalize-products,Bo-Camp Geschirrset 40-051-059-005 Melamin Blau NEU
SKU-3582144495,8712026447449,1,XGA0405B,yes,yes,script:backfill-normalize-products,Boland Schlaghose Gr. M/L Unisex 100% Polyester Regenbogen NEU
SKU-6835511556,8712364370409,2,XGA0405B,yes,yes,script:backfill-normalize-products,Funny Fashion Kostüm Gr. EU 44-46 Damen 100% Polyester Beige NEU
SKU-7333529126,8717475102703,1,XGA0106A,yes,yes,script:backfill-normalize-products,TYC Außenspiegel 310-0237 Ford Transit V363 Rechts elektrisch Schwarz NEU
SKU-3341294632,8718042150288,1,XGA0106D,yes,yes,script:backfill-normalize-products,NRF Ladeluftkühler 30119A BMW 3er 685mm Silber NEU
SKU-9132277490,8719076052258,0,,no,yes,script:backfill-normalize-products,Victron Energy Batterieschalter 48V Schwarz Rot NEU
SKU-4961159565,8719114322466,1,XGA0501D,yes,yes,script:backfill-normalize-products,Calvin Klein Boxershorts Gr. M Herren Baumwollmischung Schwarz NEU
SKU-8798489036,8719115000028,1,XGA0105B,yes,yes,script:backfill-normalize-products,Calvin Klein Boxershorts Gr. L Herren Baumwoll-Stretch Mehrfarbig NEU
SKU-7977735758,8720245556002,1,XGA0501D,yes,yes,script:backfill-normalize-products,Puma Boxershorts Gr.xL Herren Baumwolle Grau Schwarz NEU
SKU-7514362439,8720389034565,1,XGA0404B,yes,yes,script:backfill-normalize-products,Philips Heißluftfritteuse RapidAir Plus 6.2L 1700W NEU
SKU-9255560092,8720646475988,1,XGA0502E,yes,yes,script:backfill-normalize-products,Tommy Hilfiger T-Shirt Herren 100% Baumwolle Dunkelblau NEU
SKU-1041108089,8720646487387,1,XGA0502E,yes,yes,script:backfill-normalize-products,Tommy Hilfiger T-Shirt Gr. L Herren Baumwolle Weiß NEU
SKU-9245031381,8720672452137,2,XGA0502C,yes,no,script:backfill-normalize-products,PME LEGEND Herren Langarm Poloshirt Dunkelblau Gr. M Neu
SKU-4465818458,8720672452144,2,XGA0502C,yes,no,script:backfill-normalize-products,PME LEGEND Herren Langarm Poloshirt Dunkelblau Gr. L Neu
SKU-3102719705,8720672452151,3,XGA0502C,yes,no,script:backfill-normalize-products,PME LEGEND Herren Langarm Poloshirt Dunkelblau Gr. XL Neu
SKU-4862349606,8720672452168,1,XGA0502C,yes,no,script:backfill-normalize-products,PME LEGEND Herren Langarm Poloshirt Dunkelblau Gr. XXL Neu
SKU-8896806933,8720672452250,2,XGA0501E,yes,no,script:backfill-normalize-products,PME LEGEND Herren Langarm Poloshirt Blau Gr. M Neu
SKU-4906689601,8720672452267,1,XGA0501E,yes,no,script:backfill-normalize-products,PME LEGEND Herren Langarm Poloshirt Blau Gr. L Neu
SKU-4129459884,8720672452274,3,XGA0501E,yes,no,script:backfill-normalize-products,PME LEGEND Herren Langarm Poloshirt Blau Gr. XL Neu
SKU-4645470868,8720672452281,1,XGA0501E,yes,no,script:backfill-normalize-products,PME LEGEND Herren Langarm Poloshirt Blau Gr. XXL Neu
SKU-0167269441,8720672457576,1,XGA0502E,yes,no,script:backfill-normalize-products,PME Legend Herren Cargohose Olivgrün Gr. W29 L32 Stretch Twill Neu
SKU-0606185267,8720672457583,1,XGA0502E,yes,no,script:backfill-normalize-products,PME Legend Herren Cargohose Olivgrün Gr. W30 L32 Stretch Twill Neu
SKU-8923961743,8720672457590,1,XGA0502E,yes,no,script:backfill-normalize-products,PME Legend Herren Cargohose Olivgrün Gr. W31 L32 Stretch Twill Neu
SKU-2215117275,8720672457606,1,XGA0502E,yes,no,script:backfill-normalize-products,PME Legend Herren Cargohose Olivgrün Gr. W32 L32 Stretch Twill Neu
SKU-6508368269,8720672457613,1,XGA0502E,yes,no,script:backfill-normalize-products,PME Legend Herren Cargohose Olivgrün Gr. W33 L32 Stretch Twill Neu
SKU-9543142444,8720672457620,1,XGA0502E,yes,no,script:backfill-normalize-products,PME Legend Herren Cargohose Olivgrün Gr. W34 L32 Stretch Twill Neu
SKU-9495443556,8720672457644,1,XGA0502E,yes,no,script:backfill-normalize-products,PME Legend Herren Cargohose Olivgrün Gr. W36 L32 Stretch Twill Neu
SKU-0231755176,8720672457651,1,XGA0502E,yes,no,script:backfill-normalize-products,PME Legend Herren Cargohose Olivgrün Gr. W38 L32 Stretch Twill Neu
SKU-7739152864,8720672457682,1,XGA0502E,yes,no,script:backfill-normalize-products,PME Legend Herren Cargohose Olivgrün Gr. W31 L34 Stretch Twill Neu
SKU-4271597760,8720672457705,1,XGA0502E,yes,no,script:backfill-normalize-products,PME Legend Herren Cargohose Olivgrün Gr. W33 L34 Stretch Twill Neu
SKU-7167329167,8720672457712,1,XGA0502E,yes,no,script:backfill-normalize-products,PME Legend Herren Cargohose Olivgrün Gr. W34 L34 Stretch Twill Neu
SKU-2808592829,8720672457736,1,XGA0502E,yes,no,script:backfill-normalize-products,PME Legend Herren Cargohose Olivgrün Gr. W36 L34 Stretch Twill Neu
SKU-9703955339,8720672543033,1,XGA0502E,yes,no,script:backfill-normalize-products,PME Legend Herren Polo Shirt bone white Gr.xxL NEU
SKU-2005525534,8720676510376,1,XGA0501D,yes,yes,script:backfill-normalize-products,Hunkemöller Shapewear Body Damen Gr. M Schwarz NEU
SKU-3692000771,8720828172452,0,,no,yes,script:backfill-normalize-products,Cloudpillo Kissen CPP10101-6 Grau NEU
SKU-5644516401,8720892260901,1,XGA0403A,yes,yes,script:backfill-normalize-products,Supplend Nagelpilzbehandlung NEU
SKU-3055174422,8b18f8c1-5ced-4f9d-989d-35fb729415fe,1,XGA0403A,yes,yes,script:backfill-normalize-products,Anker Powerbank A1616 5000 Schwarz NEU
SKU-2629282795,8b41bda6-bc97-4d34-8644-f081c7d180cb,1,XGA0106A,yes,yes,script:backfill-normalize-products,Glosen Schubladenbox 35cm Stahl Silber NEU
SKU-2930571748,8bc07ed5-5cee-4d00-abb3-00dd4f20439d,0,,no,yes,script:backfill-normalize-products,Bosch Hammerbohrer SDS max-4 2608685873 Metall NEU Gr. 30 mm 520mm Beton
SKU-0780623565,8c326f7a-d1df-447c-ab0c-c39d136ac565,1,XGA0402A,yes,yes,script:backfill-normalize-products,TAN.TOMI Hartschalenkoffer BOD17R89GL Groß Unisex Gr. L ABS Dunkelgrau NEU
SKU-5932239224,9001778410887,5,XGA0401B,yes,yes,script:backfill-normalize-products,WALSER Motorrad Abdeckplane 41088 185cm Grau NEU
SKU-5602954541,9002759957889,1,XGA0501C,yes,yes,script:backfill-normalize-products,EGLO Tischleuchte Schwarz-Gold 165mm 240V 60W NEU
SKU-3310911465,90090043468127,0,,no,yes,script:backfill-normalize-products,Nissan Motoröl KE900-90043 5W-30 C4 Synthetik 5L für Dieselmotoren DPF Neu
SKU-8036579486,9132580602006,1,XGA0204B,yes,yes,script:backfill-normalize-products,CECIRA Küchenarmaturen Messing Schwarz NEU
SKU-3988740005,914f7e36-2a57-4a6c-94e3-441532afad65,1,XGA0106B,yes,yes,script:backfill-normalize-products,Offgridtec Sammelschiene 8-01-012830 Heavy Duty mit M8/M10 Anschlussbolzen
SKU-0457243849,9368205000005,1,XGA0405A,yes,yes,script:backfill-normalize-products,Blue Tomato Weste Gr. L Herren Polarfleece Schwarz NEU
SKU-1665721376,9504579178456,0,,no,no,script:backfill-normalize-products,"7 O’Clock Paris Glas-Set 15-teilig Karaffe 1,55 L + 12 Gläser 250/400 ml Riffeldesign"
SKU-0026867017,9598aed7-fe7a-426e-afcc-08ca0d925270,1,XGA0301A,yes,yes,ui,LESBJFDM Tattoo Armlehne Arm Bracket XL Auflage 67-105cm Schwarz Neu
SKU-2574433036,992c90f7-4b46-4306-8849-68b584459a4d,1,XGA0402B,yes,yes,script:backfill-normalize-products,SUNLU 3D Drucker Filament PLA 1.75mm 0.02mm 1kg NEU
SKU-2439653897,9aff4795-bed9-4a09-ba98-77c2e138b511,0,,no,yes,script:backfill-normalize-products,FAST Kabelloses Ladegerät A1Pro 15W 9V NEU
SKU-6469360404,9e35f9b4-5df8-4db7-9dd7-31e4491488ef,2,XGA0103B,yes,yes,script:backfill-normalize-products,Leevitex Spannbettlaken 100% Baumwolle 220cm Gelb NEU
SKU-0000524938,SKU-0000524938,0,,no,yes,script:backfill-normalize-products,Apple Maus A1657 Weiß NEU
SKU-0058749943,SKU-0058749943,1,XGA0102B,yes,yes,script:backfill-normalize-products,WMF Kinderbesteck-Set 3201002485 Silber Cromargan Edelstahl 18/10 NEU Knuddel
SKU-0110888325,SKU-0110888325,1,XGA0302B,yes,yes,script:backfill-normalize-products,ARKK Copenhagen Freizeitschuh Gr. 37 Damen Visuklass Leather Strat65 Leder
SKU-0114729665,SKU-0114729665,1,XGA0302A,yes,yes,script:backfill-normalize-products,Adidas Sneaker SKU-0114729665 Herren Wildleder Rot NEU
SKU-0152828115,SKU-0152828115,1,XGA0102C,yes,yes,script:backfill-normalize-products,STALESET Handtuchhalter TH01-BK Metall Schwarz NEU
SKU-0172791378,SKU-0172791378,0,XGA0202C,no,yes,script:backfill-normalize-products,lululemon Yogamatte LU9AVOS BLK 180cm Polyvinylbutyral TPE Schwarz NEU
SKU-0236764953,SKU-0236764953,1,XGA0102B,yes,yes,script:backfill-normalize-products,Malossi Variator 105E-320 für Roller Silber NEU Ro
SKU-0280699295,SKU-0280699295,1,XSGA0103A,yes,yes,script:backfill-normalize-products,H M Pullover Damen Baumwolle Rot NEU
