Key,Products,Cluster,Types,Sources,TopCategories,SampleValues
Sprache,4,sprache,string:4,attributes:4,19082:1 156105:1 183457:1 183465:1,Deutsch | Englisch
Temperaturbereich,4,temperaturbereich,string:4,attributes:4,20754:1 260307:1,-20°C bis 20°C | -20°C bis +90°C | 20-34°C
Viskositätsklasse,4,viskositatsklasse,string:4,attributes:4,179496:1 179501:1,5W-40 | SAE 5W-30 | ATF II | 5W-30
Wasserdicht,4,wasserdicht,string:4,attributes:4,177031:2 261011:1,Ja
Zulassung,4,zulassung,string:4,attributes:4,33564:1 57357:1 177806:1 260176:1,DB-Zulassung M 10.064.02 | ECE R90 | ECE R90 (E190R-02C0165/0949)
Abmessungen,3,abmessungen,string:3,attributes:3,47075:1 177784:1,78.8 x 25.3 x 33 mm | 1140 x 460 x 2.5 mm | 25 x 20 x 18 cm
Anschlussart,3,anschlussart,string:3,attributes:3,122188:1,Drahtlos | Konische Muttern | G 3/8
Anschlussgewinde,3,anschlussgewinde,string:3,attributes:3,,M18x1 | G 1/2 Zoll
Anschlusstyp,3,anschlusstyp,string:3,attributes:3,47075:1 182094:1,"USB-C | KFZ-Stecker, Schuko-Stecker | RJ45"
Anzahl pro Achse,3,anzahl pro achse,string:3,attributes:3,33564:1 33579:1 57357:1,4 | 2 Stück | 2
Anzahl Rollen,3,anzahl rollen,string:3,attributes:3,,4 | 4 Doppelrollen
Ärmelart,3,armelart,string:3,attributes:3,,Kurzarm | Langarm
Atmungsaktiv,3,atmungsaktiv,string:3,attributes:3,66728:1,Ja
Auslaufhöhe,3,auslaufhohe,string:3,attributes:3,,59 mm | 70 mm | 109 mm
Außendurchmesser,3,aussendurchmesser,string:3,attributes:3,33564:1 33661:1 33729:1,314 mm | 64 mm | 88
Bedienung,3,bedienung,string:3,attributes:3,122188:1,Digitaler Touchscreen | Touchscreen | Einhebelmischer
Befestigungsart,3,befestigungsart,string:2 null:1,attributes:3,33694:1 158997:1 263094:1,Rutschfeste Unterseite | 2-Punkt-Bügel
Betriebsdruck,3,betriebsdruck,string:3,attributes:3,54145:2,"166.7 Bar | 2 bis max. 8,6 bar | 4-300"
CE-Kennzeichnung,3,ce kennzeichnung,string:3,attributes:3,182094:1,CE 0459 | Ja
Einbauort,3,einbauort,string:3,attributes:3,33694:1 170141:1,"Wand, Decke | Fahrzeuginnenraum | Vorderachse"
Einsatzgebiet,3,einsatzgebiet,string:3,attributes:3,,"Heimwerker, Profi | PKW, LKW | Rettungseinsätze"
Energiequelle,3,energiequelle,string:3,attributes:3,,Solarbetrieben | Solar | Holzkohle
Frostbeständig,3,frostbestandig,string:3,attributes:3,177031:2 261011:1,Ja
Gebindegröße,3,gebindegrosse,string:3,attributes:3,179496:1,20 L | 5 L | 5 Liter
Gehäusematerial,3,gehausematerial,string:3,attributes:3,67720:1,Kunststoff | Edelstahl
GPSR Manufacturer address,3,gpsr manufacturer address,string:3,attributes:3,22670:1 101428:1 156104:1,"Unit 3, Ryknild Industrial Estate, Derby Road, Burton upon Trent, DE14 1RZ | 66, avenue des Champs-Élysées, 75008 Paris, France | Hofner GmbH, Schönbacher Str. 50, 91088 Bubenreuth, Germany"
Hersteller-Teilenummer,3,hersteller teilenummer,string:3,attributes:3,178918:1 179501:1 263094:1,100303 | 600083246 | CDW004
Herstellerfreigaben,3,herstellerfreigaben,string:3,attributes:3,179494:1 179496:1,"BMW LL-04, MB 229.51, Porsche C30, VW 504 00/507 00 | VW TL 774-J/G, MB 325.5/325.6, MAN 324 SNF, SCANIA, DAF, LIEBHERR Minimum LH-01-COLLA | MB 235.8, MIL-PRF 2105 E, SAE J2360, Volvo 97312"
Herstellernummer (MPN),3,herstellernummer mpn,string:3,attributes:3,170141:1 171961:1 179496:1,FR490971 | 3740 | 1980B002
Herstellungsdatum,3,herstellungsdatum,string:3,attributes:3,57357:1,2022/09 | 04/2025 | Februar 2024
Kompatible Fahrzeugmarke,3,kompatible fahrzeugmarke,string:3,attributes:3,33612:2 33694:1,"BMW | VW | Volkswagen, Audi, Ford, Seat, Skoda"
Kompatible Fahrzeugmarken,3,kompatible fahrzeugmarken,string:3,attributes:3,33661:1 262128:1,"Opel, Saab, Chevrolet, Buick, Cadillac | Peugeot, Citroën, DS, Fiat, Ford, Jaguar, Land Rover, Mini, Opel | VW, Seat"
Kompatible Fahrzeugmodelle,3,kompatible fahrzeugmodelle,string:3,attributes:3,180391:1 262128:1 263094:1,"Ford Fiesta V (JH_, JD_), Ford Fusion ju2, Mazda 2 DY, Ford Fiesta Mk5, Ford Fiesta Mk5 Kastenwagen | Kadjar (ab 06/15), Espace V (ab 03/15), Scénic IV (ab 11/16), Grand Scénic IV (ab 12/16), Koleos II (ab 11/16) | T5, Sharan, Alhambra"
Kompatible Motortypen,3,kompatible motortypen,string:3,attributes:3,174087:1 262128:1,"2.8L V6, 3.6L V6 | 1.6 TDI, 2.0 TDI | 1.9 TDI, 2.0 TDI"
Konfektionsgröße,3,konfektionsgrosse,string:3,attributes:3,,XL | 38 | 34
Kraftstoffart,3,kraftstoffart,string:3,attributes:3,174087:1 179496:1,"Diesel | Benzin | Benzin, Diesel"
Merkmale,3,merkmale,string:3,attributes:3,161826:1 262128:1,"Leckageschutz, Erstausrüsterqualität | Faltbar, Robust, Belüftung, Mehrere Öffnungen | Kwik Change, Pop-Up"
Nachhaltigkeitsmerkmal,3,nachhaltigkeitsmerkmal,string:3,attributes:3,,Fair Trade Certified | Zertifizierte Bio-Baumwolle | 100% Recycelt
Oberflächenbeschaffenheit,3,oberflachenbeschaffenheit,string:3,attributes:3,33564:1 178934:1 180407:1,Glänzend | Lackiert | Präzisionsbearbeitet
Öltyp,3,oltyp,string:3,attributes:3,179496:3,Vollsynthetisch | Leichtlaufmotoröl
Packungsinhalt,3,packungsinhalt,string:3,attributes:3,,3 T-Shirts | 2 Slips | 2 Stück
Performance-Teil,3,performance teil,string:3,attributes:3,33612:1 39057:1 170141:1,Ja | Nein
Produktlinie,3,produktlinie,string:3,attributes:3,11507:1,Dexeryl Emolliente | Energy | Cotton Stretch
Prüfzeichen,3,prufzeichen,string:3,attributes:3,177806:1 177807:1,"ECE R90 | DVGW, P-IX | E90R-02A1163/0750"
Qualität,3,qualitat,string:3,attributes:3,37644:1 54145:1 57357:1,"Erstausrüsterqualität | Deutsche Qualität & Design | Mercerisiert, gekämmt"
Schuhgröße,3,schuhgrosse,string:3,attributes:3,,37 | 38 | 39
Schuhschaft-Typ,3,schuhschaft typ,string:3,attributes:3,,Knöchelhoch
Set,3,set,string:3,attributes:3,138910:1 183457:1,Aetherdrift | Ja
Sohlenmaterial,3,sohlenmaterial,string:3,attributes:3,,Leichtes Thermoplastischer Gummi | Thermoplastischer Gummi | Synthetik
Spezifikationen,3,spezifikationen,string:3,attributes:3,179496:3,"API SN Plus, JASO MA2 | ACEA C2/C3, API SP"
Spülmaschinengeeignet,3,spulmaschinengeeignet,string:3,attributes:3,79656:1 101428:1,Ja
Stromversorgung,3,stromversorgung,string:3,attributes:3,29523:1 42284:1,Kabelgebunden | Batterie | USB-Kabel
Taschen,3,taschen,string:3,attributes:3,,"Eingrifftaschen | 2 Reißverschluss-Seitentaschen, 1 Brusttasche | Reißverschlusstaschen"
Tierart,3,tierart,string:3,attributes:3,20660:1 177784:1 180501:1,"Hund | Milchkühe, Rinder | Hund, Katze"
Wetterbeständigkeit,3,wetterbestandigkeit,string:3,attributes:3,,"Wind- und Wetterfest | Wetterfest | UV-beständig, Wasserabweisend"
Zertifizierungen,3,zertifizierungen,string:3,attributes:3,58100:1 179846:1,"UN38.3, IEC, CE | CE, ROHS, FC | JCE, SBSC, FA, FG"
Zimmer,3,zimmer,string:3,attributes:3,3199:1 37644:1 66728:1,"Wohnzimmer, Schlafzimmer, Büro, Kinderzimmer | Schlafzimmer"
Ablaufgarnitur,2,ablaufgarnitur,string:2,attributes:2,,Zugstangen-Ablaufgarnitur | Mit Zugstange
Achse,2,achse,string:2,attributes:2,33564:1 170141:1,vorne | Vorderachse
Allgemeine Kategorie,2,allgemeine kategorie,string:2,attributes:2,3199:1 261425:1,Regale & Aufbewahrung | Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile
Altersfreigabe,2,altersfreigabe,string:2,attributes:2,183465:1,Ab 6 Jahren | Ab 3 Jahren
Altersgruppe,2,altersgruppe,string:2,attributes:2,,Kinder ab 6 Jahren | Erwachsene
Anschlüsse,2,anschlusse,string:2,attributes:2,47075:1 174119:1,"USB-C | USB, AUX, Vorverstärkerausgang"
Antriebsart,2,antriebsart,string:2,attributes:2,33612:1,Innenvielzahn | Benzin
Anzahl der Fächer,2,anzahl der facher,string:2,attributes:2,3199:1 101428:1,4 | 2
Anzahl der Griffe,2,anzahl der griffe,string:2,attributes:2,,Einhebel
Anzahl Funktionen,2,anzahl funktionen,string:2,attributes:2,,18 | 6-in-1
API Spezifikation,2,api spezifikation,string:2,attributes:2,179494:1,SN/CH-4 | GL4/5
Aufnahme,2,aufnahme,string:2,attributes:2,50382:2,SDS-plus | SDS-MAX
Ausladung,2,ausladung,string:2,attributes:2,,93 mm | 121 mm
Auslauf schwenkbar,2,auslauf schwenkbar,string:2,attributes:2,,Ja | Nein
Auslaufsicher,2,auslaufsicher,string:2,attributes:2,49782:1 101428:1,Ja
Ausstattung,2,ausstattung,string:2,attributes:2,175769:1,"Außentasche, Teleskopgriff, TSA-Schloss, STRATIC Connect NFC-Chip, Innentasche, Kreuzpackgurt | Münzfach"
Baureihe,2,baureihe,string:2,attributes:2,33694:1 178934:1,Vor-Facelift | 2er Active Tourer
Beständigkeit,2,bestandigkeit,string:2,attributes:2,33612:1 262128:1,"Hitze, Druck, Chemische Einflüsse, aggressive Medien | Extreme Temperaturen und Drücke"
Betriebsart,2,betriebsart,string:2,attributes:2,,Elektrisch | Warmwasser
Betriebsspannung,2,betriebsspannung,string:2,attributes:2,67720:1,220-240 V | 16.5V
Bremsscheibendicke,2,bremsscheibendicke,string:2,attributes:2,33564:2,25 mm | 10.9 mm
Bügel,2,bugel,string:2,attributes:2,,Ohne Bügel
category,2,category,string:2,attributes:2,3244:1 44647:1,Werkzeuge | Sport > Tauchen > ABC & Blei > Schnorchelflossen
Deckel,2,deckel,string:2,attributes:2,81464:1,Ja
Designmerkmal,2,designmerkmal,string:2,attributes:2,238:1,Zeitlos | Screen Prince Gravur
Displaytyp,2,displaytyp,string:2,attributes:2,174119:1,Digital | HD Touchscreen
Drucktechnologie,2,drucktechnologie,null:1 string:1,attributes:2,138910:1 171961:1,Laser
E-Prüfzeichen,2,e prufzeichen,string:2,attributes:2,33564:1 57357:1,E1 90R-02C0115/0572 | E9 90R-01120/457
EAC-Kennzeichnung,2,eac kennzeichnung,string:2,attributes:2,33564:1 33661:1,Ja
Einbaugröße,2,einbaugrosse,string:2,attributes:2,174119:2,1 DIN
Einheitentyp,2,einheitentyp,string:2,attributes:2,22670:1 33564:1,Stück
Einsatzort,2,einsatzort,string:2,attributes:2,20622:1,"Wand, Decke | Innen- & Außenbereich"
Einsatzzweck,2,einsatzzweck,string:2,attributes:2,178918:1,"Handgepäck | Camping, Outdoor, Angeln"
Filtertechnologie,2,filtertechnologie,string:2,attributes:2,54145:1 184665:1,"Quell ST | HEPA, Aktivkohle"
Filtertyp,2,filtertyp,string:2,attributes:2,33661:1 184665:1,Filtereinsatz | HEPA- und Aktivkohlefilter
Formfaktor,2,formfaktor,string:2,attributes:2,,M.2 2280 | 2.5 Zoll
Formulierung,2,formulierung,string:2,attributes:2,,Creme
Freigaben,2,freigaben,string:2,attributes:2,179496:2,"BMW Longlife-04, VW 504 00/507 00, MB 229.51, Porsche C30 | MB 229.51, MB 229.31, BMW Longlife-04, API SN, ACEA C3"
Für Fahrradtyp,2,fur fahrradtyp,null:2,attributes:2,177806:1 177807:1,
Geräuschpegel,2,gerauschpegel,string:2,attributes:2,69197:1,< 28 dB | Geräuscharm
Getriebeart,2,getriebeart,string:2,attributes:2,179501:1 180407:1,"Doppelkupplungsgetriebe | Automatik, Schaltgetriebe"
Gewicht,2,gewicht,string:1 number:1,attributes:2,3199:1 58100:1,12 kg | 1
Gewichtseinheit,2,gewichtseinheit,string:2,attributes:2,33729:1 174087:1,kg
Griffmaterial,2,griffmaterial,string:2,attributes:2,42284:1 79656:1,Soft-Grip Gummi | Edelstahl
Größe Bettbezug,2,grosse bettbezug,string:2,attributes:2,37644:2,155 x 220 cm | 135 x 200 cm
Größe Kissenbezug,2,grosse kissenbezug,string:2,attributes:2,37644:2,80 x 80 cm
Hauttyp,2,hauttyp,string:2,attributes:2,,"Alle Hauttypen | Trockene Haut, Atopische Haut, Neurodermitis"
Hersteller-Artikelnummer,2,hersteller artikelnummer,string:2,attributes:2,11507:1 184665:1,7.160.00.530 | 000026640
Herstellerfreigabe BMW,2,herstellerfreigabe bmw,string:2,attributes:2,,LL-98 | LL-12FE
Herstellerfreigabe Ford,2,herstellerfreigabe ford,string:2,attributes:2,,WSS-M2M2C913-B | WSS-M2C950-A
Herstellerfreigabe VW,2,herstellerfreigabe vw,string:2,attributes:2,,502 00/505 00 | 505.01
Herstellungsland und -region,2,herstellungsland und region,string:1 null:1,attributes:2,138910:1 183457:1,Belgien
Innenmaterial,2,innenmaterial,string:2,attributes:2,,Polyester | Textil
Installation,2,installation,string:2,attributes:2,122188:1,Plug-and-Play | Einfache Montage
Kabellänge,2,kabellange,string:2,attributes:2,23895:1,1.8 m | 4 m
Kältemittel,2,kaltemittel,string:2,attributes:2,,R600a
Kategorie_Pfad,2,kategorie pfad,string:2,attributes:2,3199:1 69197:1,Klimaanlagen & Heizgeräte | Möbel > Regale & Aufbewahrung > Standregale
Knickschutz,2,knickschutz,string:2,attributes:2,,Ja
Kompatible Marke,2,kompatible marke,string:2,attributes:2,20349:1 47075:1,Apple | Universal
Kompatible Modelle,2,kompatible modelle,string:2,attributes:2,171961:1,"Canon i-SENSYS LBP5050, MF8030C, MF8040C, MF8050C, MF8080C | V7, V8, V10, V11, V12, V15"
Konnektivität,2,konnektivitat,string:2,attributes:2,174119:1,"Bluetooth | Mirror Link, Bluetooth"
Korrosionsschutz,2,korrosionsschutz,string:2,attributes:2,263094:1,Ja
Kühltechnologie,2,kuhltechnologie,string:2,attributes:2,,Kompressor
Lagertemperatur,2,lagertemperatur,string:2,attributes:2,,-40°C bis 85°C | Bis 30 °C
Lieferzustand,2,lieferzustand,string:2,attributes:2,49782:1 156105:1,Unmontierter Bausatz | Säuregefüllt und geladen
Lochanzahl,2,lochanzahl,string:2,attributes:2,33564:2,5
Lochkreis-Ø,2,lochkreis,string:2,attributes:2,33564:2,112 mm | 108 mm
Lochzahl,2,lochzahl,string:2,attributes:2,33564:1 33612:1,5 | 2
Maße,2,masse,string:2,attributes:2,175769:1,46 x 70 x 60 cm
Material Gehäuse,2,material gehause,string:2,attributes:2,,"Kunststoff | ABS-Kunststoff, Glas"
Materialeigenschaft,2,materialeigenschaft,string:2,attributes:2,33612:1,Hochfest | Robust
Max. Schirmdurchmesser,2,max schirmdurchmesser,string:2,attributes:2,261011:2,400 cm | 300 cm
Menge pro Packung,2,menge pro packung,string:2,attributes:2,33564:1 33661:1,1 Stück | 1
Mindestdicke,2,mindestdicke,string:2,attributes:2,33564:2,26 mm | 23 mm
Mobilität,2,mobilitat,string:2,attributes:2,,Tragbar | Rollbar
Modellreihe,2,modellreihe,string:2,attributes:2,179496:1,SOFTLINE | Top Tec 4300
MP3-Wiedergabe,2,mp3 wiedergabe,string:2,attributes:2,174119:2,Ja
Nachhaltigkeit,2,nachhaltigkeit,string:2,attributes:2,66728:1,"Recycelte Baumwolle, FSC-zertifiziert | Recycelte Füllung"
Nachhaltigkeitszertifikat,2,nachhaltigkeitszertifikat,string:2,attributes:2,87122:1 181379:1,bluesign PRODUCT | bluesign Produkt
Normen,2,normen,string:2,attributes:2,260176:1,"AWS A5.1 E6013, EN ISO 2560-A E 420 RC11 | ASTM USA D3306/D4656, SAE J1034, BS 6580:2010, VW TL 774-J/G, MB 325.5/325.6, MAN 324 SNF, SCANIA, DAF, LIEBHERR Minimum LH-01-COLLA, UNE 26-361-88/1"
OE/OEM Referenznummer,2,oe oem referenznummer,string:2,attributes:2,33661:1 33694:1,2452014202112 | 98 189 149 80
Referenznummer OEM,2,referenznummer oem,string:2,attributes:2,33729:1,"0402-01-9292922P, IC-C18996 | 893 498 099 MX"
Referenznummer(n) OEM,2,referenznummer n oem,string:2,attributes:2,174087:1 180391:1,"F-5518867, F881997, 561367, 298199, BOGE 88-353-R, KYB SM1210, LEMFÖRDER 34683 01 | 03L115466, 1K0129620D, 1K1819653"
Reinigung,2,reinigung,string:2,attributes:2,238:1,Reinigungsfreundlich | Hygienisch
Rollentyp,2,rollentyp,string:2,attributes:2,,Doppelrollen
Schnitt,2,schnitt,string:2,attributes:2,,Gerade | Klassisch
Schnittstelle,2,schnittstelle,string:2,attributes:2,,PCIe Gen3 x4 | SATA III
Sensor,2,sensor,string:2,attributes:2,,Bewegungsmelder | Dämmerungssensor
Spiel,2,spiel,string:2,attributes:2,183457:1 183465:1,Pokémon Sammelkartenspiel | Magic: The Gathering
Stoffart,2,stoffart,string:2,attributes:2,37644:1,Wachsbaumwolle | Satin
Strahlart,2,strahlart,string:2,attributes:2,,Normalstrahl | AirPower
Stückzahl,2,stuckzahl,string:2,attributes:2,177806:1,1 | 1 Satz
Temperaturregelung,2,temperaturregelung,string:2,attributes:2,,Einstellbar | Ja
TRIM-Unterstützung,2,trim unterstutzung,string:2,attributes:2,,Ja
Trocknergeeignet,2,trocknergeeignet,string:2,attributes:2,66728:1,Nein | Ja
TSA-Schloss,2,tsa schloss,string:2,attributes:2,,Ja
UV-beständig,2,uv bestandig,string:2,attributes:2,177031:2,Nein | Ja
Ventilart,2,ventilart,string:2,attributes:2,,Keramikventil 90° | Thermostatisch
Verpackungsmaße,2,verpackungsmasse,string:2,attributes:2,,34 x 34 x 57 cm | 73x11x55 cm
Vintage,2,vintage,string:2,attributes:2,15687:1 175769:1,Nein
Wassersparfunktion,2,wassersparfunktion,string:2,attributes:2,,Ja | EcoSmart
Wassertankkapazität,2,wassertankkapazitat,string:2,attributes:2,69197:1 184665:1,2.5 L | 1.1 L
Widerstandsfähigkeit,2,widerstandsfahigkeit,string:2,attributes:2,180407:1,Ganzjährig einsetzbar | Extrem belastbar
ABE vorhanden,1,abe vorhanden,string:1,attributes:1,178934:1,Ja
Ablagen,1,ablagen,string:1,attributes:1,,Ja
Ablesung,1,ablesung,string:1,attributes:1,29525:1,Nonius
Abmessungen (L x B x H),1,abmessungen l x b x h,string:1,attributes:1,,190 x 460 x 85 mm
Abmessungen (LxBxH),1,abmessungen lxbxh,string:1,attributes:1,47075:1,78.8 x 25.3 x 33 mm
Abschaltautomatik,1,abschaltautomatik,string:1,attributes:1,180953:1,Ja
Abstrahlwinkel,1,abstrahlwinkel,string:1,attributes:1,,270°
Abtriebsform,1,abtriebsform,string:1,attributes:1,84237:1,Vielzahn (XZN)
ACEA Spezifikation,1,acea spezifikation,string:1,attributes:1,,A3/B4
Akku-Kapazität,1,akku kapazitat,string:1,attributes:1,29518:1,2.5 Ah
Aktivität,1,aktivitat,null:1,attributes:1,158950:1,
Ameisensäure aus Calciumformiat,1,ameisensaure aus calciumformiat,string:1,attributes:1,180501:1,495.00 mg/kg
Anleitung,1,anleitung,string:1,attributes:1,156105:1,Ja (Online)
Anpassung Hüftgurt,1,anpassung huftgurt,string:1,attributes:1,87122:1,Fit-on-the-Fly
Anpassung Schultergurte,1,anpassung schultergurte,string:1,attributes:1,87122:1,Ja
Anschluss,1,anschluss,string:1,attributes:1,23895:1,USB
Anschlussabstand,1,anschlussabstand,string:1,attributes:1,,150 mm
Anschlussdurchmesser Verbinder,1,anschlussdurchmesser verbinder,string:1,attributes:1,260307:1,20 mm
Anschlussgröße,1,anschlussgrosse,string:1,attributes:1,,G 1/2 Zoll
Anschlusskabel,1,anschlusskabel,string:1,attributes:1,174119:1,Ja
Antrieb,1,antrieb,string:1,attributes:1,84237:1,1/2 Zoll
Anwendungsbereiche,1,anwendungsbereiche,string:1,attributes:1,42284:1,"Metall, Holz, Lack, Rostentfernung"
Anwendungsgebiet,1,anwendungsgebiet,string:1,attributes:1,,Steuerzeiten-Einstellung
Anzahl Anschlüsse,1,anzahl anschlusse,string:1,attributes:1,182094:1,2
Anzahl Befestigungselemente,1,anzahl befestigungselemente,string:1,attributes:1,,4
Anzahl Besteckteile,1,anzahl besteckteile,string:1,attributes:1,101428:1,4
Anzahl Boosterpacks,1,anzahl boosterpacks,string:1,attributes:1,183465:1,5
Anzahl der Anschluss-Pins,1,anzahl der anschluss pins,string:1,attributes:1,,5
Anzahl der Anschlüsse,1,anzahl der anschlusse,string:1,attributes:1,47075:1,2
Anzahl der Dichtungen,1,anzahl der dichtungen,string:1,attributes:1,33612:1,1
Anzahl der Fahrräder,1,anzahl der fahrrader,null:1,attributes:1,158997:1,
Anzahl der Fenster,1,anzahl der fenster,string:1,attributes:1,,5
Anzahl der Funktionen,1,anzahl der funktionen,string:1,attributes:1,,6
Anzahl der Karten,1,anzahl der karten,string:1,attributes:1,183457:1,100
Anzahl der Kerben,1,anzahl der kerben,string:1,attributes:1,33665:1,1
Anzahl der Packungen,1,anzahl der packungen,string:1,attributes:1,171961:1,1
Anzahl der Saiten,1,anzahl der saiten,string:1,attributes:1,22670:1,6
Anzahl der Schneiden,1,anzahl der schneiden,string:1,attributes:1,50382:1,4
Anzahl der Temperaturstufen,1,anzahl der temperaturstufen,string:1,attributes:1,180953:1,3
Anzahl Düsen,1,anzahl dusen,string:1,attributes:1,,2
Anzahl Geschwindigkeitsstufen,1,anzahl geschwindigkeitsstufen,string:1,attributes:1,42284:1,6
Anzahl Griffe,1,anzahl griffe,string:1,attributes:1,,1
Anzahl Intensitätsstufen,1,anzahl intensitatsstufen,string:1,attributes:1,,3
Anzahl Kanäle,1,anzahl kanale,string:1,attributes:1,174119:1,4
Anzahl Karten,1,anzahl karten,string:1,attributes:1,138910:1,10
Anzahl Kartenfächer,1,anzahl kartenfacher,string:1,attributes:1,183465:1,378
Anzahl Klingen gesamt,1,anzahl klingen gesamt,string:1,attributes:1,3244:1,"7 (1 im Schaber, 6 Ersatzklingen)"
Anzahl Kräuterextrakte,1,anzahl krauterextrakte,string:1,attributes:1,,8
Anzahl Kühlzonen,1,anzahl kuhlzonen,string:1,attributes:1,,2
Anzahl LEDs,1,anzahl leds,string:1,attributes:1,,142
Anzahl Motive,1,anzahl motive,string:1,attributes:1,138910:1,5
Anzahl Netzfenster,1,anzahl netzfenster,string:1,attributes:1,,5
Anzahl Öffnungen,1,anzahl offnungen,string:1,attributes:1,,3
Anzahl Platten,1,anzahl platten,string:1,attributes:1,156105:1,18
Anzahl pro Verpackungseinheit,1,anzahl pro verpackungseinheit,string:1,attributes:1,33564:1,1 Stück
Anzahl Reifenheber,1,anzahl reifenheber,string:1,attributes:1,,2
Anzahl Saucenbehälter,1,anzahl saucenbehalter,string:1,attributes:1,101428:1,1
Anzahl Schrauben,1,anzahl schrauben,string:1,attributes:1,33612:1,10
Anzahl Seiten,1,anzahl seiten,string:1,attributes:1,183465:1,21
Anzahl Trennwände,1,anzahl trennwande,string:1,attributes:1,101428:1,2
Anzahl Verbraucher,1,anzahl verbraucher,string:1,attributes:1,,1
Anzahl Vibrationsmodi,1,anzahl vibrationsmodi,string:1,attributes:1,,3
Anzahl Westen,1,anzahl westen,string:1,attributes:1,109677:1,5
Anzahl Westen Erwachsene,1,anzahl westen erwachsene,string:1,attributes:1,109677:1,4
Anzahl Westen Kinder,1,anzahl westen kinder,string:1,attributes:1,109677:1,1
Anzahl Zähne,1,anzahl zahne,string:1,attributes:1,177699:1,11
Anzahl_Taschen,1,anzahl taschen,string:1,attributes:1,,3
Anzeige,1,anzeige,string:1,attributes:1,180953:1,Beleuchtete Temperaturstufen
Anzugsdrehmoment,1,anzugsdrehmoment,string:1,attributes:1,33665:1,60 Nm
Anzugswinkel,1,anzugswinkel,string:1,attributes:1,33665:1,90°
Arbeitslänge,1,arbeitslange,string:1,attributes:1,50382:1,400 mm
Armbandfarbe,1,armbandfarbe,string:1,attributes:1,,Coral
Armbandgröße,1,armbandgrosse,string:1,attributes:1,,"S, L"
Ärmel,1,armel,string:1,attributes:1,,Langarm
Ärmelbündchen,1,armelbundchen,string:1,attributes:1,,Elastisch
Ärmelfutter,1,armelfutter,string:1,attributes:1,,"Polyester 36%, Viskose 64%"
Ärmellänge (Gr. 36),1,armellange gr 36,string:1,attributes:1,,62 cm
Artikelnummer (SKU),1,artikelnummer sku,string:1,attributes:1,37644:1,4100006236
Ascheauffangbehälter,1,ascheauffangbehalter,string:1,attributes:1,,Ja
ATE Artikelnummer,1,ate artikelnummer,string:1,attributes:1,177806:1,602880
Audio-Ausgabe,1,audio ausgabe,string:1,attributes:1,122188:1,FM Transmitter
Audio-Technologie,1,audio technologie,string:1,attributes:1,174119:1,"DSP, RDS"
Audiofunktion,1,audiofunktion,string:1,attributes:1,174119:1,DSP
Aufbau,1,aufbau,string:1,attributes:1,,Werkzeuglos
Ausführung,1,ausfuhrung,string:1,attributes:1,,Einlochmontage
Ausgang (Details),1,ausgang details,string:1,attributes:1,47075:1,"USB-C1 5V=2.4A, USB-C2 5V=2.4A"
Ausgang (USB-C),1,ausgang usb c,string:1,attributes:1,47075:1,2x 5V / 2.4A
Ausgangsleistung,1,ausgangsleistung,string:1,attributes:1,174119:1,4 x 60 W
Ausgangsspannung,1,ausgangsspannung,string:1,attributes:1,47075:1,5V
Ausgangsstrom,1,ausgangsstrom,string:1,attributes:1,47075:1,2.4A
Ausgewählte Suchfilter,1,ausgewahlte suchfilter,null:1,attributes:1,138910:1,
Ausschnittform,1,ausschnittform,string:1,attributes:1,,Rundhals
Außendurchmesser 1 [mm],1,aussendurchmesser 1 mm,string:1,attributes:1,170141:1,52
Außendurchmesser 2 [mm],1,aussendurchmesser 2 mm,string:1,attributes:1,170141:1,68
Außenmaß Breite,1,aussenmass breite,string:1,attributes:1,,180 mm
Außenmaß Höhe,1,aussenmass hohe,string:1,attributes:1,,230 mm
Außenmaße (B x H),1,aussenmasse b x h,string:1,attributes:1,,185 x 235 mm
Außenmaterial,1,aussenmaterial,string:1,attributes:1,,Recyceltes Material
Ausstattung Gürtelclip,1,ausstattung gurtelclip,string:1,attributes:1,,Ja
Auszeichnung,1,auszeichnung,string:1,attributes:1,263094:1,German Design Award Special 2017
Auszeichnungen,1,auszeichnungen,string:1,attributes:1,263094:1,"CARAVANING Testsieger 2/08, German Design Award Special 2017"
AUX-Eingang,1,aux eingang,string:1,attributes:1,174119:1,Ja
Backofengeeignet,1,backofengeeignet,string:1,attributes:1,79656:1,Ja
barcodes,1,barcodes,string:1,attributes:1,122188:1,"[""6933783712522""]"
Basis,1,basis,string:1,attributes:1,,Monoethylenglykol
Batterie (Rohdaten),1,batterie rohdaten,string:1,attributes:1,47075:1,5000mAh/4900mAh 18Wh/17.64Wh
Batteriekapazität,1,batteriekapazitat,string:1,attributes:1,,12500 mAh
Batterien benötigt,1,batterien benotigt,string:1,attributes:1,156105:1,Nein
Batterieschutz,1,batterieschutz,string:1,attributes:1,,3-stufig
Batteriespannung,1,batteriespannung,string:1,attributes:1,,3.2 V
Batterietechnologie,1,batterietechnologie,string:1,attributes:1,49782:1,AGM
Bauhöhe,1,bauhohe,string:1,attributes:1,,7 mm
Baujahr,1,baujahr,string:1,attributes:1,170141:1,1991-1999
Bauteil,1,bauteil,string:1,attributes:1,262128:1,Zylinderkopf
BCI Größe,1,bci grosse,string:1,attributes:1,179846:1,GC2
Bearbeitung,1,bearbeitung,string:1,attributes:1,33564:1,Unbeschichtet
