Key,Products,Cluster,Types,Sources,TopCategories,SampleValues
Einband,4,einband,string:4,attributes:4,15480:2 68098:1 163890:1,Hardcover | Gebundene Ausgabe
Einbandart,4,einbandart,string:4,attributes:4,9047:1 15480:1 184644:1 261186:1,Gebunden (Hardcover) | Gebunden | Hardcover | Gebundene Ausgabe
Eingangsspannung,4,eingangsspannung,string:4,attributes:4,20697:1 47075:1 123417:1,5V | 9V | 220-240 V AC | 4.75V-5.25V
Einlegesohlenmaterial,4,einlegesohlenmaterial,string:4,attributes:4,15709:2 2994:1 181136:1,Textil | Ortholite Schaum | Memory Foam
Filtertyp,4,filtertyp,string:4,attributes:4,2662:1 20614:1 33661:1 184665:1,Filtereinsatz | HEPA- und Aktivkohlefilter | Mehrfachfiltration mit HEPA-Filter | Multi-Zyklon
Gebindegröße,4,gebindegrosse,string:4,attributes:4,179496:2,20 L | 5 L | 5 Liter
Griffart,4,griffart,string:4,attributes:4,11236:1 109065:1,Teleskopgriff | 2 Seitengriffe
Handgemacht,4,handgemacht,string:4,attributes:4,11484:1 15687:1 15709:1 45333:1,Nein
Hersteller-Teilenummer,4,hersteller teilenummer,string:4,attributes:4,33589:1 178918:1 179501:1 263094:1,100303 | 600083246 | CDW004 | 105E-320
Höhenverstellbar,4,hohenverstellbar,string:4,attributes:4,20612:1 72576:1,Ja
Illustrator,4,illustrator,string:4,attributes:4,15480:3 261186:1,Valerio Vidali | Andrea Deininger | Ilon Wikland | Dagmar Henze
Kategorie_Breadcrumb,4,kategorie breadcrumb,string:4,attributes:4,2662:1 45246:1 134642:1 158916:1,Kleidung & Accessoires > Accessoires > Sonnenbrillen | Heimwerker > Eisenwaren > Scharniere & Bänder > Schubladenschienen | Sport > Fitness & Jogging > Laufschuhe | Haushaltsgeräte > Staubsauger > Saugroboter
Lichtstrom,4,lichtstrom,string:4,attributes:4,20697:1 183391:1 183393:1,1200 LM | 30000 lm | 35000 lm | ca. 1 Lumen
Lieferzustand,4,lieferzustand,string:4,attributes:4,3199:1 15456:1 49782:1 156105:1,"Unmontierter Bausatz | Säuregefüllt und geladen | Zerlegt | Zerlegt, inkl. Montagematerial"
Literarische Gattung,4,literarische gattung,string:4,attributes:4,15480:2 9047:1 68098:1,Kinderliteratur | Sachbuch | Belletristik
Material Bezug,4,material bezug,string:4,attributes:4,66728:1,100% Baumwolle | 100% Polyester | Phthalatfreie PVC-Folie
Maximale Belastbarkeit,4,maximale belastbarkeit,string:4,attributes:4,15456:1,88 kg | 130 kg | 120 kg | 120 kg pro Sitzplatz
Merkmale,4,merkmale,string:4,attributes:4,20601:1 161826:1 262128:1,"Leckageschutz, Erstausrüsterqualität | Faltbar, Robust, Belüftung, Mehrere Öffnungen | Kwik Change, Pop-Up | EcoSmart Wassersparfunktion, Zugstangen-Ablaufgarnitur, 10° drehbarer Auslauf"
Modellbezeichnung,4,modellbezeichnung,string:4,attributes:4,234:1 85915:1 185033:1,ICE SCRAPER | KDF-5517DTW | S 85 | Ürün 5
Motortyp,4,motortyp,string:4,attributes:4,33612:2 33661:1 262241:1,2.0 TDI | PSA-Motoren | 1.9 TDI | 1.9 TDI Pumpe-Düse PD
Nachhaltigkeitsmerkmal,4,nachhaltigkeitsmerkmal,string:4,attributes:4,262984:1,Fair Trade Certified | Zertifizierte Bio-Baumwolle | 100% Recycelt | Unterstützt Baumpflanzprojekte
Nennspannung,4,nennspannung,string:4,attributes:4,19839:1 20614:1 259273:1,19.8V | 230 V | 220–240 V~ | 690 V
Öl-Typ,4,ol typ,string:4,attributes:4,179496:2 179494:1,Mineralisch | Teilsynthetisch | HC-Synthese | Vollsynthetisch
Packungsgröße,4,packungsgrosse,string:4,attributes:4,15687:1 47931:1,3er-Pack | 3er Pack | 5000 Stück (50 x 100er Boxen) | 6 Stück
Packungsinhalt,4,packungsinhalt,string:4,attributes:4,,3 T-Shirts | 2 Slips | 2 Stück | 10 Paar
Pflege,4,pflege,string:4,attributes:4,33694:1 37644:1 134642:1,"Pflegeleicht, Bügelfrei | Pflegeleicht | Maschinenwäsche | Abwischbar"
Produktkategorie,4,produktkategorie,string:4,attributes:4,1244:1 25354:1 156104:1 262161:1,Musikinstrumente > Saiteninstrumente > Gitarren > Akustikgitarren | Auto & Motorrad > Auto-Ersatzteile > Karosserie & Exterieur > Außenspiegel | Mainboards | Schreibwaren
Qualität,4,qualitat,string:4,attributes:4,33614:1 37644:1 54145:1 57357:1,"Erstausrüsterqualität | Deutsche Qualität & Design | Mercerisiert, gekämmt | Premium Aftermarket"
Reinigung,4,reinigung,string:4,attributes:4,238:1 133704:1,"Reinigungsfreundlich | Hygienisch | Abwischbar | Spülmaschinengeeignet (Behälter, Deckel, Becher)"
Schnittstelle,4,schnittstelle,string:4,attributes:4,175669:1 175673:1,"PCIe Gen3 x4 | SATA III | USB 3.0, USB 2.0"
Schreibfarbe,4,schreibfarbe,null:3 string:1,attributes:4,13999:2 25354:1 127504:1,Blau/Schwarz
Schutzfunktion,4,schutzfunktion,string:4,attributes:4,33694:1 177832:1,"Abnutzung, Schmutz, Flecken | Anti-UV | Vor Umwelteinflüssen | Ganzjahresschutz, UV-Schutz, Regenschutz, Windschutz, Schneeschutz"
Sicherheitsstufe,4,sicherheitsstufe,string:2 null:2,attributes:4,58100:4,10 | 7
Sportart/Aktivität,4,sportart aktivitat,string:4,attributes:4,11838:1 70911:1 158916:1,"Fitness, Laufen, Schwimmen, Radfahren | Mountainbike, Enduro, Trail | Skifahren, Snowboarden | Laufen & Joggen"
Stoffart,4,stoffart,string:4,attributes:4,37644:1 175774:1,Wachsbaumwolle | Satin | Piqué | Strick
Teileanzahl,4,teileanzahl,string:4,attributes:4,1188:1 4296:1 98847:1 156105:1,61 | 4 | 176
Temperaturbereich,4,temperaturbereich,string:4,attributes:4,20754:1 260307:1,-20°C bis 20°C | -20°C bis +90°C | 20-34°C
UV-beständig,4,uv bestandig,string:4,attributes:4,177031:2 50457:1,Nein | Ja
UV-Schutz,4,uv schutz,string:4,attributes:4,45246:1 175757:1 262204:1,Ja | UV400 | bis zu 95 % UV-Reduktion
Verschlussmechanismus,4,verschlussmechanismus,string:2 null:2,attributes:4,58100:4,Schlüssel
Zulassung,4,zulassung,string:4,attributes:4,33564:1 57357:1 177806:1 260176:1,DB-Zulassung M 10.064.02 | ECE R90 | ECE R90 (E190R-02C0165/0949)
Abmessungen (L x B x H),3,abmessungen l x b x h,string:3,attributes:3,166779:1,190 x 460 x 85 mm | 93 x 63 x 15 mm | 326 x 296 x 672 mm
Absatzform,3,absatzform,string:3,attributes:3,2994:1 3034:1 15709:1,Flach | Blockabsatz
Abstrahlwinkel,3,abstrahlwinkel,string:3,attributes:3,20697:1,270° | 120°
Anschluss A,3,anschluss a,string:3,attributes:3,4672:1 67276:1,RJ45 Stecker | Koax Stecker (gewinkelt) | USB-C
Anschluss B,3,anschluss b,string:3,attributes:3,4672:1 67276:1,RJ45 Buchse | Koax Kupplung (gewinkelt) | USB-A
Anschlussgröße,3,anschlussgrosse,string:3,attributes:3,20601:1 259858:1,G 1/2 Zoll | G2 | G 3/8
Anzahl der Lichter,3,anzahl der lichter,string:2 null:1,attributes:3,3199:1 22689:1 62471:1,1
Anzahl der Räder,3,anzahl der rader,string:3,attributes:3,11331:1 18276:1,4 | 2
Anzahl der Sitzplätze,3,anzahl der sitzplatze,string:3,attributes:3,14070:1 15456:1 19265:1,1 | 2
Anzahl pro Achse,3,anzahl pro achse,string:3,attributes:3,33564:1 33579:1 57357:1,4 | 2 Stück | 2
Anzahl_der_Teile,3,anzahl der teile,string:3,attributes:3,177846:2 87141:1,10 | 11 | 5
Aufnahme,3,aufnahme,string:3,attributes:3,50382:2 4296:1,"SDS-plus | SDS-MAX | 1/4"" Hex"
Ausführung,3,ausfuhrung,string:3,attributes:3,37644:1 260457:1,Einlochmontage | Einteiliges Längenelement | mit dauerelastischem Rundumgummi
Auslaufhöhe,3,auslaufhohe,string:3,attributes:3,,59 mm | 70 mm | 109 mm
Batterien enthalten,3,batterien enthalten,string:3,attributes:3,109065:1 174030:1 177008:1,Nein | Ja
Baujahr,3,baujahr,string:3,attributes:3,33697:1 170141:1 262161:1,1991-1999 | 2008-2016 | 2006-2011
Baureihe,3,baureihe,string:3,attributes:3,33694:1 174093:1 178934:1,Vor-Facelift | 2er Active Tourer | 3er
Beleuchtung,3,beleuchtung,string:3,attributes:3,18276:1 23895:1 47349:1,RGB | Ja | Vorne
Beschichtung,3,beschichtung,string:3,attributes:3,238:1 162041:1 259322:1,"Titanium 2X Antihaftversiegelung | Nein | Latex-Punktbeschichtung, rutschfest"
Betriebsdruck,3,betriebsdruck,string:3,attributes:3,54145:2,"166.7 Bar | 2 bis max. 8,6 bar | 4-300"
Betriebsspannung,3,betriebsspannung,string:3,attributes:3,67720:1,220-240 V | 16.5V
BPA-frei,3,bpa frei,string:3,attributes:3,101428:1 157325:1 181383:1,Ja
Bremsentyp,3,bremsentyp,string:3,attributes:3,33564:2,Scheibenbremse | Handbremse
Bremssystem,3,bremssystem,string:3,attributes:3,57357:3,TRW | BREMBO | Brembo
Bundart,3,bundart,string:3,attributes:3,78700:1,Elastisch | Normaler Bund | Elastischer Bund mit Kordelzug
Dämpfungstechnologie,3,dampfungstechnologie,string:3,attributes:3,2994:1 15709:1 16061:1,"ABZORB, SBS | FF BLAST™ | Fusion Foam"
Deckel,3,deckel,string:3,attributes:3,81464:1 103428:1,Ja | ohne Deckel
Dicke/Stärke,3,dicke starke,string:3,attributes:3,57357:3,17 | 17.2 mm | 18.3
Duft,3,duft,string:3,attributes:3,8504:1 108782:1,"Kräuter | Wild Berry, Sandelholz & Bergamotte | Kraftvoll"
EAC-Kennzeichnung,3,eac kennzeichnung,string:3,attributes:3,33564:1 33661:1 262161:1,Ja
Eigengewicht,3,eigengewicht,null:1 string:1 number:1,attributes:3,85040:2 13386:1,4.8 kg | 1
Einbauort,3,einbauort,string:3,attributes:3,33694:1 170141:1,"Wand, Decke | Fahrzeuginnenraum | Vorderachse"
Einsatzgebiet,3,einsatzgebiet,string:3,attributes:3,,"Heimwerker, Profi | PKW, LKW | Rettungseinsätze"
Einsatzort,3,einsatzort,string:3,attributes:3,20622:1 134642:1,"Wand, Decke | Innen- & Außenbereich | Küche, Büro, Wohnzimmer, Schlafzimmer, Bad, Werkstatt"
Energiequelle,3,energiequelle,string:3,attributes:3,,Solarbetrieben | Solar | Holzkohle
Farbtemperatur,3,farbtemperatur,string:2 null:1,attributes:3,20697:1 62471:1 183391:1,6500 K | 2700-3000 Kelvin
Filamentdurchmesser,3,filamentdurchmesser,string:3,attributes:3,,1.75 mm
Finish,3,finish,string:3,attributes:3,20442:1 30255:1,Matt | Glänzend
Frostbeständig,3,frostbestandig,string:3,attributes:3,177031:2 261011:1,Ja
Garantiezeit,3,garantiezeit,string:3,attributes:3,177008:1,5 Jahre | 2 Jahre | 10 Jahre auf Mahlwerk
Geeignete Matratzentypen,3,geeignete matratzentypen,string:3,attributes:3,20460:3,Standardmatratzen | Standard-Matratzen
Gerätetyp,3,geratetyp,string:3,attributes:3,3676:1 33164:1,Benzin-Rucksack-Kombigerät | Maus | Microneedling-Pen
Gewichtseigenschaft,3,gewichtseigenschaft,string:3,attributes:3,11236:1,Ultraleicht | Leichtgewicht
Gewichtseinheit,3,gewichtseinheit,string:3,attributes:3,33589:1 33729:1 174087:1,kg
GPSR Herstelleradresse,3,gpsr herstelleradresse,string:3,attributes:3,3247:1 25354:1 261425:1,"Wiesenweg 22, 94405 Landau | Brevillier Urban & Sachs GmbH & Co KG, Schloßstraße 4, D-91792 Ellingen, Deutschland. | Wilhelmstr. 47, 58256 Ennepetal, Deutschland"
GPSR Herstellername,3,gpsr herstellername,string:3,attributes:3,3247:1 117385:1 261425:1,WMF | Einhell | febi bilstein
GPSR Manufacturer URL,3,gpsr manufacturer url,string:3,attributes:3,120:1 15480:1 184644:1,www.scm-verlag.de | https://www.suedpol-verlag.de | www.jolly.at
Größenbereich,3,grossenbereich,string:3,attributes:3,84237:1 90635:1,8-36 mm | 3-12 Jahre | 100-140 cm
Gummizug,3,gummizug,string:3,attributes:3,20460:3,"Rundumgummi, dauerelastisch"
Härtegrad,3,hartegrad,string:3,attributes:3,25354:1 28107:1,H2 | HB | Hart
Hersteller-Artikelnummer,3,hersteller artikelnummer,string:3,attributes:3,11507:1 66728:1 184665:1,7.160.00.530 | 000026640 | 0870.00
Herstellerartikelnummer,3,herstellerartikelnummer,string:3,attributes:3,98847:1 181383:1,20521 | 07.2304.6380 | 4073.000
Herstellerfreigaben,3,herstellerfreigaben,string:3,attributes:3,179494:1 179496:1,"BMW LL-04, MB 229.51, Porsche C30, VW 504 00/507 00 | VW TL 774-J/G, MB 325.5/325.6, MAN 324 SNF, SCANIA, DAF, LIEBHERR Minimum LH-01-COLLA | MB 235.8, MIL-PRF 2105 E, SAE J2360, Volvo 97312"
Induktionsgeeignet,3,induktionsgeeignet,string:3,attributes:3,238:1 98847:1 109065:1,Ja | Nein
Inhaltsstoffe,3,inhaltsstoffe,string:3,attributes:3,177767:1,"Monoethylenglykol | Blauer Enzian, Edelweiß, Kollagen Boost | Nährstoffkomplex"
Innendurchmesser,3,innendurchmesser,string:3,attributes:3,33661:1 36624:1 181067:1,28 mm | 75 mm | 38mm
Installation,3,installation,string:3,attributes:3,122188:1 185059:1,Plug-and-Play | Einfache Montage | Einfach
Item_Specific_Besonderheiten,3,item specific besonderheiten,string:3,attributes:3,19265:1 20677:1 109065:1,"Ergonomisch, Höhenverstellbar, Mit Armlehnen, Mit Rollen, Wippmechanik, Kopfstütze | Tropf-Stopp, Spülmaschinenfeste Teile | Induktionsgeeignet, Backofengeeignet, Vorgewürzt"
Item_Specific_EAN,3,item specific ean,string:3,attributes:3,19265:1 20677:1 87141:1,4260590714022 | 4049011166479 | 4262448172770
item_specific_Farbe,3,item specific farbe,string:3,attributes:3,20696:1 65643:1 260457:1,Bunt | Blau | Schwarz
Item_Specific_Farbe,3,item specific farbe,string:3,attributes:3,19265:1 20677:1 109065:1,"Grau, Schwarz | Silber | Schwarz"
Item_Specific_Marke,3,item specific marke,string:3,attributes:3,19265:1 20677:1 109065:1,DUO Collection | KOENIC | BBQ-Toro
Item_Specific_Material,3,item specific material,string:3,attributes:3,19265:1 20677:1 109065:1,"Stoff, Kunststoff | Edelstahl | Gusseisen"
item_specific_Produktart,3,item specific produktart,string:3,attributes:3,20696:1 65643:1 260457:1,Trinkglas | Entkalkungstabletten | Ofenrohr
Item_Specific_Produktart,3,item specific produktart,string:3,attributes:3,19265:1 20677:1 109065:1,Chefsessel | Zitruspresse | Wok
Kabeltyp,3,kabeltyp,string:3,attributes:3,4672:1 23895:1 259273:1,"Geflochten | H05VV-F 3G1,5 | Koaxialkabel"
Kategorie (allgemein),3,kategorie allgemein,string:3,attributes:3,1188:1 11195:1 262128:1,"Auto & Motorrad > KFZ-Ersatzteile > Antrieb, Motoren & Getriebe > KFZ-Dichtungen | Drucker | Modellbau > Modellbausätze"
Kategorie-ID,3,kategorie id,string:3,attributes:3,3034:1 18276:1 30251:1,183416 | 30251 | 95672
Klappbar,3,klappbar,string:3,attributes:3,9939:1 14070:1 25668:1,Ja | Nein
Kompatible Fahrzeugmarke,3,kompatible fahrzeugmarke,string:3,attributes:3,33612:2 33694:1,"BMW | VW | Volkswagen, Audi, Ford, Seat, Skoda"
Kompatible Fahrzeugmarken,3,kompatible fahrzeugmarken,string:3,attributes:3,33661:1 262128:1,"Opel, Saab, Chevrolet, Buick, Cadillac | Peugeot, Citroën, DS, Fiat, Ford, Jaguar, Land Rover, Mini, Opel | VW, Seat"
Kompatible Motortypen,3,kompatible motortypen,string:3,attributes:3,174087:1 262128:1,"2.8L V6, 3.6L V6 | 1.6 TDI, 2.0 TDI | 1.9 TDI, 2.0 TDI"
Konfektionsgröße,3,konfektionsgrosse,string:3,attributes:3,,XL | 38 | 34
Kopfumfang,3,kopfumfang,string:2 null:1,attributes:3,70911:1 177075:1 177076:1,55-56 cm | 53-54 cm
Kraftstoffart,3,kraftstoffart,string:3,attributes:3,174087:1 179496:1,"Diesel | Benzin | Benzin, Diesel"
Lagertemperatur,3,lagertemperatur,string:3,attributes:3,15052:1,-40°C bis 85°C | Bis 30 °C | 0°C - 40°C
Lichtfarbe,3,lichtfarbe,string:2 null:1,attributes:3,20697:1 62471:1 183391:1,Tageslichtweiß | Warmweiß
Lochanzahl,3,lochanzahl,string:3,attributes:3,33564:3,5
Lochkreis-Ø,3,lochkreis,string:3,attributes:3,33564:3,112 mm | 108 mm | 112
Material Gehäuse,3,material gehause,string:3,attributes:3,151621:1,"Kunststoff | ABS-Kunststoff, Glas | Edelstahl"
Material Gestell,3,material gestell,string:3,attributes:3,,Metall | Edelstahl
Material Klinge,3,material klinge,string:3,attributes:3,133704:1 177005:1,Rostfreier Stahl | Edelstahl
Materialstärke,3,materialstarke,string:3,attributes:3,50457:1,3 mm | 5 mm | 0.7 mm
Mikrowellengeeignet,3,mikrowellengeeignet,string:3,attributes:3,20625:1 20635:1 101428:1,Ja | Nein
Modellreihe,3,modellreihe,string:3,attributes:3,36624:1 179496:1,SOFTLINE | Top Tec 4300 | Explorer
Montage notwendig,3,montage notwendig,string:3,attributes:3,1188:1 156105:1 174030:1,Ja
Nachhaltigkeit,3,nachhaltigkeit,string:3,attributes:3,66728:1 181136:1,"Recycelte Baumwolle, FSC-zertifiziert | Recycelte Füllung | 5% recycelter Gummianteil"
Nennstrom,3,nennstrom,string:3,attributes:3,19839:1 185059:1 259273:1,8 A | 16 A | 32 A
OE/OEM Referenznummer,3,oe oem referenznummer,string:3,attributes:3,33661:1 33694:1 261425:1,"2452014202112 | 98 189 149 80 | 2048660221, A2048660221"
OE/OEM Referenznummer(n),3,oe oem referenznummer n,string:3,attributes:3,33694:1 170141:1 261425:1,"2452014202112 | A.B.S.: 200923, BLUE PRINT: ADG08207, FEBI BILSTEIN: 172778, GSP: GK6891 | 204 866 02 21, A2048660221"
Öltyp,3,oltyp,string:3,attributes:3,179496:3,Vollsynthetisch | Leichtlaufmotoröl
Performance-Teil,3,performance teil,string:3,attributes:3,33612:1 39057:1 170141:1,Ja | Nein
Platzierung am Fahrzeug,3,platzierung am fahrzeug,string:3,attributes:3,238:1 33694:1 262204:1,"Außenspiegel | Panorama-Glasdach | Vorne, Hinten"
Rahmenmaterial,3,rahmenmaterial,null:2 string:1,attributes:3,85040:2 45246:1,Metall
Referenznummer OEM,3,referenznummer oem,string:3,attributes:3,33729:1 174030:1,"0402-01-9292922P, IC-C18996 | 893 498 099 MX | CRT 191 000S"
Referenznummer(n) OE,3,referenznummer n oe,string:3,attributes:3,33612:1 82103:1 262161:1,388-FDD527TL | Nicht vorhanden | CA03211Z-FC
Referenznummer(n) OEM,3,referenznummer n oem,string:3,attributes:3,174030:1 174087:1 180391:1,"F-5518867, F881997, 561367, 298199, BOGE 88-353-R, KYB SM1210, LEMFÖRDER 34683 01 | 03L115466, 1K0129620D, 1K1819653 | CRT 191 000S"
Rollentyp,3,rollentyp,string:3,attributes:3,,Doppelrollen | Spinner (360°)
Schuhgröße US,3,schuhgrosse us,string:3,attributes:3,3034:1 15709:1 45333:1,6.5 | 5.5 | 7.5
Schuhgröße_EU,3,schuhgrosse eu,string:3,attributes:3,15709:2 3034:1,42 2/3 | 40
Seitenanzahl,3,seitenanzahl,string:3,attributes:3,15480:1 163890:1 261186:1,208 | 283 | 32
Seitenleistung,3,seitenleistung,string:3,attributes:3,16191:2 1245:1,"ca. 6.500 Seiten | 550 | Schwarz: 120 Seiten, Farbe: 100 Seiten"
Sensor,3,sensor,string:3,attributes:3,183393:1,Bewegungsmelder | Dämmerungssensor | Nein
Set-Inhalt,3,set inhalt,string:3,attributes:3,157325:1 175736:1 181383:1,"2x Esslernset (je 1 Teller, Becher, Löffel, Gabel) | 4 Essteller, 4 Frühstücksteller, 4 Schalen, 4 Becher | 4x Φ13mm, 4x Φ9mm, 6x Φ8mm, 6x Φ7mm, 10x Φ5mm, 10x Φ3.5mm"
Sohlenart,3,sohlenart,string:3,attributes:3,13340:1 181136:1,Plateau | Spikeless | Sandplatz (Clay)
Speicherkapazität,3,speicherkapazitat,string:3,attributes:3,175669:1 175673:1,256 GB | 500 GB | 1 TB
Spezifikationen,3,spezifikationen,string:3,attributes:3,179496:3,"API SN Plus, JASO MA2 | ACEA C2/C3, API SP"
Temperaturregelung,3,temperaturregelung,string:3,attributes:3,185033:1,Einstellbar | Ja
Trocknergeeignet,3,trocknergeeignet,string:3,attributes:3,20460:1 66728:1,Nein | Ja
Tuning- & Styling-Teil,3,tuning styling teil,string:3,attributes:3,33697:1 39057:1 174030:1,Nein
US-Größe,3,us grosse,string:3,attributes:3,387:1 3034:1 15709:1,7 | 6
vendor_sku,3,vendor sku,string:3,attributes:3,3034:1 57990:1 261186:1,OM0028-502-L | SKU-8462375603 | SKU-9289261489
Verpackungseinheit,3,verpackungseinheit,string:3,attributes:3,16191:2 36624:1,1 Stück | Stück | 2er-Pack (Schwarz + Dreifarbig)
Wasserdichtigkeit,3,wasserdichtigkeit,string:3,attributes:3,11498:1 180916:1,IP68 | Wasserdicht | Ja
Wasserschutz,3,wasserschutz,string:3,attributes:3,11236:1 68814:1 177835:1,"wasserabweisend, nicht wasserdicht | Wetterfest, stark wasserabweisend | Wasserabweisend"
Wetterbeständigkeit,3,wetterbestandigkeit,string:3,attributes:3,,"Wind- und Wetterfest | Wetterfest | UV-beständig, Wasserabweisend"
Wirkung,3,wirkung,string:3,attributes:3,11863:1 177767:1,"Erfrischend, Glättend, Feuchtigkeitsspendend | Kollagen-Boost, Anti-Aging, Reduzierung von Pigmentflecken, Straffend, Feuchtigkeitsspendend | Regenerierend, Stärkend, Hydratisierend, Revitalisierend, Schützend"
WVA-Nummer,3,wva nummer,string:3,attributes:3,57357:3,20960 | 25029 | 25028
Zusatzfunktion,3,zusatzfunktion,string:3,attributes:3,262161:1,Gurttrenner | Bordsteinheber | Toter-Winkel-Assistent
9800_Farbe,2,9800 farbe,string:2,attributes:2,11484:1 103428:1,Rot | Transparent
9800_Herstellernummer,2,9800 herstellernummer,string:2,attributes:2,11484:1 103428:1,SKU-0280699295 | SKU-6614383452
Ablaufdatum,2,ablaufdatum,string:2,attributes:2,15052:1 177767:1,01.2027 | 2024-10-24
Ablaufgarnitur,2,ablaufgarnitur,string:2,attributes:2,,Zugstangen-Ablaufgarnitur | Mit Zugstange
Achse,2,achse,string:2,attributes:2,33564:1 170141:1,vorne | Vorderachse
Allgemeine Kategorie,2,allgemeine kategorie,string:2,attributes:2,3199:1 261425:1,Regale & Aufbewahrung | Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile
Anschluss,2,anschluss,string:2,attributes:2,23895:1 123417:1,USB
Antrieb,2,antrieb,string:2,attributes:2,4296:1 84237:1,1/2 Zoll | 1/4 Zoll Sechskant
Antriebsart,2,antriebsart,string:2,attributes:2,33612:1,Innenvielzahn | Benzin
Anzahl Anschlüsse,2,anzahl anschlusse,string:2,attributes:2,67276:1 182094:1,2
Anzahl der Ablagen,2,anzahl der ablagen,string:2,attributes:2,3199:1 138995:1,nicht angegeben | 2
Anzahl der Fächer,2,anzahl der facher,string:2,attributes:2,3199:1 101428:1,4 | 2
Anzahl der Farben,2,anzahl der farben,string:2,attributes:2,120:1 84904:1,14 | 10
Anzahl der Geschwindigkeiten,2,anzahl der geschwindigkeiten,string:2,attributes:2,20612:2,3
Anzahl der Griffe,2,anzahl der griffe,string:2,attributes:2,,Einhebel
Anzahl der Packungen,2,anzahl der packungen,string:2,attributes:2,16191:1 171961:1,1
Anzahl der Saiten,2,anzahl der saiten,string:2,attributes:2,22670:1 41431:1,6
Anzahl der Schubladen,2,anzahl der schubladen,null:1 string:1,attributes:2,127551:1 260625:1,4
Anzahl der Sitze,2,anzahl der sitze,null:2,attributes:2,85040:2,
Anzahl der Stifte,2,anzahl der stifte,string:2,attributes:2,25354:1 28108:1,250 | 24
Anzahl Funktionen,2,anzahl funktionen,string:2,attributes:2,,18 | 6-in-1
Anzahl Griffe,2,anzahl griffe,string:2,attributes:2,20601:1,1 | Einhebel
Anzahl Kanäle,2,anzahl kanale,string:2,attributes:2,14970:1 174119:1,4
Anzahl Kartenfächer,2,anzahl kartenfacher,string:2,attributes:2,2996:1 183465:1,378 | 12
Anzahl LEDs,2,anzahl leds,string:2,attributes:2,183391:1,142 | 7
Anzahl Matten,2,anzahl matten,string:2,attributes:2,33697:1,4
Anzahl Schubladen,2,anzahl schubladen,string:2,attributes:2,127551:1 260625:1,7 | 4
Anzahl Stufen,2,anzahl stufen,string:2,attributes:2,19456:1 259327:1,3
Anzahl Taschen,2,anzahl taschen,string:2,attributes:2,,6
Anzeige,2,anzeige,string:2,attributes:2,33557:1 180953:1,Beleuchtete Temperaturstufen | Digital
Anzugsdrehmoment,2,anzugsdrehmoment,string:2,attributes:2,19839:1 33665:1,60 Nm | 1.5 Nm
API Spezifikation,2,api spezifikation,string:2,attributes:2,179494:1,SN/CH-4 | GL4/5
Arbeitslänge,2,arbeitslange,string:2,attributes:2,50382:2,400 mm
Ausgangsleistung,2,ausgangsleistung,string:2,attributes:2,123417:1 174119:1,4 x 60 W | 15W
Ausgangsstrom,2,ausgangsstrom,string:2,attributes:2,47075:1,2.4A | 30mA
Ausladung,2,ausladung,string:2,attributes:2,,93 mm | 121 mm
Auslauf schwenkbar,2,auslauf schwenkbar,string:2,attributes:2,,Ja | Nein
Auslaufsicher,2,auslaufsicher,string:2,attributes:2,49782:1 101428:1,Ja
Ausschnittform,2,ausschnittform,string:2,attributes:2,,Rundhals
Außenmaß Breite,2,aussenmass breite,string:2,attributes:2,260627:1,180 mm | 700 mm
Außenmaterial,2,aussenmaterial,string:1 null:1,attributes:2,70911:1,Recyceltes Material
Auszugsart,2,auszugsart,string:2,attributes:2,134642:2,Vollauszug
Backofengeeignet,2,backofengeeignet,string:2,attributes:2,79656:1 109065:1,Ja
Basis,2,basis,string:2,attributes:2,85915:1,Monoethylenglykol | Mineralisch
Batteriespannung,2,batteriespannung,string:2,attributes:2,183391:1,3.2 V | 1.2 V
Baugruppe,2,baugruppe,string:2,attributes:2,33589:1 180031:1,Antrieb & Getriebe
Baujahre,2,baujahre,string:2,attributes:2,33564:1,2001-2006 | 1991-1999
Beininnenlänge,2,beininnenlange,string:2,attributes:2,,L32 | Standard
Beinverlauf,2,beinverlauf,string:2,attributes:2,,Schmal zulaufend | Tapered
Belüftung,2,beluftung,string:2,attributes:2,50457:1 177076:1,Ja | Effizient
Benötigte Batterien,2,benotigte batterien,string:2,attributes:2,3205:1 177008:1,Nein | 6x AAA Alkaline
Besondere Eigenschaft,2,besondere eigenschaft,string:2,attributes:2,,Anti-UV | Schmerzfreie Anwendung
Besonderheiten der Feder,2,besonderheiten der feder,null:2,attributes:2,13999:2,
Besonderheiten der Griffzone,2,besonderheiten der griffzone,null:2,attributes:2,13999:2,
Beständigkeit,2,bestandigkeit,string:2,attributes:2,33612:1 262128:1,"Hitze, Druck, Chemische Einflüsse, aggressive Medien | Extreme Temperaturen und Drücke"
Breite (cm),2,breite cm,string:2,attributes:2,,46.5 | 27
Breite [mm],2,breite mm,string:2,attributes:2,57357:1 170141:1,41 | 114.6
Bremsscheibendicke,2,bremsscheibendicke,string:2,attributes:2,33564:2,25 mm | 10.9 mm
Brennstoffart,2,brennstoffart,string:2,attributes:2,81464:1 151621:1,Holzkohle | Flüssiggas (Propan/Butan)
Buchreihe,2,buchreihe,string:2,attributes:2,163890:1 261186:1,Lola | Die Eiskönigin
Bügel,2,bugel,string:2,attributes:2,,Ohne Bügel
