Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
sku-1479525764,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4067266427411/other_f0586cf4d847b3e734cd22db8723ca21.png,2,TT. BAGATT Leder Stiefeletten Damen EU 41 Cognac Echtleder NEU,,,,,,,,,,,,,,,,,,,,
sku-1479525764,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4067266427411/other_3b36d8568097377435cead70cfd44c0f.png,3,TT. BAGATT Leder Stiefeletten Damen EU 41 Cognac Echtleder NEU,,,,,,,,,,,,,,,,,,,,
sku-1479525764,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4067266427411/other_f4578f754848e5dee51edebb30b75daf.png,4,TT. BAGATT Leder Stiefeletten Damen EU 41 Cognac Echtleder NEU,,,,,,,,,,,,,,,,,,,,
sku-1479525764,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4067266427411/other_0966732615d905378748c0054caee7d6.png,5,TT. BAGATT Leder Stiefeletten Damen EU 41 Cognac Echtleder NEU,,,,,,,,,,,,,,,,,,,,
sku-8382768165,Lawrence Grey Home Bettwäsche-Set 40225462-004 Gr. 135x200cm 100% Baumwolle,"<p>Erleben Sie luxuriösen Schlafkomfort mit dem Lawrence Grey Home Salin Bettwäsche-Set, gefertigt aus 100% mercerisierter Baumwolle. Dieses exquisite Set verspricht jede Nacht erholsamen Schlaf und ein unvergleichlich angenehmes Hautgefühl für höchste Ansprüche. Das hochwertige Bettwäsche-Set gewährleistet dank seiner atmungsaktiven Eigenschaften ein optimales und hautfreundliches Schlafklima. Der edle Satin-Glanz und das moderne Streifen-Design in Orange und Creme verleihen Ihrem Schlafbereich ein stilvolles und zeitloses Ambiente. Der Lieferumfang umfasst einen Bettbezug (135x200 cm) und einen Kissenbezug, beide ausgestattet mit einem praktischen Qualitäts-Reißverschluss für einfaches Beziehen. Für langanhaltende Hygiene und Farbbeständigkeit ist die Bettwäsche bei 60°C maschinenwaschbar und behält dabei ihre Weichheit und Form.</p>",Lawrence Grey Home,"Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Bettwäsche",Bettwäsche-Set,"Bettwäsche-Set, Orange Creme gestreift, 135x200 cm",TRUE,Title,Default Title,,,,,SKU-8382768165,,,1,deny,manual,38.87,,TRUE,TRUE,4069092282370,https://storage.googleapis.com/prodsandjobs/products/4069092282370/studio_front_4c51ea17f4a3b2f2560d5dcaf487a78c.png,1,Lawrence Grey Home Bettwäsche-Set 40225462-004 Gr. 135x200cm 100% Baumwolle,FALSE,Lawrence Grey Home Bettwäsche-Set 40225462-004 Gr. 135x200cm 100% Baumwolle,"Erleben Sie luxuriösen Schlafkomfort mit dem Lawrence Grey Home Salin Bettwäsche-Set, gefertigt aus 100% mercerisierter Baumwolle. Dieses exquisite Set versp...",,,,,new,TRUE,,g,,,,,,,,,active
sku-8382768165,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4069092282370/lifestyle_front_e489634fe91881ae14f78f8c3d9f1e78.png,2,Lawrence Grey Home Bettwäsche-Set 40225462-004 Gr. 135x200cm 100% Baumwolle,,,,,,,,,,,,,,,,,,,,
sku-8382768165,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4069092282370/lifestyle_closeup_03d4242a1b4ca88802c5741b418c5370.png,3,Lawrence Grey Home Bettwäsche-Set 40225462-004 Gr. 135x200cm 100% Baumwolle,,,,,,,,,,,,,,,,,,,,
sku-8382768165,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4069092282370/lifestyle_inuse_6b49b51e1056e266a2086d71e61358b7.png,4,Lawrence Grey Home Bettwäsche-Set 40225462-004 Gr. 135x200cm 100% Baumwolle,,,,,,,,,,,,,,,,,,,,
sku-1803692252,GARDENA Akku- Ladegerät-Set 14910 18V NEU,"<p>Das GARDENA 18V Starter-Kit bietet die ideale Basisausstattung für kabellose Gartenarbeit. Es enthält einen leistungsstarken 2. 5 Ah Akku und ein passendes Ladegerät für stets einsatzbereite Gartengeräte. Dieses Set gewährleistet eine zuverlässige und flexible Energieversorgung für vielfältige Anwendungen im Garten. Der Akku ist Teil der POWER FOR ALL ALLIANCE, einer großen markenübergreifenden Akku-Allianz. Dies bedeutet, dass der Akku mit zahlreichen 18V-Geräten verschiedener Hersteller kompatibel ist und maximale Flexibilität bietet. Mit diesem Starter-Kit sind Sie bestens ausgerüstet, um sofort mit Ihren kabellosen GARDENA Gartengeräten loszulegen.</p>",GARDENA,Garten & Terrasse > Motor-Gartengeräte & -zubehör,Akku- & Ladegerät-Set,Akku- & Ladegerät-Set,TRUE,Title,Default Title,,,,,SKU-1803692252,,,1,deny,manual,43.00,,TRUE,TRUE,4078500055604,https://storage.googleapis.com/prodsandjobs/products/4078500055604/studio_topdown_544377b2ed820908fb3cdfb43f96e348.png,1,GARDENA Akku- Ladegerät-Set 14910 18V NEU,FALSE,GARDENA Akku- Ladegerät-Set 14910 18V NEU,Das GARDENA 18V Starter-Kit bietet die ideale Basisausstattung für kabellose Gartenarbeit. Es enthält einen leistungsstarken 2. 5 Ah Akku und ein passendes L...,,,,,new,TRUE,,g,,,,,,,,,active
sku-1803692252,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4078500055604/lifestyle_front_ecf8031b13367efb0e9a26f8f1d7f854.png,2,GARDENA Akku- Ladegerät-Set 14910 18V NEU,,,,,,,,,,,,,,,,,,,,
sku-1803692252,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4078500055604/lifestyle_closeup_876877bf29dee511b3efc6eef9d7822f.png,3,GARDENA Akku- Ladegerät-Set 14910 18V NEU,,,,,,,,,,,,,,,,,,,,
sku-1803692252,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4078500055604/lifestyle_inuse_b9882ae52ae52ce54ebac3f759ead984.png,4,GARDENA Akku- Ladegerät-Set 14910 18V NEU,,,,,,,,,,,,,,,,,,,,
sku-1803692252,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4078500055604/lifestyle_angle_9d73d009ab3827b0b8452c0386480641.png,5,GARDENA Akku- Ladegerät-Set 14910 18V NEU,,,,,,,,,,,,,,,,,,,,
sku-1353005263,HELLA Anlasser 8EA 011 612-801 Mazda Cx-5 1.2kW 12V Silber Schwarz NEU,"<p>Der HELLA Anlasser 8EA 011 612-801 gewährleistet einen jederzeit zuverlässigen Motorstart für Ihr Fahrzeug, insbesondere für Modelle wie den Mazda CX-5. Dieses hochwertige Ersatzteil liefert eine Leistung von 1. 2 kW bei 12 V und sichert eine einwandfreie Funktion unter allen Betriebsbedingungen. Gefertigt unter strengsten Qualitätskontrollen, besteht dieser Anlasser aus robusten, langlebigen Metallkomponenten, die höchste Zuverlässigkeit garantieren. Seine präzise Konstruktion gewährleistet eine exakte Passform und optimale Leistung für eine lange Lebensdauer im Fahrzeug. Als pfandfreies Neuteil entfällt die Altteilrückgabe, was die Montage und Abwicklung erheblich vereinfacht. Vertrauen Sie auf die bewährte HELLA Expertise für eine unkomplizierte Wartung und kompromisslose Leistung, die den Anforderungen Ihres Fahrzeugs gerecht wird.</p>",HELLA,Auto & Motorrad: Teile > Autoteile & Zubehör > Autoelektrik > Anlasser,Anlasser,"Anlasser, Silber, Schwarz",TRUE,Title,Default Title,,,,,SKU-1353005263,,,1,deny,manual,70.31,,TRUE,TRUE,4082300855241,https://storage.googleapis.com/prodsandjobs/products/4082300855241/studio_detail_50fd47a9af8043bff9b4420ac4d4a12f.png,1,HELLA Anlasser 8EA 011 612-801 Mazda Cx-5 1.2kW 12V Silber Schwarz NEU,FALSE,HELLA Anlasser 8EA 011 612-801 Mazda Cx-5 1.2kW 12V Silber Schwarz NEU,"Der HELLA Anlasser 8EA 011 612-801 gewährleistet einen jederzeit zuverlässigen Motorstart für Ihr Fahrzeug, insbesondere für Modelle wie den Mazda CX-5. Dies...",,,,,new,TRUE,,g,,,,,,,,,active
sku-1353005263,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4082300855241/studio_topdown_004089989501d3a6e900b9653760808e.png,2,HELLA Anlasser 8EA 011 612-801 Mazda Cx-5 1.2kW 12V Silber Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-1353005263,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4082300855241/lifestyle_front_ca6b7fb8638fc45ccb4e97839774fb19.png,3,HELLA Anlasser 8EA 011 612-801 Mazda Cx-5 1.2kW 12V Silber Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-1353005263,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4082300855241/lifestyle_closeup_a1a218b1e7e2aeb8a6681bb4960b8d5a.png,4,HELLA Anlasser 8EA 011 612-801 Mazda Cx-5 1.2kW 12V Silber Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-1353005263,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4082300855241/lifestyle_inuse_3bd1d85647e8016632df4a412232ef2f.png,5,HELLA Anlasser 8EA 011 612-801 Mazda Cx-5 1.2kW 12V Silber Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-1353005263,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4082300855241/lifestyle_angle_b514cb94d9fd459b7670d4e0788b072c.png,6,HELLA Anlasser 8EA 011 612-801 Mazda Cx-5 1.2kW 12V Silber Schwarz NEU,,,,,,,,,,,,,,,,,,,,
sku-0694979094,LIQUI MOLY Motoröl 3740 5W 1L NEU,"<p>LIQUI MOLY Top Tec 4300 5W-30 ist ein hochmodernes Leichtlaufmotoröl, speziell entwickelt für Benzin- und Dieselfahrzeuge. Es garantiert exzellente Schmierung und zuverlässigen Verschleißschutz unter allen anspruchsvollen Betriebsbedingungen. Dieses Premium-Motoröl erfüllt die strengen Anforderungen der ACEA C2/C3 und API SP Spezifikationen, was seine hohe Leistungsfähigkeit unterstreicht. Zudem besitzt es wichtige offizielle OEM-Freigaben wie PSA B71 2290, MB 229. 51/52/31 und Renault RN17, die eine breite Kompatibilität sicherstellen. Die fortschrittliche Formulierung fördert aktiv die Motorsauberkeit und verhindert effektiv die Bildung schädlicher Ablagerungen, was die Motorlebensdauer signifikant verlängert. Durch seine optimierte Zusammensetzung trägt es maßgeblich zur Reduzierung des Kraftstoffverbrauchs bei und steht für die bewährte 'Made in Germany' Qualität von LIQUI MOLY.</p>",LIQUI MOLY,"Auto & Motorrad: Teile > Öl, Pflege- & Schmiermittel > Motoröl",Motoröl,Motoröl,TRUE,Title,Default Title,,,,,SKU-0694979094,,,1,deny,manual,16.38,,TRUE,TRUE,4100420037405,https://storage.googleapis.com/prodsandjobs/products/4100420037405/studio_angle_d321df3e56951974302c05a155fb61d3.png,1,LIQUI MOLY Motoröl 3740 5W 1L NEU,FALSE,LIQUI MOLY Motoröl 3740 5W 1L NEU,"LIQUI MOLY Top Tec 4300 5W-30 ist ein hochmodernes Leichtlaufmotoröl, speziell entwickelt für Benzin- und Dieselfahrzeuge. Es garantiert exzellente Schmierun...",,,,,new,TRUE,,g,,,,,,,,,active
sku-0694979094,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4100420037405/lifestyle_front_19c935d99a586681aaf35b545eb89f38.png,2,LIQUI MOLY Motoröl 3740 5W 1L NEU,,,,,,,,,,,,,,,,,,,,
sku-0694979094,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4100420037405/lifestyle_inuse_0464b1e03183bdef761d150ef5498b80.png,3,LIQUI MOLY Motoröl 3740 5W 1L NEU,,,,,,,,,,,,,,,,,,,,
sku-0694979094,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4100420037405/lifestyle_angle_48265df6a05904d32d8790a8c6aff785.png,4,LIQUI MOLY Motoröl 3740 5W 1L NEU,,,,,,,,,,,,,,,,,,,,
sku-7902875633,LIQUI MOLY Motoröl 3741 für Benzin Diesel Motoren Neu T 5W 5L Motor,"<p>Das LIQUI MOLY TOP TEC 4300 5W-30 ist ein hochmodernes HC-Synthese Leichtlaufmotoröl, speziell entwickelt für Benzin- und Dieselfahrzeuge. Es gewährleistet optimalen Verschleißschutz und eine hervorragende Motorsauberkeit unter allen Betriebsbedingungen. Dieses Hochleistungsmotoröl trägt maßgeblich zur Reduzierung des Kraftstoffverbrauchs und der Emissionen bei, wodurch es eine umweltfreundliche Wahl darstellt. Zudem verhindert es zuverlässig die Bildung von Ablagerungen und Schlamm, um die Leistungsfähigkeit des Motors langfristig zu erhalten. Mit umfassenden Freigaben und Spezifikationen wie ACEA C2/C3 und API SP ist es ideal für eine Vielzahl moderner Fahrzeugmodelle geeignet. Die spezielle Formulierung sichert eine ausgezeichnete Alterungsbeständigkeit und Filmstabilität, selbst unter hohen Temperaturen und extremen Belastungen.</p>",LIQUI MOLY,"Auto & Motorrad: Teile > Öl, Pflege- & Schmiermittel > Motoröl",Motoröl,Motoröl,TRUE,Title,Default Title,,,,,SKU-7902875633,,,1,deny,manual,29.99,,TRUE,TRUE,4100420037412,https://storage.googleapis.com/prodsandjobs/products/4100420037412/studio_angle_29348aaef77d9dd084ed9dc63e779ea0.png,1,LIQUI MOLY Motoröl 3741 für Benzin Diesel Motoren Neu T 5W 5L Motor,FALSE,LIQUI MOLY Motoröl 3741 für Benzin Diesel Motoren Neu T 5W 5L Motor,"Das LIQUI MOLY TOP TEC 4300 5W-30 ist ein hochmodernes HC-Synthese Leichtlaufmotoröl, speziell entwickelt für Benzin- und Dieselfahrzeuge. Es gewährleistet o...",,,,,new,TRUE,,g,,,,,,,,,active
sku-7902875633,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4100420037412/studio_detail_4f391c0a8e700f7c1c140ff0f38c89e2.png,2,LIQUI MOLY Motoröl 3741 für Benzin Diesel Motoren Neu T 5W 5L Motor,,,,,,,,,,,,,,,,,,,,
sku-7902875633,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4100420037412/lifestyle_front_9a7f08f8fdd19451d08d3ee62c74d777.png,3,LIQUI MOLY Motoröl 3741 für Benzin Diesel Motoren Neu T 5W 5L Motor,,,,,,,,,,,,,,,,,,,,
sku-7902875633,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4100420037412/lifestyle_closeup_6893792d20c57dc0d3b058bc8faffde5.png,4,LIQUI MOLY Motoröl 3741 für Benzin Diesel Motoren Neu T 5W 5L Motor,,,,,,,,,,,,,,,,,,,,
sku-7902875633,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4100420037412/lifestyle_inuse_f6a173299735563f59e786b61bc4d731.png,5,LIQUI MOLY Motoröl 3741 für Benzin Diesel Motoren Neu T 5W 5L Motor,,,,,,,,,,,,,,,,,,,,
sku-7902875633,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4100420037412/lifestyle_angle_6710b61767c6964547c693ed50c0b589.png,6,LIQUI MOLY Motoröl 3741 für Benzin Diesel Motoren Neu T 5W 5L Motor,,,,,,,,,,,,,,,,,,,,
sku-4649569251,Near Dark Pfeife Screen Prince 46020335 Schwarz Metall NEU Metallpfeife,"<p>Die Near Dark Screen Prince Metallpfeife vereint Eleganz mit herausragender Funktionalität für anspruchsvolle Genießer. Ihr kompaktes und diskretes Design ermöglicht ein stilvolles Raucherlebnis, ideal für den täglichen Gebrauch und unterwegs. Gefertigt aus robustem Metall, garantiert diese Pfeife außergewöhnliche Langlebigkeit und eine angenehme Haptik, die über Jahre hinweg begeistert. Das elegante schwarze Finish, veredelt mit einer exklusiven 'Screen Prince' Gravur, macht sie zu einem zeitlosen und exklusiven Accessoire. Das durchdachte Design gewährleistet eine unkomplizierte Handhabung und eine schnelle, hygienische Reinigung. Sie erhalten ein hochwertiges Raucheraccessoire, das bereit für den sofortigen Einsatz ist und höchste Ansprüche erfüllt.</p>",Near Dark,Spielzeug > Puppen & Zubehör,Pfeife,"Pfeife, Schwarz",TRUE,Title,Default Title,,,,,SKU-4649569251,,,1,deny,manual,14.95,,TRUE,TRUE,4250153617556,https://storage.googleapis.com/prodsandjobs/products/4250153617556/studio_detail_23a796f5da44f90d2436dd80e525948e.png,1,Near Dark Pfeife Screen Prince 46020335 Schwarz Metall NEU Metallpfeife,FALSE,Near Dark Pfeife Screen Prince 46020335 Schwarz Metall NEU Metallpfeife,Die Near Dark Screen Prince Metallpfeife vereint Eleganz mit herausragender Funktionalität für anspruchsvolle Genießer. Ihr kompaktes und diskretes Design er...,,,,,new,TRUE,,g,,,,,,,,,active
sku-4649569251,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4250153617556/lifestyle_closeup_2b2f827eaf1ef828ffcfdfe05debc5c1.png,2,Near Dark Pfeife Screen Prince 46020335 Schwarz Metall NEU Metallpfeife,,,,,,,,,,,,,,,,,,,,
sku-4649569251,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4250153617556/studio_front_f676c2fe6bee32054365410802b91ec7.png,3,Near Dark Pfeife Screen Prince 46020335 Schwarz Metall NEU Metallpfeife,,,,,,,,,,,,,,,,,,,,
sku-4649569251,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4250153617556/lifestyle_front_3de1f57f13c98cf005fac724cc25c392.png,4,Near Dark Pfeife Screen Prince 46020335 Schwarz Metall NEU Metallpfeife,,,,,,,,,,,,,,,,,,,,
sku-4649569251,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4250153617556/lifestyle_inuse_d9668442febf65d2a8db54f2be351f23.png,5,Near Dark Pfeife Screen Prince 46020335 Schwarz Metall NEU Metallpfeife,,,,,,,,,,,,,,,,,,,,
sku-1964286581,Höfner Konzertgitarre HC504-7/8 Gr. 7/8 NEU Carmencita Musikinstrumente,"<p>Dieses originale Hofner HC504-7/8 Zubehör wurde speziell entwickelt, um die Langlebigkeit und Performance Ihrer Gitarren und Bässe maßgeblich zu verbessern. Es gewährleistet eine perfekte Passform sowie optimale Funktion, wodurch der authentische Klang und die Spielbarkeit Ihres Instruments langfristig erhalten bleiben.Die hochwertige Verarbeitung jedes Details unterstreicht die bewährte Hofner Markenqualität und erfüllt die hohen Ansprüche professioneller Musiker an Zuverlässigkeit und Präzision. Gefertigt aus robusten Materialien, ist dieses Zubehör für den dauerhaften Einsatz konzipiert und sichert eine optimale Wartung und Reparatur.Der Lieferumfang beinhaltet das spezifische Hofner HC504-7/8 Zubehör, das sofort einsatzbereit ist und eine nahtlose Integration in Ihr Instrument ermöglicht. Bei Fragen zur Kompatibilität, Installation oder weiteren Anliegen steht Ihnen unser engagierter Kundenservice jederzeit gerne zur Verfügung.</p>",Höfner,Musikinstrumente > Gitarren & Bässe > Zubehör > Teile > Pickups,Konzertgitarre,"Konzertgitarre, 7/8",TRUE,Title,Default Title,,,,,SKU-1964286581,,,1,deny,manual,300.00,,TRUE,TRUE,4250358601817,https://storage.googleapis.com/prodsandjobs/products/4250358601817/studio_detail_b1503e27ffa6754f5e725cc2f89c8f7d.png,1,Höfner Konzertgitarre HC504-7/8 Gr. 7/8 NEU Carmencita Musikinstrumente,FALSE,Höfner Konzertgitarre HC504-7/8 Gr. 7/8 NEU Carmencita Musikinstrumente,"Dieses originale Hofner HC504-7/8 Zubehör wurde speziell entwickelt, um die Langlebigkeit und Performance Ihrer Gitarren und Bässe maßgeblich zu verbessern. ...",,,,,new,TRUE,,g,,,,,,,,,active
sku-1964286581,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4250358601817/lifestyle_front_2d29ab158f20dd9226485c245d7580ea.png,2,Höfner Konzertgitarre HC504-7/8 Gr. 7/8 NEU Carmencita Musikinstrumente,,,,,,,,,,,,,,,,,,,,
sku-1964286581,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4250358601817/lifestyle_closeup_3c73f891d4832097f528b02d0f806267.png,3,Höfner Konzertgitarre HC504-7/8 Gr. 7/8 NEU Carmencita Musikinstrumente,,,,,,,,,,,,,,,,,,,,
sku-1964286581,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4250358601817/lifestyle_inuse_ab57528af9592a9c963b365bdb978349.png,4,Höfner Konzertgitarre HC504-7/8 Gr. 7/8 NEU Carmencita Musikinstrumente,,,,,,,,,,,,,,,,,,,,
sku-1964286581,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4250358601817/lifestyle_angle_ef8f43e667c475c99582024742e52633.png,5,Höfner Konzertgitarre HC504-7/8 Gr. 7/8 NEU Carmencita Musikinstrumente,,,,,,,,,,,,,,,,,,,,
sku-1784585629,adeo Verlag Grußkarte 5572917 Papier Mehrfarbig NEU,"<p>Entdecken Sie das exklusive adeo Verlag Kunstkarten-Set, kunstvoll gestaltet von Andreas Felger, und verleihen Sie Ihren persönlichen Botschaften eine unvergleichliche Eleganz. Dieses Set ist perfekt geeignet für eine Vielzahl von Anlässen, sei es Geburtstage, Danksagungen oder als Ausdruck aufrichtiger Wertschätzung, und hinterlässt stets einen bleibenden, positiven Eindruck.Jede der zehn hochwertigen Doppelkarte präsentiert eines von fünf einzigartigen, farbenprächtigen Blumenmotiven, die als kleine Kunstwerke die Schönheit der Natur einfangen und den Empfänger begeistern werden. Die Karten sind aus edlem Papier gefertigt, was eine luxuriöse Haptik und eine besondere Wertigkeit garantiert.Der Lieferumfang umfasst zehn perfekt passende, weiße Umschläge, sodass Ihre herzlichen Grüße stilvoll abgerundet und die Karten sofort versandbereit sind. Eine besondere Pflege ist für diese langlebigen Kunstkarten nicht erforderlich; sie bewahren ihre Schönheit über lange Zeit, wenn sie trocken und vor direkter Sonneneinstrahlung geschützt gelagert werden.</p>",adeo Verlag,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Papier, Hefte & Blöcke > Briefpapier & Karten",Grußkarte,"Grußkarte, Mehrfarbig",TRUE,Title,Default Title,,,,,SKU-1784585629,,,1,deny,manual,20.00,,TRUE,TRUE,4250454729170,https://storage.googleapis.com/prodsandjobs/products/4250454729170/studio_front_f6b42daec5cfa701d5016ca0fc905fc4.png,1,adeo Verlag Grußkarte 5572917 Papier Mehrfarbig NEU,FALSE,adeo Verlag Grußkarte 5572917 Papier Mehrfarbig NEU,"Entdecken Sie das exklusive adeo Verlag Kunstkarten-Set, kunstvoll gestaltet von Andreas Felger, und verleihen Sie Ihren persönlichen Botschaften eine unverg...",,,,,new,TRUE,,g,,,,,,,,,active
sku-1784585629,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4250454729170/lifestyle_front_ec9d8b70929ee972294767d825b27849.png,2,adeo Verlag Grußkarte 5572917 Papier Mehrfarbig NEU,,,,,,,,,,,,,,,,,,,,
sku-1784585629,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4250454729170/lifestyle_closeup_35bf745e460765a2c7ec47284b1d61d8.png,3,adeo Verlag Grußkarte 5572917 Papier Mehrfarbig NEU,,,,,,,,,,,,,,,,,,,,
sku-1784585629,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4250454729170/lifestyle_inuse_a3cf3e112acbd62a4dd217c49a8a4a1a.png,4,adeo Verlag Grußkarte 5572917 Papier Mehrfarbig NEU,,,,,,,,,,,,,,,,,,,,
sku-8243336834,VENDOME Matratzenauflagen Topper 21053 200 Gelschaum 90x200cm 7.5cm NEU,"<p>Dieser hochwertige VENDOME DREAMTIME Gelschaum Topper wurde speziell entwickelt, um Ihren Schlafkomfort maßgeblich zu verbessern. Er bietet eine optimale Druckentlastung und passt sich perfekt den Konturen Ihres Körpers an. Mit seinen Maßen von 90 cm x 200 x 7,5 cm ist dieser Topper ideal für Einzelbetten geeignet und lässt sich mühelos auf jede Standardmatratze legen. Er sorgt für eine angenehme Schlafumgebung und unterstützt eine gesunde Liegeposition. Die atmungsaktive Gelschaum-Technologie fördert eine ausgeglichene Temperaturregulierung während der Nacht. Dies trägt zu einem tieferen und erholsameren Schlaf bei und verlängert zudem die Lebensdauer Ihrer Matratze.</p>",VENDOME,Haus & Garten > Möbel > Betten & Matratzen > Matratzenauflagen & Topper,Matratzenauflagen & Topper,Matratzenauflagen & Topper,TRUE,Title,Default Title,,,,,SKU-8243336834,,,1,deny,manual,69.99,,TRUE,TRUE,4250518576153,https://i.otto.de/i/otto/9d3d2b54-1dd8-4259-a841-ace4042fd9ce?w=2500&h=2500,1,VENDOME Matratzenauflagen Topper 21053 200 Gelschaum 90x200cm 7.5cm NEU,FALSE,VENDOME Matratzenauflagen Topper 21053 200 Gelschaum 90x200cm 7.5cm NEU,"Dieser hochwertige VENDOME DREAMTIME Gelschaum Topper wurde speziell entwickelt, um Ihren Schlafkomfort maßgeblich zu verbessern. Er bietet eine optimale Dru...",,,,,new,TRUE,,g,,,,,,,,,active
sku-8243336834,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4250518576153/studio_front_65831f84fe73cb0eaefcbafc2c18e641.png,2,VENDOME Matratzenauflagen Topper 21053 200 Gelschaum 90x200cm 7.5cm NEU,,,,,,,,,,,,,,,,,,,,
sku-8243336834,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4250518576153/studio_topdown_a0db8b5447a1141a5d742a3b1f5bf661.png,3,VENDOME Matratzenauflagen Topper 21053 200 Gelschaum 90x200cm 7.5cm NEU,,,,,,,,,,,,,,,,,,,,
sku-8243336834,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4250518576153/studio_angle_7f25d01eb7572fa1eb1465762ca5fd90.png,4,VENDOME Matratzenauflagen Topper 21053 200 Gelschaum 90x200cm 7.5cm NEU,,,,,,,,,,,,,,,,,,,,
sku-8243336834,,,,,,,,,,,,,,,,,,,,,,,,,https://storage.googleapis.com/prodsandjobs/products/4250518576153/lifestyle_front_149ebf2384cd23e5418f812651fdbe64.png,5,VENDOME Matratzenauflagen Topper 21053 200 Gelschaum 90x200cm 7.5cm NEU,,,,,,,,,,,,,,,,,,,,
