id,sku,name,brand,ean,inventory_quantity,storage_bin,storage_qty,storageBins_json,pending_intake
6922738000364,SKU-9041995991,Latex Handschuhe 10 Stück: Optimaler Schutz für Haushalt & Garten,Nanyang NiuJin,6922738000364,5,XGA0302C,5,"[{""regal"":2,""etage"":""GA"",""quantity"":5,""code"":""XGA0302C"",""ebene"":""C"",""gang"":3,""firstStoredAt"":""2025-12-21T21:51:42.511Z"",""lastUpdatedAt"":""2025-12-21T21:51:42.511Z"",""zone"":""X""}]",0
6954850111741,SKU-0735099796,Latex Handschuhe 6 Stück - für optimalen Schutz & Komfort,Dong Fang Hong,6954850111741,21,XGA0302C,21,"[{""quantity"":21,""regal"":2,""zone"":""X"",""ebene"":""C"",""firstStoredAt"":""2025-12-21T21:47:02.379Z"",""code"":""XGA0302C"",""gang"":3,""etage"":""GA"",""lastUpdatedAt"":""2025-12-21T21:47:02.379Z""}]",0
6be95318-1354-4b38-9526-aab48b727982,SKU-6954275739,"SAGENSPEZI Sägekette .325"" 74 TG für präzise Schnitte & maximale Leistung",SAGENSPEZI,16567432516506316,2,XGA0106B,2,"[{""quantity"":2,""firstStoredAt"":""2025-12-24T14:58:30.377Z"",""lastUpdatedAt"":""2025-12-24T14:58:30.377Z"",""etage"":""GA"",""code"":""XGA0106B"",""regal"":6,""zone"":""X"",""ebene"":""B"",""gang"":1}]",0
7082024102510,SKU-1423771699,Piaggio Keilriemen Original 102C-510 für präzise Kraftübertragung,Piaggio,3615984567431,1,XGA0106B,1,"[{""etage"":""GA"",""lastUpdatedAt"":""2025-12-24T14:57:25.403Z"",""quantity"":1,""regal"":6,""ebene"":""B"",""gang"":1,""code"":""XGA0106B"",""zone"":""X"",""firstStoredAt"":""2025-12-24T14:57:25.403Z""}]",0
7290006780805,SKU-9905416565,"SodaStream Glaskaraffe 0,7L für CRYSTAL/PENGUIN - Spülmaschinenfest & Stilvoll",SodaStream,7290006780805,1,,,[],0
7290116742380,SKU-0225495136,SodaStream Crystal 3.0 Wassersprudler: Frisches Sprudelwasser auf Knopfdruck,SodaStream,7290116742380,1,XGA0301D,1,"[{""zone"":""X"",""ebene"":""D"",""quantity"":1,""regal"":1,""code"":""XGA0301D"",""lastUpdatedAt"":""2025-12-21T16:21:56.804Z"",""gang"":3,""etage"":""GA"",""firstStoredAt"":""2025-12-21T16:21:56.804Z""}]",0
7316577150929,SKU-8906682806,SKF Schrägkugellager 7315 BEGAP - Höchste Präzision für Langlebigkeit,SKF,7316577150929,2,XGA0106B,2,"[{""gang"":1,""etage"":""GA"",""zone"":""X"",""quantity"":2,""firstStoredAt"":""2025-12-24T15:40:41.586Z"",""ebene"":""B"",""regal"":6,""lastUpdatedAt"":""2025-12-24T15:40:41.586Z"",""code"":""XGA0106B""}]",0
7325549884427,SKU-6480044357,POC Fahrradhelm Axion Race MIPS – Premium MTB Schutz & Rotationsschutz,POC,7325549884427,1,XGA0301C,1,"[{""etage"":""GA"",""ebene"":""C"",""gang"":3,""firstStoredAt"":""2025-12-24T14:47:58.583Z"",""zone"":""X"",""code"":""XGA0301C"",""quantity"":1,""lastUpdatedAt"":""2025-12-24T14:47:58.583Z"",""regal"":1}]",0
74429111967912,SKU-6162434731,KOTO Dartständer Höhenverstellbar & Ultrastabil für perfektes Spiel,KOTO,74429111967912,1,XGA0106A,1,"[{""lastUpdatedAt"":""2025-12-24T15:53:36.826Z"",""code"":""XGA0106A"",""gang"":1,""ebene"":""A"",""zone"":""X"",""etage"":""GA"",""firstStoredAt"":""2025-12-24T15:53:36.826Z"",""regal"":6,""quantity"":1}]",0
7611916163227,SKU-1703368789,Weleda Tagescreme: Festigende Anti-Aging Pflege für reife Haut mit Kollagen-Boost,Weleda,7611916163227,1,XGA0304A,1,"[{""zone"":""X"",""quantity"":1,""lastUpdatedAt"":""2025-12-21T16:21:02.218Z"",""firstStoredAt"":""2025-12-21T16:21:02.218Z"",""regal"":4,""etage"":""GA"",""ebene"":""A"",""code"":""XGA0304A"",""gang"":3}]",0
7778bbb4-0a11-414b-a323-1573ab313f48,SKU-6044260478,MAHLE Ausgleichsbehälter VW Transporter: Optimale Kühlung & Langlebigkeit,MAHLE,4057635165101,1,XGA0106C,1,"[{""firstStoredAt"":""2025-12-24T15:41:19.139Z"",""etage"":""GA"",""regal"":6,""quantity"":1,""code"":""XGA0106C"",""zone"":""X"",""gang"":1,""lastUpdatedAt"":""2025-12-24T15:41:19.139Z"",""ebene"":""C""}]",0
8052694010041,SKU-2801069572,LEGAMI MILANO Federmäppchen Kawaii Pinguin – Stilvolle Organisation für Stifte,LEGAMI MILANO,8052694010041,1,,,[],0
85020cb2-38be-42d7-a2d1-bb5aa92d9e36,SKU-5952589845,Unbekant Oberfräse 3709 für präzise Kanten & Nuten in Holz,Unbekant,11203709,1,XGA0101C,1,"[{""ebene"":""C"",""code"":""XGA0101C"",""firstStoredAt"":""2025-12-24T16:37:46.485Z"",""zone"":""X"",""quantity"":1,""etage"":""GA"",""regal"":1,""lastUpdatedAt"":""2025-12-24T16:37:46.485Z"",""gang"":1}]",0
8718042150288,SKU-3341294632,NRF Ladeluftkühler BMW: Optimiert Leistung und Effizienz,NRF,8718042150288,1,XGA0106D,1,"[{""regal"":6,""quantity"":1,""code"":""XGA0106D"",""etage"":""GA"",""firstStoredAt"":""2025-12-24T14:55:20.482Z"",""lastUpdatedAt"":""2025-12-24T14:55:20.482Z"",""zone"":""X"",""ebene"":""D"",""gang"":1}]",0
8719076052258,SKU-9132277490,Victron Energy Batterieschalter 275A/48V für sichere DC-Systeme,Victron Energy,8719076052258,1,XGA0304A,1,"[{""lastUpdatedAt"":""2025-12-21T16:20:44.888Z"",""ebene"":""A"",""firstStoredAt"":""2025-12-21T16:20:44.888Z"",""regal"":4,""etage"":""GA"",""gang"":3,""zone"":""X"",""quantity"":1,""code"":""XGA0304A""}]",0
8720828172452,SKU-3692000771,Cloudpillo Kissen für individuellen Schlafkomfort & optimale Unterstützung,Cloudpillo,8720828172452,1,XGA0201B,1,"[{""firstStoredAt"":""2025-12-21T16:18:23.325Z"",""ebene"":""B"",""regal"":1,""gang"":2,""etage"":""GA"",""zone"":""X"",""code"":""XGA0201B"",""lastUpdatedAt"":""2025-12-21T16:18:23.325Z"",""quantity"":1}]",0
8bc07ed5-5cee-4d00-abb3-00dd4f20439d,SKU-2930571748,Bosch Hammerbohrer SDS max-4 30mm für Beton - Extreme Haltbarkeit & Präzision,Bosch,3165140564250,1,XGA0102B,1,"[{""firstStoredAt"":""2025-12-24T14:49:27.760Z"",""code"":""XGA0102B"",""ebene"":""B"",""regal"":2,""zone"":""X"",""lastUpdatedAt"":""2025-12-24T14:49:27.760Z"",""quantity"":1,""etage"":""GA"",""gang"":1}]",0
9132580602006,SKU-8036579486,CECIPA Küchenarmatur Schwarz mit Ausziehbrause für flexible Küchenarbeit,CECIPA,9132580602006,1,XGA0204B,1,"[{""code"":""XGA0204B"",""zone"":""X"",""firstStoredAt"":""2025-12-21T16:23:17.424Z"",""regal"":4,""ebene"":""B"",""gang"":2,""quantity"":1,""etage"":""GA"",""lastUpdatedAt"":""2025-12-21T16:23:17.424Z""}]",0
914f7e36-2a57-4a6c-94e3-441532afad65,SKU-3988740005,Offgridtec Sammelschiene M8 Heavy Duty für sichere Stromverteilung,Offgridtec,4250983259612,1,XGA0106B,1,"[{""lastUpdatedAt"":""2025-12-24T14:58:45.338Z"",""regal"":6,""ebene"":""B"",""zone"":""X"",""firstStoredAt"":""2025-12-24T14:58:45.338Z"",""gang"":1,""code"":""XGA0106B"",""quantity"":1,""etage"":""GA""}]",0
9aff4795-bed9-4a09-ba98-77c2e138b511,SKU-2439653897,Unbekannt A1Pro Kabelloses Ladegerät 15W Schnellladung für Qi-Geräte,Unbekannt,3738147686,0,,,[],0
SKU-0000524938,SKU-0000524938,Apple Magic Mouse 2 – Präzise Multi-Touch Maus für Mac & iPad,Apple,0195949655968,0,,,[],0
SKU-0058749943,SKU-0058749943,WMF Kinderbesteck Knuddel 4-tlg. – Fördert Selbstständigkeit & Freude am Essen,WMF,4000530351531,1,XGA0102B,1,"[{""lastUpdatedAt"":""2025-12-18T15:54:27.834Z"",""regal"":2,""ebene"":""B"",""zone"":""X"",""quantity"":1,""code"":""XGA0102B"",""firstStoredAt"":""2025-12-18T15:54:27.834Z"",""etage"":""GA"",""gang"":1}]",0
SKU-0110888325,SKU-0110888325,"ARKK Copenhagen Damen Sneaker – Stilvoll, bequem & langlebig",ARKK Copenhagen,5712929568831,1,XGA0302B,1,"[{""lastUpdatedAt"":""2025-12-05T19:08:29.694Z"",""ebene"":""B"",""etage"":""GA"",""gang"":3,""quantity"":1,""regal"":2,""firstStoredAt"":""2025-12-05T19:08:29.694Z"",""code"":""XGA0302B"",""zone"":""X""}]",0
SKU-0114729665,SKU-0114729665,Adidas Campus 00s Sneaker – Ikonischer Retro-Stil & höchster Komfort,Adidas,4066748539567,1,XGA0302A,1,"[{""quantity"":1,""gang"":3,""regal"":2,""firstStoredAt"":""2025-12-05T19:04:08.441Z"",""ebene"":""A"",""etage"":""GA"",""code"":""XGA0302A"",""zone"":""X"",""lastUpdatedAt"":""2025-12-05T19:04:08.441Z""}]",0
SKU-0152828115,SKU-0152828115,"STALESET Handtuchhalter Schwarz Matt | Robust, elegant & platzsparend",STALESET,20210522000074,1,XGA0102C,1,"[{""lastUpdatedAt"":""2025-12-18T16:04:33.873Z"",""gang"":1,""firstStoredAt"":""2025-12-18T16:04:33.873Z"",""code"":""XGA0102C"",""ebene"":""C"",""etage"":""GA"",""zone"":""X"",""quantity"":1,""regal"":2}]",0
SKU-0172791378,SKU-0172791378,lululemon Yogamatte Trainingsmatte: Maximaler Grip & Komfort für jedes Workout,lululemon,000144351296,0,XGA0202C,0,"[{""zone"":""X"",""regal"":2,""etage"":""GA"",""quantity"":1,""code"":""XGA0202C"",""firstStoredAt"":""2025-12-15T00:17:16.477Z"",""ebene"":""C"",""gang"":2,""lastUpdatedAt"":""2025-12-17T23:11:19.669Z""}]",0
SKU-0236764953,SKU-0236764953,Malossi Multivar 2000 Variator – Explosive Beschleunigung für Ihren Roller,Malossi,4250362479310,1,XGA0102B,1,"[{""lastUpdatedAt"":""2025-12-18T15:52:37.331Z"",""code"":""XGA0102B"",""gang"":1,""zone"":""X"",""etage"":""GA"",""ebene"":""B"",""firstStoredAt"":""2025-12-18T15:52:37.331Z"",""regal"":2,""quantity"":1}]",0
SKU-0280699295,SKU-0280699295,H&M Damen Strickpullover: Zeitloser Stil & Hoher Tragekomfort,H&M,09700310601067,1,XSGA0103A,1,"[{""lastUpdatedAt"":""2025-12-09T17:39:49.428Z"",""zone"":""XS"",""quantity"":1,""gang"":1,""code"":""XSGA0103A"",""regal"":3,""ebene"":""A"",""etage"":""GA"",""firstStoredAt"":""2025-12-09T17:39:49.428Z""}]",0
SKU-0310087435,SKU-0310087435,Villa Grinario Jersey-Spannbettlaken: Faltenfreier Sitz & optimaler Schlafkomfort,,2060004998275,0,XGA0201C,0,"[{""regal"":1,""gang"":2,""etage"":""GA"",""ebene"":""C"",""zone"":""X"",""firstStoredAt"":""2025-11-23T16:52:43.770Z"",""quantity"":3,""code"":""XGA0201C"",""lastUpdatedAt"":""2025-12-17T23:11:19.781Z""}]",0
SKU-0362404564,SKU-0362404564,UBRAVOO Kindersitzerhöhung mit Tablett – Sicher & Mobil für Mahlzeiten,UBRAVOO,,1,XGA0101C,1,"[{""firstStoredAt"":""2025-11-29T15:43:21.389Z"",""etage"":""GA"",""zone"":""X"",""gang"":1,""lastUpdatedAt"":""2025-11-29T15:43:21.389Z"",""code"":""XGA0101C"",""ebene"":""C"",""regal"":1,""quantity"":1}]",0
SKU-0403766178,SKU-0403766178,Jolly Füllhalter Superinky Start: Ergonomisch für Schreibanfänger,Jolly,9014400100650,2,XGA0204D,0,"[{""ebene"":""D"",""etage"":""GA"",""regal"":4,""gang"":2,""quantity"":3,""code"":""XGA0204D"",""zone"":""X"",""firstStoredAt"":""2025-12-06T19:37:47.828Z"",""lastUpdatedAt"":""2025-12-17T23:06:45.865Z""}]",0
SKU-0411747828,SKU-0411747828,JURID Bremsbelagsatz – Maximale Sicherheit & präzise Kontrolle,JURID,3306437238014,1,XGA0102B,1,"[{""regal"":2,""quantity"":1,""etage"":""GA"",""code"":""XGA0102B"",""lastUpdatedAt"":""2025-12-09T17:42:48.399Z"",""firstStoredAt"":""2025-12-09T17:42:48.399Z"",""gang"":1,""ebene"":""B"",""zone"":""X""}]",0
SKU-0522930788,SKU-0522930788,Einhell Akku-Bohrschrauber TC-CD 18/35 Li Solo – 35 Nm Power X-Change,Einhell,4006825642452,0,,,[],0
SKU-0611814591,SKU-0611814591,Lacoste Herren Hoodie Classic Fit – Zeitloser Komfort für jeden Tag,Lacoste,3666394875564,1,XSGA0103A,1,"[{""quantity"":1,""ebene"":""A"",""gang"":1,""etage"":""GA"",""lastUpdatedAt"":""2025-12-09T17:40:01.553Z"",""code"":""XSGA0103A"",""regal"":3,""zone"":""XS"",""firstStoredAt"":""2025-12-09T17:40:01.553Z""}]",0
SKU-0619911931,SKU-0619911931,Tesvor S7 Pro AES Saug- & Wischroboter mit 6000 Pa & Absaugstation,Tesvor,6973104880356,0,,,[],0
SKU-0651722148,SKU-0651722148,Topeak Oberrohrtasche mit Smartphone-Fach für sichere Navigation,Topeak,,4,XGA0102C,4,"[{""etage"":""GA"",""lastUpdatedAt"":""2025-11-21T23:19:51.974Z"",""zone"":""X"",""regal"":2,""gang"":1,""firstStoredAt"":""2025-11-21T23:19:51.974Z"",""quantity"":4,""ebene"":""C"",""code"":""XGA0102C""}]",0
SKU-0698797502,SKU-0698797502,Police WALDO Herren Geldbörse aus Echtleder – Elegant & Langlebig,Police,4260566841011,1,XSGA0103B,1,"[{""quantity"":1,""lastUpdatedAt"":""2025-12-09T17:38:13.282Z"",""zone"":""XS"",""regal"":3,""gang"":1,""firstStoredAt"":""2025-12-09T17:38:13.282Z"",""etage"":""GA"",""code"":""XSGA0103B"",""ebene"":""B""}]",0
SKU-0785869755,SKU-0785869755,Terry Exera Gel Fahrradsattel Herren – Ergonomisch für höchsten Komfort,Terry,4260477074874,1,XGA0102C,1,"[{""etage"":""GA"",""lastUpdatedAt"":""2025-11-23T16:55:32.860Z"",""gang"":1,""firstStoredAt"":""2025-11-23T16:55:32.860Z"",""quantity"":1,""regal"":2,""ebene"":""C"",""zone"":""X"",""code"":""XGA0102C""}]",0
SKU-0808524453,SKU-0808524453,ASICS Sneaker EX89: Zeitloser Stil & Premium-Komfort für Alltag,ASICS,4550457733144,0,,,[],0
SKU-0871959830,SKU-0871959830,Coffee Cup Automatischer Rührbecher USB-wiederaufladbar für perfekte Mischungen,,9331521033415,0,,,[],0
SKU-0874304411,SKU-0874304411,,,,0,,,[],
SKU-0974179694,SKU-0974179694,wolfcraft Eckzwingen-Set ES 22 für präzise 90°-Winkel & stabile Holzprojekte,wolfcraft,2230510001022,2,XSGA0103B,2,"[{""etage"":""GA"",""firstStoredAt"":""2025-12-18T15:49:18.372Z"",""ebene"":""B"",""regal"":3,""gang"":1,""zone"":""XS"",""code"":""XSGA0103B"",""quantity"":2,""lastUpdatedAt"":""2025-12-18T15:49:18.372Z""}]",0
SKU-0982370040,SKU-0982370040,"GardenGrill Gas Plancha Challenger III – 3 Brenner, 7,5kW, Tischgerät",GardenGrill,8712024095246,1,XGA0103E,1,"[{""regal"":3,""firstStoredAt"":""2025-12-05T14:46:29.392Z"",""gang"":1,""code"":""XGA0103E"",""quantity"":1,""zone"":""X"",""ebene"":""E"",""etage"":""GA"",""lastUpdatedAt"":""2025-12-05T14:46:29.392Z""}]",0
SKU-0989494543,SKU-0989494543,Adidas SL 72 OG W Damen Sneaker: Ikonischer Retro-Stil & Höchster Komfort,Adidas,4067904005667,1,XGA0302A,1,"[{""lastUpdatedAt"":""2025-12-05T19:03:41.747Z"",""quantity"":1,""regal"":2,""zone"":""X"",""firstStoredAt"":""2025-12-05T19:03:41.747Z"",""etage"":""GA"",""code"":""XGA0302A"",""gang"":3,""ebene"":""A""}]",0
SKU-1040274599,SKU-1040274599,SCM Bilderbuch: Mut & Freundschaft für Kinder – Stärkt Eltern-Kind-Bindung,SCM,9783417288889,1,XSGA0103A,1,"[{""ebene"":""A"",""lastUpdatedAt"":""2025-12-09T16:25:54.569Z"",""etage"":""GA"",""regal"":3,""code"":""XSGA0103A"",""firstStoredAt"":""2025-12-09T16:25:54.569Z"",""quantity"":1,""zone"":""XS"",""gang"":1}]",0
SKU-1066852367,SKU-1066852367,Shelly Smart Switch mit präziser Leistungsmessung für Ihr Smart Home,Shelly,3800235261590,0,,,[],0
SKU-1153910217,SKU-1153910217,Shure SM58-LCE Gesangsmikrofon für professionellen Live-Sound,Shure,042406071826,1,XGA0102C,1,"[{""ebene"":""C"",""gang"":1,""lastUpdatedAt"":""2025-12-18T15:46:39.163Z"",""code"":""XGA0102C"",""firstStoredAt"":""2025-12-18T15:46:39.163Z"",""etage"":""GA"",""zone"":""X"",""regal"":2,""quantity"":1}]",0
SKU-1181918814,SKU-1181918814,Kaweco Füllfederhalter Set GLOW Yellow für leuchtende Akzente,Kaweco,4250278616342,1,XSGA0103A,1,"[{""lastUpdatedAt"":""2025-12-18T15:58:19.783Z"",""etage"":""GA"",""zone"":""XS"",""gang"":1,""quantity"":1,""ebene"":""A"",""regal"":3,""firstStoredAt"":""2025-12-18T15:58:19.783Z"",""code"":""XSGA0103A""}]",0
SKU-1230781227,SKU-1230781227,"Villa Grinario Jersey Spannbettlaken: Weich, atmungsaktiv & bügelfrei",Villa Grinario,,2,XGA0201C,2,"[{""lastUpdatedAt"":""2025-11-23T16:54:27.281Z"",""gang"":2,""zone"":""X"",""firstStoredAt"":""2025-11-23T16:54:27.281Z"",""ebene"":""C"",""etage"":""GA"",""quantity"":2,""regal"":1,""code"":""XGA0201C""}]",0
SKU-1419839651,SKU-1419839651,Adidas Kinder Sneaker VS Switch 3 CF C: Einfaches Anziehen & sicherer Halt,Adidas,4066755796946,1,XGA0301B,1,"[{""gang"":3,""ebene"":""B"",""firstStoredAt"":""2025-12-05T19:12:48.196Z"",""regal"":1,""quantity"":1,""lastUpdatedAt"":""2025-12-05T19:12:48.196Z"",""code"":""XGA0301B"",""etage"":""GA"",""zone"":""X""}]",0
SKU-1483282001,SKU-1483282001,"DUO Collection Chefsessel Tiago XXL - Ergonomisch, Komfortabel & Robust",DUO Collection,4260590714022,0,,,[],0
SKU-1566313678,SKU-1566313678,Kein & Aber Bilderbuch Hundert: Zeitlose Lebenslektionen für die Familie,Kein & Aber,9783036957814,1,XGA0303C,1,"[{""ebene"":""C"",""zone"":""X"",""lastUpdatedAt"":""2025-12-09T16:23:14.269Z"",""quantity"":1,""firstStoredAt"":""2025-12-09T16:23:14.269Z"",""code"":""XGA0303C"",""regal"":3,""etage"":""GA"",""gang"":3}]",0
SKU-1612836881,SKU-1612836881,Wera Fahrrad Werkzeug-Set 6: Präzise Wartung mit T-Griff & Hex-Plus,Wera,4013288220592,1,XGA0103B,1,"[{""code"":""XGA0103B"",""zone"":""X"",""ebene"":""B"",""quantity"":1,""etage"":""GA"",""firstStoredAt"":""2025-12-18T16:05:44.219Z"",""regal"":3,""lastUpdatedAt"":""2025-12-18T16:05:44.219Z"",""gang"":1}]",0
SKU-1618101796,SKU-1618101796,Wera Maul-Ringschlüssel 6003 Joker 6mm mit schneller Ringratschenfunktion,,4013288218780,0,XGA0202C,0,"[{""quantity"":1,""zone"":""X"",""ebene"":""C"",""regal"":2,""lastUpdatedAt"":""2025-12-17T23:11:19.922Z"",""gang"":2,""etage"":""GA"",""firstStoredAt"":""2025-12-06T19:37:16.860Z"",""code"":""XGA0202C""}]",0
SKU-1782951292,SKU-1782951292,Wella Professionals Shampoo für Beruhigung & Sanfte Reinigung Empfindlicher Kopfhaut,Wella Professionals,4064666043425,6,XGA0103C,6,"[{""firstStoredAt"":""2025-12-18T16:00:09.551Z"",""code"":""XGA0103C"",""quantity"":6,""lastUpdatedAt"":""2025-12-18T16:00:09.551Z"",""ebene"":""C"",""gang"":1,""regal"":3,""etage"":""GA"",""zone"":""X""}]",0
SKU-1789286937,SKU-1789286937,"Engelbert Strauss T-Shirt: Robust, bequem & vielseitig für Arbeit & Freizeit",Engelbert Strauss,,0,XSGA0103A,0,"[{""firstStoredAt"":""2025-12-09T17:41:35.857Z"",""regal"":3,""etage"":""GA"",""gang"":1,""code"":""XSGA0103A"",""quantity"":1,""zone"":""XS"",""ebene"":""A"",""lastUpdatedAt"":""2025-12-17T23:11:20.021Z""}]",0
SKU-1825816304,SKU-1825816304,ZWILLING TWIN CHEF Universalmesser 130mm – Maximale Schärfe & Präzision,ZWILLING J.A. HENCKELS,4009839270970,1,XGA0102C,1,"[{""regal"":2,""lastUpdatedAt"":""2025-12-18T16:07:17.852Z"",""code"":""XGA0102C"",""ebene"":""C"",""etage"":""GA"",""quantity"":1,""zone"":""X"",""gang"":1,""firstStoredAt"":""2025-12-18T16:07:17.852Z""}]",0
SKU-1887574140,SKU-1887574140,GUSSKÖNIG Dutch Oven 9L – Perfekte Hitzeverteilung für Outdoor-Kochen,GUSSKÖNIG,4270003118781,0,,,[],0
SKU-1937479862,SKU-1937479862,"CampFeuer Campingliege mit Sonnendach – Klappbar, leicht & UV-Schutz",,4067673005776,0,XGA0104E,0,"[{""ebene"":""E"",""lastUpdatedAt"":""2025-12-17T23:11:20.119Z"",""code"":""XGA0104E"",""zone"":""X"",""quantity"":1,""firstStoredAt"":""2025-12-05T17:09:45.995Z"",""gang"":1,""regal"":4,""etage"":""GA""}]",0
SKU-1961998362,SKU-1961998362,KOENIC Zitruspresse – Frischer Saft schnell & mühelos genießen,KOENIC,4049011166479,1,XGA0103B,1,"[{""code"":""XGA0103B"",""etage"":""GA"",""firstStoredAt"":""2025-12-13T15:38:24.962Z"",""quantity"":1,""lastUpdatedAt"":""2025-12-13T15:38:24.962Z"",""gang"":1,""zone"":""X"",""regal"":3,""ebene"":""B""}]",0
SKU-2019125675,SKU-2019125675,"Derma Pen Germany Microneedling Pen für straffere, revitalisierte Haut",Derma Pen Germany,4065464002256,1,XGA0102B,1,"[{""lastUpdatedAt"":""2025-12-18T15:54:09.076Z"",""quantity"":1,""ebene"":""B"",""gang"":1,""firstStoredAt"":""2025-12-18T15:54:09.076Z"",""regal"":2,""etage"":""GA"",""zone"":""X"",""code"":""XGA0102B""}]",0
SKU-2114384722,SKU-2114384722,Hawkers Sonnenbrille Romaj: Eleganter UV400 Schutz & Zeitloser Stil,,8436579110321,0,XSGA0103B,0,"[{""etage"":""GA"",""zone"":""XS"",""code"":""XSGA0103B"",""quantity"":1,""firstStoredAt"":""2025-12-09T17:37:28.778Z"",""ebene"":""B"",""gang"":1,""lastUpdatedAt"":""2025-12-17T23:11:20.281Z"",""regal"":3}]",0
SKU-2123165909,SKU-2123165909,HLI Schubladenschienen Vollauszug für maximalen Zugriff & Komfort,HLI,6440891157249,6,XGA0102D,6,"[{""firstStoredAt"":""2025-12-18T16:08:17.117Z"",""ebene"":""D"",""code"":""XGA0102D"",""zone"":""X"",""regal"":2,""quantity"":6,""etage"":""GA"",""gang"":1,""lastUpdatedAt"":""2025-12-18T16:08:17.117Z""}]",0
SKU-2135446963,SKU-2135446963,Dexcom G6 Glukosesensoren: Präzise Echtzeit-Glukosewerte für Diabetiker,Dexcom,,0,,,[],0
SKU-2151943751,SKU-2151943751,Cretacolor Harte Graupastelle 12er Set für präzise Details,Cretacolor,9002592485129,1,XGA0204D,1,"[{""lastUpdatedAt"":""2025-12-06T19:38:38.275Z"",""regal"":4,""etage"":""GA"",""zone"":""X"",""code"":""XGA0204D"",""firstStoredAt"":""2025-12-06T19:38:38.275Z"",""gang"":2,""ebene"":""D"",""quantity"":1}]",0
SKU-2152217706,SKU-2152217706,WMF Elektrische Mühle Ceramill: Präzise Würze auf Knopfdruck,WMF,4000530685841,1,XGA0102B,1,"[{""regal"":2,""etage"":""GA"",""quantity"":1,""firstStoredAt"":""2025-12-18T15:51:48.336Z"",""zone"":""X"",""gang"":1,""code"":""XGA0102B"",""ebene"":""B"",""lastUpdatedAt"":""2025-12-18T15:51:48.336Z""}]",0
SKU-2384085318,SKU-2384085318,Seltmann Weiden Kaffeeservice Lido Solid Black 18-tlg. Spülmaschinenfest,Seltmann Weiden,4052212121253,1,XGA0203B,1,"[{""regal"":3,""lastUpdatedAt"":""2025-12-06T19:24:56.679Z"",""firstStoredAt"":""2025-12-06T19:24:56.679Z"",""etage"":""GA"",""gang"":2,""zone"":""X"",""quantity"":1,""ebene"":""B"",""code"":""XGA0203B""}]",0
SKU-2384804976,SKU-2384804976,New Balance Damen Sneaker 9060 – Maximaler Komfort & Stil,New Balance,0197967813450,0,,,[],0
SKU-2388529978,SKU-2388529978,SAD Toner B423K Schwarz für Brother Drucker – Hohe Seitenleistung,SAD,8718891015547,1,XGA0101B,1,"[{""lastUpdatedAt"":""2025-12-09T17:46:20.566Z"",""zone"":""X"",""quantity"":1,""etage"":""GA"",""regal"":1,""code"":""XGA0101B"",""firstStoredAt"":""2025-12-09T17:46:20.566Z"",""ebene"":""B"",""gang"":1}]",0
SKU-2391228513,SKU-2391228513,Adidas Handball Spezial W Sneaker Damen - Ikonisches Design & Komfort,Adidas,4067904336044,1,XGA0302A,1,"[{""quantity"":1,""gang"":3,""zone"":""X"",""ebene"":""A"",""firstStoredAt"":""2025-12-05T19:03:51.022Z"",""code"":""XGA0302A"",""lastUpdatedAt"":""2025-12-05T19:03:51.022Z"",""regal"":2,""etage"":""GA""}]",0
SKU-2417212434,SKU-2417212434,McDavid Kniebandage 421 für Sport & Reha – Gezielte Unterstützung Gr. S,,029369421134,2,XGA0102C,2,"[{""ebene"":""C"",""etage"":""GA"",""quantity"":2,""firstStoredAt"":""2025-12-18T15:46:10.997Z"",""lastUpdatedAt"":""2025-12-18T15:46:15.817Z"",""gang"":1,""code"":""XGA0102C"",""zone"":""X"",""regal"":2}]",0
SKU-2561166298,SKU-2561166298,Hodalump Herren Geldbörse: Vintage Leder mit RFID-Schutz & 12 Fächern,Hodalump,4260325431309,0,,,[],0
SKU-2566552410,SKU-2566552410,Wera Bit-Satz 61-tlg. Torx für präzise Schraubarbeiten & Langlebigkeit,Wera,4013288165657,0,,,[],0
SKU-2609353370,SKU-2609353370,PROGARDEN Gartenbank Genziana 2-Sitzer wetterfest & pflegeleicht,PROGARDEN,,0,,,[],0
SKU-2611077541,SKU-2611077541,Glossyautoparts Nockenwelle für optimierte Motorleistung & Effizienz,Glossyautoparts,4071003351342,1,XGA0102B,1,"[{""quantity"":1,""ebene"":""B"",""zone"":""X"",""gang"":1,""lastUpdatedAt"":""2025-12-09T17:42:39.562Z"",""firstStoredAt"":""2025-12-09T17:42:39.562Z"",""etage"":""GA"",""regal"":2,""code"":""XGA0102B""}]",0
SKU-2621538468,SKU-2621538468,Brandson Tischventilator 30cm – Starke Kühlung für Zuhause,Brandson,4062861006757,1,XGA0202E,1,"[{""ebene"":""E"",""regal"":2,""gang"":2,""zone"":""X"",""code"":""XGA0202E"",""firstStoredAt"":""2025-11-29T14:58:42.040Z"",""quantity"":1,""lastUpdatedAt"":""2025-11-29T14:58:42.040Z"",""etage"":""GA""}]",0
SKU-2633108165,SKU-2633108165,WALSER Hagelschutzplane Perma Protect S | Ultimativer Schutz vor Hagel & Ästen,WALSER,9001778309730,1,XGA0201E,1,"[{""code"":""XGA0201E"",""lastUpdatedAt"":""2025-12-17T15:04:43.058Z"",""gang"":2,""quantity"":1,""ebene"":""E"",""zone"":""X"",""firstStoredAt"":""2025-12-17T15:04:43.058Z"",""regal"":1,""etage"":""GA""}]",0
