SKU,DocId,Titel,Brand,Produktart,CurrentCategoryId,CurrentBreadcrumb,CurrentRoot,Suggested1Id,Suggested1Breadcrumb,Suggested1Hit,Suggested2Id,Suggested2Breadcrumb,Suggested2Hit,Suggested3Id,Suggested3Breadcrumb,Suggested3Hit,TargetCategoryBreadcrumb,TargetCategoryId,Notes
SKU-3877364215,3219110502725,DELSEY PARIS Trolley Koffer 00 3861820 19 8R 71cm Unisex Himbeere NEU,DELSEY PARIS,Trolley Koffer,,Koffer & Reisegepäck > Koffer,Koffer & Reisegepäck,11236,Reisen > Reisekoffer & -taschen > Reisekoffer & Trolleys,2,127600,"Büro & Schreibwaren > Koffer, Taschen & Accessoires > Pilotenkoffer & Trolleys",2,112661,Beauty & Gesundheit > Parfums > Unisex,1,,,missing_or_broad
SKU-1468228360,4917616740531,SPOOK TACULAR CREATIONS Kostüm Kinder Grau NEU,SPOOK TACULAR CREATIONS,Kostüm,,Kostüme & Verkleidungen > Kinderkostüme,Kostüme & Verkleidungen,90635,Kleidung & Accessoires > Spezielle Anlässe > Kostüme & Verkleidungen > Kostüme > Baby- & Kleinkinderkostüme,2,171146,Kleidung & Accessoires > Kinder,1,52352,Haustierbedarf > Hunde > Kostüme,1,,,missing_or_broad
SKU-8223313532,5020570328828,Smiffys Clown Kostüm Set Gr. M Damen Mehrfarbig NEU,Smiffys,Clown Kostüm Set,,Kostüme & Verkleidungen > Damen-Kostüme,Kostüme & Verkleidungen,179321,Kleidung & Accessoires > Spezielle Anlässe > Erotik > Kostüme für Damen,2,53369,Kleidung & Accessoires > Spezielle Anlässe > Kostüme & Verkleidungen > Kostüme > Damenkostüme,2,260010,Kleidung & Accessoires > Damen,1,,,missing_or_broad
SKU-0789448642,1bdce1f7-aa59-4b85-a9a8-3488141ae012,Kalahari Wassergläser Set 2195173 8.5cm Glas 300ml Mehrfarbig NEU,Kalahari,Wassergläser Set,,Küche & Haushalt > Geschirr & Besteck > Gläser,Küche & Haushalt,178894,"TV, Video & Audio > Smart Glasses",1,162044,Foto & Camcorder > Teleskope & Ferngläser > Sonstige,1,28179,Foto & Camcorder > Teleskope & Ferngläser,1,,,missing_or_broad
SKU-2879742273,4025457166471,kela Heißer Stein 16647 24cm 24x16cm NEU,kela,Heißer Stein,,Küche & Haushalt > Kochgeschirr,Küche & Haushalt,67661,Beauty & Gesundheit > Massage > Massagesteine,1,149102,Haustierbedarf > Reptilien > Heizung > Heizsteine,1,10285,Uhren & Schmuck > Lose Diamanten & Edelsteine > Zirkonia,1,,,missing_or_broad
SKU-5207774112,4260281755686,Lana Waschbeckenunterschrank B014082/001528 Weiß Holzwerkstoff NEU Gr. 66 cm,Lana,Waschbeckenunterschrank,,Möbel > Badmöbel > Waschbeckenunterschränke,Möbel,113913,Beauty & Gesundheit > Mund- & Zahnpflege > Zahnweiß,1,180970,Heimwerker > Baustoffe & Holz > Holz & Holzwerkstoffe > Bauholz,1,179811,Sport > Fitness & Jogging > Bekleidung > Schweißbänder,1,,,missing_or_broad
SKU-4883385910,2f144eb7-126a-43ac-90cc-c6dbf899a7d6,ZARA HOME Couchtisch 9273/072/700/99 46x70x60cm Erwachsene Mangoholz Braun,ZARA HOME,Couchtisch,,Möbel & Wohnen > Tische > Couchtische,Möbel & Wohnen,22150,Spielzeug > Spiele > Nur für Erwachsene,1,31773,Beauty & Gesundheit > Sonnenschutz & Solarium > Selbstbräuner,1,185044,Möbel & Wohnen > Beleuchtung > Smart Home-Beleuchtungen,1,,,missing_or_broad
SKU-7538503265,00174600185032,COM40 Limited sp Ersatz-Sitzkissen C22/S02 C001746 Möbelzubehör Textil NEU,COM40 Limited sp,Ersatz-Sitzkissen,,Möbel & Wohnen > Möbel > Stühle > Stuhlkissen & Auflagen,Möbel & Wohnen,34386,Möbel & Wohnen > Möbel > Möbelzubehör,1,121634,Baby > Kinderwagen & Zubehör > Ersatzteile,1,260552,Heimwerker > Sicherheitstechnik > Ersatzteile,1,,,missing_or_broad
SKU-2603681659,4064464829931,Pier One UNISEx Weekender Schwarz Gr. Size Polyurethan P1954H033-Q110ONE000,Pier One,Weekender,,Mode & Accessoires > Taschen > Reisetaschen & Weekender,Mode & Accessoires,36774,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Analogkopierer (Schwarz-Weiß),2,104431,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Digitalkopierer (Schwarz-Weiß),2,112661,Beauty & Gesundheit > Parfums > Unisex,1,,,missing_or_broad
SKU-0279594894,0814914026519,Patriot Solid State Drive P300P256GM28 256GB m.2 pcie NEU,Patriot,Solid State Drive,,PC Hardware > Solid State Drives,PC Hardware,175669,"Computer, Tablets & Netzwerk > Laufwerke & Speichermedien > Festplatten (HDD, SSD & NAS) > Solid State Drives (SSD)",3,115947,"Heimwerker > Heizen, Klima & Sanitär > Raum- & Heizkörperthermostate",1,33603,Auto & Motorrad: Teile > Autoteile & Zubehör > Motorkühlung > Thermostate & Gehäuse,1,,,missing_or_broad
SKU-8242720178,4001807906881,STRATIC Hartschalenkoffer Straw 65cm Unisex Gr. M Hartschale Rosa NEU,STRATIC,Hartschalenkoffer,,Reisegepäck > Koffer & Trolleys > Koffer,Reisegepäck,112661,Beauty & Gesundheit > Parfums > Unisex,1,260017,Kleidung & Accessoires > Kinder > Unisex für Kinder,1,178077,Sport > Radsport > Fahrradschuhe & Überschuhe > Unisex-Schuhe,1,,,missing_or_broad
SKU-1479525764,4067266427411,TT. BAGATT Leder Stiefeletten Damen EU 41 Cognac Echtleder NEU,TT. BAGATT,,,Schuhe > Damen > Stiefel & Stiefeletten,Schuhe,53557,Kleidung & Accessoires > Damen > Damenschuhe > Stiefel & Stiefeletten,2,260010,Kleidung & Accessoires > Damen,1,11848,Beauty & Gesundheit > Parfums > Damen,1,,,missing_or_broad
SKU-4832582390,4001690500234,BENT Markisen-Zubehör 50023 250cm Gewebe 250x10cm Dunkelblau NEU,BENT,,,Sport > Camping & Outdoor > Markisen & Vorzelte > Markisen-Zubehör,Sport,28813,Spielzeug > Playmobil > Abenteuer,1,28817,Spielzeug > Playmobil > Abenteuer > Space,1,52184,Spielzeug > Playmobil > Abenteuer > Magic,1,,,missing_or_broad
SKU-1377750386,4260755120385,Valuents Camping Teppich CampCarp-250-350 Outdoor Vorzeltteppich 250x350 cm NEU,Valuents,Campingteppich,,Sport & Freizeit > Camping & Outdoor > Zelte & Zubehör > Zeltteppiche,Sport & Freizeit,16034,Sport > Camping & Outdoor,2,75232,Sport > Camping & Outdoor > Werkzeuge,2,181378,Sport > Camping & Outdoor > Rucksäcke,2,,,missing_or_broad
SKU-2139913486,4013361212134,KHW Wintersport Lenkschlitten Snow Flyer Pink 99x52 cm max. 88kg,KHW,Lenkschlitten,,Sport & Freizeit > Wintersport > Schlitten,Sport & Freizeit,36260,Sport > Wintersport > Bekleidung > Ski- & Snowboardhelme,2,260707,"Sport > Wintersport > Skifahren, Snowboarden & Schneeschuhwandern > Skier",2,260710,"Sport > Wintersport > Skifahren, Snowboarden & Schneeschuhwandern > Zubehör",2,,,missing_or_broad
SKU-2433624992,4260716810041,LionSports Mobiles Sportnetz Profi 4m Freizeitspieler Familien Kunststoff,LionSports,Mobiles Sportnetz,,Sportartikel > Badminton > Netze,Sportartikel,176992,Beauty & Gesundheit > Familienplanung & Erotik,1,176993,Beauty & Gesundheit > Familienplanung & Erotik > Hilfsmittel,1,176995,Beauty & Gesundheit > Familienplanung & Erotik > Gleitmittel,1,,,missing_or_broad
SKU-4747629782,0840353901100,Fitbit Fitness-Tracker GA05184-EU gps Coral Champagne Gold NEU,Fitbit,Fitness-Tracker,,Sportelektronik > Fitness-Tracker,Sportelektronik,179798,Sport > Fitness & Jogging > Sportelektronik > Aktivitätstracker,2,15273,Sport > Fitness & Jogging,1,13362,Sport > Fitness & Jogging > Sonstige,1,,,missing_or_broad
SKU-2454152281,5050192020075,H M HOME Wandspiegel 0975688 19mm 500mm Schwarz NEU,H&M HOME,Wandspiegel,,Wohnen & Einrichten > Spiegel,Wohnen & Einrichten,185044,Möbel & Wohnen > Beleuchtung > Smart Home-Beleuchtungen,1,185068,"TV, Video & Audio > Smart Speakers, Hubs & Zubehör > Smart-Home-Hubs",1,260302,"TV, Video & Audio > Smart Speakers, Hubs & Zubehör > Smart Home Hub-Teile",1,,,missing_or_broad
SKU-9078406333,4040074137246,Meyle Filter-Satz 112 330 0003/S für AUDI SEAT SKODA VW,Meyle,Inspektionspaket,174087,Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile > Inspektionspakete & -kits,Auto & Motorrad: Teile,80390,Foto & Camcorder > Objektive & Filter > Vorsatzobjektive,2,163769,"TV, Video & Audio > Tragbare Geräte & Kopfhörer > Ersatzteile & Werkzeuge",2,71583,"TV, Video & Audio > DVD, Blu-ray & Heimkino > Beamer-Ersatzlampen & -teile",2,,,root_mismatch
