category_id,breadcrumb,canonical_breadcrumb,canonical_category_id,action
6467260,Baby & Kind > Babyartikel > Kinderautositze & Zubehör > Babyschalen & Kindersitze,Baby & Kind > Babyartikel > Kinderautositze & Zubehör > Babyschalen & Kindersitze,6467260,keep
6467461,Baby & Kind > Babyartikel > Kinderwagen & Babytragen,Baby & Kind > Babyartikel > Kinderwagen & Babytragen,6467461,keep
6467462,Baby & Kind > Babyartikel > Kinderwagen & Babytragen > Kinderwagen & Zubehör,Baby & Kind > Babyartikel > Kinderwagen & Babytragen > Kinderwagen & Zubehör,6467462,keep
6467463,Baby & Kind > Babyartikel > Kinderwagen & Babytragen > Kinderwagen & Zubehör > Kinderwagen,Baby & Kind > Babyartikel > Kinderwagen & Babytragen > Kinderwagen & Zubehör > Kinderwagen,6467463,keep
6467464,Baby & Kind > Babyartikel > Kinderwagen & Babytragen > Kinderwagen & Zubehör > Kinderwagen > Sportkinderwagen,Baby & Kind > Babyartikel > Kinderwagen & Babytragen > Kinderwagen & Zubehör > Kinderwagen > Sportkinderwagen,6467464,keep
6467378,Baby & Kind > Babyartikel > Pflege & Entwicklung,Baby & Kind > Babyartikel > Pflege & Entwicklung,6467378,keep
6467379,Baby & Kind > Babyartikel > Pflege & Entwicklung > Wickelauflagen & -bezüge,Baby & Kind > Babyartikel > Pflege & Entwicklung > Wickelauflagen & -bezüge,6467379,keep
6488198,Baby & Kind > Badezubehör,Baby & Kind > Badezubehör,6488198,keep
6488199,Baby & Kind > Badezubehör > Kinderwaschbecken,Baby & Kind > Badezubehör > Kinderwaschbecken,6488199,keep
6488200,Baby & Kind > Bettausstattung,Baby & Kind > Bettausstattung,6488200,keep
6488201,Baby & Kind > Bettausstattung > Matratzenschoner & -auflagen,Baby & Kind > Bettausstattung > Matratzenschoner & -auflagen,6488201,keep
6488203,Baby & Kind > Bücher & Zeitschriften,Baby & Kind > Bücher & Zeitschriften,6488203,keep
6488204,Baby & Kind > Bücher & Zeitschriften > Bücher,Baby & Kind > Bücher & Zeitschriften > Bücher,6488204,keep
6488205,Baby & Kind > Ernährung,Baby & Kind > Ernährung,6488205,keep
6488206,Baby & Kind > Ernährung > Kindergeschirr & -besteck,Baby & Kind > Ernährung > Kindergeschirr & -besteck,6488206,keep
6488289,Baby & Kind > Ernährung > Kindergeschirr & -besteck > Kinderbesteck,Baby & Kind > Ernährung > Kindergeschirr & -besteck > Kinderbesteck,6488289,keep
6406773,Baby & Kind > Kindersitze & Zubehör,Baby & Kind > Kindersitze & Zubehör,6406773,keep
6406774,Baby & Kind > Kindersitze & Zubehör > Kindersitze,Baby & Kind > Kindersitze & Zubehör > Kindersitze,6406774,keep
6488165,Baby & Kind > Kinderwagen & Zubehör,Baby & Kind > Kinderwagen & Zubehör,6488165,keep
6488290,Baby & Kind > Kinderwagen & Zubehör > Kinderwagenzubehör,Baby & Kind > Kinderwagen & Zubehör > Kinderwagenzubehör,6488290,keep
6488292,Baby & Kind > Kinderwagen & Zubehör > Kinderwagenzubehör > Sitzauflagen,Baby & Kind > Kinderwagen & Zubehör > Kinderwagenzubehör > Sitzauflagen,6488292,keep
6488207,Baby & Kind > Möbel,Baby & Kind > Möbel,6488207,keep
6488208,Baby & Kind > Möbel > Laufgitter,Baby & Kind > Möbel > Laufgitter,6488208,keep
6488166,Baby & Kind > Pflege,Baby & Kind > Pflege,6488166,keep
6467252,Baby & Kind > Spielwaren,Baby & Kind > Spielwaren,6467252,keep
6467341,Baby & Kind > Spielwaren > Kinder Spielwelten,Baby & Kind > Spielwaren > Kinder Spielwelten,6467341,keep
6467342,Baby & Kind > Spielwaren > Kinder Spielwelten > Kinder-Gartengeräte,Baby & Kind > Spielwaren > Kinder Spielwelten > Kinder-Gartengeräte,6467342,keep
6467404,Baby & Kind > Spielwaren > Kreativspielzeuge,Baby & Kind > Spielwaren > Kreativspielzeuge,6467404,keep
6467405,Baby & Kind > Spielwaren > Kreativspielzeuge > 3D Stifte,Baby & Kind > Spielwaren > Kreativspielzeuge > 3D Stifte,6467405,keep
6467253,Baby & Kind > Spielwaren > Musikinstrumente,Baby & Kind > Spielwaren > Musikinstrumente,6467253,keep
6467254,Baby & Kind > Spielwaren > Musikinstrumente > Gitarren & Zubehör,Baby & Kind > Spielwaren > Musikinstrumente > Gitarren & Zubehör,6467254,keep
6467349,Baby & Kind > Spielwaren > Musikinstrumente > Gitarren & Zubehör > Gitarren,Baby & Kind > Spielwaren > Musikinstrumente > Gitarren & Zubehör > Gitarren,6467349,keep
6467350,Baby & Kind > Spielwaren > Musikinstrumente > Gitarren & Zubehör > Gitarren > Konzertgitarren,Baby & Kind > Spielwaren > Musikinstrumente > Gitarren & Zubehör > Gitarren > Konzertgitarren,6467350,keep
6467255,Baby & Kind > Spielwaren > Musikinstrumente > Gitarren & Zubehör > Gitarrenzubehör,Baby & Kind > Spielwaren > Musikinstrumente > Gitarren & Zubehör > Gitarrenzubehör,6467255,keep
6467256,Baby & Kind > Spielwaren > Musikinstrumente > Gitarren & Zubehör > Gitarrenzubehör > Gitarren-Effekte,Baby & Kind > Spielwaren > Musikinstrumente > Gitarren & Zubehör > Gitarrenzubehör > Gitarren-Effekte,6467256,keep
6488209,Baby & Kind > Spielzeug,Baby & Kind > Spielzeug,6488209,keep
6488210,Baby & Kind > Spielzeug > Badespielzeug,Baby & Kind > Spielzeug > Badespielzeug,6488210,keep
6488211,Baby & Kind > Spielzeug > Holzspielzeug,Baby & Kind > Spielzeug > Holzspielzeug,6488211,keep
6406775,Baby & Kind > Wickeln & Baden,Baby & Kind > Wickeln & Baden,6406775,keep
6406776,Baby & Kind > Wickeln & Baden > Wickelauflagen & Wickeltische,Baby & Kind > Wickeln & Baden > Wickelauflagen & Wickeltische,6406776,keep
6407167,Bad & Sanitär,Bad & Sanitär,6407167,keep
6407168,Bad & Sanitär > Armaturen,Bad & Sanitär > Armaturen,6407168,keep
6407169,Bad & Sanitär > Armaturen > Duscharmaturen,Bad & Sanitär > Armaturen > Duscharmaturen,6407169,keep
6407170,Bad & Sanitär > Armaturen > Duscharmaturen > Duschthermostate,Bad & Sanitär > Armaturen > Duscharmaturen > Duschthermostate,6407170,keep
6407171,Bastel- & Künstlerbedarf,Bastel- & Künstlerbedarf,6407171,keep
6406790,Baumarkt,Baumarkt,6406790,keep
6406793,Baumarkt > Bauelemente,Baumarkt > Bauelemente,6406793,keep
6406791,Baumarkt > Bauelemente & Treppen,Baumarkt > Bauelemente & Treppen,6406791,keep
6406792,Baumarkt > Bauelemente & Treppen > Revisionsklappen,Baumarkt > Bauelemente & Treppen > Revisionsklappen,6406792,keep
6406794,Baumarkt > Bauelemente > Revision,Baumarkt > Bauelemente > Revision,6406794,keep
6406655,Beauty & Gesundheit,Beauty & Gesundheit,6406655,keep
6407178,Beauty & Gesundheit > Enthaarung & Rasur,Beauty & Gesundheit > Enthaarung & Rasur,6407178,keep
6407179,Beauty & Gesundheit > Enthaarung & Rasur > Rasierer & Rasierklingen,Beauty & Gesundheit > Enthaarung & Rasur > Rasierer & Rasierklingen,6407179,keep
6407180,Beauty & Gesundheit > Enthaarung & Rasur > Rasierer & Rasierklingen > Herren Rasierklingen,Beauty & Gesundheit > Enthaarung & Rasur > Rasierer & Rasierklingen > Herren Rasierklingen,6407180,keep
6406657,Beauty & Gesundheit > Haarpflege & Haarstyling,Beauty & Gesundheit > Haarpflege & Haarstyling,6406657,keep
6406658,Beauty & Gesundheit > Hautpflege,Beauty & Gesundheit > Hautpflege,6406658,keep
6406795,Beauty & Gesundheit > Hautpflege > Anti-Faltenprodukte,Beauty & Gesundheit > Hautpflege > Anti-Faltenprodukte,6406795,keep
6406796,Beauty & Gesundheit > Hautpflege > Gesichtspflegegeräte,Beauty & Gesundheit > Hautpflege > Gesichtspflegegeräte,6406796,keep
6407181,Beauty & Gesundheit > Hautpflege > Körperpflege,Beauty & Gesundheit > Hautpflege > Körperpflege,6407181,keep
6407182,Beauty & Gesundheit > Hautpflege > Körperpflege > Körpercremes & -lotionen,Beauty & Gesundheit > Hautpflege > Körperpflege > Körpercremes & -lotionen,6407182,keep
6406659,Beauty & Gesundheit > Hilfsmittel,Beauty & Gesundheit > Hilfsmittel,6406659,keep
6407183,Beauty & Gesundheit > Hilfsmittel > Alltagshilfen,Beauty & Gesundheit > Hilfsmittel > Alltagshilfen,6407183,keep
6407184,Beauty & Gesundheit > Hilfsmittel > Alltagshilfen > Inkontinenzhilfen,Beauty & Gesundheit > Hilfsmittel > Alltagshilfen > Inkontinenzhilfen,6407184,keep
6407185,Beauty & Gesundheit > Hilfsmittel > Mobilitäts- & Gehhilfen,Beauty & Gesundheit > Hilfsmittel > Mobilitäts- & Gehhilfen,6407185,keep
6407187,Beauty & Gesundheit > Hilfsmittel > Mobilitäts- & Gehhilfen > Rollstühle,Beauty & Gesundheit > Hilfsmittel > Mobilitäts- & Gehhilfen > Rollstühle,6407187,keep
6406660,Beauty & Gesundheit > Körperpflege,Beauty & Gesundheit > Körperpflege,6406660,keep
6406797,Beauty & Gesundheit > Medikamente von Apothekern,Beauty & Gesundheit > Medikamente von Apothekern,6406797,keep
6406798,Beauty & Gesundheit > Medikamente von Apothekern > Tiergesundheit,Beauty & Gesundheit > Medikamente von Apothekern > Tiergesundheit,6406798,keep
6406799,Beauty & Gesundheit > Parfums,Beauty & Gesundheit > Parfums,6406799,keep
6406800,Beauty & Gesundheit > Parfums > Herren,Beauty & Gesundheit > Parfums > Herren,6406800,keep
6406661,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf,6406661,keep
6407188,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf > Kälte- & Wärmetherapie,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf > Kälte- & Wärmetherapie,6407188,keep
6407189,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf > Kälte- & Wärmetherapie > Infrarot- & Wärmegeräte,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf > Kälte- & Wärmetherapie > Infrarot- & Wärmegeräte,6407189,keep
6407190,Beauty & Gesundheit > Tattoo & Body Art,Beauty & Gesundheit > Tattoo & Body Art,6407190,keep
6407191,Beauty & Gesundheit > Tattoo & Body Art > Tattoo-Zubehör,Beauty & Gesundheit > Tattoo & Body Art > Tattoo-Zubehör,6407191,keep
6407192,Beauty & Gesundheit > Tattoo & Body Art > Tattoo-Zubehör > Tattoo-Armlehnen & -Ständer,Beauty & Gesundheit > Tattoo & Body Art > Tattoo-Zubehör > Tattoo-Armlehnen & -Ständer,6407192,keep
6406813,Briefmarken,Briefmarken,6406813,keep
6406814,Briefmarken > Afrika,Briefmarken > Afrika,6406814,keep
6406815,Briefmarken > Afrika > Niger,Briefmarken > Afrika > Niger,6406815,keep
6406816,Briefmarken > Motive,Briefmarken > Motive,6406816,keep
6406817,Briefmarken > Motive > Geschichte,Briefmarken > Motive > Geschichte,6406817,keep
6406668,Bücher & Zeitschriften,Bücher & Zeitschriften,6406668,keep
6406669,Bücher & Zeitschriften > Bücher,Bücher & Zeitschriften > Bücher,6406669,keep
6406670,"Bücher & Zeitschriften > Fachbücher, Lernen & Nachschlagen","Bücher & Zeitschriften > Fachbücher, Lernen & Nachschlagen",6406670,keep
6406671,Büro & Schreibwaren,Büro & Schreibwaren,6406671,keep
6406818,Büro & Schreibwaren > Büromöbel,Büro & Schreibwaren > Büromöbel,6406818,keep
6407205,Büro & Schreibwaren > Büromöbel > Leuchten & Leuchtmittel,Büro & Schreibwaren > Büromöbel > Leuchten & Leuchtmittel,6407205,keep
6407206,Büro & Schreibwaren > Büromöbel > Leuchten & Leuchtmittel > Stehleuchten,Büro & Schreibwaren > Büromöbel > Leuchten & Leuchtmittel > Stehleuchten,6407206,keep
6407207,Büro & Schreibwaren > Büromöbel > Schränke & Regale,Büro & Schreibwaren > Büromöbel > Schränke & Regale,6407207,keep
6407208,Büro & Schreibwaren > Büromöbel > Schränke & Regale > Aktenschränke,Büro & Schreibwaren > Büromöbel > Schränke & Regale > Aktenschränke,6407208,keep
6406819,Büro & Schreibwaren > Büromöbel > Sitzmöbel,Büro & Schreibwaren > Büromöbel > Sitzmöbel,6406819,keep
6406820,Büro & Schreibwaren > Bürotechnik,Büro & Schreibwaren > Bürotechnik,6406820,keep
6406821,Büro & Schreibwaren > Bürotechnik > Schreibmaschinen-Zubehör,Büro & Schreibwaren > Bürotechnik > Schreibmaschinen-Zubehör,6406821,keep
6407209,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren","Büro & Schreibwaren > Papier, Büro- & Schreibwaren",6407209,keep
6407210,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Papier, Hefte & Blöcke","Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Papier, Hefte & Blöcke",6407210,keep
6407211,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Papier, Hefte & Blöcke > Briefpapier & Karten","Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Papier, Hefte & Blöcke > Briefpapier & Karten",6407211,keep
6407212,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren","Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren",6407212,keep
6407213,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Bleistifte & Druckbleistifte","Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Bleistifte & Druckbleistifte",6407213,keep
6407214,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Filzstifte","Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Filzstifte",6407214,keep
6407215,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Füllfederhalter","Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Füllfederhalter",6407215,keep
6406672,Büro & Schreibwaren > Schulbedarf,Büro & Schreibwaren > Schulbedarf,6406672,keep
6407216,Büro & Schreibwaren > Schulbedarf > Schul- & Jugendschreibgeräte,Büro & Schreibwaren > Schulbedarf > Schul- & Jugendschreibgeräte,6407216,keep
6407217,Büro & Schreibwaren > Schulbedarf > Schul- & Jugendschreibgeräte > Bleistifte,Büro & Schreibwaren > Schulbedarf > Schul- & Jugendschreibgeräte > Bleistifte,6407217,keep
6406822,Business & Industrie,Business & Industrie,6406822,keep
6406823,Business & Industrie > 3D-Druck & Prototypen,Business & Industrie > 3D-Druck & Prototypen,6406823,keep
6406824,Business & Industrie > 3D-Druck & Prototypen > 3D-Drucker-Filamente,Business & Industrie > 3D-Druck & Prototypen > 3D-Drucker-Filamente,6406824,keep
6407218,Business & Industrie > 3D-Druck & Prototyping,Business & Industrie > 3D-Druck & Prototyping,6407218,keep
6407219,Business & Industrie > 3D-Druck & Prototyping > 3D-Drucker-Teile & Zubehör,Business & Industrie > 3D-Druck & Prototyping > 3D-Drucker-Teile & Zubehör,6407219,keep
6407220,Business & Industrie > 3D-Druck & Prototyping > 3D-Drucker-Teile & Zubehör > 3D-Drucker-Filament,Business & Industrie > 3D-Druck & Prototyping > 3D-Drucker-Teile & Zubehör > 3D-Drucker-Filament,6407220,keep
6467444,"Business & Industrie > Agrar, Forst & Kommune","Business & Industrie > Agrar, Forst & Kommune",6467444,keep
6467445,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör","Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör",6467445,keep
6467446,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren","Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren",6467446,keep
6467447,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren > Antrieb, Motor & Getriebe","Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren > Antrieb, Motor & Getriebe",6467447,keep
6467448,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren > Antrieb, Motor & Getriebe > Dichtungen","Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren > Antrieb, Motor & Getriebe > Dichtungen",6467448,keep
6467455,"Business & Industrie > Automation, Antriebe & Motoren","Business & Industrie > Automation, Antriebe & Motoren",6467455,keep
6407510,Business & Industrie > Elektronik & Messtechnik,Business & Industrie > Elektronik & Messtechnik,6407510,keep
6407511,Business & Industrie > Elektronik & Messtechnik > Kabel & Leitungen,Business & Industrie > Elektronik & Messtechnik > Kabel & Leitungen,6407511,keep
6407512,Business & Industrie > Elektronik & Messtechnik > Kabel & Leitungen > Kabelverbinder & Anschlussklemmen,Business & Industrie > Elektronik & Messtechnik > Kabel & Leitungen > Kabelverbinder & Anschlussklemmen,6407512,keep
6407513,Business & Industrie > Elektronik & Messtechnik > Kabel & Leitungen > Kabelverbinder & Anschlussklemmen > Leitungs- & Kabelverbinder,Business & Industrie > Elektronik & Messtechnik > Kabel & Leitungen > Kabelverbinder & Anschlussklemmen > Leitungs- & Kabelverbinder,6407513,keep
6407514,Business & Industrie > Großhandel & Sonderposten,Business & Industrie > Großhandel & Sonderposten,6407514,keep
6407515,Business & Industrie > Großhandel & Sonderposten > Kleidung & Accessoires(Posten),Business & Industrie > Großhandel & Sonderposten > Kleidung & Accessoires(Posten),6407515,keep
6407516,Business & Industrie > Großhandel & Sonderposten > Kleidung & Accessoires(Posten) > Herrenbekleidung,Business & Industrie > Großhandel & Sonderposten > Kleidung & Accessoires(Posten) > Herrenbekleidung,6407516,keep
6407517,Business & Industrie > Großhandel & Sonderposten > Kleidung & Accessoires(Posten) > Herrenbekleidung > Unterwäsche,Business & Industrie > Großhandel & Sonderposten > Kleidung & Accessoires(Posten) > Herrenbekleidung > Unterwäsche,6407517,keep
6407221,Business & Industrie > Sicherheit & Gebäudeinstandhaltung,Business & Industrie > Sicherheit & Gebäudeinstandhaltung,6407221,keep
6407222,Business & Industrie > Sicherheit & Gebäudeinstandhaltung > Persönliche Schutzausrüstung,Business & Industrie > Sicherheit & Gebäudeinstandhaltung > Persönliche Schutzausrüstung,6407222,keep
6467410,Business & Industrie > Sicherheit & Gebäudeinstandhaltung > Persönliche Schutzausrüstung > Arbeitshandschuhe,Business & Industrie > Sicherheit & Gebäudeinstandhaltung > Persönliche Schutzausrüstung > Arbeitshandschuhe,6467410,keep
6407223,Business & Industrie > Sicherheit & Gebäudeinstandhaltung > Persönliche Schutzausrüstung > Sicherheitswesten,Business & Industrie > Sicherheit & Gebäudeinstandhaltung > Persönliche Schutzausrüstung > Sicherheitswesten,6407223,keep
6406673,"Computer, Tablets & Netzwerk","Computer, Tablets & Netzwerk",6406673,keep
6406825,"Computer, Tablets & Netzwerk > 3D-Druck & -Scan","Computer, Tablets & Netzwerk > 3D-Druck & -Scan",6406825,keep
6406826,"Computer, Tablets & Netzwerk > 3D-Druck & -Scan > 3D-Drucker-Filamente","Computer, Tablets & Netzwerk > 3D-Druck & -Scan > 3D-Drucker-Filamente",6406826,keep
6406674,"Computer, Tablets & Netzwerk > Computer-Komponenten & -Teile","Computer, Tablets & Netzwerk > Computer-Komponenten & -Teile",6406674,keep
6406827,"Computer, Tablets & Netzwerk > Computer-Komponenten & -Teile > Arbeitsspeicher (RAM)","Computer, Tablets & Netzwerk > Computer-Komponenten & -Teile > Arbeitsspeicher (RAM)",6406827,keep
6406828,"Computer, Tablets & Netzwerk > Computer-Komponenten & -Teile > Mainboards","Computer, Tablets & Netzwerk > Computer-Komponenten & -Teile > Mainboards",6406828,keep
6406675,"Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör","Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör",6406675,keep
6406829,"Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör > Drucker","Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör > Drucker",6406829,keep
6406830,"Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör > Tinte, Toner & Papier","Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör > Tinte, Toner & Papier",6406830,keep
6407224,"Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör > Tinte, Toner & Papier > Tintenpatronen","Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör > Tinte, Toner & Papier > Tintenpatronen",6407224,keep
6406831,"Computer, Tablets & Netzwerk > Heimnetzwerke & Zubehör","Computer, Tablets & Netzwerk > Heimnetzwerke & Zubehör",6406831,keep
6406832,"Computer, Tablets & Netzwerk > Heimnetzwerke & Zubehör > Kabelgebundene Router","Computer, Tablets & Netzwerk > Heimnetzwerke & Zubehör > Kabelgebundene Router",6406832,keep
6406677,"Computer, Tablets & Netzwerk > Kabel & Steckverbinder","Computer, Tablets & Netzwerk > Kabel & Steckverbinder",6406677,keep
6407225,"Computer, Tablets & Netzwerk > Kabel & Steckverbinder > Netzwerkkabel & Adapter","Computer, Tablets & Netzwerk > Kabel & Steckverbinder > Netzwerkkabel & Adapter",6407225,keep
6407226,"Computer, Tablets & Netzwerk > Kabel & Steckverbinder > Netzwerkkabel & Adapter > Splitter, Koppler & Adapter","Computer, Tablets & Netzwerk > Kabel & Steckverbinder > Netzwerkkabel & Adapter > Splitter, Koppler & Adapter",6407226,keep
6406833,"Computer, Tablets & Netzwerk > Kabel & Steckverbinder > USB-Kabel, -Hubs & -Adapter","Computer, Tablets & Netzwerk > Kabel & Steckverbinder > USB-Kabel, -Hubs & -Adapter",6406833,keep
6407227,"Computer, Tablets & Netzwerk > Laufwerke & Speichermedien","Computer, Tablets & Netzwerk > Laufwerke & Speichermedien",6407227,keep
6407228,"Computer, Tablets & Netzwerk > Laufwerke & Speichermedien > Festplatten (HDD, SSD & NAS)","Computer, Tablets & Netzwerk > Laufwerke & Speichermedien > Festplatten (HDD, SSD & NAS)",6407228,keep
6407229,"Computer, Tablets & Netzwerk > Laufwerke & Speichermedien > Festplatten (HDD, SSD & NAS) > Solid State Drives (SSD)","Computer, Tablets & Netzwerk > Laufwerke & Speichermedien > Festplatten (HDD, SSD & NAS) > Solid State Drives (SSD)",6407229,keep
6406834,"Computer, Tablets & Netzwerk > Laufwerke, Speichermedien & Rohlinge","Computer, Tablets & Netzwerk > Laufwerke, Speichermedien & Rohlinge",6406834,keep
6406835,"Computer, Tablets & Netzwerk > Laufwerke, Speichermedien & Rohlinge > Interne Solid State Drives (SSDs)","Computer, Tablets & Netzwerk > Laufwerke, Speichermedien & Rohlinge > Interne Solid State Drives (SSDs)",6406835,keep
6406836,"Computer, Tablets & Netzwerk > Laufwerke, Speichermedien & Rohlinge > Interne SSDs","Computer, Tablets & Netzwerk > Laufwerke, Speichermedien & Rohlinge > Interne SSDs",6406836,keep
6406837,"Computer, Tablets & Netzwerk > Notebook- & Desktop-Zubehör","Computer, Tablets & Netzwerk > Notebook- & Desktop-Zubehör",6406837,keep
6406838,"Computer, Tablets & Netzwerk > Notebook- & Desktop-Zubehör > Mauspads & Handgelenkauflagen","Computer, Tablets & Netzwerk > Notebook- & Desktop-Zubehör > Mauspads & Handgelenkauflagen",6406838,keep
6406839,"Computer, Tablets & Netzwerk > Notebook- & Desktop-Zubehör > Ständer, Halter & Autohalterungen","Computer, Tablets & Netzwerk > Notebook- & Desktop-Zubehör > Ständer, Halter & Autohalterungen",6406839,keep
6406678,"Computer, Tablets & Netzwerk > Tastaturen, Mäuse & Pointing","Computer, Tablets & Netzwerk > Tastaturen, Mäuse & Pointing",6406678,keep
6406680,Damen Unterwäsche,Damen Unterwäsche,6406680,keep
6406681,Damen Unterwäsche > Slips,Damen Unterwäsche > Slips,6406681,keep
6406685,Damenunterwäsche,Damenunterwäsche,6406685,keep
6406686,Damenunterwäsche > BHs,Damenunterwäsche > BHs,6406686,keep
6406687,Damenunterwäsche > String,Damenunterwäsche > String,6406687,keep
6488362,Damenunterwäsche > Strings & Tangas,Damenunterwäsche > Strings & Tangas,6488362,keep
6406843,Elektronik & Computer,Elektronik & Computer,6406843,keep
6406844,Elektronik & Computer > Audio & Hi-Fi,Elektronik & Computer > Audio & Hi-Fi,6406844,keep
6406845,Elektronik & Computer > Audio & Hi-Fi > Kopfhörer,Elektronik & Computer > Audio & Hi-Fi > Kopfhörer,6406845,keep
6467148,Elektronik & Computer > Computer,Elektronik & Computer > Computer,6467148,keep
6467279,Elektronik & Computer > Computer > Drucken & Scannen,Elektronik & Computer > Computer > Drucken & Scannen,6467279,keep
6467280,Elektronik & Computer > Computer > Drucken & Scannen > Druckerzubehör,Elektronik & Computer > Computer > Drucken & Scannen > Druckerzubehör,6467280,keep
6467281,Elektronik & Computer > Computer > Drucken & Scannen > Druckerzubehör > 3D Druckerzubehör,Elektronik & Computer > Computer > Drucken & Scannen > Druckerzubehör > 3D Druckerzubehör,6467281,keep
6467149,Elektronik & Computer > Computer > Hardware,Elektronik & Computer > Computer > Hardware,6467149,keep
6467150,Elektronik & Computer > Computer > Hardware > Speichermedien,Elektronik & Computer > Computer > Hardware > Speichermedien,6467150,keep
6467151,Elektronik & Computer > Computer > Hardware > Speichermedien > Festplatten & Zubehör,Elektronik & Computer > Computer > Hardware > Speichermedien > Festplatten & Zubehör,6467151,keep
6467152,Elektronik & Computer > Computer > Hardware > Speichermedien > Festplatten & Zubehör > Festplatten,Elektronik & Computer > Computer > Hardware > Speichermedien > Festplatten & Zubehör > Festplatten,6467152,keep
6467153,Elektronik & Computer > Computer > Hardware > Speichermedien > Festplatten & Zubehör > Festplatten > Externe Solid State Drives,Elektronik & Computer > Computer > Hardware > Speichermedien > Festplatten & Zubehör > Festplatten > Externe Solid State Drives,6467153,keep
6467236,Elektronik & Computer > Elektronik,Elektronik & Computer > Elektronik,6467236,keep
6467237,Elektronik & Computer > Elektronik > Heimkino & Audio,Elektronik & Computer > Elektronik > Heimkino & Audio,6467237,keep
6467238,Elektronik & Computer > Elektronik > Heimkino & Audio > Hifi & Soundsysteme,Elektronik & Computer > Elektronik > Heimkino & Audio > Hifi & Soundsysteme,6467238,keep
6467239,Elektronik & Computer > Elektronik > Heimkino & Audio > Hifi & Soundsysteme > Kopfhörer-Zubehör,Elektronik & Computer > Elektronik > Heimkino & Audio > Hifi & Soundsysteme > Kopfhörer-Zubehör,6467239,keep
6467434,Elektronik & Computer > Kabel & Kabelzubehör,Elektronik & Computer > Kabel & Kabelzubehör,6467434,keep
6467435,Elektronik & Computer > Kabel & Kabelzubehör > Kabel,Elektronik & Computer > Kabel & Kabelzubehör > Kabel,6467435,keep
6467436,Elektronik & Computer > Kabel & Kabelzubehör > Kabel > Handykabel,Elektronik & Computer > Kabel & Kabelzubehör > Kabel > Handykabel,6467436,keep
6406690,Erotikartikel,Erotikartikel,6406690,keep
6406691,Erotikartikel > Vibratoren,Erotikartikel > Vibratoren,6406691,keep
6406847,Filme & Serien,Filme & Serien,6406847,keep
6406848,Filme & Serien > Film-Fanartikel,Filme & Serien > Film-Fanartikel,6406848,keep
6406849,Filme & Serien > Film-Fanartikel > Bücher & Skripte,Filme & Serien > Film-Fanartikel > Bücher & Skripte,6406849,keep
6406874,Garten,Garten,6406874,keep
6467135,Garten & Heimwerken,Garten & Heimwerken,6467135,keep
6467213,Garten & Heimwerken > Baumarkt,Garten & Heimwerken > Baumarkt,6467213,keep
6467214,Garten & Heimwerken > Baumarkt > Badausstattung,Garten & Heimwerken > Baumarkt > Badausstattung,6467214,keep
