sku,produkt_name,BIN,BINs,initial_eingelagert_menge,initial_eingelagert_iso,initial_eingelagert_typ,initial_eingelagert_BIN,kommissionierung_stock_out_menge,offene_bestellungen_new_menge,kommissioniert_bestellungen_picked_menge,verpackt_bestellungen_packed_menge,offene_bestellungen_total_menge,aktuelle_menge_avycloud_physisch,aktuelle_menge_avycloud_inventory_field,avycloud_delta_inventory_minus_bins,avycloud_available_minus_new,baselinker_product_id,aktuelle_menge_baselinker,delta_baselinker_minus_avy_available_new,delta_baselinker_minus_avy_physisch,last_synced_iso
SKU-5526640633,Element Onerati Herren Hawaiihemd Kurzarm Beige L Leinen-Mix Print,XGA0502E,XGA0502E:1,1,2026-01-09T16:06:55.786Z,stock_in,XGA0404B,0,0,0,0,0,1,1,0,1,489021502,1,0,0,2026-02-08T01:12:27.345Z
SKU-5896801162,KYOTO GTX5L-BS Motorradbatterie 12V 4Ah – Wartungsfreie SLA (AGM),XGA0106B,XGA0106B:1,,,,,0,0,0,0,0,1,1,0,1,467473616,1,0,0,2026-02-08T01:12:28.218Z
SKU-0000608676,Maison Close Corps à Corps String Damen Gr. L – Luxuriöser Tüll Slip in Taupe –,XGA0501D,XGA0501D:1,,,,,0,0,0,0,0,1,1,0,1,499982613,1,0,0,2026-02-08T01:12:29.105Z
SKU-0000560248,Maison Close Triangle BH 560248 'Corps à Corps' – Bügelloser Tüll BH für Damen,XGA0501D,XGA0501D:1,,,,,0,0,0,0,0,1,1,0,1,499982615,1,0,0,2026-02-08T01:12:29.995Z
SKU-6722573428,"Umami Bento Box 1.2L Schwarz – Auslaufsichere Lunchbox mit Besteck,",,,11,2026-01-05T12:30:45.771Z,stock_in,XGA0201B,13,0,1,0,1,0,0,0,0,467476316,0,0,0,2026-01-30T19:57:12.937Z
SKU-8932764822,Blue Tomato Herren Quarter-Zip Sweatshirt Color-Block Schwarz Grün Grau L,XGA0405A,XGA0405A:1,1,2026-01-16T21:00:05.573Z,stock_in,XGA0405A,0,0,0,0,0,1,1,0,1,489022050,1,0,0,2026-02-08T01:12:30.850Z
SKU-1097223332,TOPSTAR Kinderdrehstuhl NIC Sportswagen – Ergonomischer Schreibtischstuhl für,XGA0305A,XGA0305A:1,1,2026-02-03T17:38:20.782Z,stock_in,XGA0305A,0,0,0,0,0,1,1,0,1,508515741,1,0,0,2026-02-08T01:12:31.726Z
SKU-5496567952,Snocks Damen Spitzen-Tangas 3er Pack Schwarz – Elegante Lace Thongs aus,XGA0501D,XGA0501D:1,1,2026-01-30T19:59:05.039Z,stock_in,XGA0501D,0,0,0,0,0,1,1,0,1,504405292,1,0,0,2026-02-08T01:12:32.596Z
SKU-8897137065,"VEVOR Diesel Standheizung XMZ-D1 8KW 12V mit LCD, Fernbedienung & App – Ideal",,,1,2026-01-24T13:53:32.073Z,stock_in,XGA0305B,1,0,1,0,1,0,0,0,0,499982788,0,0,0,2026-01-31T23:56:10.431Z
SKU-7357361636,ROHO SELECT Rollstuhl Sitzkissenbezug – Premium Ersatz für Standard & SELECT,XGA0201B,XGA0201B:1,1,2026-01-09T16:11:10.553Z,stock_in,XGA0201B,0,0,0,0,0,1,1,0,1,489022295,1,0,0,2026-02-08T01:12:33.461Z
SKU-4832582390,Bent Kador Universal Adapter für Markisen & Vorzelte – Doppelkeder Befestigung,XGA0502B,XGA0502B:1,1,2026-01-09T16:05:55.058Z,stock_in,XGA0404A,0,0,0,0,0,1,1,0,1,489022119,1,0,0,2026-02-08T01:12:34.346Z
SKU-5144694690,Stratic Light+ S Handgepäck-Trolley Mint 37L – Ultraleichter Weichschalenkoffer,XGA0404A,XGA0404A:1,1,2026-01-21T19:15:53.969Z,stock_in,XGA0404A,0,0,0,0,0,1,1,0,1,492850711,1,0,0,2026-02-08T01:12:35.210Z
SKU-8242720178,"STRATIC Straw+ Hartschalenkoffer M Rosa – Robuster Trolley mit TSA-Schloss, 4",,,1,2026-01-21T19:15:47.472Z,stock_in,XGA0404A,1,0,1,0,1,0,0,0,0,492850761,0,0,0,2026-02-07T11:30:12.352Z
SKU-8850596846,"ABUS Faltschloss BORDO 6000K BIG 120 cm – Fahrradschloss mit SH-Halterung,",,,1,2026-02-06T14:24:03.245Z,stock_in,XQGA0101A,2,0,2,0,2,0,0,0,0,467476315,0,0,0,2026-02-06T14:24:27.726Z
SKU-0200958470,"APS Glas-Trinkflasche 1 Liter – Auslaufsicher mit Edelstahldeckel für Sport,",,,,,,,1,0,1,0,1,0,0,0,0,465112797,0,0,0,2026-01-30T20:00:40.527Z
SKU-4191907503,UPMANN SOFTLINE Revisionsklappe 150x200mm – Robuste Stahlblech Wartungsklappe,XGA0403B,XGA0403B:1,1,2026-01-13T13:17:41.975Z,stock_in,XGA0403B,0,0,0,0,0,1,1,0,1,489022680,1,0,0,2026-02-08T01:12:36.071Z
SKU-1186485817,GROHE BauLoop Einhand-Waschtischarmatur M-Size mit StarLight Chrom und EcoJoy,XGA0502C,XGA0502C:1,1,2026-01-30T19:55:10.145Z,stock_in,XGA0502C,0,0,0,0,0,1,1,0,1,504381292,1,0,0,2026-02-08T01:12:36.960Z
SKU-4715041854,ESPRIT CHILL Bettwäsche-Set 155x220 cm & 80x80 cm – 2-teilig Renforcé,XGA0103B,XGA0103B:1,1,2026-01-01T17:13:06.146Z,stock_in,XGA0103B,0,0,0,0,0,1,1,0,1,473211933,1,0,0,2026-02-08T01:12:37.819Z
SKU-1892441877,PEBARO Holzbausatz Ritterburg 887 für Kinder ab 6 Jahren – Burgen & Schlösser,,,1,2026-01-01T17:09:18.761Z,stock_in,XGA0105A,1,0,1,0,1,0,0,0,0,473213026,0,0,0,2026-01-30T20:00:44.916Z
SKU-5978798764,BRITA P 1000 Wasserfilterkartusche OnLine Active – Effektiver Kalkschutz &,,,,,,,1,0,1,0,1,0,0,0,0,465107999,0,0,0,2026-01-30T20:00:44.042Z
SKU-0770525136,BRITA Purity C1100 Quell ST Filterkartusche – 11500 Liter Kapazität – Original,,,1,2026-01-20T18:08:17.066Z,stock_in,XGA0501E,1,0,1,0,1,0,0,0,0,491621988,0,0,0,2026-01-30T20:00:45.801Z
SKU-4616386559,"ATE Bremsscheiben Set für Audi A4 A5 A6 A7 Q5 Hinterachse – 300mm Vollscheiben,",XGA0106C,XGA0106C:1,,,,,0,0,0,0,0,1,1,0,1,467473617,1,0,0,2026-02-08T01:12:38.685Z
SKU-3455080661,SCHIESSER Original Classics Damen Taillenslip Feinripp Weiß Gr. 40 2er Pack,XGA0501D,XGA0501D:1,1,2026-01-09T16:05:48.184Z,stock_in,XGA0404A,0,0,0,0,0,1,1,0,1,489022994,1,0,0,2026-02-08T01:12:39.587Z
SKU-1708759606,SCHIESSER Damen Bustier 95/5 Organic Bio-Baumwolle Elasthan 2er Pack,XGA0501D,XGA0501D:1,1,2026-01-09T16:05:40.731Z,stock_in,XGA0404A,0,0,0,0,0,1,1,0,1,489022944,1,0,0,2026-02-08T01:12:40.458Z
SKU-7707703650,SCHIESSER Damen Schlafanzug-Set Kurzarm Shorts Dunkelblau Gr. 38 Baumwolle,XGA0502E,XGA0502E:1,1,2026-01-09T16:06:27.660Z,stock_in,XGA0404B,0,0,0,0,0,1,1,0,1,489023216,1,0,0,2026-02-08T01:12:41.327Z
SKU-3266280359,"Hailo AS Tandem 15/15 Einbau-Abfallsammler für Küchenunterschrank, 2x15L",,,1,2026-01-30T19:58:06.519Z,stock_in,XGA0305A,1,0,1,0,1,0,0,0,0,504395007,0,0,0,2026-02-02T14:10:02.648Z
SKU-2748406604,Castrol EDGE Turbo Diesel 5W-40 Motoröl 4 Liter – Premium Synthetik Motorenöl,,,1,2026-01-13T13:15:06.763Z,stock_in,XGA0106D,1,0,1,0,1,0,0,0,0,489023692,0,0,0,2026-01-31T23:56:12.370Z
SKU-2859032659,MFLAx Außenspiegelflagge Deutschland Universal – Auto Spiegel Cover Fanartikel,XGA0204C,XGA0204C:24,,,,,0,0,0,0,0,24,24,0,24,465272140,24,0,0,2026-02-08T01:12:42.204Z
SKU-4401248629,"Fries GmbH Deutschland Fußball Fanschal – Offizielles Design, Fein-Jersey,",XGA0202D,XGA0202D:17,,,,,0,0,0,0,0,17,17,0,17,465280625,17,0,0,2026-02-08T01:12:43.071Z
SKU-0963183292,GEDORE 19 VH Federklemmleiste für 14 Steckschlüssel-Einsätze 1/2 Zoll – Robuste,,,,,,,1,0,0,0,0,0,0,0,0,465108003,0,0,0,2026-01-30T19:57:48.098Z
SKU-7745371992,"Hansgrohe Isiflex Brauseschlauch 1,25m Chrom – Universal Duschschlauch mit",,,3,2026-01-20T18:09:52.535Z,stock_in,XGA0502C,4,0,3,0,3,0,0,0,0,490679631,0,0,0,2026-01-30T20:00:57.150Z
SKU-5493501888,Hansgrohe Isiflex Duschschlauch 160cm Chrom mit Verdrehschutz & Knickschutz –,,,2,2026-01-20T18:10:16.721Z,stock_in,XGA0502C,2,0,2,0,2,0,0,0,0,490679626,0,0,0,2026-01-30T20:01:03.304Z
SKU-4766228789,Hansgrohe MyFox Duschthermostat 13156000 296mm Metall Chrom Aufputz G 1/2 Zoll,,,2,2026-01-20T18:09:44.663Z,stock_in,XGA0502C,3,0,2,0,2,0,0,0,0,490679639,0,0,0,2026-01-30T20:00:58.037Z
SKU-8709444914,"Hansgrohe Crometta 100 1jet EcoSmart Brausenset 6,7 l/min mit Unica",XGA0501A,XGA0501A:1,1,2026-01-30T19:55:16.521Z,stock_in,XGA0501A,0,0,1,0,1,1,1,0,1,504417928,1,0,0,2026-02-08T01:12:43.930Z
SKU-2139913486,KHW Snow Flyer Lenkschlitten Pink für Kinder ab 6 Jahre – Robuster HDPE Rodel,,,1,2026-01-20T19:03:00.805Z,stock_in,XGA0203C,1,0,1,0,1,0,0,0,0,491623179,0,0,0,2026-01-30T20:00:58.910Z
SKU-5410787453,"Acamp Hängesessel Schutzhülle Ø110x200cm – Robuster, wasserdichter Premium",XGA0302D,XGA0302D:2,,,,,0,0,0,0,0,2,2,0,2,464298782,2,0,0,2026-02-08T01:12:44.824Z
SKU-2724878095,"Acamp Cappa Schutzhülle für Ovale Gartentische 160x95x75 cm – Wasserdicht,",XGA0302D,XGA0302D:3,,,,,0,0,0,0,0,3,3,0,3,464298793,3,0,0,2026-02-08T01:12:45.682Z
SKU-7700165856,"Acamp Premium Sonnenschirm Schutzhülle bis 400 cm – Ganzjahresschutz,",XGA0302E,XGA0302E:11,,,,,0,0,0,0,0,11,11,0,11,464298807,11,0,0,2026-02-08T01:12:46.552Z
SKU-0139597304,"Acamp Cappa Schutzhülle für Ampelschirme bis 300 cm – Robuste, wasserdichte",XGA0302E,XGA0302E:4,,,,,0,0,0,0,0,4,4,0,4,464298809,4,0,0,2026-02-08T01:12:47.455Z
SKU-5928571392,"Acamp Cappa Strandkorb Schutzhülle 160x79x165 cm – Wasserdicht, UV-beständig,",XGA0302E,XGA0302E:4,,,,,0,0,0,0,0,4,4,0,4,464298810,4,0,0,2026-02-08T01:12:48.340Z
SKU-3704607179,Goki 53781 Murmelspiel Klangkaskade aus Holz – Lernspielzeug mit Melodie für,XGA0105B,XGA0105B:1,1,2026-01-01T17:08:56.022Z,stock_in,XGA0105B,0,0,0,0,0,1,1,0,1,473213041,1,0,0,2026-02-08T01:12:49.201Z
SKU-3586300359,"EUROPART Ablaufschlauchverlängerung 1,5m Universal für Waschmaschine &",XGA0303D,XGA0303D:6,6,2026-02-04T10:04:17.363Z,stock_in,XGA0303D,6,0,0,0,0,6,6,0,6,465112806,6,0,0,2026-02-08T01:12:50.070Z
SKU-9885764249,Vileda King UNimate Wäscheständer Black Edition XXL 20m Trockenlänge Extra,,,,,,,0,0,1,0,1,0,0,0,0,465272159,0,0,0,2026-01-30T20:01:08.551Z
SKU-2879742273,Kela Country Heißer Stein mit Servierplatte – Naturstein Steakbrett für Grill &,XGA0402B,XGA0402B:1,1,2026-01-13T17:43:21.795Z,stock_in,XGA0402B,0,0,0,0,0,1,1,0,1,489023773,1,0,0,2026-02-08T01:12:50.932Z
SKU-7396058360,"BGS Werkstattwageneinlage 1/6: Motor-Einstellwerkzeug-Satz | für Opel, Saab,",XGA0402B,XGA0402B:1,1,2026-01-13T17:43:32.812Z,stock_in,XGA0402B,0,0,0,0,0,1,1,0,1,489024228,1,0,0,2026-02-08T01:12:51.796Z
SKU-1137525213,Febi Bilstein Radlagersatz 27386 für Opel Astra H Zafira B Vorderachse –,,,,,,,1,0,1,0,1,0,0,0,0,467476162,0,0,0,2026-01-31T23:56:14.251Z
SKU-1609202291,FEBI Bilstein Ölfilter 32103 – Premium Erstausrüsterqualität für PSA-Motoren:,XGA0106B,XGA0106B:1,,,,,0,0,0,0,0,1,1,0,1,467474755,1,0,0,2026-02-08T01:12:52.683Z
SKU-9182883969,FLENNOR Radlagersatz FR490971 für Mercedes-Benz W140 C140 Vorderachse – OE,XGA0106B,XGA0106B:2,2,2026-01-05T14:40:15.759Z,stock_in,XGA0106B,0,0,0,0,0,2,2,0,2,476175293,2,0,0,2026-02-08T01:12:53.541Z
SKU-3097738026,"EMUK Spezial Anhängerspiegel Set für Renault Espace V, Scénic IV, Grand Scénic",XGA0106D,XGA0106D:1,1,2026-01-01T17:11:13.524Z,stock_in,XGA0106D,0,0,0,0,0,1,1,0,1,473223837,1,0,0,2026-02-08T01:12:54.408Z
SKU-7173240599,"Zack Linea Mattiert-Doppel-Handtuchständer - Edelstahl, 15x80x38,5cm",XGA0204C,XGA0204C:1,1,2026-02-05T14:48:14.067Z,stock_in,XGA0204C,0,0,0,0,0,1,1,0,1,508515810,1,0,0,2026-02-08T01:12:55.321Z
SKU-4110694191,MANNOL AF13++ Kühlerfrostschutzkonzentrat 4115 5L Rot G13+ Lobrid-Technologie,,,2,2026-01-08T14:54:30.814Z,stock_in,XGA0101C,2,0,2,0,2,0,0,0,0,489024624,0,0,0,2026-01-30T20:01:12.053Z
SKU-5320936983,MANNOL Energy 5W-30 Motoröl A3/B4 SN/CH-4 Teilsynthetisch 20L Kanister für,,,1,2026-01-09T16:08:03.580Z,stock_in,XGA0106D,1,0,1,0,1,0,0,0,0,489024713,0,0,0,2026-01-30T20:01:12.960Z
SKU-0614291176,MANNOL Legend Extra 0W-30 Motoröl 5 Liter – Bi-Synthetisch (PAO+Ester) für,,,1,2026-01-08T14:52:29.894Z,stock_in,XGA0106D,1,0,1,0,1,0,0,0,0,486212653,0,0,0,2026-01-30T20:01:16.510Z
SKU-0333689520,MEYLE Federbeinstützlager Vorderachse – Premium Qualität für Mercedes E-Klasse,XGA0106C,XGA0106C:2,,,,,0,0,0,0,0,2,2,0,2,467474894,2,0,0,2026-02-08T01:12:56.188Z
SKU-0945605804,"MEYLE ATF DCG II Doppelkupplungsgetriebeöl 1L – Hochleistungs-DCTF für VW DSG,",,,6,2026-01-02T14:20:37.140Z,stock_in,XGA0106C,7,0,1,5,6,0,0,0,0,473224960,0,0,0,2026-02-09T12:51:19.941Z
SKU-9078406333,"MEYLE Inspektionspaket 112 330 0003/S für Audi VW Seat Skoda 1.6 2.0 TDI – Öl-,",XGA0106D,XGA0106D:1,1,2025-12-27T13:08:34.895Z,stock_in,XGA0106D,0,0,0,0,0,1,1,0,1,467514130,1,0,0,2026-02-08T01:12:57.927Z
SKU-6074840029,MEYLE Gelenksatz Antriebswelle radseitig mit ABS-Ring – Hochwertige Premium,XGA0106C,XGA0106C:1,1,2025-12-27T13:08:28.800Z,stock_in,XGA0106C,0,0,0,0,0,1,1,0,1,467549470,1,0,0,2026-02-08T01:12:58.791Z
SKU-8581934036,Elring Zylinderkopfschraubensatz 057.240 für VW Audi Seat Skoda Ford –,XGA0106C,XGA0106C:3,,,,,0,0,0,0,0,3,3,0,3,467474893,3,0,0,2026-02-08T01:12:59.654Z
SKU-8529588380,"Elring Dichtungssatz Zylinderkopf 542.210 für VW T5, Sharan, Alhambra –",XGA0106B,XGA0106B:1,,,,,0,0,0,0,0,1,1,0,1,467474896,1,0,0,2026-02-08T01:13:00.559Z
SKU-7321712010,"Elring Zylinderkopfdichtungssatz 1212188109 für 1.9 TDI – MLS, Ø 80,5mm, 1,49mm",XGA0106B,XGA0106B:1,,,,,0,0,0,0,0,1,1,0,1,467474903,1,0,0,2026-02-08T01:13:01.425Z
SKU-4780318569,Elring Premium Zylinderkopfdichtung 150.162 für VW Audi Seat Skoda 1.9 TDI,XGA0106B,XGA0106B:1,,,,,0,0,0,0,0,1,1,0,1,467474900,1,0,0,2026-02-08T01:13:02.285Z
SKU-1948960316,Elring Zylinderkopfdichtung 150.172 – Premium Qualität für zuverlässige,,,,,,,1,0,1,0,1,0,0,0,0,467476189,0,0,0,2026-01-31T23:56:24.241Z
SKU-7156173748,"BOSS Herren Business Socken 3er-Pack – Elegante Baumwollmischung, Schwarz,",XSGA0103B,XSGA0103B:1,1,2026-01-30T20:01:23.809Z,stock_in,XSGA0103B,0,0,0,0,0,1,1,0,1,504411629,1,0,0,2026-02-08T01:13:03.177Z
SKU-8927251416,Fischer Hammerbohrer Quattric II SDS-plus Ø 24x450/400mm – 4 Schneiden für,XGA0102B,XGA0102B:1,,,,,0,0,0,0,0,1,1,0,1,467476317,1,0,0,2026-02-08T01:13:04.047Z
SKU-3016364513,VAICO Bremsscheiben Set V25-40006 Hinterachse Ø 302mm für Ford & Land Rover,XGA0106C,XGA0106C:1,,,,,0,0,0,0,0,1,1,0,1,467476418,1,0,0,2026-02-08T01:13:04.915Z
SKU-7069040223,O'Neal Backflip Eclipse V.23 Fullface MTB / Downhill Helm Grau/Neon Gelb,XGA0202A,XGA0202A:1,1,2026-02-04T18:25:42.608Z,stock_in,XGA0202A,0,0,0,0,0,1,1,0,1,508515788,1,0,0,2026-02-08T01:13:05.799Z
SKU-6068074259,"Europet Bernina Aqua Fresh Trinkbrunnen 2.1L für Hunde & Katzen – Hygienisch,",XGA0201B,XGA0201B:1,,,,,0,0,0,0,0,1,1,0,1,465272155,1,0,0,2026-02-08T01:13:06.665Z
SKU-8414659629,Trotec 3-in-1 Kombifilter HEPA & Aktivkohle für AirgoClean 170 E / 171 E,,,4,2026-01-01T16:56:33.468Z,stock_in,XGA0203A,4,0,4,0,4,0,0,0,0,476510014,0,0,0,2026-02-07T11:34:53.334Z
SKU-7667739358,"Hartmann MoliCare Premium Mobile 6 Tropfen Schutzhose Gr. XL, 56 Stück",XGA0305A,XGA0305A:1,1,2026-02-04T18:30:13.344Z,stock_in,XGA0305A,0,0,0,0,0,1,1,0,1,508515931,1,0,0,2026-02-08T01:13:07.530Z
SKU-4961180992,Hartmann MoliCare Premium Form Extra Plus 6 Tropfen Inkontinenzeinlagen 128,XGA0204A,XGA0204A:1,1,2026-02-04T18:31:23.214Z,stock_in,XGA0204A,0,0,0,0,0,1,1,0,1,508515952,1,0,0,2026-02-08T01:13:08.417Z
SKU-2191775022,ZF Lifeguard Fluid 8 Automatikgetriebeöl 1L – Premium Getriebeöl für 8HP Pkw,,,7,2026-01-02T14:20:56.704Z,stock_in,XGA0106C,7,0,7,0,7,0,0,0,0,476182574,0,0,0,2026-01-30T20:01:24.373Z
SKU-0534200636,Würth 2K-Klingenschaber Set mit 6 Ersatzklingen – Robuster Glasschaber für,,,,,,,1,0,1,0,1,0,0,0,0,465273410,0,0,0,2026-01-30T20:01:25.260Z
SKU-1000000002,"Urban Classics Damen Leggings mit Spitzenstreifen – Schwarz, Größe S – Elegante",XSGA0103A,XSGA0103A:1,1,2026-01-27T18:02:04.701Z,stock_in,XSGA0103A,0,0,0,0,0,1,1,0,1,499985127,1,0,0,2026-02-08T01:13:09.617Z
SKU-3855746092,PARKSIDE PBRK 700 A1 Benzin-Rucksack-Kombigerät 6-in-1 – Leistungsstarkes,XGA0106E,XGA0106E:3,3,2026-01-09T16:28:30.575Z,stock_in,XGA0106E,0,0,0,0,0,3,3,0,3,489025786,3,0,0,2026-02-08T01:13:11.506Z
SKU-4269501540,"Kappa Herren T-Shirt ATOLIO – 100% Baumwolle, Regular Fit, Atmungsaktiv &",XQGA0101A,XQGA0101A:1,1,2026-01-30T16:12:47.275Z,stock_in,XQGA0101A,0,0,0,0,0,1,1,0,1,504398657,1,0,0,2026-02-08T01:13:12.578Z
SKU-6046815482,"Hansgrohe Vernis Blend 70 Waschtischarmatur mit Zugstangen-Ablaufgarnitur,",,,1,2026-01-20T18:59:05.743Z,stock_in,XGA0502C,1,0,1,0,1,0,0,0,0,491622621,0,0,0,2026-02-05T13:19:16.900Z
SKU-5940997361,"Hansgrohe Rebris E 110 Waschtischarmatur mit CoolStart, EcoSmart & AirPower –",,,1,2026-01-20T18:09:57.817Z,stock_in,XGA0502C,1,0,1,0,1,0,0,0,0,490679653,0,0,0,2026-01-30T20:01:34.551Z
SKU-2828094858,"Medion MD 18458 Filterkaffeemaschine mit Thermoskanne, 900W, Timer &",,,1,2026-01-20T18:12:31.768Z,stock_in,XGA0501C,1,0,1,0,1,0,0,0,0,491623264,0,0,0,2026-01-31T15:46:35.050Z
SKU-9881775692,"Killtec Herren Skihose Enosh XL Schwarz – Wasserdicht 8.000mm, Atmungsaktiv,",XGA0501B,XGA0501B:2,2,2026-01-26T21:02:16.911Z,stock_in,XGA0501B,0,0,0,0,0,2,2,0,2,499985156,2,0,0,2026-02-08T01:13:13.451Z
SKU-8205373469,Penthouse Damen String Ouvert 'Hot Getaway' – Verführerischer Tanga Schwarz,XGA0501D,XGA0501D:1,1,2026-01-20T18:08:26.920Z,stock_in,XGA0501D,0,0,0,0,0,1,1,0,1,491623664,1,0,0,2026-02-08T01:13:14.319Z
SKU-0563915773,PENTHOUSE Open Secret Crotchless Lace Thong für Damen | Verführerischer String,XGA0501D,XGA0501D:1,1,2026-01-20T18:08:34.135Z,stock_in,XGA0501D,0,0,0,0,0,1,1,0,1,491623731,1,0,0,2026-02-08T01:13:15.232Z
SKU-7924141652,"TOM TAILOR Herren V-Neck T-Shirt Doppelpack Schwarz – 100% Baumwolle, Regular",XGA0502C,XGA0502C:1,1,2026-01-30T20:00:22.577Z,stock_in,XGA0502C,0,0,0,0,0,1,1,0,1,504414336,1,0,0,2026-02-08T01:13:16.094Z
SKU-6154185094,"Khujo LISAD Damen Wintermantel XXL Light Moss Green – Wasserdicht, Winddicht &",XGA0405A,XGA0405A:1,1,2026-01-16T21:00:42.786Z,stock_in,XGA0405A,0,0,0,0,0,1,1,0,1,489025803,1,0,0,2026-02-08T01:13:16.962Z
SKU-4885995332,"Heidelberger BETTWAREN Winterdecke Grönland Extra Warm 135x200 cm – Kuschelig,",XGA0204A,XGA0204A:1,,,,,0,0,0,0,0,1,1,0,1,465107989,1,0,0,2026-02-08T01:13:17.864Z
SKU-3244413909,Let's BBQ Premium Grill-Gemüsekorb Set 2er Edelstahl Rostfrei Spülmaschinenfest,XGA0201B,XGA0201B:1,1,2026-01-09T16:10:58.358Z,stock_in,XGA0201B,0,0,0,0,0,1,1,0,1,489026231,1,0,0,2026-02-08T01:13:18.735Z
SKU-4973901806,Ergon GS1 Evo Ergonomische Fahrradgriffe für MTB Trekking Touren Schwarz Größe S,,,1,2026-01-01T17:10:34.987Z,stock_in,XSGA0103A,1,0,1,0,1,0,0,0,0,476182584,0,0,0,2026-01-30T19:58:40.654Z
SKU-3010724612,HUGO BOSS Herren Jeans P-Delaware3-1-20 Slim Fit Schwarz W36/L32,XGA0501D,XGA0501D:1,1,2026-01-16T21:09:19.831Z,stock_in,XGA0404B,0,0,0,0,0,1,1,0,1,489026093,1,0,0,2026-02-08T01:13:19.612Z
SKU-1747542074,BOSS Herren T-Shirt 3er Pack | Classic Crew Neck Regular Fit | 100%,XGA0105B,XGA0105B:1,1,2026-01-01T17:06:52.844Z,stock_in,XGA0105B,0,0,0,0,0,1,1,0,1,476200784,1,0,0,2026-02-08T01:13:20.492Z
SKU-5749801311,"HUGO Damen Blazer Antega – Eleganter, taillierter Business-Jerseyblazer in Grün",XGA0405A,XGA0405A:1,1,2026-01-16T20:59:12.182Z,stock_in,XGA0405A,0,0,0,0,0,1,1,0,1,489026464,1,0,0,2026-02-08T01:13:21.364Z
SKU-2126872416,CYBEX Anoris T i-Size Kindersitz Deep Black mit integriertem Airbag,XGA0106E,XGA0106E:1,1,2026-01-13T13:14:58.776Z,stock_in,XGA0106E,0,0,0,0,0,1,1,0,1,489181873,1,0,0,2026-02-08T01:13:22.251Z
SKU-2603681659,Pier One Unisex Weekender Schwarz – Nachhaltige Reisetasche aus recyceltem,,,1,2026-01-21T19:07:07.774Z,stock_in,XGA0301C,1,0,0,1,1,0,0,0,0,492850891,0,0,0,2026-02-09T12:38:21.018Z
SKU-2733489996,"Jack Wolfskin Altenberg 3in1 Herren Outdoorjacke 3XL Black Olive – Wasserdicht,",XGA0405A,XGA0405A:1,1,2026-01-16T21:00:14.179Z,stock_in,XGA0405A,0,0,0,0,0,1,1,0,1,489181810,1,0,0,2026-02-08T01:13:23.985Z
SKU-9824375922,Lawrence Grey Damen Daunenjacke Schwarz Glänzend – Elegante & Warme Winterjacke,XGA0405A,XGA0405A:1,1,2026-01-16T20:59:19.487Z,stock_in,XGA0405A,0,0,0,0,0,1,1,0,1,489181898,1,0,0,2026-02-08T01:13:24.846Z
SKU-2312450352,TT. BAGATT Damen Stiefeletten Cognac Echtleder Gr. 36 – Elegante Blockabsatz,XGA0403A,XGA0403A:1,1,2026-01-10T16:15:49.285Z,stock_in,XGA0403A,0,0,0,0,0,1,1,0,1,489688584,1,0,0,2026-02-08T01:13:25.714Z
SKU-8701402003,TT. BAGATT Damen Stiefelette Cognac Leder Blockabsatz Plateau Karree-Spitze,,,2,2026-01-10T16:15:57.696Z,stock_in,XGA0403A,2,0,2,0,2,0,0,0,0,489182011,0,0,0,2026-01-30T20:01:48.663Z
SKU-3067192877,TT. BAGATT Damen Stiefeletten Cognac Echtleder Blockabsatz 7cm Größe 38 –,XGA0403A,XGA0403A:3,3,2026-01-10T16:16:06.273Z,stock_in,XGA0403A,0,0,0,0,0,3,3,0,3,489182043,3,0,0,2026-02-08T01:13:26.577Z
SKU-5359727068,TT. BAGATT Damen Stiefeletten Gr. 39 aus Echtleder in Cognac – Stilvoller,XGA0403B,XGA0403B:3,3,2026-01-10T16:16:17.359Z,stock_in,XGA0403B,0,0,0,0,0,3,3,0,3,489182030,3,0,0,2026-02-08T01:13:27.444Z
SKU-8802720534,TT. BAGATT Damen Stiefeletten Gr. 40 Cognac Echtleder – Elegante Stiefelette,XGA0403B,XGA0403B:2,2,2026-01-10T16:16:24.441Z,stock_in,XGA0403B,0,0,0,0,0,2,2,0,2,489182136,2,0,0,2026-02-08T01:13:28.352Z
SKU-1479525764,TT. BAGATT Damen Echtleder Stiefeletten Cognac Gr. 41 – Elegante Boots mit,XGA0403B,XGA0403B:1,1,2026-01-10T16:16:30.551Z,stock_in,XGA0403B,0,0,0,0,0,1,1,0,1,488094185,1,0,0,2026-02-08T01:13:29.230Z
SKU-3831935492,CLEANMaxx Pro Polster- & Teppichreiniger Nassreiniger mit 11 kPa Saugleistung &,,,1,2026-01-20T18:11:02.165Z,stock_in,XGA0401B,1,0,1,0,1,0,0,0,0,491623754,0,0,0,2026-01-30T19:59:07.093Z
SKU-8382768165,Lawrence Grey Home Solin Bettwäsche-Set 135x200cm Baumwolle Satin Gestreift,XGA0201C,XGA0201C:1,,,,,0,0,0,0,0,1,1,0,1,465273421,1,0,0,2026-02-08T01:13:30.095Z
SKU-1803692252,GARDENA 18V Akku Starter-Kit P4A – 2.5 Ah Li-Ion Akku PBA 18V/45 & Ladegerät AL,,,1,2026-01-01T17:05:59.453Z,stock_in,XGA0105B,1,0,1,0,1,0,0,0,0,476200511,0,0,0,2026-02-06T13:29:56.166Z
