SKU,DocId,Titel,Brand,Produktart,CurrentCategoryId,CurrentBreadcrumb,CurrentRoot,Suggested1Id,Suggested1Breadcrumb,Suggested1Hit,Suggested2Id,Suggested2Breadcrumb,Suggested2Hit,Suggested3Id,Suggested3Breadcrumb,Suggested3Hit,TargetCategoryBreadcrumb,TargetCategoryId,Notes
SKU-6725568671,5713504000661,ACRE Rollator RTD08179P Erwachsene Carbonfaser 130kg Rot NEU,ACRE,Rollator,,Gesundheit & Schönheit > Mobilitätshilfen > Rollatoren,Gesundheit & Schönheit,22150,Spielzeug > Spiele > Nur für Erwachsene,1,28176,Beauty & Gesundheit > Hilfsmittel > Mobilitäts- & Gehhilfen > Gehstöcke & Rollatoren,1,1105,"Bücher & Zeitschriften > Fachbücher, Lernen & Nachschlagen > Studium & Erwachsenenbildung",1,,,missing_or_broad
SKU-7357361636,3f55c3c8-0603-4563-be53-8591b104d26e,ROHO Sitzkissenbezug 61373208013 5cm Schwarz NEU,ROHO,Sitzkissenbezug,,Gesundheit & Schönheit > Mobilität & Alltagshilfen > Rollstuhl-Zubehör > Rollstuhl-Sitzkissen,Gesundheit & Schönheit,36774,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Analogkopierer (Schwarz-Weiß),1,104431,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Digitalkopierer (Schwarz-Weiß),1,177903,Sport > Weitere Sportarten > Jagen & Schützensport > Schießstand- & Schützensportausrüstung > Schwarzpulver-Zubehör,1,,,missing_or_broad
SKU-3055174422,8b18f8c1-5ced-4f9d-989d-35fb729415fe,Anker Powerbank A1616 5000 Schwarz NEU,Anker,Powerbank,,Handy-Zubehör > Powerbanks,Handy-Zubehör,181028,Garten & Terrasse > Garten- & Landschaftsbau > Erdanker,1,81645,Sport > Bootsport > Bootsteile & Zubehör > Zubehör > Anker & Ketten,1,262216,Auto & Motorrad: Teile > Autoteile & Zubehör > Transportsysteme > Verankerungen,1,,,missing_or_broad
SKU-8049033555,6941876218462,UGREEN Handyhalterung 15846 Schwarz NEU,UGREEN,Handyhalterung,,Handy-Zubehör > Halterungen & Ständer > KFZ-Halterungen,Handy-Zubehör,36774,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Analogkopierer (Schwarz-Weiß),1,104431,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Digitalkopierer (Schwarz-Weiß),1,177903,Sport > Weitere Sportarten > Jagen & Schützensport > Schießstand- & Schützensportausrüstung > Schwarzpulver-Zubehör,1,,,missing_or_broad
SKU-5493501888,4011097314037,Hansgrohe Duschschlauch 28276000 160cm Kunststoff 1.60m Chrom NEU,Hansgrohe,Duschschlauch,,Haus & Garten > Badezimmer > Duschen & Duschzubehör > Duschschläuche,Haus & Garten,147153,"Heimwerker > Bad & Küche > Bad > Duschen, Badewannen & Teile > Duschschläuche",1,183186,Bastel- & Künstlerbedarf > Bastelmaterialien > Organisation & Aufbewahrung > Kunststoffboxen,1,179434,Auto & Motorrad: Teile > Werkzeuge > Autolackierbedarf > Spezielle Lacke & Beschichtung > Thermochromische Lacke,1,,,missing_or_broad
SKU-7745371992,4011097314013,Hansgrohe Brauseschlauch 28272000 125cm Kunststoff Chrom NEU,Hansgrohe,Brauseschlauch,,Haus & Garten > Bad & Küche > Bad > Duschen & Duschzubehör > Duschschläuche,Haus & Garten,183186,Bastel- & Künstlerbedarf > Bastelmaterialien > Organisation & Aufbewahrung > Kunststoffboxen,1,179434,Auto & Motorrad: Teile > Werkzeuge > Autolackierbedarf > Spezielle Lacke & Beschichtung > Thermochromische Lacke,1,,,,,,missing_or_broad
SKU-8243336834,4250518576153,VENDOME Matratzenauflagen Topper 21053 200 Gelschaum 90x200cm 7.5cm NEU,VENDOME,,,Haus & Garten > Möbel > Betten & Matratzen > Matratzenauflagen & Topper,Haus & Garten,175751,"Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Matratzenauflagen & -Topper",2,36022,Möbel & Wohnen > Dekoration > Deko-Accessoires > Türstopper,1,183260,Bastel- & Künstlerbedarf > Nähen > Verschlüsse > Kordelstopper,1,,,missing_or_broad
SKU-8463577445,ab8921aa-074a-4d89-beb7-b4236133851e,KSIBNW LED Streifen D347 20m Milchweißes PVC bluetooth RGB NEU,KSIBNW,LED Streifen,,Haus & Garten > Beleuchtung > LED-Streifen & -Leisten,Haus & Garten,103906,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Kleinmaterial > Heftstreifen",1,180936,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf > Schlafhilfen > Nasenstreifen,1,180362,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Karosserie & Exterieur Styling > Zierstreifen,1,,,missing_or_broad
SKU-9612106646,daff6593-8cf1-4290-b164-30ff627317a0,"FDS GmbH Wandgarderobe HW65983WH Weiß Holz, Metall NEU Gr. ca. 31.5 cm",FDS GmbH,Wandgarderobe,,Haus & Garten > Möbel > Garderoben & Kleiderständer,Haus & Garten,22133,Spielzeug > Holzspielzeug,1,136878,Spielzeug > Holzspielzeug > Mobile,1,30517,Heimwerker > Baustoffe & Holz,1,,,missing_or_broad
SKU-3831935492,4067522073659,CLEANMaxx Polster- Teppichreiniger Doppeltank-System Selbstreinigungsfunktion Easy-Fill Schwarz,CLEANMaxx,Polster- & Teppichreiniger,,Haushalt > Reinigungsgeräte,Haushalt,83044,Sport > Funsport > Gotcha > Air-Systeme & Zubehör > Remotes & Filling Stations,2,179975,Sport > Angelsport > Kleines Angelzubehör > Systeme,1,87125,Sport > Camping & Outdoor > Rucksäcke > Trinksysteme,1,,,missing_or_broad
SKU-4846246443,0250237001502,Quooker CO2-Zylinder Set mit 4 Kartuschen Metall 425g 60L Silber NEU,Quooker,CO2-Zylinder,,"Haushalt > Küche, Kochen & Genießen > Küchengeräte > Sodastream & Wassersprudler Zubehör",Haushalt,33617,Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile > Zylinderköpfe,1,168798,Heimwerker > Werkzeuge > Handwerkzeuge > Silikon- & Kartuschenpressen,1,180404,Auto & Motorrad: Teile > Auto-Tuning & -Styling > Sport-Getriebe > Kupplungszylinder,1,,,missing_or_broad
SKU-8229761001,3339082c-5066-4322-a318-4b8732a19d83,VEVOR Kompressor Kühlbox 615mm 20 Liter NEU,VEVOR,Kompressor Kühlbox,,Haushalt > Kleine Küchengeräte > Kühlboxen & Mini-Kühlschränke,Haushalt,97093,Modellbau > Auto- & Verkehrsmodelle > Literatur & Kataloge,1,180152,Auto & Motorrad: Teile > Werkzeuge > Pumpen & Kompressoren,1,184653,Heimwerker > Werkzeuge > Druckluftgeräte & Kompressoren > Sonstige,1,,,missing_or_broad
SKU-9166429134,7538f896-fb64-40ee-a606-65e08665fc2a,Schubladenteiler Bambus 43 - 56cm ohne Montage NEU,Antowin,Schubladenteiler,,Haushalt > Aufbew,Haushalt,177847,Sport > Radsport > Fahrradreparatur & Werkzeug > Montageständer,1,165931,"Sport > Angelsport > Köder, Futtermittel & Fliegen > Zubehör & Montage",1,160678,Bastel- & Künstlerbedarf > Schmuckherstellung > Schmuck-Montagezubehör > Kappen,1,,,missing_or_broad
SKU-8945251431,5025155058336,Dyson Reinigungsset 971440-01 Schwarz NEU,Dyson,Reinigungsset,,Haushaltsgeräte > Staubsauger & Zubehör > Staubsaugerzubehör,Haushaltsgeräte,36774,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Analogkopierer (Schwarz-Weiß),1,104431,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Digitalkopierer (Schwarz-Weiß),1,184610,"TV, Video & Audio > TV- & Heim-Audio-Zubehör > Audio-/Video-Medien Reinigung > A/V-Reinigungssets",1,,,missing_or_broad
SKU-7702312083,5400585052930,Flamingo Vögel Vogelvoliere Wetterfest Grau,Flamingo,Vogelvoliere,,Haustierbedarf > Vogelkäfige & Volieren,Haustierbedarf,20734,Haustierbedarf > Vögel,1,100421,Haustierbedarf > Vögel > Futter,1,11288,Haustierbedarf > Vögel > Sonstige,1,,,missing_or_broad
SKU-3324867175,7c4d3bb6-e7a1-4fa0-aa88-3da9b25134d8,"Auledio Dreifach-Handtuchhalter mit Haken 33.48*60,99 Metall Schwarz NEU",Auledio,Handtuchhalter,,Heimwerker > Bad & Küche > Badaccessoires > Handtuchhalter,Heimwerker,260584,Möbel & Wohnen > Kindermöbel & Wohnen > Badzubehör & -textilien > Handtuchhalter & -haken,2,82290,Sport > Angelsport > Kleines Angelzubehör > Haken,1,183259,Bastel- & Künstlerbedarf > Nähen > Verschlüsse > Haken,1,,,missing_or_broad
SKU-5940997361,4059625401927,Hansgrohe Waschtischarmatur 72559000 Messing Chrom NEU,Hansgrohe,Waschtischarmatur,,Heimwerker > Bad & Küche > Armaturen > Waschtischarmaturen,Heimwerker,179434,Auto & Motorrad: Teile > Werkzeuge > Autolackierbedarf > Spezielle Lacke & Beschichtung > Thermochromische Lacke,1,,,,,,,,,missing_or_broad
SKU-7824016126,2d3f8a0d-2c5f-4852-a241-8281d55e418a,LADYHOW Handseilzug 1215 Stahl Metallisch/Schwarz NEU,LADYHOW,Handseilzug,,Heimwerker > Werkzeuge > Handwerkzeuge > Seilzüge & Winden,Heimwerker,31529,"Computer, Tablets & Netzwerk > Notebook- & Desktop-Zubehör > Diebstahlschutz",1,78651,Büro & Schreibwaren > Büromöbel > Schränke & Regale > Garderoben- & Stahlspinde,1,104328,Büro & Schreibwaren > Bürotechnik > EDV-Zubehör > PC- & Laptop-Diebstahlschutz,1,,,missing_or_broad
SKU-0231755176,8720672457651,PME Legend Herren Cargohose Olivgrün Gr. W38 L32 Stretch Twill Neu,PME Legend,Cargohose,,Herrenhosen > Cargohosen,Herrenhosen,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-6508368269,8720672457613,PME Legend Herren Cargohose Olivgrün Gr. W33 L32 Stretch Twill Neu,PME Legend,Cargohose,,Herrenhosen > Cargohosen,Herrenhosen,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-0500263191,7640415026184,Namuk Schneehose Gr. EU 104 Kinder Polyester Schokolade NEU,Namuk,Schneehose,,Kinderbekleidung > Hosen > Schneehosen,Kinderbekleidung,171146,Kleidung & Accessoires > Kinder,1,25945,Spielzeug > Kinderbadespaß > Bälle,1,100982,Baby > Kinder- & Babytragen,1,,,missing_or_broad
SKU-0167269441,8720672457576,PME Legend Herren Cargohose Olivgrün Gr. W29 L32 Stretch Twill Neu,PME Legend,Cargohose,,Kleidung & Accessoires > Herrenmode > Hosen,Kleidung & Accessoires,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-1041108089,8720646487387,Tommy Hilfiger T-Shirt Gr. L Herren Baumwolle Weiß NEU,Tommy Hilfiger,T-Shirt,,Kleidung & Accessoires > Herren > Herrenmode > T-Shirts,Kleidung & Accessoires,185100,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden,2,15687,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > T-Shirts,2,181138,Sport > Golf > Golfbekleidung > Herren-Golfbekleidung > Shirts & Tops,2,,,missing_or_broad
SKU-3010724612,4063543580763,HUGO BOSS Jeans Gr. 36/32 Herren Schwarz NEU,HUGO BOSS,Jeans,,Kleidung & Accessoires > Herrenmode > Jeans,Kleidung & Accessoires,11483,Kleidung & Accessoires > Herren > Herrenmode > Jeans,2,175773,Kleidung & Accessoires > Spezielle Anlässe > Vintage-Mode > Vintage-Mode für Herren > Jeans,2,260012,Kleidung & Accessoires > Herren,1,,,missing_or_broad
SKU-3582144495,8712026447449,Boland Schlaghose Gr. M/L Unisex 100% Polyester Regenbogen NEU,Boland,Schlaghose,,Kleidung & Accessoires > Kostüme & Verkleidungen > Kostüme > 70er & 80er Jahre Kostüme,Kleidung & Accessoires,112661,Beauty & Gesundheit > Parfums > Unisex,1,260017,Kleidung & Accessoires > Kinder > Unisex für Kinder,1,178077,Sport > Radsport > Fahrradschuhe & Überschuhe > Unisex-Schuhe,1,,,missing_or_broad
SKU-3867423041,36f71981-e45d-478a-a80d-4e665f0e3352,Unbekannt BH Damen Synthetikmischung Hautfarben NEU,Unbekannt,BH,,Kleidung & Accessoires > Damenmode > Unterwäsche & Nachtwäsche > BHs,Kleidung & Accessoires,260010,Kleidung & Accessoires > Damen,1,11848,Beauty & Gesundheit > Parfums > Damen,1,15724,Kleidung & Accessoires > Damen > Damenmode,1,,,missing_or_broad
SKU-4026350484,1795362000001,Patagonia T-Shirt Gr. 24 Herren Recycelte Baumwolle Recyceltes Polyester,Patagonia,T-Shirt,,Kleidung & Accessoires > Herrenmode > T-Shirts,Kleidung & Accessoires,185100,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden,2,15687,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > T-Shirts,2,181138,Sport > Golf > Golfbekleidung > Herren-Golfbekleidung > Shirts & Tops,2,,,missing_or_broad
SKU-4961159565,8719114322466,Calvin Klein Boxershorts Gr. M Herren Baumwollmischung Schwarz NEU,Calvin Klein,Boxershorts,,Kleidung & Accessoires > Herrenmode > Unterwäsche > Boxershorts,Kleidung & Accessoires,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-5133324860,24196924186507,Patagonia Freizeithemd Gr. L Herren Bio-Baumwolle Salamandergrün NEU,Patagonia,Freizeithemd,,Kleidung & Accessoires > Herrenmode > Hemden > Freizeithemden,Kleidung & Accessoires,57990,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > Freizeithemden & Shirts,2,175770,Kleidung & Accessoires > Spezielle Anlässe > Vintage-Mode > Vintage-Mode für Herren > Freizeithemden & Shirts,2,260012,Kleidung & Accessoires > Herren,1,,,missing_or_broad
SKU-6154185094,4062493735872,Khujo Wintermantel Gr.xxL Erwachsene light moss green NEU,Khujo,Wintermantel,,"Kleidung & Accessoires > Damenbekleidung > Jacken, Mäntel & Westen > Mäntel",Kleidung & Accessoires,26333,Sport > Weitere Sportarten > Dart > Flights,1,22150,Spielzeug > Spiele > Nur für Erwachsene,1,82596,Beauty & Gesundheit > Make-up > Teint > Bronzer & Highlighter,1,,,missing_or_broad
SKU-8447826159,5059732709403,Ellesse Boxershorts Gr. M Herren 95% Baumwolle 5% Elastan Schwarz NEU,Ellesse,Boxershorts,,Kleidung & Accessoires > Herrenmode > Unterwäsche > Boxershorts,Kleidung & Accessoires,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-9255560092,8720646475988,Tommy Hilfiger T-Shirt Herren 100% Baumwolle Dunkelblau NEU,Tommy Hilfiger,T-Shirt,,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > T-Shirts,Kleidung & Accessoires,185100,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden,2,15687,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > T-Shirts,2,181138,Sport > Golf > Golfbekleidung > Herren-Golfbekleidung > Shirts & Tops,2,,,missing_or_broad
SKU-9495443556,8720672457644,PME Legend Herren Cargohose Olivgrün Gr. W36 L32 Stretch Twill Neu,PME Legend,Cargohose,,Kleidung & Accessoires > Herrenmode > Hosen > Cargohosen,Kleidung & Accessoires,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-9543142444,8720672457620,PME Legend Herren Cargohose Olivgrün Gr. W34 L32 Stretch Twill Neu,PME Legend,Cargohose,,Kleidung & Accessoires > Herrenmode > Hosen,Kleidung & Accessoires,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-9824375922,4066551928015,Lawrence Grey Daunenjacke Gr. 34 Damen 100% Polyamid Schwarz NEU,Lawrence Grey,Daunenjacke,,Kleidung & Accessoires > Damenmode > Jacken & Mäntel > Daunenjacken,Kleidung & Accessoires,260010,Kleidung & Accessoires > Damen,1,11848,Beauty & Gesundheit > Parfums > Damen,1,15724,Kleidung & Accessoires > Damen > Damenmode,1,,,missing_or_broad
SKU-5144694690,4001807905976,Stratic Trolley Light 39cm 37L Unisex Gr. S Nylon 55cm Mint NEU,Stratic,Trolley,,Koffer & Gepäck > Koffer,Koffer & Gepäck,112661,Beauty & Gesundheit > Parfums > Unisex,1,26333,Sport > Weitere Sportarten > Dart > Flights,1,106460,Sport > Weitere Ballsportarten > Badminton,1,,,missing_or_broad
SKU-2002593737,a2ad1a25-85f0-4206-ba2d-f718e75b5942,LEVEL8 Koffer Luminous 65cm Unisex 66cm Schwarz NEU,LEVEL8,Koffer,,Koffer & Reisegepäck > Koffer & Trolleys,Koffer & Reisegepäck,112661,Beauty & Gesundheit > Parfums > Unisex,1,16080,Reisen > Reisekoffer & -taschen,1,16081,Reisen > Reisekoffer & -taschen > Rucksäcke,1,,,missing_or_broad
SKU-3877364215,3219110502725,DELSEY PARIS Trolley Koffer 00 3861820 19 8R 71cm Unisex Himbeere NEU,DELSEY PARIS,Trolley Koffer,,Koffer & Reisegepäck > Koffer,Koffer & Reisegepäck,11236,Reisen > Reisekoffer & -taschen > Reisekoffer & Trolleys,2,127600,"Büro & Schreibwaren > Koffer, Taschen & Accessoires > Pilotenkoffer & Trolleys",2,112661,Beauty & Gesundheit > Parfums > Unisex,1,,,missing_or_broad
SKU-1468228360,4917616740531,SPOOK TACULAR CREATIONS Kostüm Kinder Grau NEU,SPOOK TACULAR CREATIONS,Kostüm,,Kostüme & Verkleidungen > Kinderkostüme,Kostüme & Verkleidungen,90635,Kleidung & Accessoires > Spezielle Anlässe > Kostüme & Verkleidungen > Kostüme > Baby- & Kleinkinderkostüme,2,171146,Kleidung & Accessoires > Kinder,1,52352,Haustierbedarf > Hunde > Kostüme,1,,,missing_or_broad
SKU-2007106780,8003558101221,WIDMANN Hemd Gr. L/XL Herren Polyester Schwarz Orange NEU,WIDMANN,Hemd,,Kostüme & Verkleidungen > Herrenkostüme > Hemden & Oberteile,Kostüme & Verkleidungen,181361,Sport > Camping & Outdoor > Bekleidung > Herren > Hemden,2,185100,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden,2,80967,Kleidung & Accessoires > Herren > Herrenmode > Trachtenmode > Hemden,2,,,missing_or_broad
SKU-3425228384,80035581118830,Widmann Schlaghose Gr. L/xL Herren Polyester Pink NEU,Widmann,Schlaghose,,Kostüme & Verkleidungen > Kostümzubehör,Kostüme & Verkleidungen,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-5173627811,8026196116716,DC Comics Kostüm Kinder Schwarz NEU,DC Comics,Kostüm,,Kostüme & Verkleidungen > Kinder-Kostüme,Kostüme & Verkleidungen,90635,Kleidung & Accessoires > Spezielle Anlässe > Kostüme & Verkleidungen > Kostüme > Baby- & Kleinkinderkostüme,2,171146,Kleidung & Accessoires > Kinder,1,52352,Haustierbedarf > Hunde > Kostüme,1,,,missing_or_broad
SKU-7025517137,8003558071647,Widmann Piratenmantel Damen Gr. XL Schwarz Neu,Widmann,Piratenmantel,,Kostüme & Verkleidungen > Historische & Fantasy-Kostüme > Piraten & Seefahrer,Kostüme & Verkleidungen,260010,Kleidung & Accessoires > Damen,1,11848,Beauty & Gesundheit > Parfums > Damen,1,15724,Kleidung & Accessoires > Damen > Damenmode,1,,,missing_or_broad
SKU-8223313532,5020570328828,Smiffys Clown Kostüm Set Gr. M Damen Mehrfarbig NEU,Smiffys,Clown Kostüm Set,,Kostüme & Verkleidungen > Damen-Kostüme,Kostüme & Verkleidungen,179321,Kleidung & Accessoires > Spezielle Anlässe > Erotik > Kostüme für Damen,2,53369,Kleidung & Accessoires > Spezielle Anlässe > Kostüme & Verkleidungen > Kostüme > Damenkostüme,2,260010,Kleidung & Accessoires > Damen,1,,,missing_or_broad
SKU-8934718651,8003558101238,Widmann Kostümhemd Gr. XXL Herren Schwarz Orange NEU,Widmann,Kostümhemd,,Kostüme & Verkleidungen > Herrenkostüme > Hemden & Oberteile,Kostüme & Verkleidungen,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-0789448642,1bdce1f7-aa59-4b85-a9a8-3488141ae012,Kalahari Wassergläser Set 2195173 8.5cm Glas 300ml Mehrfarbig NEU,Kalahari,Wassergläser Set,,Küche & Haushalt > Geschirr & Besteck > Gläser,Küche & Haushalt,178894,"TV, Video & Audio > Smart Glasses",1,162044,Foto & Camcorder > Teleskope & Ferngläser > Sonstige,1,28179,Foto & Camcorder > Teleskope & Ferngläser,1,,,missing_or_broad
SKU-1055381582,7630751727135,Nespresso Kaffeegläser Set 130706 Glas Transparent NEU,Nespresso,Kaffeegläser Set,,Küche & Haushalt > Gläser > Kaffeegläser,Küche & Haushalt,178894,"TV, Video & Audio > Smart Glasses",1,162044,Foto & Camcorder > Teleskope & Ferngläser > Sonstige,1,28179,Foto & Camcorder > Teleskope & Ferngläser,1,,,missing_or_broad
SKU-1665721376,9504579178456,"7 O’Clock Paris Glas-Set 15-teilig Karaffe 1,55 L + 12 Gläser 250/400 ml Riffeldesign",7 O’Clock,Glas-Set,,Küche & Haushalt > Geschirr > Glas-Sets,Küche & Haushalt,162044,Foto & Camcorder > Teleskope & Ferngläser > Sonstige,2,28179,Foto & Camcorder > Teleskope & Ferngläser,2,74927,Foto & Camcorder > Teleskope & Ferngläser > Teleskope,2,,,missing_or_broad
SKU-2879742273,4025457166471,kela Heißer Stein 16647 24cm 24x16cm NEU,Kela,Heißer Stein,,Küche & Haushalt > Kochgeschirr,Küche & Haushalt,67661,Beauty & Gesundheit > Massage > Massagesteine,1,149102,Haustierbedarf > Reptilien > Heizung > Heizsteine,1,10285,Uhren & Schmuck > Lose Diamanten & Edelsteine > Zirkonia,1,,,missing_or_broad
SKU-7514362439,8720389034565,Philips Heißluftfritteuse RapidAir Plus 6.2L 1700W NEU,Philips,Heißluftfritteuse,,Küchengeräte > Heißluft,Küchengeräte,1622,Spielzeug > Stofftiere > Bean Bags > Plüsch,1,106810,Baby > Spielzeug > Plüschtiere & -figuren,1,,,,,,missing_or_broad
SKU-5207774112,4260281755686,Lana Waschbeckenunterschrank B014082/001528 Weiß Holzwerkstoff NEU Gr. 66 cm,Lana,Waschbeckenunterschrank,,Möbel > Badmöbel > Waschbeckenunterschränke,Möbel,113913,Beauty & Gesundheit > Mund- & Zahnpflege > Zahnweiß,1,180970,Heimwerker > Baustoffe & Holz > Holz & Holzwerkstoffe > Bauholz,1,179811,Sport > Fitness & Jogging > Bekleidung > Schweißbänder,1,,,missing_or_broad
SKU-4870064003,5265145c-c73e-4905-b442-9584eb0b5d89,Köln Matratze 31464030709 200cm 100x200cm NEU,Köln,Matratze,,Möbel & Wohnen > Betten & Matratzen > Matratzen,Möbel & Wohnen,117035,Baby > Möbel > Matratzen,1,25948,Spielzeug > Kinderbadespaß > Luftmatratzen,1,20460,"Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Bettlaken",1,,,missing_or_broad
SKU-4883385910,2f144eb7-126a-43ac-90cc-c6dbf899a7d6,ZARA HOME Couchtisch 9273/072/700/99 46x70x60cm Erwachsene Mangoholz Braun,ZARA HOME,Couchtisch,,Möbel & Wohnen > Tische > Couchtische,Möbel & Wohnen,22150,Spielzeug > Spiele > Nur für Erwachsene,1,31773,Beauty & Gesundheit > Sonnenschutz & Solarium > Selbstbräuner,1,185044,Möbel & Wohnen > Beleuchtung > Smart Home-Beleuchtungen,1,,,missing_or_broad
SKU-7538503265,00174600185032,COM40 Limited sp Ersatz-Sitzkissen C22/S02 C001746 Möbelzubehör Textil NEU,COM40 Limited sp,Ersatz-Sitzkissen,,Möbel & Wohnen > Möbel > Stühle > Stuhlkissen & Auflagen,Möbel & Wohnen,34386,Möbel & Wohnen > Möbel > Möbelzubehör,1,121634,Baby > Kinderwagen & Zubehör > Ersatzteile,1,260552,Heimwerker > Sicherheitstechnik > Ersatzteile,1,,,missing_or_broad
SKU-2215117275,8720672457606,PME Legend Herren Cargohose Olivgrün Gr. W32 L32 Stretch Twill Neu,PME Legend,Cargohose,,Mode > Herren > Hosen,Mode,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-4129459884,8720672452274,PME LEGEND Herren Langarm Poloshirt Blau Gr. XL Neu,PME LEGEND,Poloshirt,,Mode > Herren > Hemden & Oberteile > Poloshirts,Mode,185101,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > Poloshirts,2,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,,,missing_or_broad
SKU-4465818458,8720672452144,PME LEGEND Herren Langarm Poloshirt Dunkelblau Gr. L Neu,PME LEGEND,Poloshirt,,Mode > Herrenmode > Shirts & Hemden > Poloshirts,Mode,185101,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > Poloshirts,2,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,,,missing_or_broad
SKU-4906689601,8720672452267,PME LEGEND Herren Langarm Poloshirt Blau Gr. L Neu,PME LEGEND,Poloshirt,,Mode > Herrenmode > Shirts & Hemden > Poloshirts,Mode,185101,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > Poloshirts,2,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,,,missing_or_broad
SKU-7739152864,8720672457682,PME Legend Herren Cargohose Olivgrün Gr. W31 L34 Stretch Twill Neu,PME Legend,Cargohose,,Mode > Herrenmode > Hosen > Cargohosen,Mode,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-8923961743,8720672457590,PME Legend Herren Cargohose Olivgrün Gr. W31 L32 Stretch Twill Neu,PME Legend,Cargohose,,Mode > Herrenmode > Hosen,Mode,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-2603681659,4064464829931,Pier One UNISEx Weekender Schwarz Gr. Size Polyurethan P1954H033-Q110ONE000,Pier One,Weekender,,Mode & Accessoires > Taschen > Reisetaschen & Weekender,Mode & Accessoires,36774,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Analogkopierer (Schwarz-Weiß),2,104431,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Digitalkopierer (Schwarz-Weiß),2,112661,Beauty & Gesundheit > Parfums > Unisex,1,,,missing_or_broad
