category_id,breadcrumb,kaufland_category_id,match_method,match_key
6557455,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Sitze, Sitzteile & Zubehör > Sicherheitsgurte, Geschirre & Teile",,,
6557456,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Sitze, Sitzteile & Zubehör > Sitzbezüge",,,
6557457,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Sitze, Sitzteile & Zubehör > Sitze",,,
6557458,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Sitze, Sitzteile & Zubehör > Weitere Sitzteile",,,
6551699,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Sonstige",,,
6551700,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Spiegel",2441,suffix_1,Spiegel
6557459,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Spiegel > Außenspiegel",18101,suffix_1,Außenspiegel
6557460,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Spiegel > Spiegelkomponenten",,,
6551702,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen",,,
6557461,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Armaturenbretter, Konsolen & -teile",,,
6557462,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Aufkleber & Folierungen",,,
6557463,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Einstiegsleisten",17541,suffix_1,Einstiegsleisten
6557464,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Embleme & Ornamente",,,
6557465,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Haltegriffe",,,
6557466,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Halterungen, Befestigungen & Montageteile",,,
6557467,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Nummernschilder, -rahmen & -halterungen",,,
6557468,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Rahmen, Hilfsträger & Überrollkäfige",,,
6562141,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Rahmen, Hilfsträger & Überrollkäfige > Rahmen & Hilfsträger",,,
6562142,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Rahmen, Hilfsträger & Überrollkäfige > Überrollkäfige",,,
6557469,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Sonstige",,,
6557470,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Stoßstangen & -teile",,,
6557471,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Verkleidungen, Türen & Kotflügel",,,
6562143,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Verkleidungen, Türen & Kotflügel > Fahrerkabinen, Türen & -teile",,,
6562144,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Verkleidungen, Türen & Kotflügel > Front- & Kühlergrills",,,
6562145,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Verkleidungen, Türen & Kotflügel > Hardtops & Dächer",,,
6562146,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Verkleidungen, Türen & Kotflügel > Heizungs-, Lüftungs-, Klimaanlagen & -teile",,,
6562147,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Verkleidungen, Türen & Kotflügel > Kotflügel",18251,suffix_1,Kotflügel
6562148,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Verkleidungen, Türen & Kotflügel > Motorhauben",18261,suffix_1,Motorhauben
6562149,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Verkleidungen, Türen & Kotflügel > Scheiben- & Scheinwerferreinigung",,,
6562150,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Verkleidungen, Türen & Kotflügel > UTV-Ladeflächen",,,
6562151,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Verkleidungen, Türen & Kotflügel > Verkleidungen",1761,suffix_1,Verkleidungen
6562152,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Verkleidungen, Türen & Kotflügel > Weitere Verkleidungen & -teile",,,
6562153,"Auto & Motorrad: Teile > Quad-, SSV- & UTV-Teile & -Zubehör > Verkleidungen & Rahmen > Verkleidungen, Türen & Kotflügel > Windschutz- & Fensterscheiben",,,
6551111,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile,,,
6551703,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile,,,
6557472,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Aufbau & Ladefläche,,,
6557473,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Auspuffanlagen & -teile,,,
6557474,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Bremsen & Bremsteile,,,
6557475,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Elektrik & Zündung,,,
6557476,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Fahrerhaus-Innenausstattung,,,
6557477,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Fahrerhäuser & Teile,,,
6557478,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Fahrwerksteile,,,
6557479,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Karosserieteile,16911,suffix_1,Karosserieteile
6557480,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Lichter, Leuchten & Blinker",,,
6562154,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Lichter, Leuchten & Blinker > Begrenzung & Markierung",,,
6562155,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Lichter, Leuchten & Blinker > Blinker",18841,suffix_1,Blinker
6562156,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Lichter, Leuchten & Blinker > Frontscheinwerfer",18861,suffix_1,Frontscheinwerfer
6562157,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Lichter, Leuchten & Blinker > Rückleuchten",43041,suffix_1,Rückleuchten
6562158,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Lichter, Leuchten & Blinker > Sonstige",,,
6562159,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Lichter, Leuchten & Blinker > Zusatzscheinwerfer",18921,suffix_1,Zusatzscheinwerfer
6557481,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Motor, Antrieb & Getriebe",,,
6557482,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > NFZ-Styling & -Accessoires,,,
6557483,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Reifen & Felgen,16361,suffix_1,Reifen & Felgen
6557484,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Sonstige,,,
6557485,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Nutzfahrzeugteile > Teile & Zubehör für Omnibusse,,,
6551704,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile,,,
6557486,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Anschluss & Kupplung,,,
6562160,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Anschluss & Kupplung > Anschlussadapter & Stromkabel,,,
6562161,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Anschluss & Kupplung > Diebstahlschutz,39391,suffix_1,Diebstahlschutz
6562162,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Anschluss & Kupplung > Kupplungsteile,,,
6562163,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Anschluss & Kupplung > Sonstige,,,
6557487,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Aufbau & Ladefläche,,,
6562164,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Aufbau & Ladefläche > Auffahrrampen,66061,suffix_1,Auffahrrampen
6562165,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Aufbau & Ladefläche > Planen,,,
6562166,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Aufbau & Ladefläche > Seilwinden,62731,suffix_1,Seilwinden
6562167,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Aufbau & Ladefläche > Sonstige,,,
6562168,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Aufbau & Ladefläche > Spanngurte & Zurrösen,,,
6557488,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Bremsanlage & -teile,,,
6557489,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Karosserie & Fahrwerk,,,
6557490,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Lichter, Leuchten & Blinker",,,
6557491,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Reifen & Felgen,16361,suffix_1,Reifen & Felgen
6557492,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Sonstige,,,
6557493,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Stützen & Keile,,,
6557494,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Pkw-Anhänger Ersatzteile > Stützräder & -halter,,,
6551705,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Sonstige,,,
6551706,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Teile für Oldtimer-Traktoren,,,
6551707,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > US-Car-Teile,,,
6557495,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > US-Car-Teile > Accessoires,1851,suffix_1,Accessoires
6557496,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > US-Car-Teile > Auspuffanlagen,16861,suffix_1,Auspuffanlagen
6557497,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > US-Car-Teile > Bremsanlage & -teile,,,
6557498,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > US-Car-Teile > Elektrik & Zündung,,,
6557499,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > US-Car-Teile > Fahrwerksteile,,,
6557500,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > US-Car-Teile > Innenausstattung,,,
6557501,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > US-Car-Teile > Karosserieteile,16911,suffix_1,Karosserieteile
6557502,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > US-Car-Teile > Lichter, Leuchten & Blinker",,,
6557503,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > US-Car-Teile > Motor, Getriebe & Achsen",,,
6557504,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > US-Car-Teile > Reifen & Felgen,16361,suffix_1,Reifen & Felgen
6557505,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > US-Car-Teile > Sonstige,,,
6557506,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > US-Car-Teile > Verschleißteile,,,
6551708,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör,,,
6557507,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Anhängerausgleich & Abschleppen,,,
6562169,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Anhängerausgleich & Abschleppen > Gurte & Riemen,,,
6562170,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Anhängerausgleich & Abschleppen > Rangierhilfen,,,
6562171,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Anhängerausgleich & Abschleppen > Sonstige,,,
6562172,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Anhängerausgleich & Abschleppen > Wagenheber & Unterlegkeile,,,
6557508,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Aufstelldächer, Markisen & Vorzelte",,,
6562173,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Aufstelldächer, Markisen & Vorzelte > Abdeckplanen",,,
6562174,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Aufstelldächer, Markisen & Vorzelte > Aufstell- & Hubdächer",,,
6562175,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Aufstelldächer, Markisen & Vorzelte > Aufstell- & Hubdachteile",,,
6562176,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Aufstelldächer, Markisen & Vorzelte > Fliegengitter & Moskitonetze",,,
6562177,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Aufstelldächer, Markisen & Vorzelte > Markisen",27101,suffix_1,Markisen
6562178,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Aufstelldächer, Markisen & Vorzelte > Markisenteile",,,
6562179,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Aufstelldächer, Markisen & Vorzelte > Sonstige",,,
6562180,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Aufstelldächer, Markisen & Vorzelte > Vorzelte",15321,suffix_1,Vorzelte
6562181,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Aufstelldächer, Markisen & Vorzelte > Vorzeltteile",,,
6557509,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Badezimmerzubehör,,,
6557510,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Beleuchtung,,,
6562182,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Beleuchtung > Außenbeleuchtung,,,
6562183,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Beleuchtung > Halterungen & Montage,,,
6562184,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Beleuchtung > Innenbeleuchtung,,,
6557511,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Elektrogeräte,,,
6562185,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Elektrogeräte > Herde & Backöfen,,,
6562186,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Elektrogeräte > Kaffeemaschinen,34341,suffix_1,Kaffeemaschinen
6562187,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Elektrogeräte > Kühlboxen,20371,suffix_1,Kühlboxen
6562188,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Elektrogeräte > Kühlschränke,33781,suffix_1,Kühlschränke
6562189,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Elektrogeräte > Mikrowellen,10411,suffix_1,Mikrowellen
6562190,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Elektrogeräte > Wasserkocher,10311,suffix_1,Wasserkocher
6557512,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Energieversorgung, Generatoren & Teile",,,
6562191,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Energieversorgung, Generatoren & Teile > Elektrische Kabel & Leitungen",,,
6562192,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Energieversorgung, Generatoren & Teile > Generatoren",,,
6562193,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Energieversorgung, Generatoren & Teile > Generatorteile",,,
6562194,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Energieversorgung, Generatoren & Teile > Inverter & Umrichter",,,
6562195,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Energieversorgung, Generatoren & Teile > Solaranlagen & -teile",,,
6562196,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Energieversorgung, Generatoren & Teile > Stromschutze",,,
6557513,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Fenster, Luken, Lüfter & Zubehör",,,
6562197,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Fenster, Luken, Lüfter & Zubehör > Belüftungsabdeckungen",,,
6562198,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Fenster, Luken, Lüfter & Zubehör > Dach- & Wandlüfter",,,
6562199,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Fenster, Luken, Lüfter & Zubehör > Fenster & Luken",,,
6562200,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Fenster, Luken, Lüfter & Zubehör > Fensterjalousien, -vorhänge & -abdeckungen",,,
6562201,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Fenster, Luken, Lüfter & Zubehör > Fensterzubehör",43451,suffix_1,Fensterzubehör
6557514,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Gassysteme,,,
6562202,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Gassysteme > Anschlüsse,,,
6562203,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Gassysteme > Füllstandsanzeiger,,,
6562204,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Gassysteme > Gasdruckregler,,,
6562205,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Gassysteme > Gasfilter,,,
6562206,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Gassysteme > Gasflaschen,,,
6562207,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Gassysteme > Rohre & Schläuche,,,
6562208,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Gassysteme > Sonstige,,,
6557515,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Klima- & Heizungsanlagen,,,
6562209,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Klima- & Heizungsanlagen > Heizungen,,,
6562210,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Klima- & Heizungsanlagen > Heizungsteile,,,
6562211,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Klima- & Heizungsanlagen > Klimaanlagen,31851,suffix_1,Klimaanlagen
6562212,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Klima- & Heizungsanlagen > Klimaanlagenteile,,,
6557516,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Küchenzubehör,9821,suffix_1,Küchenzubehör
6557517,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Möbel & Umbaukits,,,
6562213,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Möbel & Umbaukits > Betten & Bettgestelle,,,
6562214,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Möbel & Umbaukits > Küchenzeilen,68771,suffix_1,Küchenzeilen
6562215,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Möbel & Umbaukits > Matratzen,,,
6562216,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Möbel & Umbaukits > Schränke & Regale,,,
6562217,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Möbel & Umbaukits > Umbaukits,,,
6557518,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Rauch- & Gasmelder,,,
6557519,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Satelliten & TV-Technologie,,,
6562218,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Satelliten & TV-Technologie > Bedienungsfelder & Fernbedienungen,,,
6562219,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Satelliten & TV-Technologie > Kabel,,,
6562220,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Satelliten & TV-Technologie > Satelliten-Befestigungsplatten,,,
6562221,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Satelliten & TV-Technologie > Satelliten-Transporttaschen,,,
6562222,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Satelliten & TV-Technologie > Satellitenempfänger,,,
6562223,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Satelliten & TV-Technologie > Satellitensysteme,,,
6562224,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Satelliten & TV-Technologie > Sonstige,,,
6562225,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Satelliten & TV-Technologie > Stative,,,
6562226,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Satelliten & TV-Technologie > Stecker & Anschlüsse,,,
6557520,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Sonstige,,,
6557521,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Trittstufen & Leitern,,,
6557522,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Türen & Türzubehör,,,
6562227,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Türen & Türzubehör > Türen,43461,suffix_1,Türen
6562228,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Türen & Türzubehör > Türzubehör,43471,suffix_1,Türzubehör
6557523,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Wasser- & Sanitärsysteme,,,
6562229,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Wasser- & Sanitärsysteme > Abwasser- & Frostschutzmittel,,,
6562230,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Wasser- & Sanitärsysteme > Abwasserkanister & -tanks,,,
6562231,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Wasser- & Sanitärsysteme > Adapter, Regler & Ventile",,,
6562232,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Wasser- & Sanitärsysteme > Duschwannen,28371,suffix_1,Duschwannen
6562233,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Wasser- & Sanitärsysteme > Frischwasserkanister & -tanks,,,
6562234,Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Wasser- & Sanitärsysteme > Küchen- & Badezimmerwaschbecken,,,
