ID,Name,Kategorie,EAN,SKU,Bestand,Preis,Location,
464298810,acamp Strandkorb Schutzhülle Cappa,Gartenmöbel,4013556592796,SKU-5928571392,4,59.99 EUR,XGA0302E,
464302815,Latex Handschuhe 10 Stück,Handschuhe,6922738000364,SKU-9041995991,5,29.90 EUR,XGA0302C,
464303135,Latex Handschuhe 6 Stück,Reinigungshandschuhe,6954850111741,SKU-0735099796,21,17.99 EUR,XGA0302C,
464488486,CORSAIR RM1000x Netzteil 1000W,Elektronik & Computer,840006667636,SKU-7473377331,1,201.94 EUR,XGA0103B,
465027644,DUO Collection Chefsessel Tiago XXL,Stühle,4260590714022,SKU-1483282001,0,239.00 EUR,–,
465027960,FITGRIFF Gewichthebergürtel,Gewichthebergürtel,155403040304,SKU-4802639881,1,34.95 EUR,XGA0102B,
465038138,KOENIC Zitruspresse,Entsafter & Saftpressen,4049011166479,SKU-1961998362,1,29.00 EUR,XGA0103B,
465066047,Steambow Bodkinpfeile AR-Serie 6er,Bogenschießen,91120092210987,SKU-3566484007,1,23.98 EUR,XSGA0103A,
465069064,evoTrek Loop Fahrradabschleppsystem,Fahrradanhänger,4270004188707,SKU-4949389854,1,19.99 EUR,XSGA0103B,
465074749,SEEK DISCOMFORT SPARK Kartenspiel,Kartenspiele,196852765508,SKU-4358173575,1,20.00 EUR,XSGA0103B,
465085060,QinnFSIYANG E-Scooter F6,Elektroroller-Zubehör,–,SKU-4846525236,1,238.00 EUR,XGA0101A,
465085102,Lexar DDR4 SO-DIMM 8GB 3200 MHz,"Computer, Tablets & Netzwerk",4895217904977,SKU-4434702791,1,51.67 EUR,XSGA0103B,
465085103,ABUS Iven Chain 7210/110,Fahrrad,4003318877841,SKU-3047799035,1,55.95 EUR,XGA0102B,
465085198,ABUS IVERA Steel-O-Flex 7200,Schlösser,4003318551383,SKU-9335260557,1,44.99 EUR,XGA0102B,
465090922,WALSER Hagelschutzplane Perma Protect S,Auto & Motorrad,9001778309730,SKU-2633108165,1,96.95 EUR,XGA0201E,
465094422,MANN-FILTER Ölfilter HU 720/3 x,Motoren & Motorenteile,4011558327507,SKU-2690684566,1,14.48 EUR,XSGA0103B,
465097958,Beautex Jersey Spannbettlaken 90×200,Bettwäsche,4058473411560,SKU-3210037840,1,13.99 EUR,XGA0201C,
465097988,ROCKBROS Minipumpe Fahrradpumpe,Fahrradteile & -komponenten,6931915757670,SKU-4118229261,1,10.99 EUR,XSGA0103A,
465098523,Dexcom G7 Blutzuckermessgerät,Medizinische Geräte,386270002273,SKU-9912977908,1,148.00 EUR,XGA0101B,
465100094,"Gusskönig Dutch Oven Set 4,5 L",Kochgeschirr,4262448172770,SKU-4488972962,1,84.99 EUR,XGA0201E,
465100160,SONAX Scheinwerfer Aufbereitungsset,Auto & Motorrad,4064700023765,SKU-4607569519,0,49.56 EUR,–,
465103281,Philips OneBlade 360 Ersatzklingen,Herren Rasierklingen,8710103997177,SKU-6369067650,1,40.90 EUR,XSGA0103B,
465103318,DIGITAL REVOLUTION LC422 Gelb,Tintenpatronen,4050297119295,SKU-7245071607,1,15.45 EUR,XSGA0103A,
465103326,Primewire Antennenkabel 15 m,Antennen,4061474124438,SKU-7350795017,1,16.90 EUR,XGA0102B,
465103746,Siemens Entkalkungstabletten 2in1 EQ,Kaffeevollautomaten,4242003870525,SKU-5701110636,0,7.49 EUR,–,
465105281,ONVAYA Verkehrsspiegel 70°,Business & Industrie,4053757472206,SKU-8843412443,1,44.95 EUR,XGA0203B,
465105299,Knirps Taschenschirm AS.050 Navy,Regenschirme,9003034391442,SKU-9564743151,1,29.54 EUR,XSGA0103A,
465105467,KNIPEX Zangenschlüssel 200 mm,Handwerkzeuge,4003773087571,SKU-8236064906,1,20.83 EUR,XSGA0103A,
465107989,Heidelberger Bettwaren Bettdecke Grönland,Bettdecken,4063217299953,SKU-4885995332,1,64.95 EUR,XGA0204A,
465107999,BRITA Wasserfilter-Kartusche P1000,Wasserfilter-Kartuschen,4006387029807,SKU-5978798764,1,44.90 EUR,XGA0201C,
465108003,GEDORE Nusssteckleiste Federstahl,Steckschlüssel,4010886516256,SKU-0963183292,1,5.70 EUR,XGA0202D,
465110466,ToMax TM-LC-223Y Gelb,Tintenpatronen,11805620,SKU-3442148631,1,4.99 EUR,XGA0304A,
465111088,Thule Rucksack Darkest Blue,Rucksäcke & Taschen,85854258548,SKU-1844691476,1,144.45 EUR,XGA0201B,
465111098,Levoit Luftbefeuchter Classic 160,Klimaanlagen & Heizgeräte,810123671069,SKU-1890172110,1,54.69 EUR,XGA0301C,
465111103,Magic: The Gathering Commander Deck Zombies,Sammelkartenspiele / TCG,195166279855,SKU-0922374624,1,34.99 EUR,XGA0202D,
465112797,APS Glas Trinkflasche 1 L,Trinkflaschen,4004133669093,SKU-0200958470,1,5.77 EUR,XGA0202D,
465112806,EURO PART Ablaufschlauch 1.5 m,Haushaltsgeräte,4016417025303,SKU-3586300359,6,12.90 EUR,XGA0303D,
465217812,Walex Porta-Pak Max Fäkalientank-Deo,Camping & Outdoor,–,SKU-1848228084,9,112.81 EUR,XGA0104C,
465217822,Sabeatex Nackenstützkissen,Kopfkissen,633585070122,SKU-8203474346,14,41.90 EUR,XGA0101E,
465217929,Hoover Wasserzulaufschlauch Original,Waschmaschinen- & Trocknerteile,4045516002427,SKU-3178068699,43,7.49 EUR,XGA0104C,
465272140,MFLAX Außenspiegelflagge Deutschland,Zubehör,4009384341071,SKU-2859032659,24,9.49 EUR,XGA0204C,
465272155,europet bernina Trinkbrunnen,Haustierbedarf,4047059413104,SKU-6068074259,1,49.99 EUR,XGA0201B,
465272159,Vileda Wäscheständer King UNimate,Wäscheständer,4023103244009,SKU-9885764249,0,33.74 EUR,–,
465273410,Würth Klingenschaber,Handwerkzeuge,4053479285122,SKU-0534200636,1,11.50 EUR,XGA0304A,
465273421,Lawrence Grey Home Satin Bettwäsche,Bettwäsche,4069092282370,SKU-8382768165,1,38.87 EUR,XGA0201C,
465274650,Near Dark Metallpfeife Screen Prince,Zubehör,4250153617556,SKU-4649569251,1,15.99 EUR,XGA0304A,
465274659,adeo Verlag Kunstkarten-Set Blumen,Karten,4250454729170,SKU-1784585629,1,20.00 EUR,XGA0202D,
465274669,AZANO DESIGNS Katzentreppe 3er Set,Treppen,4262405220148,SKU-2431535372,1,39.00 EUR,XGA0301D,
465275945,Little Witch Nobeta Switch Day One Edition,Konsolen,5060941713129,SKU-1031821522,1,31.84 EUR,XGA0202D,
465275951,Eurofirany Verdunkelungsvorhang Logan,Accessoires,5900811829102,SKU-8404970287,1,14.90 EUR,XGA0201C,
465277230,SodaStream Glaskaraffe 0.7 L,Flaschen,7290006780805,SKU-9905416565,0,12.24 EUR,–,
465277231,SodaStream Crystal 3.0 Wassersprudler,Trinkwassersprudler,7290116742380,SKU-0225495136,1,99.99 EUR,XGA0301D,
465277232,Weleda Tagescreme Anti-Aging,Gesichtspflegegeräte,7611916163227,SKU-1703368789,1,15.79 EUR,XGA0304A,
465278478,LEGAMI MILANO Federmäppchen Kawaii,Schulbedarf,8052694010041,SKU-2801069572,0,11.95 EUR,–,
465278485,Victron Energy Batterieschalter 275A,Elektrik & Zündung,8719076052258,SKU-9132277490,1,35.39 EUR,XGA0304A,
465280616,Cloudpillo Kissen,Kissen,8720828172452,SKU-3692000771,1,55.96 EUR,XGA0201B,
465280624,CECIPA Küchenarmatur Schwarz,Küchenarmaturen,9132580602006,SKU-8036579486,1,39.99 EUR,XGA0204B,
465280625,Fries GmbH Fan Schal,Fanartikel,4009384458304,SKU-4401248629,17,7.99 EUR,XGA0202D,
465281863,Tatonka Campingtopf 4 L Edelstahl,Zubehör,4013236393873,SKU-7209250640,1,46.68 EUR,XGA0104C,
465283074,PAUDIN Santokumesser N5,Küchenmesser,–,SKU-9317337160,1,23.99 EUR,XGA0203B,
465283082,HOLA KIT Reifenreparaturset,Reifenreparatur,–,SKU-9968230318,1,8.99 EUR,XGA0102B,
465283094,Pelikan Farbband Gr. 156 C,Büro & Schreibwaren,1001551550102,SKU-8367978772,3,10.67 EUR,XGA0304B,
465284299,CCLIFE Lambdasonden-Steckschlüssel-Satz,Auto & Motorrad: Teile,4251249417357,SKU-9979752242,1,13.50 EUR,XGA0102B,
462239023,Brevillier’s CRETACOLOR Artino Zeichenset – 10-tlg.,Zubehör,9002592400207,SKU-5392843955,2,25.40 EUR,XGA0204D,
462239039,Tefal Ingenio Induktions-Pfannenset,Töpfe & Pfannen,3168430357914,SKU-5814356347,0,127.94 EUR,–,
462092417,Wera Fahrrad Werkzeug-Set 6,Werkzeug,4013288220592,SKU-1612836881,1,89.50 EUR,XGA0103B,
