category_id,breadcrumb,kaufland_category_id,match_method,match_key
6557937,Bastel- & Künstlerbedarf > Nähen > Schneiderwerkzeuge > Nahttrenner,69485,suffix_1,Nahttrenner
6551905,Bastel- & Künstlerbedarf > Nähen > Schnittmuster,69481,suffix_1,Schnittmuster
6551907,Bastel- & Künstlerbedarf > Nähen > Verschlüsse,68943,suffix_1,Verschlüsse
6557949,Bastel- & Künstlerbedarf > Nähen > Verschlüsse > Knöpfe,56791,suffix_1,Knöpfe
6557952,Bastel- & Künstlerbedarf > Nähen > Verschlüsse > Reißverschlüsse,69246,suffix_1,Reißverschlüsse
6557953,Bastel- & Künstlerbedarf > Nähen > Verschlüsse > Ringe,25271,suffix_1,Ringe
6557958,Bastel- & Künstlerbedarf > Nähen > Verzierungen > Etiketten,23121,suffix_1,Etiketten
6557984,Bastel- & Künstlerbedarf > Plastisches Gestalten > Steinbearbeitung > Rohlinge,58901,suffix_1,Rohlinge
6558005,Bastel- & Künstlerbedarf > Schmuckherstellung > Schmuck-Montagezubehör > Kappen,27081,suffix_1,Kappen
6558011,Bastel- & Künstlerbedarf > Schmuckherstellung > Schmuck-Montagezubehör > Sicherheitsnadeln,69492,suffix_1,Sicherheitsnadeln
6558014,Bastel- & Künstlerbedarf > Schmuckherstellung > Schmuck-Montagezubehör > Verschlüsse,68943,suffix_1,Verschlüsse
6551941,Bastel- & Künstlerbedarf > Textilmalerei & Dekorationen > Textilfarben,41201,suffix_1,Textilfarben
6551947,Beauty & Gesundheit > Augenoptik > Brillenetuis,68212,suffix_1,Brillenetuis
6551951,Beauty & Gesundheit > Augenoptik > Kontaktlinsen,42091,suffix_1,Kontaktlinsen
6551952,Beauty & Gesundheit > Augenoptik > Kontaktlinsenbehälter,42151,suffix_1,Kontaktlinsenbehälter
6551955,Beauty & Gesundheit > Augenoptik > Lesebrillen,28001,suffix_1,Lesebrillen
6551956,Beauty & Gesundheit > Augenoptik > Lupen,30361,suffix_1,Lupen
6558034,Beauty & Gesundheit > Enthaarung & Rasur > Elektrische Geräte Enthaarung & Rasur > Epilierer,31421,suffix_1,Epilierer
6551967,Beauty & Gesundheit > Enthaarung & Rasur > Pinzetten,2581,suffix_1,Pinzetten
6558048,Beauty & Gesundheit > Familienplanung & Erotik > Sexspielzeug > Sexspielzeugreiniger,61841,suffix_1,Sexspielzeugreiniger
6558049,Beauty & Gesundheit > Haarpflege & Haarstyling > Elektrische Haarstyling Geräte > Haartrockner,31231,suffix_1,Haartrockner
6551994,Beauty & Gesundheit > Haarpflege & Haarstyling > Wattestäbchen,3061,suffix_1,Wattestäbchen
6551152,Beauty & Gesundheit > Hautpflege,41,suffix_1,Hautpflege
6551999,Beauty & Gesundheit > Hautpflege > Gesichtsmasken,841,suffix_1,Gesichtsmasken
6552001,Beauty & Gesundheit > Hautpflege > Gesichtspeelings,771,suffix_1,Gesichtspeelings
6552014,Beauty & Gesundheit > Hautpflege > Wattestäbchen,3061,suffix_1,Wattestäbchen
6558063,Beauty & Gesundheit > Hilfsmittel > Alltagshilfen > Hörhilfen,69426,suffix_1,Hörhilfen
6558064,Beauty & Gesundheit > Hilfsmittel > Alltagshilfen > Inhalatoren,66871,suffix_1,Inhalatoren
6558087,Beauty & Gesundheit > Hilfsmittel > Messgeräte & Tests > Thermometer,10961,suffix_1,Thermometer
6558088,Beauty & Gesundheit > Hilfsmittel > Mobilitäts- & Gehhilfen > Elektromobile,70159,suffix_1,Elektromobile
6558091,Beauty & Gesundheit > Hilfsmittel > Mobilitäts- & Gehhilfen > Rollstühle,66601,suffix_1,Rollstühle
6551154,Beauty & Gesundheit > Körperpflege,211,suffix_1,Körperpflege
6552023,Beauty & Gesundheit > Körperpflege > Badeöle,3211,suffix_1,Badeöle
6552024,Beauty & Gesundheit > Körperpflege > Badesalze,3251,suffix_1,Badesalze
6552025,Beauty & Gesundheit > Körperpflege > Deodorants,181,suffix_2,Körperpflege > Deodorants
6552028,Beauty & Gesundheit > Körperpflege > Körperpuder,981,suffix_2,Körperpflege > Körperpuder
6552032,Beauty & Gesundheit > Körperpflege > Schaumbäder,3191,suffix_1,Schaumbäder
6558101,Beauty & Gesundheit > Körperpflege > Sexspielzeug > Sexspielzeugreiniger,61841,suffix_1,Sexspielzeugreiniger
6558105,Beauty & Gesundheit > Make-up > Augen > Lidschatten,1991,suffix_1,Lidschatten
6558116,Beauty & Gesundheit > Make-up > Lippen > Lippenstifte,1291,suffix_1,Lippenstifte
6558121,Beauty & Gesundheit > Make-up > Make-up-Utensilien > Spiegel,2441,suffix_1,Spiegel
6558130,Beauty & Gesundheit > Make-up > Teint > Puder,1901,suffix_1,Puder
6558131,Beauty & Gesundheit > Make-up > Teint > Rouge,1911,suffix_1,Rouge
6552049,Beauty & Gesundheit > Maniküre & Pediküre > Nagellackentferner,441,suffix_1,Nagellackentferner
6558153,Beauty & Gesundheit > Medikamente von Apothekern > Ohrenpflege > Ohrstöpsel,69602,suffix_1,Ohrstöpsel
6558156,Beauty & Gesundheit > Mund- & Zahnpflege > Elektrische Mund- & Zahnpflege > Elektrische Zahnbürsten,31711,suffix_1,Elektrische Zahnbürsten
6558157,Beauty & Gesundheit > Mund- & Zahnpflege > Elektrische Mund- & Zahnpflege > Ersatzbürsten,52571,suffix_1,Ersatzbürsten
6558158,Beauty & Gesundheit > Mund- & Zahnpflege > Elektrische Mund- & Zahnpflege > Mundduschen,69418,suffix_1,Mundduschen
6552090,Beauty & Gesundheit > Mund- & Zahnpflege > Handzahnbürsten,31601,suffix_1,Handzahnbürsten
6552099,Beauty & Gesundheit > Mund- & Zahnpflege > Zahnweiß,591,suffix_1,Zahnweiß
6552109,Beauty & Gesundheit > Natur- & Alternativheilmittel > Magnetfeldtherapie,68362,suffix_1,Magnetfeldtherapie
6558163,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf > Blutzucker-Behandlung > Blutzuckermessgeräte,2621,suffix_1,Blutzuckermessgeräte
6552129,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf > Damenhygiene,59591,suffix_1,Damenhygiene
6558173,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf > Damenhygiene > Menstruationstassen,69317,suffix_2,Damenhygiene > Menstruationstassen
6558174,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf > Damenhygiene > Slipeinlagen,661,suffix_2,Damenhygiene > Slipeinlagen
6558176,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf > Damenhygiene > Tampons,651,suffix_2,Damenhygiene > Tampons
6558180,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf > Erste Hilfe > Erste-Hilfe-Sets,60951,suffix_1,Erste-Hilfe-Sets
6552135,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf > Pillendosen,62631,suffix_1,Pillendosen
6558197,Beauty & Gesundheit > Pflege- & Medizinischer Bedarf > Schlafhilfen > Schlafmasken,69531,suffix_1,Schlafmasken
6552149,Beauty & Gesundheit > Sonnenschutz & Solarium > Selbstbräuner,971,suffix_1,Selbstbräuner
6552151,Beauty & Gesundheit > Sonnenschutz & Solarium > Sonnenschutz,231,suffix_1,Sonnenschutz
6558211,Beauty & Gesundheit > Vitamine & Lifestyle Nahrungsergänzungsmittel > Diät & Gewichtsmanagement > Personenwaagen,32731,suffix_1,Personenwaagen
6552189,Beauty & Gesundheit > Vitamine & Lifestyle Nahrungsergänzungsmittel > Nahrungsergänzungsmittel,65991,suffix_1,Nahrungsergänzungsmittel
6551170,Bücher & Zeitschriften > Bücher,6261,suffix_1,Bücher
6552198,Bücher & Zeitschriften > Buchzubehör > Lesezeichen,40401,suffix_1,Lesezeichen
6552211,Büro & Schreibwaren > Buchzubehör > Lesezeichen,40401,suffix_1,Lesezeichen
6558224,Büro & Schreibwaren > Büromöbel > Kleinmöbel & Accessoires > Bodenschutzmatten,67331,suffix_1,Bodenschutzmatten
6558228,Büro & Schreibwaren > Büromöbel > Kleinmöbel & Accessoires > Schirmständer,5061,suffix_1,Schirmständer
6558230,Büro & Schreibwaren > Büromöbel > Kleinmöbel & Accessoires > Tresore,56741,suffix_1,Tresore
6558231,Büro & Schreibwaren > Büromöbel > Leuchten & Leuchtmittel > Deckenleuchten,4361,suffix_1,Deckenleuchten
6558236,Büro & Schreibwaren > Büromöbel > Leuchten & Leuchtmittel > Wandleuchten,4351,suffix_1,Wandleuchten
6558237,Büro & Schreibwaren > Büromöbel > Schränke & Regale > Aktenschränke,6121,suffix_1,Aktenschränke
6558243,Büro & Schreibwaren > Büromöbel > Schränke & Regale > Schubladenschränke,6141,suffix_1,Schubladenschränke
6558248,Büro & Schreibwaren > Büromöbel > Sitzmöbel > Hocker,4321,suffix_1,Hocker
6558253,Büro & Schreibwaren > Büromöbel > Tische > Schreibtische,5651,suffix_1,Schreibtische
6552221,Büro & Schreibwaren > Bürotechnik > Aktenvernichter,37661,suffix_2,Bürotechnik > Aktenvernichter
6552225,Büro & Schreibwaren > Bürotechnik > Bindegeräte,40891,suffix_1,Bindegeräte
6552231,Büro & Schreibwaren > Bürotechnik > Falz- & Kuvertiergeräte,37731,suffix_2,Bürotechnik > Falz- & Kuvertiergeräte
6552232,Büro & Schreibwaren > Bürotechnik > Faxgeräte,37701,suffix_2,Bürotechnik > Faxgeräte
6552233,Büro & Schreibwaren > Bürotechnik > Frankiermaschinen,37841,suffix_2,Bürotechnik > Frankiermaschinen
6558284,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Toner,39501,suffix_1,Toner
6552239,Büro & Schreibwaren > Bürotechnik > Laminiergeräte,37761,suffix_2,Bürotechnik > Laminiergeräte
6558288,Büro & Schreibwaren > Bürotechnik > Overhead- & LCD-Projektoren > Overheadprojektoren,37791,suffix_1,Overheadprojektoren
6552242,Büro & Schreibwaren > Bürotechnik > Schreibmaschinen,37781,suffix_2,Bürotechnik > Schreibmaschinen
6552247,Büro & Schreibwaren > Geschenk- & Werbeartikel > Feuerzeuge,23321,suffix_1,Feuerzeuge
6552249,Büro & Schreibwaren > Geschenk- & Werbeartikel > Schlüsselanhänger,27941,suffix_1,Schlüsselanhänger
6552253,Büro & Schreibwaren > Geschenk- & Werbeartikel > Tassen,22441,suffix_1,Tassen
6552259,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Etiketten",23121,suffix_1,Etiketten
6552260,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Fotoalben",23051,suffix_1,Fotoalben
6558305,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Kleinmaterial > Büroklammern",40621,suffix_1,Büroklammern
6558306,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Kleinmaterial > Gummibänder",40641,suffix_1,Gummibänder
6558307,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Kleinmaterial > Heftklammern",40631,suffix_1,Heftklammern
6558308,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Kleinmaterial > Heftstreifen",39061,suffix_1,Heftstreifen
6552264,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Lesezeichen",40401,suffix_1,Lesezeichen
6558313,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Locher & Hefter > Locher",23091,suffix_1,Locher
6562410,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Ordnen & ablegen > Ablagen & Ablagesysteme > Karteikarten",39081,suffix_1,Karteikarten
6562411,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Ordnen & ablegen > Ablagen & Ablagesysteme > Karteikästen",38841,suffix_1,Karteikästen
6562413,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Ordnen & ablegen > Ablagen & Ablagesysteme > Stehsammler",39001,suffix_1,Stehsammler
6558319,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Ordnen & ablegen > Ordner",39011,suffix_1,Ordner
6558323,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Papier, Hefte & Blöcke > Adressbücher",40421,suffix_1,Adressbücher
6558324,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Papier, Hefte & Blöcke > Blöcke",38131,suffix_1,Blöcke
6558328,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Papier, Hefte & Blöcke > Fotopapiere",38011,suffix_1,Fotopapiere
6558331,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Papier, Hefte & Blöcke > Hefte",38121,suffix_1,Hefte
6558335,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Filzstifte",38451,suffix_1,Filzstifte
6558336,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Fineliner",38201,suffix_1,Fineliner
6558337,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Füllfederhalter",38281,suffix_1,Füllfederhalter
6558340,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Kugelschreiber",38481,suffix_1,Kugelschreiber
6558342,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Schreibsets",58211,suffix_1,Schreibsets
6552270,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Stempel",45471,suffix_1,Stempel
6552272,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Visitenkarten",40991,suffix_1,Visitenkarten
6552275,Büro & Schreibwaren > Präsentationsbedarf > Pinnwände,40261,suffix_1,Pinnwände
6558346,Büro & Schreibwaren > Präsentationsbedarf > Präsentations-Zubehör > Karten,23201,suffix_1,Karten
6558351,Büro & Schreibwaren > Präsentationsbedarf > Präsentations-Zubehör > Namensschilder,23231,suffix_1,Namensschilder
6558354,Büro & Schreibwaren > Schulbedarf > Schreibtischzubehör > Schreibtischunterlagen,23181,suffix_1,Schreibtischunterlagen
6558357,Büro & Schreibwaren > Schulbedarf > Schul- & Jugendschreibgeräte > Bleistifte,45441,suffix_1,Bleistifte
6558358,Büro & Schreibwaren > Schulbedarf > Schul- & Jugendschreibgeräte > Buntstifte,38541,suffix_1,Buntstifte
6558367,Büro & Schreibwaren > Schulbedarf > Schulhefte & -blöcke > Blöcke,38131,suffix_1,Blöcke
6558368,Büro & Schreibwaren > Schulbedarf > Schulhefte & -blöcke > Heftboxen,62181,suffix_1,Heftboxen
6552288,Büro & Schreibwaren > Schulbedarf > Schultüten,41491,suffix_1,Schultüten
6552295,Büro & Schreibwaren > Technischer Zeichenbedarf > Lineale,38621,suffix_1,Lineale
6552297,Büro & Schreibwaren > Technischer Zeichenbedarf > Scheren,10751,suffix_1,Scheren
6552303,Büro & Schreibwaren > Technischer Zeichenbedarf > Zeichenkegel,65901,suffix_1,Zeichenkegel
6552305,Büro & Schreibwaren > Technischer Zeichenbedarf > Zirkel,38651,suffix_1,Zirkel
6558373,"Business & Industrie > Agrar, Forst & Kommune > Arbeitskleidung & -schutz > Handschuhe",27131,suffix_1,Handschuhe
6558376,"Business & Industrie > Agrar, Forst & Kommune > Arbeitskleidung & -schutz > Sicherheitshelme",33841,suffix_1,Sicherheitshelme
6562414,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Anhänger > Anhängerkupplungen",19681,suffix_1,Anhängerkupplungen
6562417,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Anhänger > Stützräder",15761,suffix_1,Stützräder
6562433,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Motorsägen > Sägeketten",43561,suffix_1,Sägeketten
6564001,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren > Anbaugeräte > Frontlader",34141,suffix_1,Frontlader
6564004,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren > Antrieb, Motor & Getriebe > Anlasser",18491,suffix_1,Anlasser
6564011,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren > Antrieb, Motor & Getriebe > Glühkerzen",69473,suffix_1,Glühkerzen
6564015,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren > Antrieb, Motor & Getriebe > Lichtmaschinen",18601,suffix_1,Lichtmaschinen
6564027,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren > Karosse, Fahrwerk & Elektrik > Karosserieteile",16911,suffix_1,Karosserieteile
6564036,"Business & Industrie > Agrar, Forst & Kommune > Ersatzteile, Teile & Zubehör > Teile & Zubehör Traktoren > Karosse, Fahrwerk & Elektrik > Spiegel",2441,suffix_1,Spiegel
6558385,"Business & Industrie > Agrar, Forst & Kommune > Forsttechnik > Äxte & Beile",26951,suffix_1,Äxte & Beile
6558388,"Business & Industrie > Agrar, Forst & Kommune > Forsttechnik > Holzspalter",33891,suffix_1,Holzspalter
6558393,"Business & Industrie > Agrar, Forst & Kommune > Gartenbau- & Kommunaltechnik > Häcksler",27431,suffix_1,Häcksler
6558394,"Business & Industrie > Agrar, Forst & Kommune > Gartenbau- & Kommunaltechnik > Heckenscheren",26991,suffix_1,Heckenscheren
6558400,"Business & Industrie > Agrar, Forst & Kommune > Gartenbau- & Kommunaltechnik > Rasenmäher",43381,suffix_1,Rasenmäher
6558401,"Business & Industrie > Agrar, Forst & Kommune > Gartenbau- & Kommunaltechnik > Räum- & Streugeräte",27271,suffix_1,Räum- & Streugeräte
6558403,"Business & Industrie > Agrar, Forst & Kommune > Gartenbau- & Kommunaltechnik > Vertikutierer",43391,suffix_1,Vertikutierer
6562443,"Business & Industrie > Agrar, Forst & Kommune > Hof- & Viehtechnik > Zäune & Pfähle > Weidezaungeräte",68918,suffix_1,Weidezaungeräte
6562469,"Business & Industrie > Agrar, Forst & Kommune > Spezial-Landwirtschaft > Imkerei > Gläser",22531,suffix_1,Gläser
6558455,"Business & Industrie > Automation, Antriebe & Motoren > Mechanische Antriebstechnik > Bremsen",16871,suffix_1,Bremsen
6562514,"Business & Industrie > Automation, Antriebe & Motoren > Mechanische Antriebstechnik > Ketten & Kettenräder > Kettenräder",18401,suffix_1,Kettenräder
6562515,"Business & Industrie > Automation, Antriebe & Motoren > Mechanische Antriebstechnik > Ketten & Kettenräder > Kettenspanner",18451,suffix_1,Kettenspanner
6562535,"Business & Industrie > Automation, Antriebe & Motoren > Mechanische Antriebstechnik > Riemen & Scheiben > Antriebsriemen",54781,suffix_1,Antriebsriemen
6558489,Business & Industrie > Baugewerbe > Arbeitskleidung & -schutz > Handschuhe,27131,suffix_1,Handschuhe
6558490,Business & Industrie > Baugewerbe > Arbeitskleidung & -schutz > Helme,47271,suffix_1,Helme
6562572,"Business & Industrie > Baugewerbe > Baumaschinenteile & Zubehör > Antrieb, Motor & Getriebe > Glühkerzen",69473,suffix_1,Glühkerzen
6562579,"Business & Industrie > Baugewerbe > Baumaschinenteile & Zubehör > Antrieb, Motor & Getriebe > Ventile",43271,suffix_1,Ventile
6562590,"Business & Industrie > Baugewerbe > Baumaschinenteile & Zubehör > Karosse, Fahrwerk & Elektrik > Spiegel",2441,suffix_1,Spiegel
6558515,Business & Industrie > Baugewerbe > Baustellengeräte & -ausrüstung > Kompressoren,31131,suffix_1,Kompressoren
6558516,Business & Industrie > Baugewerbe > Baustellengeräte & -ausrüstung > Kreissägen,32301,suffix_1,Kreissägen
6562603,Business & Industrie > Baugewerbe > Baustellengeräte & -ausrüstung > Laser- & Vermessungstechnik > Rotationslaser,30621,suffix_1,Rotationslaser
6558532,Business & Industrie > Baustoffe & Bauelemente > Bedachung & Dachrinnen > Dachziegel & -schindeln,62261,suffix_1,Dachziegel & -schindeln
6558547,Business & Industrie > Baustoffe & Bauelemente > Deckenplatten & Zubehör > Deckenplatten,69208,suffix_1,Deckenplatten
6558550,Business & Industrie > Baustoffe & Bauelemente > Fenster & Fensterbeschläge > Fensterbänke,29061,suffix_1,Fensterbänke
6558573,Business & Industrie > Baustoffe & Bauelemente > Industrielle Sanitärinstallation > Ventile,43271,suffix_1,Ventile
6558574,Business & Industrie > Baustoffe & Bauelemente > Industrielle Sanitärinstallation > Waschbecken,28421,suffix_1,Waschbecken
6558588,Business & Industrie > Baustoffe & Bauelemente > Leisten & Zierwerk > Stuckleisten,67091,suffix_1,Stuckleisten
6558603,Business & Industrie > Baustoffe & Bauelemente > Türen & Türbeschläge > Türen,43461,suffix_1,Türen
6558604,Business & Industrie > Baustoffe & Bauelemente > Türen & Türbeschläge > Türrahmen,29321,suffix_1,Türrahmen
6558622,"Business & Industrie > Befestigungsteile & Eisenwaren > Klemmen, Binder & Gummileinen > Kabelbinder",30091,suffix_1,Kabelbinder
6552358,Business & Industrie > Befestigungsteile & Eisenwaren > Magnete,38791,suffix_1,Magnete
6552359,Business & Industrie > Befestigungsteile & Eisenwaren > Muttern,29761,suffix_1,Muttern
6558632,Business & Industrie > Befestigungsteile & Eisenwaren > Nägel & Heftklammern > Tackerklammern,31221,suffix_1,Tackerklammern
6552361,Business & Industrie > Befestigungsteile & Eisenwaren > Nieten,29781,suffix_1,Nieten
6552363,Business & Industrie > Befestigungsteile & Eisenwaren > Schrauben,29811,suffix_1,Schrauben
6552367,Business & Industrie > Befestigungsteile & Eisenwaren > Unterlegscheiben,29871,suffix_1,Unterlegscheiben
6558717,Business & Industrie > Druckerei & Copyshop > Bindegeräte & Hefter > Bindegeräte,40891,suffix_1,Bindegeräte
6558728,Business & Industrie > Druckerei & Copyshop > Druckmaschinen & Plotter > Plotter,39461,suffix_1,Plotter
6552393,Business & Industrie > Druckerei & Copyshop > Frankiermaschinen,37841,suffix_1,Frankiermaschinen
6558742,Business & Industrie > Druckerei & Copyshop > Laminiergeräte & Folien > Laminiergeräte,37761,suffix_1,Laminiergeräte
6552398,Business & Industrie > Druckerei & Copyshop > Scanner,47751,suffix_1,Scanner
6552402,Business & Industrie > Druckerei & Copyshop > Visitenkarten,40991,suffix_1,Visitenkarten
6558751,Business & Industrie > Elektronik & Messtechnik > Elektronische Komponenten & Halbleiter > Kondensatoren,43191,suffix_1,Kondensatoren
6562649,Business & Industrie > Elektronik & Messtechnik > Elektronische Komponenten & Halbleiter > Wärmemanagement > Wärmetauscher,17201,suffix_1,Wärmetauscher
6558758,Business & Industrie > Elektronik & Messtechnik > Gehäuse & Schaltschränke > Schaltschränke,69850,suffix_1,Schaltschränke
6562719,Business & Industrie > Elektronik & Messtechnik > Mess- & Prüftechnik > Messgeräte & Detektoren > Metalldetektoren,69399,suffix_1,Metalldetektoren
6564063,Business & Industrie > Elektronik & Messtechnik > Mess- & Prüftechnik > Messgeräte & Detektoren > Stromkreisprüfer & Multimeter > Spannungsmessgeräte,30641,suffix_1,Spannungsmessgeräte
6564064,Business & Industrie > Elektronik & Messtechnik > Mess- & Prüftechnik > Messgeräte & Detektoren > Stromkreisprüfer & Multimeter > Strommessgeräte,64091,suffix_1,Strommessgeräte
6564066,Business & Industrie > Elektronik & Messtechnik > Mess- & Prüftechnik > Messgeräte & Detektoren > Thermometer & Hygrometer > Hygrometer,32511,suffix_1,Hygrometer
6564068,Business & Industrie > Elektronik & Messtechnik > Mess- & Prüftechnik > Messgeräte & Detektoren > Thermometer & Hygrometer > Sonstige Thermometer,66461,suffix_1,Sonstige Thermometer
6562729,Business & Industrie > Elektronik & Messtechnik > Mess- & Prüftechnik > Messgeräte & Detektoren > Vibrationsmessgeräte,30661,suffix_1,Vibrationsmessgeräte
6558773,Business & Industrie > Elektronik & Messtechnik > Mess- & Prüftechnik > Sonstige Messtechnik,65371,suffix_1,Sonstige Messtechnik
6552408,Business & Industrie > Elektronik & Messtechnik > Netzteile,39811,suffix_1,Netzteile
6552410,Business & Industrie > Elektronik & Messtechnik > Relais,18641,suffix_1,Relais
6552418,Business & Industrie > Fertighausbausätze > Visitenkarten,40991,suffix_1,Visitenkarten
6562773,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Bar- & Ausschankausstattung > Bierausschanktechnik > Tropfbleche,35051,suffix_1,Tropfbleche
6562778,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Bar- & Ausschankausstattung > Bierausschanktechnik > Zapfköpfe,35011,suffix_1,Zapfköpfe
6564077,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Bar- & Ausschankausstattung > Gastronomie-Barausstattung > Barkeeperausstattung & Zubehör > Barlöffel,58931,suffix_1,Barlöffel
6564089,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Bar- & Ausschankausstattung > Gastronomie-Kaffee-, Kakao- & Teeausstattung > Kaffee- & Espressomaschinen > Kaffeevollautomaten",11171,suffix_1,Kaffeevollautomaten
6558849,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Fun Food-Technik > Popcornmaschinen,9991,suffix_1,Popcornmaschinen
6558855,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Fun Food-Technik > Zuckerwattemaschinen,68929,suffix_1,Zuckerwattemaschinen
6564096,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gastronomie-Küchenausstattung > Gastronomie-Kochgeschirr- & zubehör > Gastronomie-Backformen & -bleche > Backbleche,20641,suffix_1,Backbleche
6564101,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gastronomie-Küchenausstattung > Gastronomie-Kochgeschirr- & zubehör > Gastronomie-Backformen & -bleche > Pizzableche,20631,suffix_1,Pizzableche
6564106,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gastronomie-Küchenausstattung > Gastronomie-Kochgeschirr- & zubehör > Gastronomie-Küchenhelfer > Küchenzangen,35421,suffix_1,Küchenzangen
6564108,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gastronomie-Küchenausstattung > Gastronomie-Kochgeschirr- & zubehör > Gastronomie-Küchenhelfer > Pizzaschaufeln,63651,suffix_1,Pizzaschaufeln
6564110,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gastronomie-Küchenausstattung > Gastronomie-Kochgeschirr- & zubehör > Gastronomie-Küchenhelfer > Schaumlöffel,35491,suffix_1,Schaumlöffel
6564111,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gastronomie-Küchenausstattung > Gastronomie-Kochgeschirr- & zubehör > Gastronomie-Küchenhelfer > Schneebesen,35431,suffix_1,Schneebesen
6564112,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gastronomie-Küchenausstattung > Gastronomie-Kochgeschirr- & zubehör > Gastronomie-Küchenhelfer > Schneidebretter,20461,suffix_1,Schneidebretter
6558859,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gastronomie-Küchenausstattung > Küchengeräte,9781,suffix_1,Küchengeräte
6564126,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gastronomie-Küchenausstattung > Küchengeräte > Gastronomie-Kochherde > Kochplatten,45411,suffix_1,Kochplatten
6562853,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gastronomie-Küchenausstattung > Küchengeräte > Kochkessel,33201,suffix_1,Kochkessel
6558860,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gastronomie-Küchenausstattung > Lüftungsanlagen,69835,suffix_1,Lüftungsanlagen
6562863,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gastronomie-Küchenausstattung > Regale & Aufbewahrung > Vorratsdosen,20281,suffix_1,Vorratsdosen
6562866,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gastronomie-Küchenausstattung > Reinigungs- & Spültechnik > Durchlauferhitzer,66651,suffix_1,Durchlauferhitzer
6564166,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gastronomie-Küchenausstattung > Vorbereitungsgeräte > Gastronomie-Metzgereiausstattung > Fleischwölfe,61491,suffix_1,Fleischwölfe
