productId,sku,title,title_len,brand,category,barcode_count,invalid_barcodes,nonstandard_barcodes,flags
5820082016105,SKU-5753016417,"Audi Fußmatten Set Vorne, Hinten NEU Q5 8R Schwarz Velours Audi Q5 8R Nein",74,Audi,"Auto & Motorrad: Teile > Autoteile & Zubehör > Innenausstattung > Fußmatten, Teppiche & Laderaumwannen",0,,,barcode_missing
5900811829102,SKU-8404970287,Eurofirany Verdunkelungsvorhang Logan: Perfekte Verdunkelung & Privatsphäre,75,Eurofirany,"Spielzeug > Bären, -kleidung & Zubehör > Bärenkleidung & Accessoires",1,,,
5901532626087,SKU-1746174206,Polcar Außenspiegel 3238522E 735480887 Kunststoff Fiat Ducato (2006-2011),73,Polcar,Auto & Motorrad: Teile,1,,,category_too_broad|category_text_not_breadcrumb
5904270013775,SKU-5437386727,"JPN Radlagersatz 10L0503-JPN für KIA Sportage ix35, Ø 84mm, Breite 41mm",71,JPN,"Auto & Motorrad: Teile > Autoteile & Zubehör > Federung & Lenkung > Radlager, -naben & Buchsen",1,,,
5908242693453,SKU-6816251293,"KAMOKA Radlagersatz 5600063 für KIA, Hyundai, Silber/Rot Metall NEU Vorderachse",79,KAMOKA,"Auto & Motorrad: Teile > Autoteile & Zubehör > Federung & Lenkung > Radlager, -naben & Buchsen",1,,,
59151383083624,SKU-8684520981,home24 Beistelltisch MANCHESTER 31x63x63 cm NEU Robustes Design Vielseitig,74,home24,Beistelltische,0,,,barcode_missing|category_id_missing|category_text_not_breadcrumb
60539f7f-f556-4103-bc2c-cc17f5a455c3,SKU-6274769815,RJ45 Splitter/Combiner uPOE Kabel Kit für PoE/Gigabit Netzwerke CAT5e/6 2er Set,79,Unbekannt,"Computer, Tablets & Netzwerk > Kabel & Steckverbinder > Netzwerkkabel & Adapter > Splitter, Koppler & Adapter",1,,,
6078c5f0-fb52-4c9c-b795-12a136ba6c79,SKU-2708761114,"BITUXX Federspanner-Set MS-16319 für Federbeine, Spannweite 65-212mm Schwarz",76,BITUXX,Auto & Motorrad: Teile > Werkzeuge > Werkstattausstattung & -bedarf > Federspanner,1,,,
61921411800024,SKU-6860111834,Qunsheng Haushaltshandschuhe 61921411800024 Naturlatex Zweifarbig Rot/Gelb,74,Qunsheng,Möbel & Wohnen > Haushalt > Putzgeräte > Reinigungshandschuhe,0,,,barcode_missing
61cb13b8-ef09-4959-821e-c2d63fcd8038,SKU-9014992269,Anqiyou Fahrrad Rücklicht AQY-0117 LED 400 mAh Akku Universal für Radsport NEU,78,Anqiyou,Sport > Radsport > Fahrradteile & -komponenten > Beleuchtung > Rücklichter,0,,,barcode_missing|category_id_missing
6922738000364,SKU-9041995991,Nanyang NiuJin Dongfanghong Sneaker Gelb Gr. XL NEU Haushaltshandschuhe,71,Nanyang NiuJin,Kleidung & Accessoires > Herren > Herren-Accessoires > Handschuhe & Fäustlinge,1,,,
6941057422886,SKU-6216530722,INTEX Luftmatratze Dura-Beam Plus Deluxe Pillow Rest AP620D Grau Vinyl NEU,74,INTEX,Luftmatratze,1,,,category_id_missing|category_text_not_breadcrumb
6954850111741,SKU-0735099796,Dong Fang Hong Latex Handschuhe 6 Stück - für optimalen Schutz & Komfort,72,Dong Fang Hong,Möbel & Wohnen > Haushalt > Putzgeräte > Reinigungshandschuhe,1,,,
6957303824717,SKU-9003235487,"UGREEN Vertikaler Laptop Ständer LP258 Aluminium für Notebooks bis 15,6 Zoll",76,UGREEN,"Computer, Tablets & Netzwerk > Laptop- & Desktop-Zubehör > Laptop-Ständer & -Halter",1,,,category_id_missing
6be95318-1354-4b38-9526-aab48b727982,SKU-6954275739,"SAGENSPEZI Sägekette 16567432516506316, 1.6mm, 74TG, .325 Zoll Teilung",70,SAGENSPEZI,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Kettensägen-Zubehör,0,,,barcode_missing
7082024102510,SKU-1423771699,Piaggio Keilriemen 102C-510 für Beverly X10 MP3 350 Roller Schwarz Gummi,72,Piaggio,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Getriebe & Antriebstechnik > Endantriebsriemen & -ketten & Zahnriemensätze > Endantriebsriemen & -ketten,1,,,
7212913647233,SKU-3606468262,TEXTAR Bremsscheibe 92056600 für Mercedes-Benz S-Klasse (W140) 320x30mm NEU,75,TEXTAR,Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremsscheiben,1,,,
7290006780805,SKU-9905416565,"SodaStream Glaskaraffe 0,7L für CRYSTAL/PENGUIN - Spülmaschinenfest & Stilvoll",78,SodaStream,Möbel & Wohnen > Kochen & Genießen > Gläser & Glaswaren,1,,,
7290116742380,SKU-0225495136,SodaStream Crystal 3.0 Wassersprudler: Frisches Sprudelwasser auf Knopfdruck,76,SodaStream,Möbel & Wohnen > Kochen & Genießen > Wasseraufbereitung & Trinkwassersprudler > Trinkwassersprudler,1,,,
7316577150929,SKU-8906682806,SKF Schrägkugellager 7315 BEGAP 7315 BEGAP NEU hohe Drehzahlen Lasten Sport,75,SKF,Sport > Funsport > Skateboarding > Boards > Lager,1,,,
7325549884427,SKU-6480044357,POC Fahrradhelm Axion Race MIPS Gr. M – MTB Schutz mit MIPS-Technologie,71,POC,Sport > Radsport > Helme & Protektoren > Helme,1,,,
74429111967912,SKU-6162434731,"KOTO Dartständer aus Metall, Höhenverstellbar, Werkzeuglose Montage Schwarz",75,KOTO,Sport > Weitere Sportarten > Dart > Scheiben,1,,,
7611916163227,SKU-1703368789,Weleda Tagescreme: Festigende Anti-Aging Pflege für reife Haut mit 8005360055,77,Weleda,Beauty & Gesundheit > Hautpflege > Gesichtspflegegeräte,1,,,
7649988997723,SKU-3130743576,MONASERA Autoduft Halter Schwarz Lüftung inkl. 2 Refills Wild Berry Sandelholz,78,MONASERA,Auto & Motorrad: Teile > Auto-Anbau- & -Zubehörteile > Autopflege & Aufbereitung > Lufterfrischer,1,,,
76a7cc4f-9aa4-4149-ad6b-9cc4ef1dc1df,SKU-7200941317,Tesla Sonnenschutz Panorama-Glasdach Schwarz Mesh-Gewebe für Innenraum NEU,74,Tesla,Autozubehör,0,,,barcode_missing|category_id_missing|category_text_not_breadcrumb
7778bbb4-0a11-414b-a323-1573ab313f48,SKU-6044260478,"MAHLE Ausgleichsbehälter 8MA 376 783-494 für VW Transporter, Kunststoff Weiß",76,MAHLE,Auto & Motorrad: Teile > Autoteile & Zubehör > Motorkühlung > Ausgleichsbehälter,0,,,barcode_missing
7b442083-e5d5-43c0-92ef-76c6432fe919,SKU-5120624450,"ELUTO Autositzbezug Set Universal, 5-teilig, Kunstleder, Herst.-Nr. 946921699",77,ELUTO,Auto & Motorrad: Teile > Autoteile & Zubehör > Innenausstattung,2,,,
8004815313234,SKU-1316800430,"Fiamma Level Up Auffahrkeile 3-stufig rutschfest 5,0t für Wohnmobil Wohnwagen",77,Fiamma,Wohnmobil- & Wohnwagenzubehör > Nivellierkeile,2,,,category_id_missing
8052694010041,SKU-2801069572,LEGAMI MILANO Federmäppchen Kawaii Pinguin – Stilvolle Organisation für Stifte,78,LEGAMI MILANO,Büro & Schreibwaren > Schulbedarf,1,,,
8088208802015,SKU-6543182729,H&M HOME Spannbettlaken 140x200 cm Beige Baumwolle Recycelt Fadendichte 144,75,H&M HOME,Heimtextilien > Bettwäsche & Bettlaken > Spannbettlaken,0,,,barcode_missing|category_id_missing
81715585302754,SKU-3938831828,PandaEar Silikon Baby Esslernset 2er Set Teller Becher Besteck Beige Taupe,74,PandaEar,Baby & Kind > Essen & Trinken > Geschirr & Besteck > Esslernbesteck,1,,,category_id_missing
81717285233178,SKU-5764056320,good morning Flanell Bettwäsche BERNARDUS Kariert Sand 155x220cm Baumwolle,74,good morning,Heimtextilien & Bettwaren > Bettwäsche,1,,,category_id_missing
83e404aa-90ab-4ebe-a933-039625bb1df9,SKU-7193466241,"HP Tintenpatrone 305 Schwarz Original 3YM61AE für HP Drucker, ca. 120 Seiten,",77,HP,"Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör > Tinte, Toner & Papier > Tintenpatronen",1,,,
849e919f-0898-4df7-8fbb-e141c351cba4,SKU-2969022222,DUNSOO Badteppich rutschfest Wasserabsorbierend Mikrofaser Grau 70x120cm Neu,76,DUNSOO,Badematten & Badteppiche,0,,,barcode_missing|category_id_missing|category_text_not_breadcrumb
85020cb2-38be-42d7-a2d1-bb5aa92d9e36,SKU-5952589845,Unbekannt Einhandfräse 3709 220 V Silber/Türkis/Schwarz Kunststoff/Metall,73,Unbekannt,"Modellbau > Modellbausätze > Werkzeuge, Zubehör & Motoren > Werkzeuge > Elektrowerkzeuge",0,,,barcode_missing
8712013813820,SKU-8805500495,Bo-Camp Melamin Geschirrset Mix & Match Blau 16-tlg. 4 Pers. Ø 25.8cm Neu,73,Bo-Camp,Geschirr-Sets,1,,,category_id_missing|category_text_not_breadcrumb
8717475102703,SKU-7333529126,TYC Außenspiegel Rechts beheizbar Ford Transit VI (ab 2013) 310-0237 Schwarz,76,TYC,Fahrzeugteile > Karosserie & Exterieur > Spiegel & Zubehör > Außenspiegel,1,,,category_id_missing
8718042150288,SKU-3341294632,"NRF Ladeluftkühler 0030119A für BMW – Neu, optimierte Motoreffizienz, Auto",74,NRF,Auto & Motorrad: Teile > Autoteile & Zubehör > Federung & Lenkung > Lenksäulen,1,,,
8719076052258,SKU-9132277490,"Victron Energy Batterieschalter passgenau für NEU Schwarz, Rot 275A/48V",71,Victron Energy,Auto & Motorrad: Teile > Klein- & Leichtkraftradteile > Leichtkraftradteile > Elektrik & Zündung,1,,,
8719115000028,SKU-8798489036,Calvin Klein Herren Low Rise Trunks Baumwoll-Stretch Mehrfarbig Gr. L U2664-4KU,79,Calvin Klein,Herrenmode > Unterwäsche > Boxershorts,1,,,category_id_missing
8720828172452,SKU-3692000771,Cloudpillo Kissen für individuellen Schlafkomfort & optimale Unterstützung,74,Cloudpillo,"Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Kopfkissen & Körperkissen",1,,,
8b41bda6-bc97-4d34-8644-f081c7d180cb,SKU-2629282795,"Glosen Schubladenbox mit 7 Schubladen Silber H31,5x B35x T29,8cm Stahl",70,Glosen,Büro & Schreibwaren > Büromöbel > Schränke & Regale > Aktenschränke,0,,,barcode_missing
8bc07ed5-5cee-4d00-abb3-00dd4f20439d,SKU-2930571748,Bosch Hammerbohrer SDS max-4 2608685873 Metall NEU Gr. 30 mm 520mm Beton,72,Bosch,Heimwerker > Werkzeuge > Elektrowerkzeug- & Druckluftgerät-Zubehör > Bohrer-Bits,1,,,
90090043468127,SKU-3310911465,Nissan Motoröl KE900-90043 NEU 5W-30 Liter Auto Motorrad Teile Pflege-,70,Nissan,"Auto & Motorrad: Teile > Öl, Pflege- & Schmiermittel > Motoröl",0,,,barcode_missing
9132580602006,SKU-8036579486,CECIPA Küchenarmatur Schwarz mit Ausziehbrause für flexible Küchenarbeit,72,CECIPA,Heimwerker > Bad & Küche > Küche > Küchenarmaturen,1,,,
914f7e36-2a57-4a6c-94e3-441532afad65,SKU-3988740005,Offgridtec Sammelschiene 8-01-012830 Heavy Duty mit M8/M10 Anschlussbolzen,74,Offgridtec,"Auto & Motorrad: Teile > Autoelektronik, GPS & Sicherheitstechnik > Klemmen & Verkabelung > Kabel & Kabelbäume",1,,,
9aff4795-bed9-4a09-ba98-77c2e138b511,SKU-2439653897,FAST Kabelloses Ladegerät A1Pro A1Pro Kunststoff NEU 15W 9V Eingang Handys,74,FAST,Handys & Kommunikation > Handy-Zubehör > Ladegeräte & Dockingstationen,0,,,barcode_missing
9e35f9b4-5df8-4db7-9dd7-31e4491488ef,SKU-6469360404,Leevitex Jersey Spannbettlaken Gelb 90-100x200-220cm Baumwolle OEKO-TEX Neu,75,Leevitex,Heimtextilien > Bettwäsche & Bettwaren > Spannbettlaken,0,,,barcode_missing|category_id_missing
SKU-0000524938,SKU-0000524938,"Apple Maus Magic Mouse 2 A1657 A1657 Weiß NEU Multi-Touch, Wiederaufladbar",74,Apple,"Computer, Tablets & Netzwerk > Tastaturen, Mäuse & Pointing",1,,,
SKU-0058749943,SKU-0058749943,WMF Kinderbesteck Knuddel 4-tlg. – Fördert Selbstständigkeit & Freude am Essen,78,WMF,Baby > Ernährung > Kindergeschirr & -besteck > Kinderbesteck,1,,,
SKU-0110888325,SKU-0110888325,ARKK Copenhagen Visuklass Leather Damen Sneaker White Pacific NEU OVP Gr. 37,76,ARKK Copenhagen,Kleidung & Accessoires > Damen > Damenschuhe,1,,,
SKU-0114729665,SKU-0114729665,"Adidas Campus 00s Sneaker Rot NEU SKU-0114729665 Wildleder Atmungsaktiv, Komfort",80,Adidas,Kleidung & Accessoires > Herren > Herrenschuhe > Sneaker,1,,,
SKU-0152828115,SKU-0152828115,STALESET Handtuchhalter TH01-BK TH01-BK Schwarz Metall NEU Matt Robust,70,STALESET,Möbel & Wohnen > Badezimmer > Badezimmerzubehör > Handtuchhalter,0,,,barcode_missing
SKU-0172791378,SKU-0172791378,lululemon Yogamatte Trainingsmatte: Maximaler Grip & Komfort für jedes Workout,78,lululemon,Sport > Fitness & Jogging > Yoga & Pilates > Yogamatten,0,,,barcode_missing
SKU-0236764953,SKU-0236764953,Malossi Variator Multivar 2000 für Roller: Explosive Leistungssteigerung,72,Malossi,Auto & Motorrad: Teile > Autoteile & Zubehör > Federung & Lenkung > Lenkgetriebe & -gehäuse,1,,,
SKU-0280699295,SKU-0280699295,H&M Pullover Rot Baumwolle NEU Damen Strickpullover Zeitloser Stil Hoher,72,H&M,Kleidung & Accessoires > Herren > Herrenmode > Pullover & Strick,0,,,barcode_missing
SKU-0310087435,SKU-0310087435,Villa Grinario Jersey-Spannbettlaken: Faltenfreier Sitz & optimaler Ecru,72,,"Möbel & Wohnen > Bettwaren, -wäsche & Matratzen",1,,,
SKU-0362404564,SKU-0362404564,UBRAVOO Kindersitzerhöhung mit Tablett – Sicher & Mobil für Mahlzeiten,70,UBRAVOO,Baby > Auto-Kindersitze & Zubehör,0,,,barcode_missing
SKU-0403766178,SKU-0403766178,Jolly Füllfederhalter Superinky Start 7090-0001 Kunststoff NEU Füllhalter,73,Jolly,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Füllfederhalter",1,,,
SKU-0411747828,SKU-0411747828,"JURID Bremsbelagsatz 573429J, 97.5mm Breite, 94.7mm Höhe, 17.2mm Dicke",70,JURID,Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremsbeläge,1,,,
SKU-0522930788,SKU-0522930788,Einhell Bohrschrauber TC-CD 18/35 Li Solo 45.139.27 Rot/Schwarz NEU Power,73,Einhell,Heimwerker > Werkzeuge > Elektrowerkzeuge,1,,,
SKU-0611814591,SKU-0611814591,"Lacoste Hoodie Marineblau Gr. M (US) / FR 4 84% Baumwolle, 16% Polyester NEU",76,Lacoste,Kleidung & Accessoires > Herren > Herrenmode,0,,,barcode_missing
SKU-0619911931,SKU-0619911931,Tesvor Saugroboter S7 Pro AES Weiß NEU Wischroboter 6000 Absaugstation,70,Tesvor,Spielzeug > Elektrisches Spielzeug > Roboter,1,,,
SKU-0651722148,SKU-0651722148,"Topeak Oberrohrtasche Bento Pack TC2333B Schwarz Robustes, wasserabweisendes",76,Topeak,Sport > Radsport > Fahrradzubehör > Fahrradtaschen,0,,,barcode_missing
SKU-0698797502,SKU-0698797502,Police Geldbörse Herren Braun Echtleder NEU PT284.10054-03 WALDO Elegant,72,Police,Kleidung & Accessoires > Herren > Herren-Accessoires > Geldbörsen & Etuis,1,,,
SKU-0785869755,SKU-0785869755,Terry Exera Gel Fahrradsattel Herren – Ergonomisch für höchsten Komfort,71,Terry,Sport > Radsport > Fahrradteile & -komponenten > Sättel,1,,,
SKU-0808524453,SKU-0808524453,ASICS EX89 Unisex Erwachsene Sneaker White/White NEU 1203A481-100 Wildleder,75,ASICS,Kleidung & Accessoires > Herren > Herrenschuhe > Sneaker,1,,,
SKU-0871959830,SKU-0871959830,Coffee Cup Automatischer Rührbecher USB-wiederaufladbar für perfekte Mischungen,79,,Möbel & Wohnen > Kochen & Genießen > Küchenhelfer,1,,,
SKU-0974179694,SKU-0974179694,wolfcraft Eckzwingen-Set ES 22 für präzise 90°-Winkel & stabile Holzprojekte,76,wolfcraft,Heimwerker > Werkzeuge > Handwerkzeuge,2,,,
SKU-0982370040,SKU-0982370040,"GardenGrill Gas Plancha Challenger III 7,5 kW 3 Brenner Edelstahl für Outdoor",77,GardenGrill,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Grills",1,,,
SKU-0989494543,SKU-0989494543,adidas SL 72 OG W Damen Sneaker Semi Pink / Red Glow Pink NEU OVP Gr. 38 JS0254,79,adidas,Kleidung & Accessoires > Herren > Herrenschuhe > Sneaker,1,,,
SKU-1040274599,SKU-1040274599,SCM Bilderbuch: Mut & Freundschaft ab 3 Jahren – Stärkt soziale Kompetenzen,75,"Scm R. Brockhaus,Scm Brockhaus, R.","Bücher & Zeitschriften > Fachbücher, Lernen & Nachschlagen",1,,,
SKU-1066852367,SKU-1066852367,Shelly Smart Switch SKU-1066852367 1PM Mini Gen3 110-240 V 2000 W Rot,69,Shelly,"Heimwerker > Elektromaterial > Steckdosen, Schalter & Zubehör > Smart-Steckdosen, -Wandschalter & -Zwischenstecker > Smart-Wandschalter",1,,,title_lt_70
SKU-1153910217,SKU-1153910217,Shure Vintage Pro-Audio Equipment SM58-LCE SM58-LCE Schwarz NEU Musikinstrumente,80,Shure,Musikinstrumente > Pro-Audio Equipment > Vintage Pro-Audio Equipment,1,,,
SKU-1181918814,SKU-1181918814,Kaweco Füllfederhalter 10001157 NEU Set GLOW Yellow leuchtende Akzente,70,Kaweco,"Büro & Schreibwaren > Papier, Büro- & Schreibwaren > Schreiben & Korrigieren > Füllfederhalter",1,,,
SKU-1230781227,SKU-1230781227,Villa Grinario Spannbettlaken SKU-1230781227 Grau Kiesel Gr. 100 x 200 cm 100 %,79,Villa Grinario,"Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Bettlaken",0,,,barcode_missing
SKU-1419839651,SKU-1419839651,Adidas Kinder Sneaker VS Switch 3 CF C: Einfaches Anziehen & sicherer Halt,74,Adidas,Kleidung & Accessoires > Herren > Herrenschuhe > Sneaker,1,,,
SKU-1483282001,SKU-1483282001,"DUO Collection Chefsessel Tiago XXL - Ergonomisch, Komfortabel & Robust",71,DUO Collection,Beauty & Gesundheit > Hilfsmittel > Mobilitäts- & Gehhilfen > Rollstühle,1,,,
SKU-1566313678,SKU-1566313678,Heike Faller – Hundert: Was du im Leben lernen wirst Bilderbuch Gebunden Neu,76,Kein & Aber,Baby > Bücher & Zeitschriften > Bücher,1,,,
SKU-1612836881,SKU-1612836881,"Wera Fahrrad Werkzeug-Set 6, 10-teilig, Hex-Plus & Torx, MPN 05004174001, Neu",77,Wera,Sport > Radsport > Fahrradreparatur & Werkzeug > Werkzeug,1,,,
SKU-1618101796,SKU-1618101796,Wera Maul-Ringschlüssel 6003 Joker 6mm mit schneller Ringratschenfunktion,73,,Heimwerker > Werkzeuge > Handwerkzeuge > Schraubenschlüssel,1,,,
SKU-1782951292,SKU-1782951292,Wella Professionals Shampoo für Beruhigung & Sanfte Reinigung Empfindlicher,75,Wella Professionals,Beauty & Gesundheit > Haarpflege & Haarstyling,1,,,
SKU-1789286937,SKU-1789286937,"Engelbert Strauss T-Shirt: Robust, bequem & vielseitig für Arbeit & Freizeit",76,Engelbert Strauss,Kleidung & Accessoires > Herren > Herrenmode > Shirts & Hemden > T-Shirts,0,,,barcode_missing
SKU-1825816304,SKU-1825816304,ZWILLING TWIN CHEF Universalmesser 130mm – Maximale Schärfe & Präzision,71,ZWILLING J.A. HENCKELS,Möbel & Wohnen > Kochen & Genießen > Küchenmesser,1,,,
SKU-1887574140,SKU-1887574140,GUSSKÖNIG Dutch Oven / Feuertopf NEU 9L Perfekte Hitzeverteilung Outdoor-Kochen,79,GUSSKÖNIG,Sport > Camping & Outdoor > Camping-Küchenbedarf > Campinggeschirr,1,,,
SKU-1937479862,SKU-1937479862,"Campingliege / Sonnenliege anthrazit Textilgewebe (Kunstfaser), Aluminium NEU",77,,"Kleidung & Accessoires > Spezielle Anlässe > Vintage-Mode > Vintage-Accessoires > Krawatten, -schals & Fliegen",1,,,
SKU-1961998362,SKU-1961998362,KOENIC Zitruspresse Silber Edelstahl NEU Frischer Saft schnell mühelos,70,KOENIC,Haushaltsgeräte > Kleingeräte Küche > Entsafter & Saftpressen,1,,,
SKU-2019125675,SKU-2019125675,"Derma Pen Germany Microneedling Pen für straffere, revitalisierte Haut",70,Derma Pen Germany,Beauty & Gesundheit,1,,,category_too_broad|category_text_not_breadcrumb
SKU-2114384722,SKU-2114384722,Sonnenbrille Unisex Erwachsene NEU Romaj Hawkers Eleganter UV400 Schutz,71,,Kleidung & Accessoires > Damen > Damen-Accessoires > Sonnenbrillen & Zubehör > Sonnenbrillen,1,,,
SKU-2123165909,SKU-2123165909,HLI Schubladenschienen Silber Metall NEU Vollauszug maximalen Zugriff Komfort,77,HLI,Heimwerker > Schrankbeschläge & -teile > Schubladenschienen,1,,,
SKU-2135446963,SKU-2135446963,Dexcom G6 Glukosesensoren: Präzise Echtzeit-Glukosewerte für Diabetiker,71,Dexcom,Beauty & Gesundheit > Hilfsmittel,0,,,barcode_missing
SKU-2151943751,SKU-2151943751,Cretacolor Harte Pastellkreiden Grautöne NEU Öl- und wachsfrei Graupastelle,75,Cretacolor,Bastel- & Künstlerbedarf,1,,,category_too_broad|category_text_not_breadcrumb
SKU-2152217706,SKU-2152217706,"WMF Elektrische Mühle Ceramill 0667416040 Schwarz Kunststoff, Keramik NEU",73,WMF,Möbel & Wohnen > Kochen & Genießen > Küchenhelfer > Gewürzmühlen & -streuer,1,,,
SKU-2384085318,SKU-2384085318,Seltmann Weiden Kaffeeservice Lido Solid Black 18-tlg. Spülmaschinenfest,72,Seltmann Weiden,Möbel & Wohnen > Kochen & Genießen,1,,,
SKU-2384804976,SKU-2384804976,"New Balance 9060 Damen Sneaker Rosa/Creme/Beige NEU GC9060BE Wildleder, Mesh",76,New Balance,Kleidung & Accessoires > Herren > Herrenschuhe > Sneaker,2,,,
SKU-2388529978,SKU-2388529978,"Laser-Tonerkartusche Cyan Ersatz für Brother TN-423C Kompatibel mit DCP, HL,",76,Unbekannt,"Computer, Tablets & Netzwerk > Drucker, Scanner & Zubehör > Drucker",2,,,
SKU-2391228513,SKU-2391228513,adidas Handball Spezial W Damen Sneaker Hellgrau / Hellblau Retro NEU OVP Gr. 38,80,adidas,Kleidung & Accessoires > Herren > Herrenschuhe > Sneaker,1,,,
SKU-2417212434,SKU-2417212434,McDavid Kniebandage 421 für Sport & Reha – Gezielte Unterstützung Gr. S,71,,Spielzeug > Playmobil > Freizeit,1,,,
SKU-2561166298,SKU-2561166298,Hodalump Geldbörse Braun Echtleder NEU 1094-H Neu mit Etikett Herren Vintage,76,Hodalump,Kleidung & Accessoires > Herren > Herren-Accessoires > Geldbörsen & Etuis,1,,,
SKU-2566552410,SKU-2566552410,Wera Bit-Satz 61-tlg. Torx für präzise Schraubarbeiten & Langlebigkeit,70,Wera,Sport > Weitere Sportarten > Boxen > Boxsets,1,,,
SKU-2609353370,SKU-2609353370,PROGARDEN Pflege Anthrazit Polypropylen (PP) NEU Gr. 110 cm Gartenbank,70,PROGARDEN,Baby > Pflege,0,,,barcode_missing
SKU-2611077541,SKU-2611077541,Glossyautoparts Nockenwelle EBY-1000335-1342 NEU Metall optimierte Motorleistung,80,Glossyautoparts,Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile > Ventilsteuerungsteile > Nockenwellen,0,,,barcode_missing
SKU-2621538468,SKU-2621538468,Brandson Tischventilator SKU-2621538468 Schwarz Metall NEU Neigbar 30cm,71,Brandson,Haushaltsgeräte > Klimaanlagen & Heizgeräte > Ventilatoren & Luftbehandlung > Stand- & Tischventilatoren,1,,,
SKU-2633108165,SKU-2633108165,WALSER Hagelschutzplane Perma Protect S | Ultimativer Schutz vor Hagel & Ästen,78,WALSER,Auto & Motorrad: Fahrzeuge,1,,,category_too_broad|category_text_not_breadcrumb
SKU-2636479706,SKU-2636479706,VIDEX Garden Winterschutzhaus PALM-PROTECT: Optimaler Frostschutz für Pflanzen,78,,Garten & Terrasse,1,,,category_too_broad|category_text_not_breadcrumb
SKU-2638568297,SKU-2638568297,Altra Escalante 4 Herren Laufschuh – Dynamik & Komfort für schnelle Läufe,73,Altra,Sport > Fitness & Jogging > Fitness- & Laufschuhe,2,,,
SKU-2638580995,SKU-2638580995,Bellabino Kinderregal Towy Mobil: Fördert spielerisch Ordnung & BB-0046-03-01,77,Bellabino,Möbel & Wohnen > Kindermöbel & Wohnen,1,,,
SKU-2690684566,SKU-2690684566,"MANN-FILTER Ölfilter HU 720/3 x für Motoren & Motorenteile, Neu, Made in Germany",80,MANN-FILTER,Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile,1,,,
SKU-2789683373,SKU-2789683373,"Brandson Standventilator: Leise Kühlung, Höhenverstellbar & Oszillierend",72,Brandson,Haushaltsgeräte > Klimaanlagen & Heizgeräte > Ventilatoren & Luftbehandlung > Stand- & Tischventilatoren,1,,,
SKU-2804135383,SKU-2804135383,ERZEKRIM Ferritkern Entstörfilter Set Schwarz Ferrit NEU 40tlg. RFI/EMI,71,ERZEKRIM,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Filter,2,,,
SKU-2841208491,SKU-2841208491,Olivia Huth: Hilfst du mir? Dann teilen wir! Freundschaft & Teilen ab 3 Jahren,78,Südpol Verlag Gmbh,Bücher & Zeitschriften,1,,,category_too_broad|category_text_not_breadcrumb
SKU-2965430996,SKU-2965430996,Beliani Beistelltisch CAORIA: Eleganter Terrazzo-Blickfang für Innen & Außen,76,Beliani,Möbel & Wohnen,0,,,barcode_missing|category_too_broad|category_text_not_breadcrumb
SKU-3046032177,SKU-3046032177,Tineco Akku-Hartbodenreiniger Floor One S5: Saugt & Wischt gleichzeitig,71,Tineco,Briefmarken > Afrika > Niger,1,,,
SKU-3047799035,SKU-3047799035,ABUS Kettenschloss Iven Chain 7210/110 – Hoher Diebstahlschutz & Lackschonend,77,ABUS,Sport > Radsport > Fahrradzubehör > Schlösser & Sicherheit,1,,,
SKU-3086033338,SKU-3086033338,JURID Bremsbelagsatz 573602J 114.6 mm Vorne NEU Gr. 114.6 mm BMW 1er 3er,72,JURID,Auto & Motorrad: Teile > Autoteile & Zubehör > Bremsen & Bremsenteile > Bremsbeläge,1,,,
SKU-3093460977,SKU-3093460977,LLIVEKIT Heißluftfritteuse KDF-5517DTW Schwarz NEU Dual-Zone 9L Gesund,70,LLIVEKIT,Haushaltsgeräte > Kleingeräte Küche > Fritteusen,0,,,barcode_missing
SKU-3095199472,SKU-3095199472,GO GOLF MAX-FAIRWAY 3 Sneaker Grau/Pink NEU Golfschuhe 123029/GYPK Skechers,75,,Sport > Golf > Golfbekleidung > Herren-Golfbekleidung > Golfschuhe,1,,,
SKU-3132130051,SKU-3132130051,Skechers Street UNO - Stand on Air Herren Sneaker Weiß Gr. 41 EU NEU 12430,74,Skechers,Kleidung & Accessoires > Herren > Herrenschuhe > Sneaker,2,,,
SKU-3149269291,SKU-3149269291,Nidec Sankyo Motorisierter Kartenleser 445-0765157A für Nidec Sankyo Präzision,78,Nidec Sankyo,"Computer, Tablets & Netzwerk > Kabel & Steckverbinder > USB-Kabel, -Hubs & -Adapter",0,,,barcode_missing
