sku,docId,lastSource,status,before_len,after_len,before_issues,after_issues,before,after,reason
SKU-0152828115,SKU-0152828115,title-normalize,update,70,50,duplicate_word,,STALESET Handtuchhalter TH01-BK TH01-BK Schwarz Metall NEU Matt Robust,STALESET Handtuchhalter TH01-BK Metall Schwarz NEU,
SKU-0280699295,SKU-0280699295,title-normalize,update,72,36,model_or_mpn_missing,model_or_mpn_missing,H&M Pullover Rot Baumwolle NEU Damen Strickpullover Zeitloser Stil Hoher,H&M Pullover Damen Baumwolle Rot NEU,
SKU-0310087435,SKU-0310087435,title-normalize,update,72,75,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,Villa Grinario Jersey-Spannbettlaken: Faltenfreier Sitz & optimaler Ecru,Spannbettlaken SZ01 02144001 866200 104551 Erwachsene Gr. 90-100x200cm Ecru,
SKU-0362404564,SKU-0362404564,barcode-rollback,update,74,56,priority_a_missing_in_title|priority_a_not_in_first_60,,UBRAVOO Kindersitzerhöhung mit Tablett – Sicher & Mobil für Mahlzeiten NEU,"UBRAVOO Kindersitzerhöhung ACE1013 37x14x34,5cm Rosa NEU",
SKU-0403766178,SKU-0403766178,job-improve,update,78,72,priority_a_missing_in_title|priority_a_not_in_first_60,,Jolly Füllfederhalter Superinky Start ergonomisch für Schreibanfänger blau Neu,"Jolly Füllfederhalter 7090-0001 Schreibanfänger, Schüler Kunststoff Blau",
SKU-0611814591,SKU-0611814591,barcode-rollback,update,76,73,priority_a_missing_in_title|priority_a_not_in_first_60,,"Lacoste Hoodie Marineblau Gr. M (US) / FR 4 84% Baumwolle, 16% Polyester NEU","Lacoste Hoodie SH9623 Herren Gr. M (US) FR 4 84% Baumwolle, 16% Polyester",
SKU-0785869755,SKU-0785869755,category-review-csv,update,71,53,priority_a_missing_in_title|priority_a_not_in_first_60,,Terry Exera Gel Fahrradsattel Herren – Ergonomisch für höchsten Komfort,Terry Fahrradsattel SKU-0785869755 Herren Schwarz NEU,
SKU-0808524453,SKU-0808524453,title-normalize,update,75,69,priority_a_not_in_first_60,,ASICS EX89 Unisex Erwachsene Sneaker White/White NEU 1203A481-100 Wildleder,ASICS Sneaker 1203A481-100 UnisexErwachsene Wildleder White/White NEU,
SKU-0871959830,SKU-0871959830,unknown,update,79,30,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,Coffee Cup Automatischer Rührbecher USB-wiederaufladbar für perfekte Mischungen,Rührbecher JB-01 Edelstahl NEU,
SKU-0974179694,SKU-0974179694,category-review-csv,update,76,64,priority_a_missing_in_title|priority_a_not_in_first_60,,wolfcraft Eckzwingen-Set ES 22 für präzise 90°-Winkel & stabile Holzprojekte,"wolfcraft Eckzwinge 3051000 Kunststoff, Metall Gelb, Schwarz NEU",
SKU-0989494543,SKU-0989494543,bulk-table,update,79,72,priority_a_not_in_first_60|duplicate_word,,adidas SL 72 OG W Damen Sneaker Semi Pink / Red Glow Pink NEU OVP Gr. 38 JS0254,adidas Sneaker JS0254 Damen Gr. 38 2/3 Textil mit Wildleder-Overlays NEU,
SKU-1040274599,SKU-1040274599,category-review-csv,update,75,74,product_type_missing|model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,product_type_missing|model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,SCM Bilderbuch: Mut & Freundschaft ab 3 Jahren – Stärkt soziale Kompetenzen,"Kerstin Toepel Vom Kleinen Waschbären, der Sich Traute, Mutig zu Sein 2021",
SKU-1153910217,SKU-1153910217,job-improve,update,72,54,priority_a_missing_in_title|priority_a_not_in_first_60,,Shure SM58-LCE Dynamisches Gesangsmikrofon für Live & Studio Schwarz Neu,Shure Vintage Pro-Audio Equipment SM58-LCE Schwarz NEU,
SKU-1230781227,SKU-1230781227,title-normalize,update,79,68,duplicate_word,,Villa Grinario Spannbettlaken SKU-1230781227 Grau Kiesel Gr. 100 x 200 cm 100 %,Villa Grinario Spannbettlaken SKU-1230781227 Gr. 100x200cm 200cm NEU,
SKU-1566313678,SKU-1566313678,category-review-csv,update,76,73,product_type_missing|model_or_mpn_missing,product_type_missing|model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,Heike Faller – Hundert: Was du im Leben lernen wirst Bilderbuch Gebunden Neu,Heike Faller Hundert: Was du im Leben lernen wirst 2018 Gebundene Ausgabe,
SKU-1612836881,SKU-1612836881,category-review-csv,update,77,62,priority_a_missing_in_title|priority_a_not_in_first_60,,"Wera Fahrrad Werkzeug-Set 6, 10-teilig, Hex-Plus & Torx, MPN 05004174001, Neu","Wera Werkzeugsatz 05004174001 Stahl, Kunststoff Mehrfarbig NEU",
SKU-1618101796,SKU-1618101796,unknown,update,73,70,priority_a_missing_in_title|priority_a_not_in_first_60,,Wera Maul-Ringschlüssel 6003 Joker 6mm mit schneller Ringratschenfunktion,Wera Maulschlüssel 05020198001 Gr. 6mm Chrom-Molybdän-Stahl Silber NEU,
SKU-1789286937,SKU-1789286937,category-review-csv,update,76,68,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,order_producttype_after_model,"Engelbert Strauss T-Shirt: Robust, bequem & vielseitig für Arbeit & Freizeit",Engelbert Strauss T-Shirts Herren Gr. L 100% Baumwolle Anthrazit NEU,
SKU-1825816304,SKU-1825816304,job-improve,update,80,58,priority_a_missing_in_title|priority_a_not_in_first_60,,ZWILLING J.A. HENCKELS TWIN CHEF Universalmesser 130mm Klinge Schwarz Silber Neu,ZWILLING J.A. HENCKELS Universalmesser 34910-131 130mm NEU,
SKU-1937479862,SKU-1937479862,title-normalize,update,77,69,priority_a_missing_in_title|priority_a_not_in_first_60,,"Campingliege / Sonnenliege anthrazit Textilgewebe (Kunstfaser), Aluminium NEU","CampFeuer Campingliege Sonnenliege CALI13A Textilgewebe (Kunstfaser),",
SKU-1961998362,SKU-1961998362,title-normalize,update,70,40,model_or_mpn_missing,model_or_mpn_missing,KOENIC Zitruspresse Silber Edelstahl NEU Frischer Saft schnell mühelos,KOENIC Zitruspresse Edelstahl Silber NEU,
SKU-2019125675,SKU-2019125675,category-review-csv,update,74,74,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,priority_a_not_in_first_60,"Derma Pen Germany Microneedling Pen für straffere, revitalisierte Haut NEU",Derma Pen Germany Anti-Faltenprodukte Advanced Microneedling System Unisex,
SKU-2114384722,SKU-2114384722,title-normalize,update,71,47,order_brand_after_producttype,,Sonnenbrille Unisex Erwachsene NEU Romaj Hawkers Eleganter UV400 Schutz,Hawkers Sonnenbrille Romaj UnisexErwachsene NEU,
SKU-2135446963,SKU-2135446963,category-review-csv,update,71,65,priority_a_missing_in_title|priority_a_not_in_first_60,,Dexcom G6 Glukosesensoren: Präzise Echtzeit-Glukosewerte für Diabetiker,"Dexcom Glukosesensor STS-GS-003 Diabetiker Weiß, Orange, Grau NEU",
SKU-2151943751,SKU-2151943751,category-review-csv,update,75,62,model_or_mpn_missing,model_or_mpn_missing,Cretacolor Harte Pastellkreiden Grautöne NEU Öl- und wachsfrei Graupastelle,"Cretacolor Harte Pastellkreiden Künstler, Schüler Grautöne NEU",
SKU-2384804976,SKU-2384804976,title-normalize,update,76,67,order_producttype_after_model,,"New Balance 9060 Damen Sneaker Rosa/Creme/Beige NEU GC9060BE Wildleder, Mesh","New Balance Sneaker 9060 Damen Wildleder, Mesh Rosa/Creme/Beige NEU",
SKU-2388529978,SKU-2388529978,title-normalize,update,76,40,brand_missing|priority_a_missing_in_title|priority_a_not_in_first_60,brand_missing,"Laser-Tonerkartusche Cyan Ersatz für Brother TN-423C Kompatibel mit DCP, HL,",Unbekannt Toner-Kartusche B423K Cyan NEU,
SKU-2391228513,SKU-2391228513,bulk-table,update,80,58,priority_a_missing_in_title|priority_a_not_in_first_60,priority_a_missing_in_title|priority_a_not_in_first_60,adidas Handball Spezial W Damen Sneaker Hellgrau / Hellblau Retro NEU OVP Gr. 38,adidas Sportschuh Handball Damen Gr. 38 Wildleder Grau NEU,
SKU-2417212434,SKU-2417212434,unknown,update,71,64,priority_a_missing_in_title|priority_a_not_in_first_60,,McDavid Kniebandage 421 für Sport & Reha – Gezielte Unterstützung Gr. S,McDavid Kniebandage MD421-01-33 Unisex Gr. S Neopren Schwarz NEU,
SKU-2561166298,SKU-2561166298,job-improve,update,72,52,priority_a_not_in_first_60,,Hodalump Geldbörse Herren RFID Echtleder Vintage Braun Modell 1094-H NEU,Hodalump Geldbörse 1094-H Herren Echtleder Braun NEU,
SKU-2566552410,SKU-2566552410,unknown,update,70,67,priority_a_missing_in_title|priority_a_not_in_first_60,,Wera Bit-Satz 61-tlg. Torx für präzise Schraubarbeiten & Langlebigkeit,"Wera Bit-Satz 05057909001 Stahl, gehärtet Schwarz mit Wera-Logo NEU",
SKU-2609353370,SKU-2609353370,barcode-rollback,update,70,54,model_or_mpn_missing,model_or_mpn_missing,PROGARDEN Pflege Anthrazit Polypropylen (PP) NEU Gr. 110 cm Gartenbank,PROGARDEN Pflege 110cm Polypropylen (PP) Anthrazit NEU,
SKU-2621538468,SKU-2621538468,job-improve,update,76,67,priority_a_missing_in_title|priority_a_not_in_first_60,,Brandson Tischventilator 30cm Schwarz Metall Neigbar 3 Geschwindigkeiten Neu,Brandson Tischventilator SKU-2621538468 30cm 48W Metall Schwarz NEU,
SKU-2633108165,SKU-2633108165,category-review-csv,update,78,40,priority_a_missing_in_title|priority_a_not_in_first_60,,WALSER Hagelschutzplane Perma Protect S | Ultimativer Schutz vor Hagel & Ästen,WALSER Hagelschutzplane 30973 Silber NEU,
SKU-2636479706,SKU-2636479706,category-review-csv,update,78,73,priority_a_missing_in_title|priority_a_not_in_first_60,priority_a_not_in_first_60,VIDEX Garden Winterschutzhaus PALM-PROTECT: Optimaler Frostschutz für Pflanzen,VIDEX Garden Winterschutz Frost-Schutzhaus PALM-PROTECT classic 100cm NEU,
SKU-2638568297,SKU-2638568297,unknown,update,73,53,priority_a_missing_in_title|priority_a_not_in_first_60,,Altra Escalante 4 Herren Laufschuh – Dynamik & Komfort für schnelle Läufe,Altra Laufschuh 85010130 Herren Mesh Schwarz/Weiß NEU,
SKU-2638580995,SKU-2638580995,title-normalize,update,77,50,priority_a_not_in_first_60,,Bellabino Kinderregal Towy Mobil: Fördert spielerisch Ordnung & BB-0046-03-01,Bellabino Regal BB-0046-03-01 Kinder Holz Weiß NEU,
SKU-2789683373,SKU-2789683373,category-review-csv,update,72,74,priority_a_missing_in_title|priority_a_not_in_first_60,,"Brandson Standventilator: Leise Kühlung, Höhenverstellbar & Oszillierend","Brandson Standventilator WDP 301480 42cm 50 Kunststoff, Metall Schwarz NEU",
SKU-2804135383,SKU-2804135383,category-review-csv,update,71,49,model_or_mpn_missing,model_or_mpn_missing,ERZEKRIM Ferritkern Entstörfilter Set Schwarz Ferrit NEU 40tlg. RFI/EMI,ERZEKRIM Ferritkern Entstörfilter Set Schwarz NEU,
SKU-2841208491,SKU-2841208491,category-review-csv,update,78,70,product_type_missing|model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,product_type_missing|model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,Olivia Huth: Hilfst du mir? Dann teilen wir! Freundschaft & Teilen ab 3 Jahren,Olivia Huth Hilfst du mir? Dann teilen wir! 2020 Gebundene Ausgabe NEU,
SKU-2965430996,SKU-2965430996,barcode-rollback,update,80,66,priority_a_missing_in_title|priority_a_not_in_first_60,,Beliani Beistelltisch CAORIA: Eleganter Terrazzo-Blickfang für Innen & Außen NEU,Beliani Beistelltisch 407569 40cm Erwachsene Leichtbeton (MgO) und,
SKU-3046032177,SKU-3046032177,unknown,update,71,46,priority_a_missing_in_title|priority_a_not_in_first_60,,Tineco Akku-Hartbodenreiniger Floor One S5: Saugt & Wischt gleichzeitig,Tineco Niger FW103400EU 220W 21.6V Schwarz NEU,
SKU-3086033338,SKU-3086033338,title-normalize,update,72,46,duplicate_word,,JURID Bremsbelagsatz 573602J 114.6 mm Vorne NEU Gr. 114.6 mm BMW 1er 3er,JURID Bremsbelagsatz 573602J Vorne 114.6mm NEU,
SKU-3095199472,SKU-3095199472,title-normalize,update,75,67,priority_a_not_in_first_60|order_brand_after_producttype,,GO GOLF MAX-FAIRWAY 3 Sneaker Grau/Pink NEU Golfschuhe 123029/GYPK Skechers,"Skechers Golfschuhe 123029/GYPK Damen Mesh, Synthetik Grau/Pink NEU",
SKU-3132130051,SKU-3132130051,job-improve,update,74,58,priority_a_not_in_first_60,,Skechers Street UNO - Stand on Air Herren Sneaker Weiß Gr. 41 EU NEU 12430,Skechers Sneaker 12430 Herren Gr. 41 EU Synthetik Weiß NEU,
SKU-3149269291,SKU-3149269291,category-review-csv,update,78,65,duplicate_word,,Nidec Sankyo Motorisierter Kartenleser 445-0765157A für Nidec Sankyo Präzision,"Nidec Sankyo Motorisierter Kartenleser 445-0765157A Silber, Grün,",
SKU-3190070125,SKU-3190070125,title-normalize,update,77,58,duplicate_word,,GREELUE Aufbewahrungskorb SNK3T-WH SNK3T-WH Weiß PP NEU Gr. 34.5 cm Stapelbar,GREELUE Aufbewahrungskorb SNK3T-WH 12cm PP 34.5cm Weiß NEU,
SKU-3210037840,SKU-3210037840,job-improve,update,74,72,priority_a_missing_in_title|priority_a_not_in_first_60,,Beautex Jersey Spannbettlaken Dunkelbraun 90x200cm für Boxspringbetten NEU,Beautex Spannbettlaken XO01W68K0B Erwachsene Gr. 90x200cm 100% Baumwolle,
SKU-3226209432,SKU-3226209432,unknown,update,73,49,priority_a_missing_in_title|priority_a_not_in_first_60,,"WOLTU Standregal Weiß – Kompakt, vielseitig & platzsparend für jeden Raum",WOLTU Standregal RGB46ws nicht angegeben Weiß NEU,
SKU-3368481451,SKU-3368481451,bulk-table,update,79,57,priority_a_missing_in_title|priority_a_not_in_first_60,,Puma Clyde Palais Artisan Unisex Sneaker Chocotart-Frosted Ivory NEU OVP Gr. 38,"PUMA Damenschuhe 40224901 Unisex Gr. 38,5 Leder Braun NEU",
SKU-3566484007,SKU-3566484007,title-normalize,update,71,44,model_or_mpn_missing,model_or_mpn_missing,Steambow Bodkinpfeile AR-Serie: 6er Set für höchste Präzision & Schwarz,Steambow Pfeile Erwachsene Stahl Schwarz NEU,
SKU-3588671475,SKU-3588671475,category-review-csv,update,74,74,priority_a_missing_in_title|priority_a_not_in_first_60,,Topeak Ratchet Rocket Essential Fahrradwerkzeugset für präzise Reparaturen,"Topeak Ratschen-Werkzeug Multi-Tool (Ratchet) TT2628 Stahl, Textil Schwarz",
SKU-3622017850,SKU-3622017850,unknown,update,70,43,order_producttype_after_model,,Mackie HM-4 Kopfhörerverstärker für professionelles 4-Kanal Monitoring,Mackie Kopfhörerverstärker HM-4 Schwarz NEU,
SKU-3734657776,SKU-3734657776,unknown,update,78,53,priority_a_missing_in_title|priority_a_not_in_first_60,,Hansgrohe Waschtischarmatur Vernis Blend 100 Chrom – Spart Wasser mit EcoSmart,Hansgrohe Waschtischarmatur 71551000 Metall Chrom NEU,
SKU-3783198734,SKU-3783198734,job-improve,update,78,41,priority_a_missing_in_title|priority_a_not_in_first_60,,HOLMENKOL Oxydstein Oxyd MINI Belagsreiniger für Ski Snowboard Beläge Rosa NEU,HOLMENKOL Oxydstein 20561 Unisex Rosa NEU,
SKU-3992211748,SKU-3992211748,bulk-table,update,70,65,priority_a_missing_in_title|priority_a_not_in_first_60,,"Nike Defy All Day Damen Sneaker Weiß, Schwarz, Rot Gr. 39 (DJ1196-101)",Nike Handschuhe Fäustlinge DJ1196-101 Damen Gr. 39 Leder Weiß NEU,
SKU-4008377248,SKU-4008377248,title-normalize,update,73,29,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,order_producttype_after_model,Divasya Yoga Yoga & Pilates Pink NEU Yogamatte Profi-Grip sichere stabile,Divasya Yoga Pilates Pink NEU,
SKU-4069701323,SKU-4069701323,job-improve,update,78,59,priority_a_missing_in_title|priority_a_not_in_first_60,,Jolly Superstars Duo Fasermaler Set Mehrfarbig Doppelfasermaler Ab 3 Jahre NEU,"Jolly Fasermaler 44250002 Kinder, Erwachsene Mehrfarbig NEU",
SKU-4118229261,SKU-4118229261,job-improve,update,74,60,priority_a_missing_in_title|priority_a_not_in_first_60,,ROCKBROS Minipumpe Aluminium Schwarz für Mountainbike Rennrad Citybike NEU,ROCKBROS Minipumpe 806-TEAM-B Aluminiumlegierung Schwarz NEU,
SKU-4204090012,SKU-4204090012,unknown,update,79,72,order_producttype_after_model,order_producttype_after_model,Villa Grinario Jersey-Spannbettuch 100x200 cm Blau – Bügelfrei & Hautfreundlich,Villa Grinario Jersey-Spannbettuch ca. 90–100x200cm Erwachsene 100x200cm,
SKU-4212491486,SKU-4212491486,title-normalize,update,76,71,brand_missing,brand_missing,Unbekannt Handpan SKU-4212491486 Schwarz matt Lackierter Stahl NEU Gr. 58 cm,Unbekannt Handpan SKU-4212491486 58cm Lackierter Stahl Schwarz matt NEU,
SKU-4304000683,SKU-4304000683,category-review-csv,update,76,29,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,LEONARDO Geschirr & Besteck NEU SWING Trinkgläser Set Bunt Spülmaschinenfest,LEONARDO Gläser Glaswaren NEU,
SKU-4358173575,SKU-4358173575,category-review-csv,update,79,60,priority_a_missing_in_title|priority_a_not_in_first_60,,SEEK DISCOMFORT SPARK Kartenspiel – Komfortzone erweitern & Beziehungen stärken,SEEK DISCOMFORT Kartenspiel 196852765508 Erwachsene Blau NEU,
SKU-4391085581,SKU-4391085581,title-normalize,update,73,73,priority_a_missing_in_title|priority_a_not_in_first_60,,Lacoste T-Clip Set 224 2 SMA Herren Sneaker Weiß (White/White) Gr. 10 NEU,Lacoste Sneaker SKU-4391085581 Herren Gr. 10 Leder Weiß (White/White) NEU,
SKU-4433223955,SKU-4433223955,title-normalize,update,77,46,model_or_mpn_missing,model_or_mpn_missing,Yogamatte The Big Mat Blau/Grau marmoriert NEU Rutschfest Lululemon Maximaler,Yogamatte The Big Mat Blau/Grau marmoriert NEU,
SKU-4434702791,SKU-4434702791,category-review-csv,update,78,56,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,,"Lexar Computer, Tablets & Netzwerk LD4AS008G-B3200ASST LD4AS008G-B3200ASST NEU",Lexar Arbeitsspeicher (RAM) LD4AS008G-B3200ASST 1.2V NEU,
SKU-4541378818,SKU-4541378818,category-review-csv,update,77,52,priority_a_not_in_first_60|duplicate_word,,Longking Selbstklebefliesen für Küche & Bad – Schnelle & stilvolle LKA003WGuk,Longking Selbstklebefliesen LKA003WGuk 30cm Weiß NEU,
SKU-4561934561,SKU-4561934561,category-review-csv,update,70,55,priority_a_missing_in_title|priority_a_not_in_first_60,,GLOCK Pistolenkoffer: Robuster Hartschalenkoffer mit Schaumstoffschutz,GLOCK Waffenkoffer SKU-4561934561 Kunststoffgehäuse mit,
SKU-4660262942,SKU-4660262942,title-normalize,update,79,66,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,,NY 90 Sneaker Core Black/Carbon (Schwarz) NEU JI1897 Leder Sport Neu mit Karton,Adidas Sneaker JI1897 Herren Leder Core Black/Carbon (Schwarz) NEU,
SKU-4679981655,SKU-4679981655,title-normalize,update,71,20,model_or_mpn_missing,model_or_mpn_missing,Jolly Bleistifte NEU Graphit Kinderfest Robust Sicher Büro Schreibwaren,Jolly Bleistifte NEU,
SKU-4743695203,SKU-4743695203,category-review-csv,update,78,69,product_type_missing|model_or_mpn_missing|priority_a_not_in_first_60,product_type_missing|model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,molino Frieder Stöckle – Hannelore: Zauberhaftes Zirkusabenteuer Hardcover NEU,Frieder Stöckle Hannelore: Zauberhaftes Zirkusabenteuer Hardcover NEU,
SKU-4802639881,SKU-4802639881,job-improve,update,73,60,priority_a_missing_in_title|priority_a_not_in_first_60,,FITGRIFF Krafttraining Gewichthebergürtel Classic Leder Gr. L Schwarz Neu,FITGRIFF Gewichthebergürtel FG030S4L Gr. L Leder Schwarz NEU,
SKU-4820097368,SKU-4820097368,category-review-csv,update,76,68,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,model_or_mpn_missing,"TAN.TOMI Rolltop Rucksack – Flexibel, wasserabweisend & Laptopfach – Daypack",TAN.TOMI Rolltop-Rucksack Daypack ca. 16–20 Liter (Rolltop variabel),
SKU-4846525236,SKU-4846525236,title-normalize,update,80,37,priority_a_not_in_first_60|order_producttype_after_model,,QinnFSIYANG E-Scooter F6 – Faltbar für agile und umweltfreundliche Elektroroller,QinnFSIYANG Elektroroller F6 Pink NEU,
SKU-4919757592,SKU-4919757592,barcode-rollback,update,77,53,model_or_mpn_missing|duplicate_word,model_or_mpn_missing,Flanellhemd Hemd Herren Blau Gr. L 100% Baumwolle NEU Neu mit Etikett Fashion,Flanellhemd Hemd Herren Gr. L 100% Baumwolle Blau NEU,
SKU-4990478200,SKU-4990478200,category-review-csv,update,71,24,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,"BBQ-Toro Gusseisen Wok Ø35,5cm für authentische & krosse Bratergebnisse","BBQ-Toro Woks 35,5cm NEU",
SKU-5037405516,SKU-5037405516,job-improve,update,77,64,priority_a_missing_in_title|priority_a_not_in_first_60,,LOBERON Kräuterschere Edelstahl Küchenschere Gartenschere für frische Kräuter,"LOBERON Kräuterschere 23085 Edelstahl, Eisen Schwarz, Silber NEU",
SKU-5091393302,SKU-5091393302,title-normalize,update,79,57,brand_missing|priority_a_missing_in_title|priority_a_not_in_first_60,brand_missing,"Laser-Tonerkartusche Schwarz Ersatz für Brother TN-423K Kompatibel mit DCP, HL,",Unbekannt Laser-Tonerkartusche B423K Standard Schwarz NEU,
SKU-5320447988,SKU-5320447988,job-improve,update,74,74,model_or_mpn_missing,model_or_mpn_missing,"Jolly Pinselset Mehrfarbig, Neon Synthetik, Kunststoff NEU Schulpinsel-Set","Jolly Pinselset Kinder, Schüler Synthetik, Kunststoff Mehrfarbig, Neon NEU",
SKU-5403685857,SKU-5403685857,category-review-csv,update,73,72,priority_a_missing_in_title|priority_a_not_in_first_60,,"Brennenstuhl Steckdosenleiste 8-fach, 5m Kabel, Schalter, Made in Germany",Brennenstuhl Steckdosenleiste 195158 0 101 230 Kunststoff 5m Schwarz NEU,
SKU-5582443660,SKU-5582443660,job-improve,update,80,74,product_type_missing|model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,product_type_missing|model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,Roberto Barnai – Biologika Organ Atlas Gesundheit Sachbuch Gebundene Ausgabe NEU,Roberto Barnai Biologika Organ Atlas Gesundheit Sachbuch Gebundene Ausgabe,
SKU-5633394973,SKU-5633394973,unknown,update,75,71,priority_a_missing_in_title|priority_a_not_in_first_60,priority_a_not_in_first_60,"Classic Flyer Hörnerschlitten Davos 110cm – TÜV-geprüft, sicher & langlebig",Classic Flyer Hörnerschlitten Davos ohne Lehne SKU-5633394973 110cm NEU,
SKU-5638382329,SKU-5638382329,title-normalize,update,73,60,product_type_missing|model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,product_type_missing|model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,Angela Merkel – Freiheit: Erinnerungen 1954 – 2021 Hardcover NEU Sachbuch,Angela Merkel Freiheit: Erinnerungen 1954 2021 Hardcover NEU,
SKU-5658638116,SKU-5658638116,unknown,update,80,20,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,Jolly Superstars One Fasermaler 12 Farben auswaschbar für Kinder Made in Austria,Jolly Filzstifte NEU,
SKU-5687802687,SKU-5687802687,unknown,update,72,72,priority_a_missing_in_title|priority_a_not_in_first_60,,Homerella UNIFLOW Badewanneneinlage für sicheren Halt & schnellen Ablauf,Homerella Badewanneneinlage SKU-5687802687 88cm Gr. 88x39cm PVC Weiß NEU,
SKU-5701110636,SKU-5701110636,unknown,update,79,70,priority_a_missing_in_title|priority_a_not_in_first_60,,Siemens Entkalkungstabletten 2in1 für EQ Kaffeevollautomaten – Optimaler Schutz,Siemens Kaffeevollautomaten TZ80002A BSH Hausgeräte GmbH Blau/Weiß NEU,
SKU-5729537867,SKU-5729537867,category-review-csv,update,70,21,product_type_missing|model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,product_type_missing|model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,Astrid Lindgren – Oetinger Bilderbuch Papier Gebundene Ausgabe Deutsch,Gebundene Ausgabe NEU,
SKU-5740515403,SKU-5740515403,job-improve,update,78,74,priority_a_not_in_first_60|priority_a_missing_in_title,,Altra Escalante Racer 2 Erwachsene Sneaker Gray/Blue (Grau/Blau) NEU Laufschuh,"Altra Laufschuh AL0A7R7G000-130 Erwachsene Textil, Synthetik Grau/Blau NEU",
SKU-5740939127,SKU-5740939127,category-review-csv,update,76,48,priority_a_missing_in_title|priority_a_not_in_first_60,,Leonardo Schalen-Set 5-tlg. Glas – Spülmaschinenfest & vielseitig einsetzbar,Leonardo Schalen-Set 066652 Glas Transparent NEU,
SKU-5780092798,SKU-5780092798,job-improve,update,74,60,duplicate_word,,SW-Stahl Ring-Maulschlüssel 00828L Silber Stahllegierung NEU SW-Stahl GmbH,SW-Stahl Ring-Maulschlüssel 00828L Stahllegierung Silber NEU,
SKU-5795572847,SKU-5795572847,title-normalize,update,72,28,model_or_mpn_missing,model_or_mpn_missing,ADVENTURE Strandmuscheln NEU Pop-Up 50+ Schutz Blitzaufbau Sport Camping,ADVENTURE Strandmuscheln NEU,
SKU-5799111421,SKU-5799111421,category-review-csv,update,72,75,duplicate_word,,Philips LED High Bay Hallenleuchte LV70007 LV70007 Schwarz Aluminium NEU,Philips LED High Bay Hallenleuchte LV70007 266x167mm 200W Aluminium Schwarz,
SKU-5842899450,SKU-5842899450,job-improve,update,79,68,priority_a_missing_in_title|priority_a_not_in_first_60,,Stahlia Schubladenschiene Vollauszug Teleskopschiene verzinkt Seitenmontage NEU,Stahlia Schubladenschiene SKU-5842899450 Stahl (verzinkt) Silber NEU,
SKU-6148008788,SKU-6148008788,barcode-rollback,update,76,39,order_producttype_after_model|duplicate_word,order_producttype_after_model,TPE YOGA Yogamatten Grün TPE NEU Gr. 61 cm Rutschfest Gelenkschonend Pilates,TPE YOGA Yogamatten 183cm 61cm Grün NEU,
SKU-6307001376,SKU-6307001376,job-improve,update,80,74,order_producttype_after_model,,Tommy Hilfiger Essential Runner Metallics Damen Sneaker Ancient White Gr. 40 Neu,Tommy Hilfiger Sneaker Essential Runner Metallics Damen Gr. 40 Lederimitat,
SKU-6427883146,SKU-6427883146,category-review-csv,update,73,75,model_or_mpn_missing,model_or_mpn_missing,"NEXTCOVER Faltschloss Schwarz Gehärteter Stahl, Kunststoffummantelung NEU","NEXTCOVER Faltschloss 100cm Gehärteter Stahl, Kunststoffummantelung Schwarz",
SKU-6537574821,SKU-6537574821,job-improve,update,72,56,duplicate_word,,VCM Aufsatzwaschbecken 913794 913794 Weiß Keramik NEU Gr. 22 cm 41x22x10,VCM Aufsatzwaschbecken 913794 41cm Keramik 22cm Weiß NEU,
SKU-6558668236,SKU-6558668236,job-improve,update,75,58,priority_a_missing_in_title|priority_a_not_in_first_60,,Blumtal Doppelrollo Klemmfix Lila 85x155 cm Blickdicht Lichtregulierung Neu,Blumtal Doppelrollo SKU-6558668236 100% Polyester Lila NEU,
